name,scimark.fft.large,scimark.lu.large,scimark.monte_carlo,scimark.sor.large,scimark.sparse.large,sunflow
KRC001,37.466536946004084,6.8606191796064344,44.143997440141305,34.455687366243481,20.704797432122469,81.295440465292387
KRC002,36.839931636761968,6.8631093401894265,54.652004876030119,34.260489640406796,21.087010907654047,80.421275617481541
KRC003,26.362524565889,6.6151482557482391,52.242101219920436,31.671221540317674,20.797233735981155,74.726767566011645
KRC004,36.868933662178208,6.8045171829675031,54.097981006530155,34.085859485677268,17.23876820616746,80.973898911171503
KRC005,36.705306223449405,6.828270013269381,52.98228751070269,33.490995707135539,17.039830994768341,77.126171933636854
KRC006,30.442640857923784,5.1629146465356026,49.763476420922466,27.357942514926933,17.923480298432334,58.015434990350201
KRC007,34.997708121761427,6.441053119271352,53.193434713686614,31.136564401033915,19.522216478917308,78.820483328604922
KRC008,35.966432421911726,6.8585879250766695,47.559759055629392,33.734680907384906,19.50236963142429,76.802252892761956
KRC010,35.255598535373984,6.8119928966927707,50.687045228239597,31.912591708811767,21.143224990285681,15.513046961351455
KRC011,35.022945817138918,6.5541706966802273,53.366883271540544,30.71937206345288,14.323463387203603,80.053760818999024
KRC013,34.831200979446649,6.466239352022491,52.559313348418577,31.308656112031152,19.876058024093915,77.439768529265052
KRC014,35.084046623864204,6.954995979120226,54.636238816802802,34.663444117188675,21.292091851335233,82.109611635927422
KRC015,34.003909026554041,6.6151049943104479,52.616891946754762,29.942054622864823,18.89268537086906,78.352177264955642
KRC016,37.250050808400957,6.8534040277006021,53.563638529563605,34.080205937518244,21.012110324586544,79.844332961957889
KRC017,36.722958465479735,6.7425182370922867,54.415742104553829,32.598840137449976,20.208817930841622,77.739799404518067
KRC018,36.253177717281957,6.7461087853784951,54.283418163098062,33.389099277376928,20.956843854888135,81.040375047712701
KRC019,35.221320352505508,6.683958143038879,51.859986080736505,30.402991341791772,18.093623436217982,81.199169757344748
KRC021,34.29560386955653,6.5893174555303267,53.558575438346914,32.14856675197791,20.252048370282353,80.128947828518562
KRC022,35.004938851621198,6.6812852336411961,53.646347108310721,33.196404018809034,20.766131225024409,78.430681229596004
KRC023,35.346571200130548,6.4083814246383666,53.745465136851074,30.339743863656111,20.499768763703774,75.074284765096635
KRC024,36.289899647884283,6.9472935489509613,54.264107951024251,34.600147166070471,21.528264379176367,76.072471998836505
KRC025,37.461344458539173,6.9018251047111479,53.382545765228599,33.951836391506262,21.301309066375776,66.618979764176018
KRC026,36.372150923697596,6.8414615535523566,53.754870712567907,32.748014738652344,20.631620800140965,76.600463447116482
KRC027,37.969150513770145,6.9678163497282348,54.618450882678097,34.673498966980574,21.198498159352404,81.496483983438566
KRC028,36.015794797249413,6.5071747650399558,53.409762085701367,29.832406214973759,19.796768545452817,74.637917828188577
KRC029,34.055188862521881,6.5675267763740344,54.403140881021095,32.433508736232859,21.079587981781057,75.685969958547588
KRC030,37.1889735692817,6.8433027663816137,53.368424974882096,34.125878230948331,21.353051557427847,77.394260474381781
KRC031,38.090201326396311,6.9208715966586327,54.232574072212508,34.689487255008324,21.412316640593019,80.843658892128275
KRC032,35.838066965669604,6.9712980014045209,54.808891759144984,34.654804089503038,21.308848907340213,80.969523227327386
KRC033,37.411919660600482,6.9186736109370326,54.126159762890097,34.523081190874557,21.243302065804578,80.42054583327112
KRC035,36.474344791162217,6.922510210534158,54.615789973648546,33.031754030379133,20.981918857387818,78.287375959859403
KRC036,35.874246768662161,6.6459736868224182,38.523681609565429,33.429139901878891,21.255353069014134,75.879580528093896
KRC037,37.903037431467197,6.8843478424678484,54.398895626556154,34.723774460259847,21.391025176395036,79.40499889435668
KRC038,27.679226939003534,5.1519406196605413,54.555065126749525,24.888022021450052,14.53045766118208,69.242435666792858
KRC040,33.139640969164958,4.1291669681948804,51.700558835140718,27.2890081180145,19.108093140673219,63.38717259795645
KRC041,36.687418367249791,6.8997192825518781,54.451871571224764,33.667740391169524,20.934391546429616,79.967173855683313
KRC042,36.020067009794595,6.9344599267688478,46.698902595454079,33.517312730747733,20.960835352559311,69.922100785514345
KRC043,35.506538442676259,6.8698209467111289,54.57565646338923,33.859644474001733,21.049488089998608,81.43944741951411
KRC044,35.786015098772708,6.3622962926587618,54.097362882168142,29.237969970860863,19.838318770651803,78.850850420662056
KRC045,33.131107497535616,6.1511874851540584,54.051631911426284,32.192778648594377,20.890425156055748,77.625360183747048
KRC046,34.198796974279276,6.6985478926313178,48.870497482998871,31.237178893969975,20.221828910546513,71.188828707284273
KRC047,30.968658431770063,6.3134969112533446,53.712978435397297,30.74849268265508,17.958421011003669,79.122391021159643
KRC048,33.559459633745234,6.5304172473942668,52.691842818757593,34.284168982101377,21.186106527149846,66.635409322349233
KRC049,37.694883598220045,6.1554290408035426,51.193406566989609,33.113471495494096,19.529149795662985,69.444633976583702
KRC050,35.186586954363179,6.6767762580551588,52.953954774417269,32.647768778184847,19.950682220308643,71.769002919676851
KRC051,35.879063644600969,6.5289528797442911,51.046754740820738,31.619337349283203,20.070191758830532,76.494560849274919
KRC053,34.734513038437356,6.6243407738926638,52.88318779247895,32.25611783900186,20.469509716708551,73.025804123404015
KRC054,36.134356904696212,6.9469484041822316,54.818325536088182,34.759893562816416,21.663390349121748,80.73514837751037
