"","name","scimark.fft.large","scimark.lu.large","scimark.monte_carlo","scimark.sor.large","scimark.sparse.large","sunflow"
"GNML06","GNML06",1,3,1,3,2,2
"GNML07","GNML07",3,2,3,1,1,3
"GNML08","GNML08",2,1,2,2,3,1
