name,scimark.fft.large,scimark.lu.large,scimark.monte_carlo,scimark.sor.large,scimark.sparse.large,sunflow
BEDSONTCA00,25.435093987146487,5.6964864912716253,33.802085891033478,30.605815120576494,18.164324395152192,41.94047849181954
