"","name","scimark.fft.large","scimark.lu.large","scimark.monte_carlo","scimark.sor.large","scimark.sparse.large","sunflow"
"KINGS01","KINGS01",3,3,4,3,3,4
"KINGS02","KINGS02",7,2,2,1,1,3
"KINGS03","KINGS03",5,1,3,6,5,5
"KINGS04","KINGS04",4,6,7,5,2,8
"KINGS05","KINGS05",2,5,6,7,7,2
"KINGS06","KINGS06",8,4,5,4,4,6
"KINGS07","KINGS07",6,7,10,9,8,10
"KINGS09","KINGS09",1,9,9,8,9,7
"KINGS10","KINGS10",11,11,11,11,10,9
"KINGS11","KINGS11",10,10,8,10,11,11
"KINGS12","KINGS12",9,8,1,2,6,1
