"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"KINGS01","KINGS01",4,5,4,6,7,7,8,6,8,4,2,6,3,7,7,8,3,3,6,5,6,3,2,3,10,2,3,6,11,3,7,6,5,1,6,2,4,5,6
"KINGS02","KINGS02",10,7,2,1,1,1,1,1,2,2,5,2,9,2,1,4,1,2,2,8,11,11,9,8,2,7,7,11,9,5,4,1,7,11,11,10,2,8,5
"KINGS03","KINGS03",2,8,5,8,4,5,3,2,3,5,4,5,7,4,3,5,6,6,10,11,1,2,2,2,5,2,1,2,7,1,1,1,1,2,1,2,5,4,3
"KINGS04","KINGS04",2,9,8,7,10,10,7,3,5,8,8,3,2,11,4,6,5,11,3,3,3,1,2,1,8,2,1,2,3,10,7,6,3,4,7,2,9,2,2
"KINGS05","KINGS05",7,3,3,3,9,9,11,11,4,6,10,7,4,3,9,3,4,4,4,3,8,6,5,9,5,10,9,9,3,2,4,6,8,9,4,7,3,3,4
"KINGS06","KINGS06",7,6,9,9,5,3,4,8,6,9,6,4,5,6,5,10,7,7,5,3,5,9,5,7,1,6,9,2,3,8,9,6,9,10,8,6,7,9,7
"KINGS07","KINGS07",10,11,6,4,11,11,5,7,10,7,7,9,10,9,6,11,8,10,7,6,10,5,8,4,11,5,3,6,3,9,4,11,10,3,10,9,11,11,10
"KINGS09","KINGS09",2,4,7,10,3,4,2,4,9,3,9,8,6,10,8,7,9,8,8,7,9,7,5,10,7,11,5,6,3,6,9,6,2,8,5,5,6,6,8
"KINGS10","KINGS10",4,10,11,11,8,6,9,10,11,11,11,11,11,8,11,2,10,9,11,10,7,4,11,5,3,4,11,9,9,11,11,6,10,7,9,4,8,10,9
"KINGS11","KINGS11",7,2,10,5,6,8,6,5,7,10,3,10,8,5,10,9,11,5,9,9,4,10,10,11,4,8,6,6,9,7,4,10,4,5,3,8,10,7,11
"KINGS12","KINGS12",9,1,1,2,2,2,10,9,1,1,1,1,1,1,2,1,2,1,1,1,2,8,5,6,9,9,9,6,3,3,1,3,5,6,2,11,1,1,1
