"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"NIDD100","NIDD100",29,20,17,28,27,26,27,24,27,26,15,27,28,30,23,29,30,26,22,24,11,22,12,25,29,9,20,16,16,26,20,29,20,13,25,15,30,26,29
"NIDD101","NIDD101",21,25,22,21,22,16,26,18,22,20,27,18,21,14,27,25,20,25,28,13,16,20,24,17,32,9,17,26,16,14,14,14,15,23,29,9,22,20,15
"NIDD106","NIDD106",21,26,16,25,24,22,20,16,26,19,13,23,19,28,28,22,27,19,18,26,18,19,17,18,18,19,26,16,24,19,20,14,25,24,23,15,28,17,25
"NIDD107","NIDD107",29,11,13,22,13,28,15,14,12,31,30,13,25,13,12,12,14,22,30,24,1,1,14,16,22,3,22,16,16,12,20,25,15,10,2,11,13,13,13
"NIDD111","NIDD111",21,15,19,16,20,24,25,22,28,15,18,30,26,15,25,21,26,21,20,20,19,17,17,19,26,9,22,26,16,24,20,19,11,20,18,26,20,18,14
"NIDD116","NIDD116",4,18,27,23,23,23,23,21,19,12,25,20,23,23,18,28,23,27,24,26,30,23,24,15,16,24,17,16,21,14,26,19,23,10,22,22,26,30,19
"NIDD117","NIDD117",12,13,29,26,30,30,30,30,30,29,24,28,24,29,26,24,29,14,19,17,14,13,24,27,27,16,28,16,16,25,20,25,27,17,20,29,12,15,12
"NIDD120","NIDD120",21,32,32,32,32,36,32,31,32,32,32,32,32,32,31,32,32,32,31,31,26,25,32,29,32,16,32,30,31,32,30,32,32,29,1,27,32,32,32
"NIDD121","NIDD121",34,10,5,6,10,10,9,8,10,9,8,11,10,7,7,10,11,11,7,19,7,10,6,8,9,33,8,5,8,9,8,7,10,28,12,22,2,2,10
"NIDD122","NIDD122",12,2,7,8,8,3,1,9,8,7,5,6,4,5,5,2,6,5,10,6,9,2,4,4,3,9,5,2,3,2,2,2,5,4,9,3,9,4,1
"NIDD123","NIDD123",33,23,11,11,11,11,10,10,11,11,10,9,11,10,10,11,12,10,11,5,23,28,11,10,11,35,11,29,11,11,11,11,11,9,28,30,11,10,5
"NIDD124","NIDD124",21,8,3,9,7,7,11,6,9,28,6,31,3,11,8,4,9,7,9,9,10,30,10,11,10,31,10,28,10,10,10,10,8,16,11,22,10,11,27
"NIDD130","NIDD130",35,29,28,29,28,27,19,25,20,14,21,25,18,21,20,23,21,15,12,34,36,35,30,31,36,36,30,32,32,30,32,28,30,31,30,31,17,25,22
"NIDD22","NIDD22",29,6,6,7,2,5,7,7,4,5,11,8,7,9,36,8,8,8,6,8,12,9,2,8,8,29,8,8,8,5,5,7,8,8,10,25,5,8,9
"NIDD25","NIDD25",29,33,33,34,33,33,33,33,35,34,33,33,33,33,32,33,33,33,36,29,34,32,33,33,16,24,35,34,34,33,33,35,35,35,33,32,34,34,34
"NIDD31","NIDD31",4,35,36,36,36,34,36,34,36,35,36,35,34,34,34,35,35,35,35,32,35,36,35,36,21,34,36,33,34,36,36,36,36,36,35,34,33,33,35
