"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"RIDLEY1B001","RIDLEY1B001",26,31,30,27,27,28,27,26,29,28,27,23,27,28,28,29,27,30,27,28,27,30,30,30,29,26,27,27,28,26,29,27,26,27,27,26,27,28,29
"RIDLEY1B003","RIDLEY1B003",29,29,29,26,29,29,26,27,28,27,31,25,29,31,27,31,29,32,30,31,29,27,30,31,29,29,32,30,28,28,27,31,27,28,31,30,31,30,31
"RIDLEY1B004","RIDLEY1B004",26,32,31,29,31,32,31,29,30,25,26,29,30,29,30,30,31,31,31,26,30,29,27,27,27,26,30,27,28,31,29,28,28,26,29,29,26,27,26
"RIDLEY1B005","RIDLEY1B005",31,27,27,30,30,31,29,30,27,30,29,26,31,30,29,28,28,28,29,30,31,32,27,32,32,31,31,30,31,30,29,31,31,31,30,32,30,31,30
"RIDLEY1B007","RIDLEY1B007",32,28,32,31,28,30,28,28,26,31,28,24,26,26,26,26,26,27,26,32,26,31,30,28,31,26,28,27,28,29,29,30,28,29,26,28,28,26,27
"RIDLEY1B008","RIDLEY1B008",26,30,28,28,26,27,30,31,31,29,30,28,28,27,31,27,30,29,28,27,28,27,30,26,28,26,28,27,28,27,32,28,30,30,28,26,29,29,28
"RIDLEY1B009","RIDLEY1B009",26,26,26,32,32,26,32,32,32,32,32,32,32,32,32,32,32,26,32,29,32,26,26,29,26,32,26,32,32,32,25,26,32,32,32,31,32,32,32
"RIDLEY2B001","RIDLEY2B001",18,22,23,22,23,20,23,19,17,17,23,16,18,22,20,15,18,20,15,4,18,21,21,8,2,21,22,22,22,22,24,23,23,1,22,21,14,18,6
"RIDLEY2B002","RIDLEY2B002",19,21,22,23,22,23,22,23,23,18,7,31,24,25,25,25,25,24,25,1,23,22,23,1,3,20,23,23,23,23,23,24,22,2,24,24,25,25,25
"RIDLEY2B003","RIDLEY2B003",8,7,18,19,21,15,13,20,15,22,16,15,14,21,15,18,19,13,17,12,6,15,19,14,23,22,10,8,8,16,14,11,8,19,18,18,15,23,11
"RIDLEY2B004","RIDLEY2B004",24,4,21,3,9,18,5,5,5,23,6,17,13,1,24,5,24,22,11,12,4,9,13,17,7,16,10,19,21,21,14,3,17,22,9,3,4,15,22
"RIDLEY2B005","RIDLEY2B005",8,1,1,4,6,2,1,9,2,12,1,4,3,2,3,3,4,4,1,12,5,3,5,6,11,6,3,8,16,1,5,11,3,19,1,11,2,3,4
"RIDLEY2B006","RIDLEY2B006",8,9,19,20,10,22,19,13,14,2,21,21,20,23,17,22,9,15,22,6,21,18,13,5,15,6,19,8,8,11,14,3,8,5,19,11,13,17,16
"RIDLEY2B007","RIDLEY2B007",8,19,6,13,19,17,18,18,20,5,18,22,21,17,19,24,20,19,18,20,8,20,20,17,21,6,3,19,8,11,14,19,8,22,17,18,24,22,18
"RIDLEY2B008","RIDLEY2B008",8,10,7,6,2,10,12,4,7,1,3,7,5,6,5,7,2,3,13,18,12,1,13,14,4,6,10,8,5,18,14,3,8,16,7,3,9,19,5
"RIDLEY2B009","RIDLEY2B009",8,12,17,15,16,12,20,22,18,8,15,12,15,18,14,16,14,14,14,3,19,3,13,2,1,6,15,19,16,18,5,19,17,16,15,3,12,16,1
"RIDLEY2B010","RIDLEY2B010",8,6,8,2,1,6,3,6,9,4,8,3,10,11,6,10,13,6,3,12,17,6,5,23,21,6,19,8,2,4,5,11,3,12,5,11,17,9,9
"RIDLEY2B011","RIDLEY2B011",8,20,20,21,20,21,21,21,22,19,20,27,23,24,22,23,7,17,23,24,22,23,24,23,19,16,19,19,16,18,14,19,21,16,21,22,18,21,24
"RIDLEY2B012","RIDLEY2B012",21,18,11,18,13,14,16,14,21,15,4,18,22,19,18,21,12,18,21,18,15,6,13,14,18,6,19,8,8,11,5,11,8,19,5,18,20,14,17
"RIDLEY2B015","RIDLEY2B015",8,13,13,12,12,16,17,15,16,14,17,9,9,12,12,14,11,9,2,20,10,15,2,3,9,16,3,16,2,11,20,3,3,12,5,11,3,12,21
"RIDLEY2B016","RIDLEY2B016",8,5,2,7,8,3,2,11,3,9,12,13,1,3,1,2,1,1,4,22,1,15,2,10,15,22,10,8,16,2,14,3,8,5,20,3,21,4,13
"RIDLEY2B017","RIDLEY2B017",21,16,10,11,3,19,11,2,6,7,5,1,6,7,7,8,15,8,9,15,14,6,13,19,5,16,3,8,16,11,14,11,8,8,14,11,7,6,3
"RIDLEY2B018","RIDLEY2B018",8,2,12,1,17,11,9,17,10,11,10,20,8,5,9,12,8,11,10,8,10,19,13,10,7,6,10,8,2,2,20,11,17,12,16,11,5,10,10
"RIDLEY2B020","RIDLEY2B020",8,23,3,16,14,7,7,3,12,16,19,5,11,14,4,9,22,23,16,15,9,2,7,10,15,16,16,8,16,6,5,19,17,19,3,11,6,24,20
"RIDLEY2B021","RIDLEY2B021",8,14,15,17,18,13,15,8,19,10,14,8,17,13,16,17,16,16,19,18,2,6,13,23,23,16,19,8,16,11,5,11,8,8,9,11,16,1,12
"RIDLEY2B023","RIDLEY2B023",30,25,25,24,24,24,24,24,24,24,22,19,12,16,23,13,17,21,20,25,25,25,25,25,25,24,25,25,25,25,26,25,25,25,23,23,23,11,15
"RIDLEY2B024","RIDLEY2B024",8,17,14,14,11,9,14,16,13,20,13,10,16,15,11,19,10,12,6,10,16,9,2,19,15,6,3,1,8,11,5,11,17,12,11,18,19,13,8
"RIDLEY2B025","RIDLEY2B025",21,3,4,5,4,5,4,1,1,3,25,11,2,8,2,1,6,5,8,7,13,15,2,6,11,6,10,8,2,11,5,3,1,8,2,3,8,8,7
"RIDLEY2B026","RIDLEY2B026",17,8,16,10,15,4,8,7,11,21,11,6,7,9,8,6,3,7,12,23,20,15,13,10,21,16,10,8,16,11,20,11,13,12,13,11,11,7,19
"RIDLEY2B027","RIDLEY2B027",21,24,24,25,25,25,25,25,25,26,2,30,25,20,21,20,21,25,24,5,24,24,22,21,15,30,24,23,24,24,22,22,24,3,25,25,10,20,23
"RIDLEY2B028","RIDLEY2B028",8,11,9,8,5,1,6,10,4,13,9,2,4,4,13,4,5,2,5,2,3,11,13,3,6,6,10,8,8,18,5,19,13,4,8,3,1,2,2
"RIDLEY2B030","RIDLEY2B030",8,15,5,9,7,8,10,12,8,6,24,14,19,10,10,11,23,10,7,9,7,11,13,17,9,6,10,16,16,4,14,11,17,24,11,18,22,5,14
