"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"GLAZIER01","GLAZIER01",2,13,5,10,6,12,4,4,8,13,3,3,6,14,4,11,4,12,11,1,1,9,14,2,4,2,3,4,5,5,8,9,14,8,10,1,14,4,9
"GLAZIER02","GLAZIER02",12,7,4,14,15,13,8,5,13,9,5,9,13,7,9,15,8,14,5,3,13,14,8,10,8,10,4,4,2,3,3,4,6,15,13,9,11,12,12
"GLAZIER03","GLAZIER03",5,15,13,5,12,15,9,14,12,7,7,10,12,3,8,12,5,15,14,7,8,3,4,4,1,6,6,4,5,12,8,15,10,7,12,5,15,11,4
"GLAZIER04","GLAZIER04",2,1,1,3,7,2,7,15,5,2,1,14,2,2,6,4,13,6,2,5,3,3,1,2,2,8,4,9,11,2,3,4,8,1,1,7,2,10,10
"GLAZIER05","GLAZIER05",2,14,8,6,8,3,11,12,3,10,4,8,5,12,3,6,6,10,13,1,14,7,15,14,15,6,2,4,8,7,3,4,4,6,4,3,8,8,7
"GLAZIER06","GLAZIER06",5,10,2,7,3,7,13,9,10,5,15,4,14,6,5,5,2,11,15,8,4,1,13,5,12,2,13,15,11,9,3,9,2,4,9,8,5,13,11
"GLAZIER07","GLAZIER07",7,6,6,9,10,10,5,3,4,1,13,7,8,9,13,7,12,9,12,11,15,9,7,8,10,2,12,13,14,15,15,14,13,3,5,6,10,5,14
"GLAZIER09","GLAZIER09",2,4,12,8,9,9,10,8,6,6,10,2,3,10,11,3,3,5,3,10,5,13,4,1,10,6,9,13,10,10,11,9,12,1,2,3,13,6,6
"GLAZIER10","GLAZIER10",11,12,14,12,5,6,15,11,7,8,14,1,7,15,7,8,1,4,8,15,10,11,8,11,7,11,13,4,14,14,13,12,15,13,14,13,3,7,15
"GLAZIER11","GLAZIER11",12,2,15,15,14,5,2,13,14,3,6,12,4,4,14,10,14,2,7,12,7,15,11,9,4,14,10,4,9,8,6,4,6,11,15,14,9,15,5
"GLAZIER12","GLAZIER12",15,11,9,2,13,14,14,10,11,14,9,5,11,11,10,13,11,8,6,3,9,5,11,12,6,9,15,11,5,13,13,4,8,12,11,10,6,14,13
"GLAZIER13","GLAZIER13",14,5,7,1,1,1,1,1,1,12,2,13,1,1,1,1,7,1,1,14,11,7,10,13,13,13,8,9,1,1,1,9,5,14,8,12,1,1,1
"GLAZIER14","GLAZIER14",9,8,11,13,11,11,12,6,15,11,11,6,15,5,12,14,10,13,4,12,12,6,6,6,3,12,11,9,5,3,11,13,10,9,3,11,12,3,3
"GLAZIER16","GLAZIER16",9,9,3,4,2,8,6,2,2,4,8,11,10,8,2,2,9,7,10,9,6,11,1,15,14,15,6,11,13,5,11,1,1,10,7,15,4,2,2
"GLAZIER17","GLAZIER17",7,3,10,11,4,4,3,7,9,15,12,15,9,13,15,9,15,3,9,6,2,2,4,6,9,2,1,4,5,10,7,9,2,5,6,3,7,9,8
