"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"HULL01","HULL01",14,20,20,71,29,57,31,21,71,14,60,12,31,67,70,71,38,41,29,15,2,11,18,20,17,6,20,20,18,19,20,20,18,22,18,10,66,27,22
"HULL02","HULL02",2,8,13,14,16,16,14,8,18,20,6,10,13,3,12,12,27,10,2,19,17,12,11,17,22,16,18,7,10,15,15,17,17,19,11,10,6,13,3
"HULL03","HULL03",27,17,9,6,8,8,8,5,2,17,2,19,10,4,8,2,9,1,14,16,15,13,11,10,6,46,14,7,13,10,6,13,5,5,22,22,17,14,5
"HULL04","HULL04",27,1,2,1,5,4,3,1,6,7,17,11,2,11,4,9,7,3,12,1,5,9,6,3,11,2,11,1,1,1,6,13,5,2,1,10,12,11,16
"HULL05","HULL05",2,21,22,30,28,29,30,22,70,35,28,7,28,30,30,30,25,29,28,25,8,16,19,19,1,6,21,18,20,20,19,20,20,21,19,17,29,25,21
"HULL06","HULL06",27,14,16,18,18,17,12,13,13,27,16,25,17,16,14,16,20,14,13,4,21,19,17,5,7,16,17,14,13,18,21,13,21,11,10,19,14,17,19
"HULL07","HULL07",14,7,11,3,14,10,10,7,5,19,3,14,16,2,7,11,14,12,16,3,16,15,11,7,15,13,12,18,13,3,15,2,13,6,14,14,16,12,9
"HULL08","HULL08",60,27,28,23,23,23,24,27,24,31,23,30,23,22,22,27,32,23,25,32,41,46,29,31,31,56,30,54,30,30,30,30,30,48,31,52,21,29,29
"HULL09","HULL09",27,25,21,27,31,71,20,20,20,30,20,71,20,13,21,20,40,9,11,18,22,22,21,22,10,18,22,22,22,22,28,22,22,17,21,20,9,31,20
"HULL10","HULL10",2,4,6,4,12,3,6,10,3,16,8,18,1,1,5,1,13,4,9,2,11,3,3,12,5,6,5,7,4,3,6,7,12,10,2,1,2,1,1
"HULL100","HULL100",42,42,43,36,45,40,41,33,32,38,37,43,36,36,41,35,42,33,36,35,33,36,36,33,41,33,44,37,34,32,49,38,39,29,45,36,33,35,32
"HULL101","HULL101",14,16,8,17,6,9,7,2,1,12,1,9,7,9,11,8,24,15,8,13,12,3,11,7,9,6,8,7,8,7,6,2,5,13,3,7,11,15,6
"HULL104","HULL104",27,24,25,20,21,20,21,23,21,29,21,28,21,21,20,21,10,21,21,27,1,23,30,24,25,20,23,23,23,24,22,23,23,25,23,24,26,23,28
"HULL105","HULL105",10,9,5,2,13,2,1,3,7,8,12,8,12,6,9,5,17,13,4,10,6,1,1,9,12,6,2,7,4,7,6,13,5,9,13,7,13,4,8
"HULL106","HULL106",14,10,4,5,4,7,4,11,10,9,14,20,4,8,6,7,19,6,6,21,4,7,11,15,14,11,16,12,13,12,6,7,10,15,5,1,1,7,14
"HULL107","HULL107",37,28,27,26,26,27,28,29,26,32,24,33,24,25,26,23,28,26,26,22,26,25,25,23,23,19,28,32,28,29,27,28,27,23,29,26,22,21,27
"HULL108","HULL108",27,29,26,24,24,24,25,28,25,33,27,32,27,27,25,26,23,25,27,26,27,28,28,27,27,20,27,26,25,26,26,25,28,28,28,43,27,24,24
"HULL109","HULL109",14,23,24,21,20,22,22,24,22,23,22,29,22,23,24,22,18,22,22,30,25,27,23,26,26,25,23,24,25,23,23,23,25,26,26,24,24,22,23
"HULL110","HULL110",42,26,31,25,25,25,26,25,27,34,30,34,29,28,28,28,34,28,23,28,28,38,25,29,30,48,26,25,25,27,25,27,26,32,27,30,23,28,30
