name,scimark.fft.large,scimark.lu.large,scimark.monte_carlo,scimark.sor.large,scimark.sparse.large,sunflow
CASTLEAZES001,35.705349775120226,6.7255428952116629,58.89988578946177,35.893665529562988,21.044880502304469,85.136158937995049
CASTLEAZES002,36.916948068338385,6.8768629011093525,58.869047829537784,36.873849136906188,21.353847136725506,85.294844905654827
CASTLEAZES003,36.902687564487223,6.9050297863495222,58.223811883252424,36.782622447247519,21.29956371227377,87.396581599835187
CASTLEAZES004,36.838898294565432,6.9281999652451534,58.672094439274417,36.804269240048924,21.372982661845679,81.278848340026613
CASTLEAZES005,36.675410521955008,6.7663778434929913,57.785419730602939,36.011693691648262,21.21130212121524,85.659372964803595
CASTLEAZES006,36.135247996068891,6.6629389959525192,58.061193155388963,34.042475691357353,20.46280632518565,85.164938807797284
CASTLEAZES007,37.370421075871185,6.8632824610123224,58.964366355338882,36.233504379286153,21.323256691453285,86.712396773777712
CASTLEAZES008,35.96336340266464,6.8637391693843748,58.874394393241587,36.840623859972084,21.354694804725799,83.600763353248141
CASTLEAZES009,37.486611207050082,6.8884050678464996,58.718558677596981,36.753829733725667,21.476171012238559,86.317701392734989
CASTLEAZES010,37.395285143811712,6.9947375219200723,59.846382169132426,37.327618650125686,21.330085445284332,89.780865493897323
CASTLEAZES011,37.002801481223784,6.9456275056220393,59.082048137760161,36.730519559803781,21.419824115667403,87.746912224949483
CASTLEAZES012,37.057899087481204,6.9075955592992724,58.126443938460355,36.204869170805203,21.289747217864466,80.883695010862098
CASTLEAZES013,36.762510978708242,6.9045422160387622,58.309328077431715,36.441217647393657,21.287427179515156,87.317406081659129
CASTLEAZES014,35.684260813001302,6.751350613023912,59.907978262709051,34.842334889536616,20.52886693058004,88.541079206094224
CASTLEAZES015,37.105874170961592,6.9356100371655867,58.591106689095902,36.630191481443511,21.332412446555018,87.017566814639196
CASTLEAZES016,37.328157446046262,6.9393974625192341,58.865792877138041,36.410740145876169,21.016725200005194,86.847534700828533
CASTLEAZES017,36.655742830906021,6.9480003732393953,59.434799905197927,36.974110485942546,21.407010930162297,88.142335038819169
CASTLEAZES018,36.261410572112538,6.882247788866418,57.877276450165517,36.131081052101074,21.25203553056043,86.439828571721179
CASTLEAZES019,37.741419484913521,6.9113714044862311,59.195846702734123,36.898466306831104,20.788971725232678,86.371334775266149
CASTLEAZES020,36.653223616178636,6.9434548593020979,58.982188788831913,36.651664232528141,21.410633849845439,85.239024403395149
CASTLEAZES021,36.96995589340267,6.9115497447501246,58.479005637304112,36.36042121232947,21.157022090455737,84.15557182882641
CASTLEAZES022,27.209091506117467,5.5206360031095443,55.471436492068008,30.062069086820152,21.011863610167719,64.798688132115117
CASTLEAZES023,37.229534940319027,6.8916055453400116,58.283393031068982,35.215851547634699,21.013685336772831,87.259299875320792
CASTLEAZES024,36.234426826023771,6.7477694799716383,58.982686397455012,36.415496847934492,21.402612678038913,87.239394852995943
