spec.jvm2008.report.run.location=LEAZESTCE003
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 18:32:07 BST 2016, end=Sun Jun 26 18:32:07 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 18:32:07 BST 2016, end=Sun Jun 26 18:32:08 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 18:32:08 BST 2016, end=Sun Jun 26 18:32:20 BST 2016, operations=1.0, operationsPerMinute=4.673261157411013
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 18:32:20 BST 2016, end=Sun Jun 26 18:32:24 BST 2016, operations=1.0, operationsPerMinute=18.58160421183029
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 18:32:24 BST 2016, end=Sun Jun 26 18:32:25 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 18:32:25 BST 2016, end=Sun Jun 26 18:32:33 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 18:32:33 BST 2016, end=Sun Jun 26 18:32:41 BST 2016, operations=1.0, operationsPerMinute=7.930214115781126
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 18:32:41 BST 2016, end=Sun Jun 26 18:32:47 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 18:32:47 BST 2016, end=Sun Jun 26 18:32:50 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 18:32:50 BST 2016, end=Sun Jun 26 18:32:50 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 18:32:50 BST 2016, end=Sun Jun 26 18:32:51 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 18:32:51 BST 2016, end=Sun Jun 26 18:32:57 BST 2016, operations=1.0, operationsPerMinute=11.019283746556473
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 18:32:57 BST 2016, end=Sun Jun 26 18:32:58 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 18:32:58 BST 2016, end=Sun Jun 26 18:32:59 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 18:32:59 BST 2016, end=Sun Jun 26 18:33:01 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 18:33:01 BST 2016, end=Sun Jun 26 18:33:08 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 18:33:08 BST 2016, end=Sun Jun 26 18:33:28 BST 2016, operations=1.0, operationsPerMinute=2.9472443265546713
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 18:33:28 BST 2016, end=Sun Jun 26 18:33:29 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 18:33:39 BST 2016, end=Sun Jun 26 18:35:39 BST 2016, operations=494.92198432561173, operationsPerMinute=247.46099216280587, mode=normal, start=Sun Jun 26 18:35:40 BST 2016, end=Sun Jun 26 18:39:40 BST 2016, operations=1012.9077416309077, operationsPerMinute=253.22693540772693
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 18:39:44 BST 2016, end=Sun Jun 26 18:41:44 BST 2016, operations=199.93792251366267, operationsPerMinute=99.96896125683134, mode=normal, start=Sun Jun 26 18:41:48 BST 2016, end=Sun Jun 26 18:45:48 BST 2016, operations=399.8498721480472, operationsPerMinute=99.9624680370118
benchmark-name=compress, mod=warmup, start=Sun Jun 26 18:45:52 BST 2016, end=Sun Jun 26 18:47:52 BST 2016, operations=399.9232925625497, operationsPerMinute=199.96164628127485, mode=normal, start=Sun Jun 26 18:47:53 BST 2016, end=Sun Jun 26 18:51:53 BST 2016, operations=726.2174322070252, operationsPerMinute=181.5543580517563
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 18:51:57 BST 2016, end=Sun Jun 26 18:53:57 BST 2016, operations=116.56924233184233, operationsPerMinute=58.284621165921166, mode=normal, start=Sun Jun 26 18:54:02 BST 2016, end=Sun Jun 26 18:58:02 BST 2016, operations=277.1161834615403, operationsPerMinute=69.27904586538507
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 18:58:08 BST 2016, end=Sun Jun 26 19:00:08 BST 2016, operations=223.9859501138336, operationsPerMinute=111.9929750569168, mode=normal, start=Sun Jun 26 19:00:11 BST 2016, end=Sun Jun 26 19:04:11 BST 2016, operations=431.8460734522348, operationsPerMinute=107.9615183630587
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 19:04:15 BST 2016, end=Sun Jun 26 19:06:15 BST 2016, operations=364.72552112440803, operationsPerMinute=182.36276056220402, mode=normal, start=Sun Jun 26 19:06:17 BST 2016, end=Sun Jun 26 19:10:17 BST 2016, operations=737.6095092772375, operationsPerMinute=184.40237731930938
benchmark-name=derby, mod=warmup, start=Sun Jun 26 19:10:41 BST 2016, end=Sun Jun 26 19:12:41 BST 2016, operations=311.8721304454231, operationsPerMinute=155.93606522271156, mode=normal, start=Sun Jun 26 19:12:42 BST 2016, end=Sun Jun 26 19:16:42 BST 2016, operations=620.2133198303853, operationsPerMinute=155.05332995759633
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 19:16:45 BST 2016, end=Sun Jun 26 19:18:45 BST 2016, operations=157.2236065518961, operationsPerMinute=78.61180327594805, mode=normal, start=Sun Jun 26 19:18:50 BST 2016, end=Sun Jun 26 19:22:50 BST 2016, operations=304.4874220998256, operationsPerMinute=76.1218555249564
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 19:22:55 BST 2016, end=Sun Jun 26 19:24:55 BST 2016, operations=26.940342618753327, operationsPerMinute=13.470171309376664, mode=normal, start=Sun Jun 26 19:25:07 BST 2016, end=Sun Jun 26 19:29:07 BST 2016, operations=82.45440508088892, operationsPerMinute=20.61360127022223
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 19:29:18 BST 2016, end=Sun Jun 26 19:31:18 BST 2016, operations=9.443405766577547, operationsPerMinute=4.721702883288773, mode=normal, start=Sun Jun 26 19:32:05 BST 2016, end=Sun Jun 26 19:36:05 BST 2016, operations=22.46302803267659, operationsPerMinute=5.6157570081691475
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 19:38:59 BST 2016, end=Sun Jun 26 19:40:59 BST 2016, operations=66.03731783606233, operationsPerMinute=33.018658918031164, mode=normal, start=Sun Jun 26 19:41:12 BST 2016, end=Sun Jun 26 19:45:12 BST 2016, operations=133.5713945455979, operationsPerMinute=33.39284863639948
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 19:45:23 BST 2016, end=Sun Jun 26 19:47:23 BST 2016, operations=38.280725654630075, operationsPerMinute=19.140362827315037, mode=normal, start=Sun Jun 26 19:47:41 BST 2016, end=Sun Jun 26 19:51:41 BST 2016, operations=70.98488299842093, operationsPerMinute=17.746220749605232
