spec.jvm2008.report.run.location=BEDSONTC132
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:19:29 BST 2016, end=Thu May 26 14:19:29 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:19:29 BST 2016, end=Thu May 26 14:19:30 BST 2016, operations=1.0, operationsPerMinute=275.22935779816515
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:19:30 BST 2016, end=Thu May 26 14:19:44 BST 2016, operations=1.0, operationsPerMinute=4.095842719639566
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:19:44 BST 2016, end=Thu May 26 14:19:48 BST 2016, operations=1.0, operationsPerMinute=17.326017903551833
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:19:48 BST 2016, end=Thu May 26 14:19:49 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:19:49 BST 2016, end=Thu May 26 14:19:58 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:19:58 BST 2016, end=Thu May 26 14:20:05 BST 2016, operations=1.0, operationsPerMinute=7.996801279488205
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:20:05 BST 2016, end=Thu May 26 14:20:12 BST 2016, operations=1.0, operationsPerMinute=9.113001215066829
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:20:12 BST 2016, end=Thu May 26 14:20:14 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:20:14 BST 2016, end=Thu May 26 14:20:15 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:20:15 BST 2016, end=Thu May 26 14:20:16 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:20:16 BST 2016, end=Thu May 26 14:20:21 BST 2016, operations=1.0, operationsPerMinute=10.595090941197245
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:20:21 BST 2016, end=Thu May 26 14:20:23 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:20:23 BST 2016, end=Thu May 26 14:20:24 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:20:24 BST 2016, end=Thu May 26 14:20:26 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:20:26 BST 2016, end=Thu May 26 14:20:32 BST 2016, operations=1.0, operationsPerMinute=9.334163036714374
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:20:32 BST 2016, end=Thu May 26 14:20:52 BST 2016, operations=1.0, operationsPerMinute=2.972357079163777
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:20:52 BST 2016, end=Thu May 26 14:20:53 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:21:04 BST 2016, end=Thu May 26 14:23:04 BST 2016, operations=501.26273747818396, operationsPerMinute=250.63136873909198, mode=normal, start=Thu May 26 14:23:05 BST 2016, end=Thu May 26 14:27:05 BST 2016, operations=1018.5222783142497, operationsPerMinute=254.63056957856242
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:27:10 BST 2016, end=Thu May 26 14:29:10 BST 2016, operations=199.93074004899813, operationsPerMinute=99.96537002449907, mode=normal, start=Thu May 26 14:29:13 BST 2016, end=Thu May 26 14:33:13 BST 2016, operations=386.89145784062987, operationsPerMinute=96.72286446015747
benchmark-name=compress, mod=warmup, start=Thu May 26 14:33:17 BST 2016, end=Thu May 26 14:35:17 BST 2016, operations=396.1410258668204, operationsPerMinute=198.0705129334102, mode=normal, start=Thu May 26 14:35:19 BST 2016, end=Thu May 26 14:39:19 BST 2016, operations=798.3991583986442, operationsPerMinute=199.59978959966105
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:39:20 BST 2016, end=Thu May 26 14:41:20 BST 2016, operations=138.2251038686161, operationsPerMinute=69.11255193430804, mode=normal, start=Thu May 26 14:41:25 BST 2016, end=Thu May 26 14:45:25 BST 2016, operations=293.9216085319232, operationsPerMinute=73.4804021329808
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:45:30 BST 2016, end=Thu May 26 14:47:30 BST 2016, operations=233.69840390817714, operationsPerMinute=116.84920195408857, mode=normal, start=Thu May 26 14:47:34 BST 2016, end=Thu May 26 14:51:34 BST 2016, operations=467.8230000436177, operationsPerMinute=116.95575001090442
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:51:37 BST 2016, end=Thu May 26 14:53:37 BST 2016, operations=406.0110145428864, operationsPerMinute=203.0055072714432, mode=normal, start=Thu May 26 14:53:39 BST 2016, end=Thu May 26 14:57:39 BST 2016, operations=812.7190628558251, operationsPerMinute=203.17976571395627
benchmark-name=derby, mod=warmup, start=Thu May 26 14:58:21 BST 2016, end=Thu May 26 15:00:21 BST 2016, operations=346.75970869602713, operationsPerMinute=173.37985434801357, mode=normal, start=Thu May 26 15:00:23 BST 2016, end=Thu May 26 15:04:23 BST 2016, operations=722.2982440477094, operationsPerMinute=180.57456101192736
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:04:25 BST 2016, end=Thu May 26 15:06:25 BST 2016, operations=208.24221539743132, operationsPerMinute=104.12110769871566, mode=normal, start=Thu May 26 15:06:29 BST 2016, end=Thu May 26 15:10:29 BST 2016, operations=416.73175081150055, operationsPerMinute=104.18293770287514
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:10:33 BST 2016, end=Thu May 26 15:12:33 BST 2016, operations=78.72352081470284, operationsPerMinute=39.36176040735142, mode=normal, start=Thu May 26 15:12:40 BST 2016, end=Thu May 26 15:16:40 BST 2016, operations=147.79592916426975, operationsPerMinute=36.94898229106744
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:16:49 BST 2016, end=Thu May 26 15:18:49 BST 2016, operations=13.823319586630237, operationsPerMinute=6.911659793315119, mode=normal, start=Thu May 26 15:19:33 BST 2016, end=Thu May 26 15:23:33 BST 2016, operations=28.083053565324505, operationsPerMinute=7.020763391331126
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:24:14 BST 2016, end=Thu May 26 15:26:14 BST 2016, operations=74.5885773782015, operationsPerMinute=37.29428868910075, mode=normal, start=Thu May 26 15:26:22 BST 2016, end=Thu May 26 15:30:22 BST 2016, operations=149.2276980654053, operationsPerMinute=37.30692451635132
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:30:33 BST 2016, end=Thu May 26 15:32:33 BST 2016, operations=43.190608335194014, operationsPerMinute=21.595304167597007, mode=normal, start=Thu May 26 15:32:44 BST 2016, end=Thu May 26 15:36:44 BST 2016, operations=86.19620355231532, operationsPerMinute=21.54905088807883
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:36:57 BST 2016, end=Thu May 26 15:38:57 BST 2016, operations=701.8186872159473, operationsPerMinute=350.90934360797365, mode=normal, start=Thu May 26 15:38:58 BST 2016, end=Thu May 26 15:42:58 BST 2016, operations=1397.1541600470678, operationsPerMinute=349.28854001176694
benchmark-name=scimark.lu.small, mod=warmup, start=Thu May 26 15:42:59 BST 2016, end=Thu May 26 15:44:59 BST 2016, operations=575.5567642001288, operationsPerMinute=287.7783821000644, mode=normal, start=Thu May 26 15:45:01 BST 2016, end=Thu May 26 15:49:01 BST 2016, operations=1152.6507637298077, operationsPerMinute=288.16269093245194
benchmark-name=scimark.sor.small, mod=warmup, start=Thu May 26 15:49:02 BST 2016, end=Thu May 26 15:51:02 BST 2016, operations=330.8392031145236, operationsPerMinute=165.4196015572618, mode=normal, start=Thu May 26 15:51:05 BST 2016, end=Thu May 26 15:55:05 BST 2016, operations=661.2689269883634, operationsPerMinute=165.31723174709086
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu May 26 15:55:08 BST 2016, end=Thu May 26 15:57:08 BST 2016, operations=512.8078279137743, operationsPerMinute=256.40391395688715, mode=normal, start=Thu May 26 15:57:09 BST 2016, end=Thu May 26 16:01:09 BST 2016, operations=1025.303418803419, operationsPerMinute=256.32585470085473
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu May 26 16:01:11 BST 2016, end=Thu May 26 16:03:11 BST 2016, operations=119.737082933093, operationsPerMinute=59.8685414665465, mode=normal, start=Thu May 26 16:03:18 BST 2016, end=Thu May 26 16:07:18 BST 2016, operations=238.85393487914018, operationsPerMinute=59.713483719785046
benchmark-name=serial, mod=warmup, start=Thu May 26 16:07:25 BST 2016, end=Thu May 26 16:09:25 BST 2016, operations=239.72504740009498, operationsPerMinute=119.86252370004749, mode=normal, start=Thu May 26 16:09:27 BST 2016, end=Thu May 26 16:13:27 BST 2016, operations=471.0647499469376, operationsPerMinute=117.7661874867344
benchmark-name=sunflow, mod=warmup, start=Thu May 26 16:13:30 BST 2016, end=Thu May 26 16:15:30 BST 2016, operations=176.660941592058, operationsPerMinute=88.330470796029, mode=normal, start=Thu May 26 16:15:31 BST 2016, end=Thu May 26 16:19:31 BST 2016, operations=354.43844120563057, operationsPerMinute=88.60961030140764
benchmark-name=xml.transform, mod=warmup, start=Thu May 26 16:19:52 BST 2016, end=Thu May 26 16:21:52 BST 2016, operations=523.4124566078326, operationsPerMinute=261.7062283039163, mode=normal, start=Thu May 26 16:21:53 BST 2016, end=Thu May 26 16:25:53 BST 2016, operations=1014.2841321426198, operationsPerMinute=253.57103303565495
benchmark-name=xml.validation, mod=warmup, start=Thu May 26 16:25:55 BST 2016, end=Thu May 26 16:27:55 BST 2016, operations=982.1856498157168, operationsPerMinute=491.0928249078584, mode=normal, start=Thu May 26 16:27:56 BST 2016, end=Thu May 26 16:31:56 BST 2016, operations=1907.5199344711232, operationsPerMinute=476.8799836177808
