spec.jvm2008.report.run.location=BEDSONTC109
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 19 00:41:54 BST 2016, end=Sun Jun 19 00:41:54 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 19 00:41:54 BST 2016, end=Sun Jun 19 00:41:54 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 19 00:41:54 BST 2016, end=Sun Jun 19 00:42:14 BST 2016, operations=1.0, operationsPerMinute=3.00240192153723
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 19 00:42:14 BST 2016, end=Sun Jun 19 00:42:18 BST 2016, operations=1.0, operationsPerMinute=13.083296990841692
benchmark-name=startup.compress, mode=normal, start=Sun Jun 19 00:42:18 BST 2016, end=Sun Jun 19 00:42:20 BST 2016, operations=1.0, operationsPerMinute=36.99136868064118
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 19 00:42:20 BST 2016, end=Sun Jun 19 00:42:30 BST 2016, operations=1.0, operationsPerMinute=6.0006000600060005
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 19 00:42:30 BST 2016, end=Sun Jun 19 00:42:38 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 19 00:42:38 BST 2016, end=Sun Jun 19 00:42:46 BST 2016, operations=1.0, operationsPerMinute=8.32523935063133
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 19 00:42:46 BST 2016, end=Sun Jun 19 00:42:49 BST 2016, operations=1.0, operationsPerMinute=19.42376173518938
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 19 00:42:49 BST 2016, end=Sun Jun 19 00:42:50 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 19 00:42:50 BST 2016, end=Sun Jun 19 00:42:51 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 19 00:42:51 BST 2016, end=Sun Jun 19 00:42:58 BST 2016, operations=1.0, operationsPerMinute=8.965929468021518
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 19 00:42:58 BST 2016, end=Sun Jun 19 00:42:59 BST 2016, operations=1.0, operationsPerMinute=35.27336860670194
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 19 00:42:59 BST 2016, end=Sun Jun 19 00:43:01 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.serial, mode=normal, start=Sun Jun 19 00:43:01 BST 2016, end=Sun Jun 19 00:43:04 BST 2016, operations=1.0, operationsPerMinute=19.723865877712033
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 19 00:43:04 BST 2016, end=Sun Jun 19 00:43:11 BST 2016, operations=1.0, operationsPerMinute=8.43407365757661
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 19 00:43:11 BST 2016, end=Sun Jun 19 00:43:39 BST 2016, operations=1.0, operationsPerMinute=2.1643460067816176
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 19 00:43:39 BST 2016, end=Sun Jun 19 00:43:40 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 19 00:43:55 BST 2016, end=Sun Jun 19 00:45:55 BST 2016, operations=348.96523864871347, operationsPerMinute=174.48261932435673, mode=normal, start=Sun Jun 19 00:45:56 BST 2016, end=Sun Jun 19 00:49:56 BST 2016, operations=723.645337862609, operationsPerMinute=180.91133446565226
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 19 00:50:03 BST 2016, end=Sun Jun 19 00:52:03 BST 2016, operations=137.3023198673069, operationsPerMinute=68.65115993365345, mode=normal, start=Sun Jun 19 00:52:08 BST 2016, end=Sun Jun 19 00:56:08 BST 2016, operations=276.18048753528575, operationsPerMinute=69.04512188382144
benchmark-name=compress, mod=warmup, start=Sun Jun 19 00:56:13 BST 2016, end=Sun Jun 19 00:58:13 BST 2016, operations=270.5046904130495, operationsPerMinute=135.25234520652475, mode=normal, start=Sun Jun 19 00:58:16 BST 2016, end=Sun Jun 19 01:02:16 BST 2016, operations=536.3529548191308, operationsPerMinute=134.0882387047827
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 19 01:02:19 BST 2016, end=Sun Jun 19 01:04:19 BST 2016, operations=85.17619602559753, operationsPerMinute=42.58809801279877, mode=normal, start=Sun Jun 19 01:04:27 BST 2016, end=Sun Jun 19 01:08:27 BST 2016, operations=180.92296034209346, operationsPerMinute=45.230740085523365
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 19 01:08:37 BST 2016, end=Sun Jun 19 01:10:37 BST 2016, operations=144.89649387744313, operationsPerMinute=72.44824693872157, mode=normal, start=Sun Jun 19 01:10:43 BST 2016, end=Sun Jun 19 01:14:43 BST 2016, operations=286.21714671127444, operationsPerMinute=71.55428667781861
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 19 01:14:48 BST 2016, end=Sun Jun 19 01:16:48 BST 2016, operations=252.6719737516772, operationsPerMinute=126.3359868758386, mode=normal, start=Sun Jun 19 01:16:51 BST 2016, end=Sun Jun 19 01:20:51 BST 2016, operations=504.6661029488459, operationsPerMinute=126.16652573721147
benchmark-name=derby, mod=warmup, start=Sun Jun 19 01:22:19 BST 2016, end=Sun Jun 19 01:24:19 BST 2016, operations=204.20370899458288, operationsPerMinute=102.10185449729144, mode=normal, start=Sun Jun 19 01:24:23 BST 2016, end=Sun Jun 19 01:28:23 BST 2016, operations=411.3182961498461, operationsPerMinute=102.82957403746153
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 19 01:28:26 BST 2016, end=Sun Jun 19 01:30:26 BST 2016, operations=133.83486935005405, operationsPerMinute=66.91743467502702, mode=normal, start=Sun Jun 19 01:30:32 BST 2016, end=Sun Jun 19 01:34:32 BST 2016, operations=268.0736009138145, operationsPerMinute=67.01840022845363
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 19 01:34:37 BST 2016, end=Sun Jun 19 01:36:37 BST 2016, operations=81.74672190738097, operationsPerMinute=40.87336095369049, mode=normal, start=Sun Jun 19 01:36:46 BST 2016, end=Sun Jun 19 01:40:46 BST 2016, operations=167.14438854528584, operationsPerMinute=41.78609713632146
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 19 01:40:52 BST 2016, end=Sun Jun 19 01:42:52 BST 2016, operations=20.098505387386098, operationsPerMinute=10.049252693693049, mode=normal, start=Sun Jun 19 01:43:33 BST 2016, end=Sun Jun 19 01:47:33 BST 2016, operations=40.23160469400448, operationsPerMinute=10.05790117350112
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 19 01:48:04 BST 2016, end=Sun Jun 19 01:50:04 BST 2016, operations=55.41635501310717, operationsPerMinute=27.708177506553586, mode=normal, start=Sun Jun 19 01:50:14 BST 2016, end=Sun Jun 19 01:54:14 BST 2016, operations=110.72037438920208, operationsPerMinute=27.68009359730052
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 19 01:54:25 BST 2016, end=Sun Jun 19 01:56:25 BST 2016, operations=60.76497424634061, operationsPerMinute=30.382487123170304, mode=normal, start=Sun Jun 19 01:56:37 BST 2016, end=Sun Jun 19 02:00:37 BST 2016, operations=121.59448660912821, operationsPerMinute=30.398621652282053
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 19 02:00:48 BST 2016, end=Sun Jun 19 02:02:48 BST 2016, operations=518.6074209003566, operationsPerMinute=259.3037104501783, mode=normal, start=Sun Jun 19 02:02:50 BST 2016, end=Sun Jun 19 02:06:50 BST 2016, operations=1023.3999917339901, operationsPerMinute=255.84999793349752
benchmark-name=scimark.lu.small, mod=warmup, start=Sun Jun 19 02:06:51 BST 2016, end=Sun Jun 19 02:08:51 BST 2016, operations=367.5926867489553, operationsPerMinute=183.79634337447766, mode=normal, start=Sun Jun 19 02:08:54 BST 2016, end=Sun Jun 19 02:12:54 BST 2016, operations=739.717154715954, operationsPerMinute=184.9292886789885
