spec.jvm2008.report.run.location=UNION42
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:18 BST 2016, end=Thu May 26 14:21:18 BST 2016, operations=1.0, operationsPerMinute=689.6551724137931
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:18 BST 2016, end=Thu May 26 14:21:19 BST 2016, operations=1.0, operationsPerMinute=56.92599620493359
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:19 BST 2016, end=Thu May 26 14:21:45 BST 2016, operations=1.0, operationsPerMinute=2.343566908835247
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:21:45 BST 2016, end=Thu May 26 14:21:50 BST 2016, operations=1.0, operationsPerMinute=11.607661056297156
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:50 BST 2016, end=Thu May 26 14:21:52 BST 2016, operations=1.0, operationsPerMinute=40.76086956521739
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:52 BST 2016, end=Thu May 26 14:22:01 BST 2016, operations=1.0, operationsPerMinute=6.129955046996322
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:22:01 BST 2016, end=Thu May 26 14:22:10 BST 2016, operations=1.0, operationsPerMinute=7.449714427613608
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:10 BST 2016, end=Thu May 26 14:22:16 BST 2016, operations=1.0, operationsPerMinute=8.654262224145391
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:16 BST 2016, end=Thu May 26 14:22:19 BST 2016, operations=1.0, operationsPerMinute=21.02312543798178
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:19 BST 2016, end=Thu May 26 14:22:20 BST 2016, operations=1.0, operationsPerMinute=71.09004739336493
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:20 BST 2016, end=Thu May 26 14:22:21 BST 2016, operations=1.0, operationsPerMinute=54.249547920434
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:21 BST 2016, end=Thu May 26 14:22:28 BST 2016, operations=1.0, operationsPerMinute=9.32690812995492
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:22:28 BST 2016, end=Thu May 26 14:22:29 BST 2016, operations=1.0, operationsPerMinute=38.38771593090211
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:29 BST 2016, end=Thu May 26 14:22:31 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:31 BST 2016, end=Thu May 26 14:22:33 BST 2016, operations=1.0, operationsPerMinute=21.810250817884405
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:33 BST 2016, end=Thu May 26 14:22:40 BST 2016, operations=1.0, operationsPerMinute=8.488964346349745
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:40 BST 2016, end=Thu May 26 14:23:07 BST 2016, operations=1.0, operationsPerMinute=2.2880677268047136
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:23:07 BST 2016, end=Thu May 26 14:23:08 BST 2016, operations=1.0, operationsPerMinute=44.60966542750929
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:22 BST 2016, end=Thu May 26 14:25:22 BST 2016, operations=431.8598550211835, operationsPerMinute=215.92992751059174, mode=normal, start=Thu May 26 14:25:25 BST 2016, end=Thu May 26 14:29:25 BST 2016, operations=878.6193895207487, operationsPerMinute=219.65484738018716
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:33 BST 2016, end=Thu May 26 14:31:33 BST 2016, operations=176.11823107187988, operationsPerMinute=88.05911553593994, mode=normal, start=Thu May 26 14:31:40 BST 2016, end=Thu May 26 14:35:40 BST 2016, operations=362.779651400651, operationsPerMinute=90.69491285016275
benchmark-name=compress, mod=warmup, start=Thu May 26 14:35:48 BST 2016, end=Thu May 26 14:37:48 BST 2016, operations=486.12624284929313, operationsPerMinute=243.06312142464657, mode=normal, start=Thu May 26 14:37:51 BST 2016, end=Thu May 26 14:41:51 BST 2016, operations=958.5409596413705, operationsPerMinute=239.63523991034262
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:54 BST 2016, end=Thu May 26 14:43:54 BST 2016, operations=126.72118054245703, operationsPerMinute=63.36059027122852, mode=normal, start=Thu May 26 14:44:06 BST 2016, end=Thu May 26 14:48:06 BST 2016, operations=264.74536951471106, operationsPerMinute=66.18634237867776
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:17 BST 2016, end=Thu May 26 14:50:17 BST 2016, operations=226.7219405438888, operationsPerMinute=113.3609702719444, mode=normal, start=Thu May 26 14:50:24 BST 2016, end=Thu May 26 14:54:24 BST 2016, operations=418.07836900145736, operationsPerMinute=104.51959225036434
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:32 BST 2016, end=Thu May 26 14:56:32 BST 2016, operations=361.3296020933042, operationsPerMinute=180.6648010466521, mode=normal, start=Thu May 26 14:56:36 BST 2016, end=Thu May 26 15:00:36 BST 2016, operations=759.5529378400256, operationsPerMinute=189.8882344600064
benchmark-name=derby, mod=warmup, start=Thu May 26 15:03:05 BST 2016, end=Thu May 26 15:05:05 BST 2016, operations=298.33793882246187, operationsPerMinute=149.16896941123093, mode=normal, start=Thu May 26 15:05:10 BST 2016, end=Thu May 26 15:09:10 BST 2016, operations=607.3662619307355, operationsPerMinute=151.84156548268388
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:10:01 BST 2016, end=Thu May 26 15:12:01 BST 2016, operations=134.85587492715052, operationsPerMinute=67.42793746357526, mode=normal, start=Thu May 26 15:12:26 BST 2016, end=Thu May 26 15:16:26 BST 2016, operations=210.13008905106764, operationsPerMinute=52.53252226276691
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:16:41 BST 2016, end=Thu May 26 15:18:41 BST 2016, operations=87.17727154114309, operationsPerMinute=43.58863577057154, mode=normal, start=Thu May 26 15:18:59 BST 2016, end=Thu May 26 15:22:59 BST 2016, operations=195.4576089845327, operationsPerMinute=48.864402246133174
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:23:14 BST 2016, end=Thu May 26 15:25:14 BST 2016, operations=20.471175489806292, operationsPerMinute=10.235587744903146, mode=normal, start=Thu May 26 15:26:15 BST 2016, end=Thu May 26 15:30:15 BST 2016, operations=41.15965263563723, operationsPerMinute=10.289913158909307
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:31:36 BST 2016, end=Thu May 26 15:33:36 BST 2016, operations=120.30939312027041, operationsPerMinute=60.15469656013521, mode=normal, start=Thu May 26 15:33:50 BST 2016, end=Thu May 26 15:37:50 BST 2016, operations=239.65681501088295, operationsPerMinute=59.91420375272074
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:38:03 BST 2016, end=Thu May 26 15:40:03 BST 2016, operations=62.23341946100598, operationsPerMinute=31.11670973050299, mode=normal, start=Thu May 26 15:40:23 BST 2016, end=Thu May 26 15:44:23 BST 2016, operations=124.24919703818513, operationsPerMinute=31.062299259546283
