spec.jvm2008.report.run.location=TOLL10
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 03:36:33 BST 2016, end=Wed Jun 29 03:36:33 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 03:36:33 BST 2016, end=Wed Jun 29 03:36:33 BST 2016, operations=1.0, operationsPerMinute=256.4102564102564
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 03:36:33 BST 2016, end=Wed Jun 29 03:37:02 BST 2016, operations=1.0, operationsPerMinute=2.0688941760628943
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 03:37:02 BST 2016, end=Wed Jun 29 03:37:08 BST 2016, operations=1.0, operationsPerMinute=9.737098344693282
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 03:37:08 BST 2016, end=Wed Jun 29 03:37:10 BST 2016, operations=1.0, operationsPerMinute=31.79650238473768
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 03:37:10 BST 2016, end=Wed Jun 29 03:37:27 BST 2016, operations=1.0, operationsPerMinute=3.683919690550746
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 03:37:27 BST 2016, end=Wed Jun 29 03:37:35 BST 2016, operations=1.0, operationsPerMinute=6.9799906933457425
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 03:37:35 BST 2016, end=Wed Jun 29 03:37:48 BST 2016, operations=1.0, operationsPerMinute=4.868549172346641
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 03:37:48 BST 2016, end=Wed Jun 29 03:37:52 BST 2016, operations=1.0, operationsPerMinute=14.350633819660368
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 03:37:52 BST 2016, end=Wed Jun 29 03:37:53 BST 2016, operations=1.0, operationsPerMinute=45.248868778280546
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 03:37:53 BST 2016, end=Wed Jun 29 03:37:55 BST 2016, operations=1.0, operationsPerMinute=31.51260504201681
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 03:37:55 BST 2016, end=Wed Jun 29 03:38:03 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 03:38:03 BST 2016, end=Wed Jun 29 03:38:05 BST 2016, operations=1.0, operationsPerMinute=30.76923076923077
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 03:38:05 BST 2016, end=Wed Jun 29 03:38:08 BST 2016, operations=1.0, operationsPerMinute=27.662517289073307
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 03:38:08 BST 2016, end=Wed Jun 29 03:38:12 BST 2016, operations=1.0, operationsPerMinute=13.937282229965156
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 03:38:12 BST 2016, end=Wed Jun 29 03:38:27 BST 2016, operations=1.0, operationsPerMinute=3.9167047457405837
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 03:38:27 BST 2016, end=Wed Jun 29 03:39:46 BST 2016, operations=1.0, operationsPerMinute=0.7611605160668299
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 03:39:46 BST 2016, end=Wed Jun 29 03:39:48 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 03:40:11 BST 2016, end=Wed Jun 29 03:42:11 BST 2016, operations=171.06730394427296, operationsPerMinute=85.53365197213648, mode=normal, start=Wed Jun 29 03:42:12 BST 2016, end=Wed Jun 29 03:46:12 BST 2016, operations=487.0554734018484, operationsPerMinute=121.7638683504621
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 03:46:18 BST 2016, end=Wed Jun 29 03:48:18 BST 2016, operations=95.63832749115224, operationsPerMinute=47.81916374557612, mode=normal, start=Wed Jun 29 03:48:20 BST 2016, end=Wed Jun 29 03:52:20 BST 2016, operations=191.11724790889747, operationsPerMinute=47.77931197722437
benchmark-name=compress, mod=warmup, start=Wed Jun 29 03:52:23 BST 2016, end=Wed Jun 29 03:54:23 BST 2016, operations=144.05635420613868, operationsPerMinute=72.02817710306934, mode=normal, start=Wed Jun 29 03:54:25 BST 2016, end=Wed Jun 29 03:58:25 BST 2016, operations=280.3615193913938, operationsPerMinute=70.09037984784845
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 03:58:28 BST 2016, end=Wed Jun 29 04:00:28 BST 2016, operations=41.653926115315485, operationsPerMinute=20.826963057657743, mode=normal, start=Wed Jun 29 04:00:35 BST 2016, end=Wed Jun 29 04:04:35 BST 2016, operations=89.57254829796983, operationsPerMinute=22.393137074492458
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 04:04:43 BST 2016, end=Wed Jun 29 04:06:43 BST 2016, operations=86.99455165321046, operationsPerMinute=43.49727582660523, mode=normal, start=Wed Jun 29 04:06:47 BST 2016, end=Wed Jun 29 04:10:47 BST 2016, operations=172.69836157015283, operationsPerMinute=43.17459039253821
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 04:10:52 BST 2016, end=Wed Jun 29 04:12:52 BST 2016, operations=139.79829975825947, operationsPerMinute=69.89914987912974, mode=normal, start=Wed Jun 29 04:12:54 BST 2016, end=Wed Jun 29 04:16:54 BST 2016, operations=279.3330475425706, operationsPerMinute=69.83326188564266
benchmark-name=derby, mod=warmup, start=Wed Jun 29 04:18:54 BST 2016, end=Wed Jun 29 04:20:54 BST 2016, operations=105.39860877988657, operationsPerMinute=52.699304389943286, mode=normal, start=Wed Jun 29 04:20:56 BST 2016, end=Wed Jun 29 04:24:56 BST 2016, operations=212.71994981286014, operationsPerMinute=53.179987453215034
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 04:24:58 BST 2016, end=Wed Jun 29 04:26:58 BST 2016, operations=66.32407404708613, operationsPerMinute=33.162037023543064, mode=normal, start=Wed Jun 29 04:27:03 BST 2016, end=Wed Jun 29 04:31:03 BST 2016, operations=130.47337268649497, operationsPerMinute=32.61834317162374
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 04:31:07 BST 2016, end=Wed Jun 29 04:33:07 BST 2016, operations=31.171427293921916, operationsPerMinute=15.585713646960958, mode=normal, start=Wed Jun 29 04:33:15 BST 2016, end=Wed Jun 29 04:37:15 BST 2016, operations=61.47464172436568, operationsPerMinute=15.36866043109142
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 04:37:22 BST 2016, end=Wed Jun 29 04:39:22 BST 2016, operations=7.065492411948471, operationsPerMinute=3.5327462059742354, mode=normal, start=Wed Jun 29 04:39:54 BST 2016, end=Wed Jun 29 04:43:54 BST 2016, operations=14.112462234967126, operationsPerMinute=3.5281155587417814
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 04:44:44 BST 2016, end=Wed Jun 29 04:46:44 BST 2016, operations=30.332537657310127, operationsPerMinute=15.166268828655063, mode=normal, start=Wed Jun 29 04:46:57 BST 2016, end=Wed Jun 29 04:50:57 BST 2016, operations=60.961010851559244, operationsPerMinute=15.240252712889811
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 04:51:08 BST 2016, end=Wed Jun 29 04:53:08 BST 2016, operations=23.25656944054858, operationsPerMinute=11.62828472027429, mode=normal, start=Wed Jun 29 04:53:24 BST 2016, end=Wed Jun 29 04:57:24 BST 2016, operations=46.168462957533905, operationsPerMinute=11.542115739383476
