spec.jvm2008.report.run.location=HULL127
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 16:14:19 BST 2016, end=Tue Jun 21 16:14:19 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 16:14:19 BST 2016, end=Tue Jun 21 16:14:20 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 16:14:20 BST 2016, end=Tue Jun 21 16:14:48 BST 2016, operations=1.0, operationsPerMinute=2.100546141996919
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 16:14:48 BST 2016, end=Tue Jun 21 16:14:55 BST 2016, operations=1.0, operationsPerMinute=8.722197993894461
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 16:14:55 BST 2016, end=Tue Jun 21 16:14:57 BST 2016, operations=1.0, operationsPerMinute=36.27569528415961
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 16:14:57 BST 2016, end=Tue Jun 21 16:15:07 BST 2016, operations=1.0, operationsPerMinute=5.899124963130469
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 16:15:07 BST 2016, end=Tue Jun 21 16:15:16 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 16:15:16 BST 2016, end=Tue Jun 21 16:15:23 BST 2016, operations=1.0, operationsPerMinute=8.32523935063133
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 16:15:23 BST 2016, end=Tue Jun 21 16:15:26 BST 2016, operations=1.0, operationsPerMinute=18.94537417113988
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 16:15:26 BST 2016, end=Tue Jun 21 16:15:27 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 16:15:27 BST 2016, end=Tue Jun 21 16:15:28 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 16:15:28 BST 2016, end=Tue Jun 21 16:15:35 BST 2016, operations=1.0, operationsPerMinute=8.903398130286392
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 16:15:35 BST 2016, end=Tue Jun 21 16:15:37 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 16:15:37 BST 2016, end=Tue Jun 21 16:15:38 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 16:15:38 BST 2016, end=Tue Jun 21 16:15:41 BST 2016, operations=1.0, operationsPerMinute=19.42376173518938
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 16:15:41 BST 2016, end=Tue Jun 21 16:15:48 BST 2016, operations=1.0, operationsPerMinute=8.271298593879239
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 16:15:48 BST 2016, end=Tue Jun 21 16:16:52 BST 2016, operations=1.0, operationsPerMinute=0.9443019248020901
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 16:16:52 BST 2016, end=Tue Jun 21 16:16:53 BST 2016, operations=1.0, operationsPerMinute=46.91164972634871
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 16:17:15 BST 2016, end=Tue Jun 21 16:19:15 BST 2016, operations=191.235336087245, operationsPerMinute=95.6176680436225, mode=normal, start=Tue Jun 21 16:19:17 BST 2016, end=Tue Jun 21 16:23:17 BST 2016, operations=715.8644520854688, operationsPerMinute=178.9661130213672
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 16:23:25 BST 2016, end=Tue Jun 21 16:25:25 BST 2016, operations=140.30661144712323, operationsPerMinute=70.15330572356162, mode=normal, start=Tue Jun 21 16:25:30 BST 2016, end=Tue Jun 21 16:29:30 BST 2016, operations=280.3883936226283, operationsPerMinute=70.09709840565708
benchmark-name=compress, mod=warmup, start=Tue Jun 21 16:29:35 BST 2016, end=Tue Jun 21 16:31:35 BST 2016, operations=265.6486207153542, operationsPerMinute=132.8243103576771, mode=normal, start=Tue Jun 21 16:31:38 BST 2016, end=Tue Jun 21 16:35:38 BST 2016, operations=542.5912030984916, operationsPerMinute=135.6478007746229
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 16:35:41 BST 2016, end=Tue Jun 21 16:37:41 BST 2016, operations=84.63487508444345, operationsPerMinute=42.317437542221725, mode=normal, start=Tue Jun 21 16:37:51 BST 2016, end=Tue Jun 21 16:41:51 BST 2016, operations=179.09489064960593, operationsPerMinute=44.77372266240148
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 16:41:58 BST 2016, end=Tue Jun 21 16:43:58 BST 2016, operations=146.20068561500582, operationsPerMinute=73.10034280750291, mode=normal, start=Tue Jun 21 16:44:03 BST 2016, end=Tue Jun 21 16:48:03 BST 2016, operations=292.48542889118823, operationsPerMinute=73.12135722279706
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 16:48:08 BST 2016, end=Tue Jun 21 16:50:08 BST 2016, operations=252.45385692028395, operationsPerMinute=126.22692846014198, mode=normal, start=Tue Jun 21 16:50:12 BST 2016, end=Tue Jun 21 16:54:12 BST 2016, operations=500.9429884975473, operationsPerMinute=125.23574712438682
benchmark-name=derby, mod=warmup, start=Tue Jun 21 16:55:49 BST 2016, end=Tue Jun 21 16:57:49 BST 2016, operations=200.67317602233248, operationsPerMinute=100.33658801116624, mode=normal, start=Tue Jun 21 16:57:53 BST 2016, end=Tue Jun 21 17:01:53 BST 2016, operations=377.6312526598879, operationsPerMinute=94.40781316497197
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 17:01:56 BST 2016, end=Tue Jun 21 17:03:56 BST 2016, operations=134.13826900001044, operationsPerMinute=67.06913450000522, mode=normal, start=Tue Jun 21 17:04:02 BST 2016, end=Tue Jun 21 17:08:02 BST 2016, operations=264.71404458291005, operationsPerMinute=66.17851114572751
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 17:08:07 BST 2016, end=Tue Jun 21 17:10:07 BST 2016, operations=60.709075702025565, operationsPerMinute=30.354537851012783, mode=normal, start=Tue Jun 21 17:10:16 BST 2016, end=Tue Jun 21 17:14:16 BST 2016, operations=118.17794088377605, operationsPerMinute=29.54448522094401
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 17:14:26 BST 2016, end=Tue Jun 21 17:16:26 BST 2016, operations=11.394686714982244, operationsPerMinute=5.697343357491122, mode=normal, start=Tue Jun 21 17:17:03 BST 2016, end=Tue Jun 21 17:21:03 BST 2016, operations=22.857086275756085, operationsPerMinute=5.714271568939021
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 17:21:46 BST 2016, end=Tue Jun 21 17:23:46 BST 2016, operations=55.11561512717379, operationsPerMinute=27.557807563586895, mode=normal, start=Tue Jun 21 17:23:56 BST 2016, end=Tue Jun 21 17:27:56 BST 2016, operations=110.3120887602432, operationsPerMinute=27.5780221900608
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 17:28:08 BST 2016, end=Tue Jun 21 17:30:08 BST 2016, operations=36.924256348241144, operationsPerMinute=18.462128174120572, mode=normal, start=Tue Jun 21 17:30:28 BST 2016, end=Tue Jun 21 17:34:28 BST 2016, operations=73.90150719043218, operationsPerMinute=18.475376797608046
