spec.jvm2008.report.run.location=CASTLEAZES007
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 13:57:10 BST 2016, end=Thu Jun 23 13:57:10 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 13:57:10 BST 2016, end=Thu Jun 23 13:57:10 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 13:57:10 BST 2016, end=Thu Jun 23 13:57:23 BST 2016, operations=1.0, operationsPerMinute=4.633920296570899
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 13:57:23 BST 2016, end=Thu Jun 23 13:57:26 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 13:57:26 BST 2016, end=Thu Jun 23 13:57:27 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 13:57:27 BST 2016, end=Thu Jun 23 13:57:36 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 13:57:36 BST 2016, end=Thu Jun 23 13:57:43 BST 2016, operations=1.0, operationsPerMinute=7.897854416216927
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 13:57:43 BST 2016, end=Thu Jun 23 13:57:50 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 13:57:50 BST 2016, end=Thu Jun 23 13:57:52 BST 2016, operations=1.0, operationsPerMinute=26.905829596412556
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 13:57:52 BST 2016, end=Thu Jun 23 13:57:53 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 13:57:53 BST 2016, end=Thu Jun 23 13:57:54 BST 2016, operations=1.0, operationsPerMinute=65.21739130434783
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 13:57:54 BST 2016, end=Thu Jun 23 13:57:59 BST 2016, operations=1.0, operationsPerMinute=10.924981791697014
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 13:57:59 BST 2016, end=Thu Jun 23 13:58:01 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 13:58:01 BST 2016, end=Thu Jun 23 13:58:02 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 13:58:02 BST 2016, end=Thu Jun 23 13:58:04 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 13:58:04 BST 2016, end=Thu Jun 23 13:58:10 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 13:58:10 BST 2016, end=Thu Jun 23 13:58:31 BST 2016, operations=1.0, operationsPerMinute=2.945074363127669
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 13:58:31 BST 2016, end=Thu Jun 23 13:58:31 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 13:58:42 BST 2016, end=Thu Jun 23 14:00:42 BST 2016, operations=497.0198846258965, operationsPerMinute=248.50994231294825, mode=normal, start=Thu Jun 23 14:00:43 BST 2016, end=Thu Jun 23 14:04:43 BST 2016, operations=1016.2716816195655, operationsPerMinute=254.06792040489137
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 14:04:47 BST 2016, end=Thu Jun 23 14:06:47 BST 2016, operations=197.98250074269953, operationsPerMinute=98.99125037134976, mode=normal, start=Thu Jun 23 14:06:50 BST 2016, end=Thu Jun 23 14:10:50 BST 2016, operations=393.87335434208677, operationsPerMinute=98.46833858552169
benchmark-name=compress, mod=warmup, start=Thu Jun 23 14:10:54 BST 2016, end=Thu Jun 23 14:12:54 BST 2016, operations=400.424638946933, operationsPerMinute=200.2123194734665, mode=normal, start=Thu Jun 23 14:12:56 BST 2016, end=Thu Jun 23 14:16:56 BST 2016, operations=800.1276151165952, operationsPerMinute=200.0319037791488
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 14:16:58 BST 2016, end=Thu Jun 23 14:18:58 BST 2016, operations=140.26245876407597, operationsPerMinute=70.13122938203799, mode=normal, start=Thu Jun 23 14:19:03 BST 2016, end=Thu Jun 23 14:23:03 BST 2016, operations=293.80714871280776, operationsPerMinute=73.45178717820194
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 14:23:08 BST 2016, end=Thu Jun 23 14:25:08 BST 2016, operations=235.39775257831306, operationsPerMinute=117.69887628915653, mode=normal, start=Thu Jun 23 14:25:12 BST 2016, end=Thu Jun 23 14:29:12 BST 2016, operations=471.6866790071861, operationsPerMinute=117.92166975179653
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 14:29:16 BST 2016, end=Thu Jun 23 14:31:16 BST 2016, operations=408.50566293365614, operationsPerMinute=204.25283146682807, mode=normal, start=Thu Jun 23 14:31:17 BST 2016, end=Thu Jun 23 14:35:17 BST 2016, operations=816.4818181818181, operationsPerMinute=204.12045454545452
benchmark-name=derby, mod=warmup, start=Thu Jun 23 14:35:40 BST 2016, end=Thu Jun 23 14:37:40 BST 2016, operations=355.0213196917115, operationsPerMinute=177.51065984585574, mode=normal, start=Thu Jun 23 14:37:41 BST 2016, end=Thu Jun 23 14:41:41 BST 2016, operations=711.8884546825723, operationsPerMinute=177.97211367064307
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 14:41:44 BST 2016, end=Thu Jun 23 14:43:44 BST 2016, operations=207.19194287354526, operationsPerMinute=103.59597143677263, mode=normal, start=Thu Jun 23 14:43:46 BST 2016, end=Thu Jun 23 14:47:46 BST 2016, operations=415.80416974875374, operationsPerMinute=103.95104243718843
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 14:47:51 BST 2016, end=Thu Jun 23 14:49:51 BST 2016, operations=78.59866399050537, operationsPerMinute=39.299331995252686, mode=normal, start=Thu Jun 23 14:49:57 BST 2016, end=Thu Jun 23 14:53:57 BST 2016, operations=158.07343245126918, operationsPerMinute=39.518358112817296
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 14:54:05 BST 2016, end=Thu Jun 23 14:56:05 BST 2016, operations=13.823161973507924, operationsPerMinute=6.911580986753962, mode=normal, start=Thu Jun 23 14:56:50 BST 2016, end=Thu Jun 23 15:00:50 BST 2016, operations=27.660015087990676, operationsPerMinute=6.915003771997669
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 15:01:27 BST 2016, end=Thu Jun 23 15:03:27 BST 2016, operations=74.53703823916959, operationsPerMinute=37.268519119584795, mode=normal, start=Thu Jun 23 15:03:36 BST 2016, end=Thu Jun 23 15:07:36 BST 2016, operations=149.1943004689168, operationsPerMinute=37.2985751172292
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 15:07:47 BST 2016, end=Thu Jun 23 15:09:47 BST 2016, operations=43.31982108583534, operationsPerMinute=21.65991054291767, mode=normal, start=Thu Jun 23 15:09:57 BST 2016, end=Thu Jun 23 15:13:57 BST 2016, operations=86.57609675989468, operationsPerMinute=21.64402418997367
