spec.jvm2008.report.run.location=GLAZIER16
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Fri Jun 24 04:52:45 BST 2016, end=Fri Jun 24 04:52:45 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 04:52:45 BST 2016, end=Fri Jun 24 04:52:45 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 04:52:45 BST 2016, end=Fri Jun 24 04:53:04 BST 2016, operations=1.0, operationsPerMinute=3.1474584273199393
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 04:53:04 BST 2016, end=Fri Jun 24 04:53:09 BST 2016, operations=1.0, operationsPerMinute=13.354106387714221
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 04:53:09 BST 2016, end=Fri Jun 24 04:53:10 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 04:53:10 BST 2016, end=Fri Jun 24 04:53:19 BST 2016, operations=1.0, operationsPerMinute=6.574621959237344
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 04:53:19 BST 2016, end=Fri Jun 24 04:53:27 BST 2016, operations=1.0, operationsPerMinute=7.646234229641902
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 04:53:27 BST 2016, end=Fri Jun 24 04:53:34 BST 2016, operations=1.0, operationsPerMinute=8.681811604688178
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 04:53:34 BST 2016, end=Fri Jun 24 04:53:37 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 04:53:37 BST 2016, end=Fri Jun 24 04:53:38 BST 2016, operations=1.0, operationsPerMinute=68.64988558352402
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 04:53:38 BST 2016, end=Fri Jun 24 04:53:39 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 04:53:39 BST 2016, end=Fri Jun 24 04:53:45 BST 2016, operations=1.0, operationsPerMinute=9.811937857726901
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 04:53:45 BST 2016, end=Fri Jun 24 04:53:46 BST 2016, operations=1.0, operationsPerMinute=37.71213073538655
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 04:53:46 BST 2016, end=Fri Jun 24 04:53:48 BST 2016, operations=1.0, operationsPerMinute=51.99306759098787
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 04:53:48 BST 2016, end=Fri Jun 24 04:53:50 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 04:53:50 BST 2016, end=Fri Jun 24 04:53:57 BST 2016, operations=1.0, operationsPerMinute=8.820935019112026
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 04:53:57 BST 2016, end=Fri Jun 24 04:54:22 BST 2016, operations=1.0, operationsPerMinute=2.4189646831156266
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 04:54:22 BST 2016, end=Fri Jun 24 04:54:23 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 04:54:35 BST 2016, end=Fri Jun 24 04:56:35 BST 2016, operations=398.1251576810711, operationsPerMinute=199.06257884053554, mode=normal, start=Fri Jun 24 04:56:37 BST 2016, end=Fri Jun 24 05:00:37 BST 2016, operations=818.0716943428505, operationsPerMinute=204.51792358571262
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 05:00:42 BST 2016, end=Fri Jun 24 05:02:42 BST 2016, operations=160.32502890178972, operationsPerMinute=80.16251445089486, mode=normal, start=Fri Jun 24 05:02:46 BST 2016, end=Fri Jun 24 05:06:46 BST 2016, operations=323.37918404259676, operationsPerMinute=80.84479601064919
benchmark-name=compress, mod=warmup, start=Fri Jun 24 05:06:50 BST 2016, end=Fri Jun 24 05:08:50 BST 2016, operations=330.7691659757204, operationsPerMinute=165.3845829878602, mode=normal, start=Fri Jun 24 05:08:52 BST 2016, end=Fri Jun 24 05:12:52 BST 2016, operations=660.5075875365694, operationsPerMinute=165.12689688414235
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 05:12:54 BST 2016, end=Fri Jun 24 05:14:54 BST 2016, operations=108.41630704135204, operationsPerMinute=54.20815352067602, mode=normal, start=Fri Jun 24 05:14:59 BST 2016, end=Fri Jun 24 05:18:59 BST 2016, operations=231.06397792700352, operationsPerMinute=57.76599448175088
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 24 05:19:07 BST 2016, end=Fri Jun 24 05:21:07 BST 2016, operations=195.63846822391426, operationsPerMinute=97.81923411195713, mode=normal, start=Fri Jun 24 05:21:10 BST 2016, end=Fri Jun 24 05:25:10 BST 2016, operations=384.0603464837602, operationsPerMinute=96.01508662094005
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 24 05:25:14 BST 2016, end=Fri Jun 24 05:27:14 BST 2016, operations=324.39317265922716, operationsPerMinute=162.19658632961358, mode=normal, start=Fri Jun 24 05:27:16 BST 2016, end=Fri Jun 24 05:31:16 BST 2016, operations=654.1412711200788, operationsPerMinute=163.5353177800197
benchmark-name=derby, mod=warmup, start=Fri Jun 24 05:32:28 BST 2016, end=Fri Jun 24 05:34:28 BST 2016, operations=240.53854704603407, operationsPerMinute=120.26927352301703, mode=normal, start=Fri Jun 24 05:34:32 BST 2016, end=Fri Jun 24 05:38:32 BST 2016, operations=487.56994960506626, operationsPerMinute=121.89248740126656
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 24 05:38:35 BST 2016, end=Fri Jun 24 05:40:35 BST 2016, operations=161.76387362637365, operationsPerMinute=80.88193681318683, mode=normal, start=Fri Jun 24 05:40:39 BST 2016, end=Fri Jun 24 05:44:39 BST 2016, operations=327.0284877543711, operationsPerMinute=81.75712193859277
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 24 05:44:44 BST 2016, end=Fri Jun 24 05:46:44 BST 2016, operations=94.521690292629, operationsPerMinute=47.2608451463145, mode=normal, start=Fri Jun 24 05:46:50 BST 2016, end=Fri Jun 24 05:50:50 BST 2016, operations=194.18231718335716, operationsPerMinute=48.54557929583929
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 24 05:50:57 BST 2016, end=Fri Jun 24 05:52:57 BST 2016, operations=21.289014224564212, operationsPerMinute=10.644507112282106, mode=normal, start=Fri Jun 24 05:53:24 BST 2016, end=Fri Jun 24 05:57:24 BST 2016, operations=42.66274753425412, operationsPerMinute=10.66568688356353
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 24 05:57:48 BST 2016, end=Fri Jun 24 05:59:48 BST 2016, operations=65.1821258335461, operationsPerMinute=32.59106291677305, mode=normal, start=Fri Jun 24 05:59:58 BST 2016, end=Fri Jun 24 06:03:58 BST 2016, operations=130.8559092777326, operationsPerMinute=32.71397731943315
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 24 06:04:08 BST 2016, end=Fri Jun 24 06:06:08 BST 2016, operations=71.0306188402777, operationsPerMinute=35.51530942013885, mode=normal, start=Fri Jun 24 06:06:18 BST 2016, end=Fri Jun 24 06:10:18 BST 2016, operations=141.66797972998688, operationsPerMinute=35.41699493249672
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jun 24 06:10:26 BST 2016, end=Fri Jun 24 06:12:26 BST 2016, operations=569.1906593406593, operationsPerMinute=284.59532967032965, mode=normal, start=Fri Jun 24 06:12:27 BST 2016, end=Fri Jun 24 06:16:27 BST 2016, operations=1086.402648658531, operationsPerMinute=271.60066216463275
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jun 24 06:16:29 BST 2016, end=Fri Jun 24 06:18:29 BST 2016, operations=427.8139793437698, operationsPerMinute=213.9069896718849, mode=normal, start=Fri Jun 24 06:18:31 BST 2016, end=Fri Jun 24 06:22:31 BST 2016, operations=856.4884182814734, operationsPerMinute=214.12210457036835
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jun 24 06:22:33 BST 2016, end=Fri Jun 24 06:24:33 BST 2016, operations=280.69072252602086, operationsPerMinute=140.34536126301043, mode=normal, start=Fri Jun 24 06:24:35 BST 2016, end=Fri Jun 24 06:28:35 BST 2016, operations=562.6378111726618, operationsPerMinute=140.65945279316546
benchmark-name=scimark.sparse.small, mod=warmup, start=Fri Jun 24 06:28:38 BST 2016, end=Fri Jun 24 06:30:38 BST 2016, operations=403.4860369953709, operationsPerMinute=201.74301849768545, mode=normal, start=Fri Jun 24 06:30:39 BST 2016, end=Fri Jun 24 06:34:39 BST 2016, operations=808.104302231002, operationsPerMinute=202.0260755577505
benchmark-name=scimark.monte_carlo, mod=warmup, start=Fri Jun 24 06:34:41 BST 2016, end=Fri Jun 24 06:36:41 BST 2016, operations=91.02126172464489, operationsPerMinute=45.510630862322444, mode=normal, start=Fri Jun 24 06:36:50 BST 2016, end=Fri Jun 24 06:40:50 BST 2016, operations=182.98779752957702, operationsPerMinute=45.746949382394256
