spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 18:58:28 BST 2016, end=Mon Jul 04 18:58:28 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 18:58:28 BST 2016, end=Mon Jul 04 18:58:28 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 18:58:28 BST 2016, end=Mon Jul 04 18:58:43 BST 2016, operations=1.0, operationsPerMinute=4.019023377319312
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 18:58:43 BST 2016, end=Mon Jul 04 18:58:46 BST 2016, operations=1.0, operationsPerMinute=17.24633515377982
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 18:58:46 BST 2016, end=Mon Jul 04 18:58:48 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 18:58:48 BST 2016, end=Mon Jul 04 18:58:56 BST 2016, operations=1.0, operationsPerMinute=7.083825265643448
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 18:58:56 BST 2016, end=Mon Jul 04 18:59:04 BST 2016, operations=1.0, operationsPerMinute=8.079719903043362
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 18:59:04 BST 2016, end=Mon Jul 04 18:59:10 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 18:59:10 BST 2016, end=Mon Jul 04 18:59:12 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 18:59:12 BST 2016, end=Mon Jul 04 18:59:13 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 18:59:13 BST 2016, end=Mon Jul 04 18:59:14 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 18:59:14 BST 2016, end=Mon Jul 04 18:59:20 BST 2016, operations=1.0, operationsPerMinute=10.989010989010989
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 18:59:20 BST 2016, end=Mon Jul 04 18:59:21 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 18:59:21 BST 2016, end=Mon Jul 04 18:59:22 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 18:59:22 BST 2016, end=Mon Jul 04 18:59:24 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 18:59:24 BST 2016, end=Mon Jul 04 18:59:30 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 18:59:30 BST 2016, end=Mon Jul 04 18:59:51 BST 2016, operations=1.0, operationsPerMinute=2.9884942969567168
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 18:59:51 BST 2016, end=Mon Jul 04 18:59:51 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 19:00:03 BST 2016, end=Mon Jul 04 19:02:03 BST 2016, operations=491.32339779300617, operationsPerMinute=245.66169889650308, mode=normal, start=Mon Jul 04 19:02:04 BST 2016, end=Mon Jul 04 19:06:04 BST 2016, operations=1020.0559205195402, operationsPerMinute=255.01398012988506
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 19:06:09 BST 2016, end=Mon Jul 04 19:08:09 BST 2016, operations=197.9277042692887, operationsPerMinute=98.96385213464436, mode=normal, start=Mon Jul 04 19:08:12 BST 2016, end=Mon Jul 04 19:12:12 BST 2016, operations=393.9859839430831, operationsPerMinute=98.49649598577078
benchmark-name=compress, mod=warmup, start=Mon Jul 04 19:12:15 BST 2016, end=Mon Jul 04 19:14:15 BST 2016, operations=399.1284952333457, operationsPerMinute=199.56424761667284, mode=normal, start=Mon Jul 04 19:14:16 BST 2016, end=Mon Jul 04 19:18:16 BST 2016, operations=797.7804389604287, operationsPerMinute=199.44510974010717
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 19:18:19 BST 2016, end=Mon Jul 04 19:20:19 BST 2016, operations=139.80300691602451, operationsPerMinute=69.90150345801226, mode=normal, start=Mon Jul 04 19:20:24 BST 2016, end=Mon Jul 04 19:24:24 BST 2016, operations=292.29580705996943, operationsPerMinute=73.07395176499236
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 19:24:29 BST 2016, end=Mon Jul 04 19:26:29 BST 2016, operations=234.5568874720121, operationsPerMinute=117.27844373600605, mode=normal, start=Mon Jul 04 19:26:31 BST 2016, end=Mon Jul 04 19:30:31 BST 2016, operations=469.89278432876745, operationsPerMinute=117.47319608219186
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 19:30:35 BST 2016, end=Mon Jul 04 19:32:35 BST 2016, operations=407.60841230438876, operationsPerMinute=203.80420615219438, mode=normal, start=Mon Jul 04 19:32:37 BST 2016, end=Mon Jul 04 19:36:37 BST 2016, operations=815.5691295161778, operationsPerMinute=203.89228237904445
benchmark-name=derby, mod=warmup, start=Mon Jul 04 19:37:16 BST 2016, end=Mon Jul 04 19:39:16 BST 2016, operations=361.67084701067785, operationsPerMinute=180.83542350533892, mode=normal, start=Mon Jul 04 19:39:18 BST 2016, end=Mon Jul 04 19:43:18 BST 2016, operations=718.587977381052, operationsPerMinute=179.646994345263
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 19:43:21 BST 2016, end=Mon Jul 04 19:45:21 BST 2016, operations=207.85726981763472, operationsPerMinute=103.92863490881736, mode=normal, start=Mon Jul 04 19:45:25 BST 2016, end=Mon Jul 04 19:49:25 BST 2016, operations=416.85962215893915, operationsPerMinute=104.21490553973479
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 19:49:29 BST 2016, end=Mon Jul 04 19:51:29 BST 2016, operations=71.20370334944523, operationsPerMinute=35.60185167472262, mode=normal, start=Mon Jul 04 19:51:37 BST 2016, end=Mon Jul 04 19:55:37 BST 2016, operations=145.6935897090064, operationsPerMinute=36.4233974272516
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 19:55:46 BST 2016, end=Mon Jul 04 19:57:46 BST 2016, operations=13.846337174192175, operationsPerMinute=6.923168587096088, mode=normal, start=Mon Jul 04 19:58:30 BST 2016, end=Mon Jul 04 20:02:30 BST 2016, operations=27.813004162265273, operationsPerMinute=6.953251040566318
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 20:03:07 BST 2016, end=Mon Jul 04 20:05:07 BST 2016, operations=74.54845374089842, operationsPerMinute=37.27422687044921, mode=normal, start=Mon Jul 04 20:05:15 BST 2016, end=Mon Jul 04 20:09:15 BST 2016, operations=149.11021948594436, operationsPerMinute=37.27755487148609
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 20:09:24 BST 2016, end=Mon Jul 04 20:11:24 BST 2016, operations=42.43724535399705, operationsPerMinute=21.218622676998525, mode=normal, start=Mon Jul 04 20:11:37 BST 2016, end=Mon Jul 04 20:15:37 BST 2016, operations=84.78764496153032, operationsPerMinute=21.19691124038258
