spec.jvm2008.report.run.location=BEDSONTC026
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 03:45:18 BST 2016, end=Thu Jun 23 03:45:18 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 03:45:18 BST 2016, end=Thu Jun 23 03:45:18 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 03:45:18 BST 2016, end=Thu Jun 23 03:45:31 BST 2016, operations=1.0, operationsPerMinute=4.567948229920061
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 03:45:31 BST 2016, end=Thu Jun 23 03:45:34 BST 2016, operations=1.0, operationsPerMinute=17.80415430267062
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 03:45:34 BST 2016, end=Thu Jun 23 03:45:36 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 03:45:36 BST 2016, end=Thu Jun 23 03:45:44 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 03:45:44 BST 2016, end=Thu Jun 23 03:45:51 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 03:45:51 BST 2016, end=Thu Jun 23 03:45:58 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 03:45:58 BST 2016, end=Thu Jun 23 03:46:00 BST 2016, operations=1.0, operationsPerMinute=25.9852750108272
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 03:46:00 BST 2016, end=Thu Jun 23 03:46:01 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 03:46:01 BST 2016, end=Thu Jun 23 03:46:02 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 03:46:02 BST 2016, end=Thu Jun 23 03:46:07 BST 2016, operations=1.0, operationsPerMinute=10.95890410958904
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 03:46:07 BST 2016, end=Thu Jun 23 03:46:09 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 03:46:09 BST 2016, end=Thu Jun 23 03:46:10 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 03:46:10 BST 2016, end=Thu Jun 23 03:46:12 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 03:46:12 BST 2016, end=Thu Jun 23 03:46:18 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 03:46:18 BST 2016, end=Thu Jun 23 03:46:39 BST 2016, operations=1.0, operationsPerMinute=2.9585798816568047
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 03:46:39 BST 2016, end=Thu Jun 23 03:46:39 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 03:46:49 BST 2016, end=Thu Jun 23 03:48:49 BST 2016, operations=488.6754613425736, operationsPerMinute=244.3377306712868, mode=normal, start=Thu Jun 23 03:48:51 BST 2016, end=Thu Jun 23 03:52:51 BST 2016, operations=1005.4260565112673, operationsPerMinute=251.35651412781684
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 03:52:54 BST 2016, end=Thu Jun 23 03:54:54 BST 2016, operations=198.94435140741223, operationsPerMinute=99.47217570370611, mode=normal, start=Thu Jun 23 03:54:57 BST 2016, end=Thu Jun 23 03:58:57 BST 2016, operations=396.9989051576535, operationsPerMinute=99.24972628941337
benchmark-name=compress, mod=warmup, start=Thu Jun 23 03:59:01 BST 2016, end=Thu Jun 23 04:01:01 BST 2016, operations=395.54286738849333, operationsPerMinute=197.77143369424667, mode=normal, start=Thu Jun 23 04:01:02 BST 2016, end=Thu Jun 23 04:05:02 BST 2016, operations=796.7385539035812, operationsPerMinute=199.1846384758953
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 04:05:04 BST 2016, end=Thu Jun 23 04:07:04 BST 2016, operations=139.43343910576291, operationsPerMinute=69.71671955288146, mode=normal, start=Thu Jun 23 04:07:08 BST 2016, end=Thu Jun 23 04:11:08 BST 2016, operations=293.7260453006817, operationsPerMinute=73.43151132517042
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 04:11:14 BST 2016, end=Thu Jun 23 04:13:14 BST 2016, operations=236.5342348873045, operationsPerMinute=118.26711744365225, mode=normal, start=Thu Jun 23 04:13:18 BST 2016, end=Thu Jun 23 04:17:18 BST 2016, operations=473.67096927324826, operationsPerMinute=118.41774231831207
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 04:17:21 BST 2016, end=Thu Jun 23 04:19:21 BST 2016, operations=405.24643057897697, operationsPerMinute=202.62321528948848, mode=normal, start=Thu Jun 23 04:19:23 BST 2016, end=Thu Jun 23 04:23:23 BST 2016, operations=808.476294662804, operationsPerMinute=202.119073665701
benchmark-name=derby, mod=warmup, start=Thu Jun 23 04:23:45 BST 2016, end=Thu Jun 23 04:25:45 BST 2016, operations=363.8903653289306, operationsPerMinute=181.9451826644653, mode=normal, start=Thu Jun 23 04:25:47 BST 2016, end=Thu Jun 23 04:29:47 BST 2016, operations=728.6250316838103, operationsPerMinute=182.15625792095258
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 04:29:49 BST 2016, end=Thu Jun 23 04:31:49 BST 2016, operations=208.01348772142364, operationsPerMinute=104.00674386071182, mode=normal, start=Thu Jun 23 04:31:53 BST 2016, end=Thu Jun 23 04:35:53 BST 2016, operations=416.5240138637022, operationsPerMinute=104.13100346592555
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 04:35:57 BST 2016, end=Thu Jun 23 04:37:57 BST 2016, operations=70.32457081642883, operationsPerMinute=35.162285408214416, mode=normal, start=Thu Jun 23 04:38:05 BST 2016, end=Thu Jun 23 04:42:05 BST 2016, operations=148.809234857483, operationsPerMinute=37.20230871437075
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 04:42:12 BST 2016, end=Thu Jun 23 04:44:12 BST 2016, operations=13.69226092591419, operationsPerMinute=6.846130462957095, mode=normal, start=Thu Jun 23 04:44:58 BST 2016, end=Thu Jun 23 04:48:58 BST 2016, operations=27.891976798199973, operationsPerMinute=6.972994199549993
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 04:49:33 BST 2016, end=Thu Jun 23 04:51:33 BST 2016, operations=74.41361853746312, operationsPerMinute=37.20680926873156, mode=normal, start=Thu Jun 23 04:51:42 BST 2016, end=Thu Jun 23 04:55:42 BST 2016, operations=148.69562578267184, operationsPerMinute=37.17390644566796
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 04:55:54 BST 2016, end=Thu Jun 23 04:57:54 BST 2016, operations=42.368447718487886, operationsPerMinute=21.184223859243943, mode=normal, start=Thu Jun 23 04:58:07 BST 2016, end=Thu Jun 23 05:02:07 BST 2016, operations=84.63329423363732, operationsPerMinute=21.15832355840933
