spec.jvm2008.report.run.location=LAW085
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Mon Jun 27 09:49:02 BST 2016, end=Mon Jun 27 09:49:02 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 09:49:02 BST 2016, end=Mon Jun 27 09:49:03 BST 2016, operations=1.0, operationsPerMinute=89.41877794336811
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 09:49:03 BST 2016, end=Mon Jun 27 09:49:39 BST 2016, operations=1.0, operationsPerMinute=1.6642165700496492
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 09:49:39 BST 2016, end=Mon Jun 27 09:49:45 BST 2016, operations=1.0, operationsPerMinute=10.06711409395973
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 09:49:45 BST 2016, end=Mon Jun 27 09:49:47 BST 2016, operations=1.0, operationsPerMinute=35.60830860534124
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 09:49:47 BST 2016, end=Mon Jun 27 09:49:57 BST 2016, operations=1.0, operationsPerMinute=5.605904886480426
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 09:49:57 BST 2016, end=Mon Jun 27 09:50:06 BST 2016, operations=1.0, operationsPerMinute=6.891798759476223
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 09:50:06 BST 2016, end=Mon Jun 27 09:50:13 BST 2016, operations=1.0, operationsPerMinute=8.253094910591471
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 09:50:13 BST 2016, end=Mon Jun 27 09:50:16 BST 2016, operations=1.0, operationsPerMinute=18.570102135561747
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 09:50:16 BST 2016, end=Mon Jun 27 09:50:17 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 09:50:17 BST 2016, end=Mon Jun 27 09:50:19 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 09:50:19 BST 2016, end=Mon Jun 27 09:50:26 BST 2016, operations=1.0, operationsPerMinute=8.523938059383434
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 09:50:26 BST 2016, end=Mon Jun 27 09:50:27 BST 2016, operations=1.0, operationsPerMinute=33.74578177727784
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 09:50:28 BST 2016, end=Mon Jun 27 09:50:29 BST 2016, operations=1.0, operationsPerMinute=41.293874741913285
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 09:50:29 BST 2016, end=Mon Jun 27 09:50:32 BST 2016, operations=1.0, operationsPerMinute=18.921475875118258
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 09:50:32 BST 2016, end=Mon Jun 27 09:50:39 BST 2016, operations=1.0, operationsPerMinute=8.23271130625686
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 09:50:39 BST 2016, end=Mon Jun 27 09:51:09 BST 2016, operations=1.0, operationsPerMinute=2.03231378924906
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 09:51:09 BST 2016, end=Mon Jun 27 09:51:10 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 09:51:30 BST 2016, end=Mon Jun 27 09:53:30 BST 2016, operations=318.25470719296766, operationsPerMinute=159.12735359648383, mode=normal, start=Mon Jun 27 09:53:32 BST 2016, end=Mon Jun 27 09:57:32 BST 2016, operations=648.8701193770235, operationsPerMinute=162.21752984425586
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 09:57:39 BST 2016, end=Mon Jun 27 09:59:39 BST 2016, operations=124.52570101677743, operationsPerMinute=62.262850508388716, mode=normal, start=Mon Jun 27 09:59:44 BST 2016, end=Mon Jun 27 10:03:44 BST 2016, operations=245.41837336999126, operationsPerMinute=61.354593342497814
benchmark-name=compress, mod=warmup, start=Mon Jun 27 10:03:49 BST 2016, end=Mon Jun 27 10:05:49 BST 2016, operations=249.11788757843806, operationsPerMinute=124.55894378921903, mode=normal, start=Mon Jun 27 10:05:52 BST 2016, end=Mon Jun 27 10:09:52 BST 2016, operations=506.04135251872856, operationsPerMinute=126.51033812968214
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 10:09:56 BST 2016, end=Mon Jun 27 10:11:56 BST 2016, operations=81.66819339699566, operationsPerMinute=40.83409669849783, mode=normal, start=Mon Jun 27 10:12:03 BST 2016, end=Mon Jun 27 10:16:03 BST 2016, operations=169.93974688593804, operationsPerMinute=42.48493672148451
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 10:16:11 BST 2016, end=Mon Jun 27 10:18:11 BST 2016, operations=135.9078967055135, operationsPerMinute=67.95394835275675, mode=normal, start=Mon Jun 27 10:18:16 BST 2016, end=Mon Jun 27 10:22:16 BST 2016, operations=271.59932987739296, operationsPerMinute=67.89983246934824
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 10:22:21 BST 2016, end=Mon Jun 27 10:24:21 BST 2016, operations=237.16561934586747, operationsPerMinute=118.58280967293373, mode=normal, start=Mon Jun 27 10:24:25 BST 2016, end=Mon Jun 27 10:28:25 BST 2016, operations=489.1587703876464, operationsPerMinute=122.2896925969116
benchmark-name=derby, mod=warmup, start=Mon Jun 27 10:30:11 BST 2016, end=Mon Jun 27 10:32:11 BST 2016, operations=177.5390254077754, operationsPerMinute=88.7695127038877, mode=normal, start=Mon Jun 27 10:32:15 BST 2016, end=Mon Jun 27 10:36:15 BST 2016, operations=356.2330171973296, operationsPerMinute=89.0582542993324
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 10:36:19 BST 2016, end=Mon Jun 27 10:38:19 BST 2016, operations=126.70341972646449, operationsPerMinute=63.351709863232244, mode=normal, start=Mon Jun 27 10:38:24 BST 2016, end=Mon Jun 27 10:42:24 BST 2016, operations=254.03848662726284, operationsPerMinute=63.50962165681571
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 10:42:29 BST 2016, end=Mon Jun 27 10:44:29 BST 2016, operations=46.15976756897767, operationsPerMinute=23.079883784488835, mode=normal, start=Mon Jun 27 10:44:45 BST 2016, end=Mon Jun 27 10:48:45 BST 2016, operations=96.88968600533643, operationsPerMinute=24.222421501334107
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 10:48:58 BST 2016, end=Mon Jun 27 10:50:58 BST 2016, operations=9.002454067474451, operationsPerMinute=4.5012270337372255, mode=normal, start=Mon Jun 27 10:52:03 BST 2016, end=Mon Jun 27 10:56:03 BST 2016, operations=18.51917639550161, operationsPerMinute=4.6297940988754025
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 10:57:30 BST 2016, end=Mon Jun 27 10:59:30 BST 2016, operations=44.047386972127214, operationsPerMinute=22.023693486063607, mode=normal, start=Mon Jun 27 10:59:49 BST 2016, end=Mon Jun 27 11:03:49 BST 2016, operations=93.28568981587911, operationsPerMinute=23.321422453969777
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 11:04:03 BST 2016, end=Mon Jun 27 11:06:03 BST 2016, operations=30.39229491033089, operationsPerMinute=15.196147455165445, mode=normal, start=Mon Jun 27 11:06:27 BST 2016, end=Mon Jun 27 11:10:27 BST 2016, operations=59.14223795983812, operationsPerMinute=14.78555948995953
