spec.jvm2008.report.run.location=CASTLEAZES001
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 24 22:49:20 BST 2016, end=Fri Jun 24 22:49:20 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 22:49:20 BST 2016, end=Fri Jun 24 22:49:20 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 22:49:20 BST 2016, end=Fri Jun 24 22:49:33 BST 2016, operations=1.0, operationsPerMinute=4.551661356395084
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 22:49:33 BST 2016, end=Fri Jun 24 22:49:37 BST 2016, operations=1.0, operationsPerMinute=17.97483523067705
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 22:49:37 BST 2016, end=Fri Jun 24 22:49:38 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 22:49:38 BST 2016, end=Fri Jun 24 22:49:46 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 22:49:46 BST 2016, end=Fri Jun 24 22:49:54 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 22:49:54 BST 2016, end=Fri Jun 24 22:50:01 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 22:50:01 BST 2016, end=Fri Jun 24 22:50:03 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 22:50:03 BST 2016, end=Fri Jun 24 22:50:04 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 22:50:04 BST 2016, end=Fri Jun 24 22:50:04 BST 2016, operations=1.0, operationsPerMinute=67.41573033707866
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 22:50:04 BST 2016, end=Fri Jun 24 22:50:10 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 22:50:10 BST 2016, end=Fri Jun 24 22:50:11 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 22:50:11 BST 2016, end=Fri Jun 24 22:50:12 BST 2016, operations=1.0, operationsPerMinute=61.98347107438016
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 22:50:12 BST 2016, end=Fri Jun 24 22:50:14 BST 2016, operations=1.0, operationsPerMinute=28.92960462873674
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 22:50:14 BST 2016, end=Fri Jun 24 22:50:21 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 22:50:21 BST 2016, end=Fri Jun 24 22:50:41 BST 2016, operations=1.0, operationsPerMinute=2.967652586803838
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 22:50:41 BST 2016, end=Fri Jun 24 22:50:42 BST 2016, operations=1.0, operationsPerMinute=72.63922518159806
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 22:50:52 BST 2016, end=Fri Jun 24 22:52:52 BST 2016, operations=496.576709448558, operationsPerMinute=248.288354724279, mode=normal, start=Fri Jun 24 22:52:53 BST 2016, end=Fri Jun 24 22:56:53 BST 2016, operations=1018.5471722639038, operationsPerMinute=254.63679306597595
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 22:56:57 BST 2016, end=Fri Jun 24 22:58:57 BST 2016, operations=197.92125086747888, operationsPerMinute=98.96062543373944, mode=normal, start=Fri Jun 24 22:59:01 BST 2016, end=Fri Jun 24 23:03:01 BST 2016, operations=380.2104045176935, operationsPerMinute=95.05260112942338
benchmark-name=compress, mod=warmup, start=Fri Jun 24 23:03:04 BST 2016, end=Fri Jun 24 23:05:04 BST 2016, operations=400.6762066340753, operationsPerMinute=200.33810331703765, mode=normal, start=Fri Jun 24 23:05:06 BST 2016, end=Fri Jun 24 23:09:06 BST 2016, operations=800.1989414684182, operationsPerMinute=200.04973536710455
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 23:09:08 BST 2016, end=Fri Jun 24 23:11:08 BST 2016, operations=137.98296408090948, operationsPerMinute=68.99148204045474, mode=normal, start=Fri Jun 24 23:11:13 BST 2016, end=Fri Jun 24 23:15:13 BST 2016, operations=287.58673429958867, operationsPerMinute=71.89668357489717
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 24 23:15:17 BST 2016, end=Fri Jun 24 23:17:17 BST 2016, operations=229.14449643624957, operationsPerMinute=114.57224821812478, mode=normal, start=Fri Jun 24 23:17:20 BST 2016, end=Fri Jun 24 23:21:20 BST 2016, operations=469.45980790928644, operationsPerMinute=117.36495197732161
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 24 23:21:24 BST 2016, end=Fri Jun 24 23:23:24 BST 2016, operations=403.3905982905983, operationsPerMinute=201.69529914529915, mode=normal, start=Fri Jun 24 23:23:25 BST 2016, end=Fri Jun 24 23:27:25 BST 2016, operations=809.7042838181119, operationsPerMinute=202.42607095452797
benchmark-name=derby, mod=warmup, start=Fri Jun 24 23:27:48 BST 2016, end=Fri Jun 24 23:29:48 BST 2016, operations=360.05691958118246, operationsPerMinute=180.02845979059123, mode=normal, start=Fri Jun 24 23:29:50 BST 2016, end=Fri Jun 24 23:33:50 BST 2016, operations=723.7257103995536, operationsPerMinute=180.9314275998884
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 24 23:33:52 BST 2016, end=Fri Jun 24 23:35:52 BST 2016, operations=207.6207666587892, operationsPerMinute=103.8103833293946, mode=normal, start=Fri Jun 24 23:35:56 BST 2016, end=Fri Jun 24 23:39:56 BST 2016, operations=416.504093525595, operationsPerMinute=104.12602338139875
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 24 23:40:00 BST 2016, end=Fri Jun 24 23:42:00 BST 2016, operations=68.74438061244149, operationsPerMinute=34.372190306220745, mode=normal, start=Fri Jun 24 23:42:08 BST 2016, end=Fri Jun 24 23:46:08 BST 2016, operations=140.8525700399629, operationsPerMinute=35.213142509990725
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 24 23:46:22 BST 2016, end=Fri Jun 24 23:48:22 BST 2016, operations=13.907344290192064, operationsPerMinute=6.953672145096032, mode=normal, start=Fri Jun 24 23:49:15 BST 2016, end=Fri Jun 24 23:53:15 BST 2016, operations=27.519670191525968, operationsPerMinute=6.879917547881492
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 24 23:54:02 BST 2016, end=Fri Jun 24 23:56:02 BST 2016, operations=74.27444688961785, operationsPerMinute=37.137223444808924, mode=normal, start=Fri Jun 24 23:56:12 BST 2016, end=Sat Jun 25 00:00:12 BST 2016, operations=148.69517271432863, operationsPerMinute=37.17379317858216
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 00:00:21 BST 2016, end=Sat Jun 25 00:02:21 BST 2016, operations=42.83677791312512, operationsPerMinute=21.41838895656256, mode=normal, start=Sat Jun 25 00:02:33 BST 2016, end=Sat Jun 25 00:06:33 BST 2016, operations=85.42056337778328, operationsPerMinute=21.35514084444582
