spec.jvm2008.report.run.location=LAW004
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 11:32:40 BST 2016, end=Mon Jun 27 11:32:40 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 11:32:40 BST 2016, end=Mon Jun 27 11:32:40 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 11:32:40 BST 2016, end=Mon Jun 27 11:32:57 BST 2016, operations=1.0, operationsPerMinute=3.443130953747274
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 11:32:57 BST 2016, end=Mon Jun 27 11:33:01 BST 2016, operations=1.0, operationsPerMinute=14.513788098693759
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 11:33:01 BST 2016, end=Mon Jun 27 11:33:03 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 11:33:03 BST 2016, end=Mon Jun 27 11:33:12 BST 2016, operations=1.0, operationsPerMinute=6.608657341116863
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 11:33:12 BST 2016, end=Mon Jun 27 11:33:20 BST 2016, operations=1.0, operationsPerMinute=7.7861406696080975
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 11:33:20 BST 2016, end=Mon Jun 27 11:33:26 BST 2016, operations=1.0, operationsPerMinute=8.800234672924612
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 11:33:26 BST 2016, end=Mon Jun 27 11:33:29 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 11:33:29 BST 2016, end=Mon Jun 27 11:33:30 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 11:33:30 BST 2016, end=Mon Jun 27 11:33:31 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 11:33:31 BST 2016, end=Mon Jun 27 11:33:37 BST 2016, operations=1.0, operationsPerMinute=9.811937857726901
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 11:33:37 BST 2016, end=Mon Jun 27 11:33:39 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 11:33:39 BST 2016, end=Mon Jun 27 11:33:40 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 11:33:40 BST 2016, end=Mon Jun 27 11:33:43 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 11:33:43 BST 2016, end=Mon Jun 27 11:33:49 BST 2016, operations=1.0, operationsPerMinute=9.006304413089163
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 11:33:49 BST 2016, end=Mon Jun 27 11:34:14 BST 2016, operations=1.0, operationsPerMinute=2.4560972614515535
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 11:34:14 BST 2016, end=Mon Jun 27 11:34:15 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 11:34:27 BST 2016, end=Mon Jun 27 11:36:27 BST 2016, operations=419.53829748682693, operationsPerMinute=209.76914874341347, mode=normal, start=Mon Jun 27 11:36:29 BST 2016, end=Mon Jun 27 11:40:29 BST 2016, operations=868.221568823533, operationsPerMinute=217.05539220588324
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 11:40:34 BST 2016, end=Mon Jun 27 11:42:34 BST 2016, operations=171.39422021561816, operationsPerMinute=85.69711010780908, mode=normal, start=Mon Jun 27 11:42:38 BST 2016, end=Mon Jun 27 11:46:38 BST 2016, operations=339.63497981520834, operationsPerMinute=84.90874495380208
benchmark-name=compress, mod=warmup, start=Mon Jun 27 11:46:42 BST 2016, end=Mon Jun 27 11:48:42 BST 2016, operations=351.6290086455711, operationsPerMinute=175.81450432278555, mode=normal, start=Mon Jun 27 11:48:44 BST 2016, end=Mon Jun 27 11:52:44 BST 2016, operations=705.2199468548436, operationsPerMinute=176.3049867137109
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 11:52:46 BST 2016, end=Mon Jun 27 11:54:46 BST 2016, operations=116.14345748879875, operationsPerMinute=58.07172874439937, mode=normal, start=Mon Jun 27 11:54:54 BST 2016, end=Mon Jun 27 11:58:54 BST 2016, operations=245.33534992255488, operationsPerMinute=61.33383748063872
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 11:59:00 BST 2016, end=Mon Jun 27 12:01:00 BST 2016, operations=206.43382945180022, operationsPerMinute=103.21691472590011, mode=normal, start=Mon Jun 27 12:01:04 BST 2016, end=Mon Jun 27 12:05:04 BST 2016, operations=412.8281995510972, operationsPerMinute=103.2070498877743
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 12:05:07 BST 2016, end=Mon Jun 27 12:07:07 BST 2016, operations=351.2753283264302, operationsPerMinute=175.6376641632151, mode=normal, start=Mon Jun 27 12:07:09 BST 2016, end=Mon Jun 27 12:11:09 BST 2016, operations=704.1840589122274, operationsPerMinute=176.04601472805686
benchmark-name=derby, mod=warmup, start=Mon Jun 27 12:12:09 BST 2016, end=Mon Jun 27 12:14:09 BST 2016, operations=259.87231156275493, operationsPerMinute=129.93615578137747, mode=normal, start=Mon Jun 27 12:14:12 BST 2016, end=Mon Jun 27 12:18:12 BST 2016, operations=521.4460903869696, operationsPerMinute=130.3615225967424
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 12:18:15 BST 2016, end=Mon Jun 27 12:20:15 BST 2016, operations=172.61341316727152, operationsPerMinute=86.30670658363576, mode=normal, start=Mon Jun 27 12:20:20 BST 2016, end=Mon Jun 27 12:24:20 BST 2016, operations=347.27637843723386, operationsPerMinute=86.81909460930846
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 12:24:25 BST 2016, end=Mon Jun 27 12:26:25 BST 2016, operations=102.32389294910345, operationsPerMinute=51.161946474551726, mode=normal, start=Mon Jun 27 12:26:30 BST 2016, end=Mon Jun 27 12:30:30 BST 2016, operations=202.10411655096578, operationsPerMinute=50.526029137741446
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 12:30:38 BST 2016, end=Mon Jun 27 12:32:38 BST 2016, operations=22.52540788481471, operationsPerMinute=11.262703942407356, mode=normal, start=Mon Jun 27 12:33:01 BST 2016, end=Mon Jun 27 12:37:01 BST 2016, operations=45.23164902840726, operationsPerMinute=11.307912257101815
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 12:37:31 BST 2016, end=Mon Jun 27 12:39:31 BST 2016, operations=69.53643065022128, operationsPerMinute=34.76821532511064, mode=normal, start=Mon Jun 27 12:39:42 BST 2016, end=Mon Jun 27 12:43:42 BST 2016, operations=139.4220708655547, operationsPerMinute=34.855517716388675
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 12:43:54 BST 2016, end=Mon Jun 27 12:45:54 BST 2016, operations=75.50827036487959, operationsPerMinute=37.754135182439796, mode=normal, start=Mon Jun 27 12:46:01 BST 2016, end=Mon Jun 27 12:50:01 BST 2016, operations=150.84619295728288, operationsPerMinute=37.71154823932072
