spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 07:46:34 BST 2016, end=Mon Jul 04 07:46:34 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 07:46:34 BST 2016, end=Mon Jul 04 07:46:34 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 07:46:34 BST 2016, end=Mon Jul 04 07:46:48 BST 2016, operations=1.0, operationsPerMinute=4.09612233752048
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 07:46:48 BST 2016, end=Mon Jul 04 07:46:52 BST 2016, operations=1.0, operationsPerMinute=17.56440281030445
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 07:46:52 BST 2016, end=Mon Jul 04 07:46:53 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 07:46:53 BST 2016, end=Mon Jul 04 07:47:01 BST 2016, operations=1.0, operationsPerMinute=7.095553453169347
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 07:47:01 BST 2016, end=Mon Jul 04 07:47:09 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 07:47:09 BST 2016, end=Mon Jul 04 07:47:16 BST 2016, operations=1.0, operationsPerMinute=8.903398130286392
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 07:47:16 BST 2016, end=Mon Jul 04 07:47:18 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 07:47:18 BST 2016, end=Mon Jul 04 07:47:19 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 07:47:19 BST 2016, end=Mon Jul 04 07:47:19 BST 2016, operations=1.0, operationsPerMinute=67.41573033707866
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 07:47:19 BST 2016, end=Mon Jul 04 07:47:25 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 07:47:25 BST 2016, end=Mon Jul 04 07:47:26 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 07:47:26 BST 2016, end=Mon Jul 04 07:47:27 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 07:47:27 BST 2016, end=Mon Jul 04 07:47:29 BST 2016, operations=1.0, operationsPerMinute=28.28854314002829
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 07:47:29 BST 2016, end=Mon Jul 04 07:47:36 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 07:47:36 BST 2016, end=Mon Jul 04 07:47:56 BST 2016, operations=1.0, operationsPerMinute=3.0070666065253344
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 07:47:56 BST 2016, end=Mon Jul 04 07:47:57 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 07:48:08 BST 2016, end=Mon Jul 04 07:50:08 BST 2016, operations=492.8105021883416, operationsPerMinute=246.4052510941708, mode=normal, start=Mon Jul 04 07:50:09 BST 2016, end=Mon Jul 04 07:54:09 BST 2016, operations=1001.5204517845415, operationsPerMinute=250.38011294613537
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 07:54:14 BST 2016, end=Mon Jul 04 07:56:14 BST 2016, operations=200.10343299238613, operationsPerMinute=100.05171649619307, mode=normal, start=Mon Jul 04 07:56:16 BST 2016, end=Mon Jul 04 08:00:16 BST 2016, operations=399.24998210138864, operationsPerMinute=99.81249552534716
benchmark-name=compress, mod=warmup, start=Mon Jul 04 08:00:20 BST 2016, end=Mon Jul 04 08:02:20 BST 2016, operations=399.923758275876, operationsPerMinute=199.961879137938, mode=normal, start=Mon Jul 04 08:02:22 BST 2016, end=Mon Jul 04 08:06:22 BST 2016, operations=799.5490472280705, operationsPerMinute=199.88726180701764
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 08:06:24 BST 2016, end=Mon Jul 04 08:08:24 BST 2016, operations=139.13550607170438, operationsPerMinute=69.56775303585219, mode=normal, start=Mon Jul 04 08:08:29 BST 2016, end=Mon Jul 04 08:12:29 BST 2016, operations=291.91823760908426, operationsPerMinute=72.97955940227106
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 08:12:34 BST 2016, end=Mon Jul 04 08:14:34 BST 2016, operations=237.19963255603926, operationsPerMinute=118.59981627801963, mode=normal, start=Mon Jul 04 08:14:38 BST 2016, end=Mon Jul 04 08:18:38 BST 2016, operations=473.3959914418863, operationsPerMinute=118.34899786047157
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 08:18:42 BST 2016, end=Mon Jul 04 08:20:42 BST 2016, operations=407.284095036782, operationsPerMinute=203.642047518391, mode=normal, start=Mon Jul 04 08:20:44 BST 2016, end=Mon Jul 04 08:24:44 BST 2016, operations=813.2050904754685, operationsPerMinute=203.30127261886713
benchmark-name=derby, mod=warmup, start=Mon Jul 04 08:25:25 BST 2016, end=Mon Jul 04 08:27:25 BST 2016, operations=359.65116608164124, operationsPerMinute=179.82558304082062, mode=normal, start=Mon Jul 04 08:27:27 BST 2016, end=Mon Jul 04 08:31:27 BST 2016, operations=720.3467491837408, operationsPerMinute=180.0866872959352
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 08:31:29 BST 2016, end=Mon Jul 04 08:33:29 BST 2016, operations=207.82955059983368, operationsPerMinute=103.91477529991684, mode=normal, start=Mon Jul 04 08:33:33 BST 2016, end=Mon Jul 04 08:37:33 BST 2016, operations=416.24909729500564, operationsPerMinute=104.06227432375141
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 08:37:37 BST 2016, end=Mon Jul 04 08:39:37 BST 2016, operations=77.25449235496828, operationsPerMinute=38.62724617748414, mode=normal, start=Mon Jul 04 08:39:45 BST 2016, end=Mon Jul 04 08:43:45 BST 2016, operations=146.4603221044452, operationsPerMinute=36.6150805261113
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 08:43:52 BST 2016, end=Mon Jul 04 08:45:52 BST 2016, operations=13.781224840160036, operationsPerMinute=6.890612420080018, mode=normal, start=Mon Jul 04 08:46:38 BST 2016, end=Mon Jul 04 08:50:38 BST 2016, operations=28.010078154564212, operationsPerMinute=7.002519538641053
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 08:51:20 BST 2016, end=Mon Jul 04 08:53:20 BST 2016, operations=74.40721606607153, operationsPerMinute=37.20360803303576, mode=normal, start=Mon Jul 04 08:53:29 BST 2016, end=Mon Jul 04 08:57:29 BST 2016, operations=149.11879378093312, operationsPerMinute=37.27969844523328
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 08:57:38 BST 2016, end=Mon Jul 04 08:59:38 BST 2016, operations=42.87541828464786, operationsPerMinute=21.43770914232393, mode=normal, start=Mon Jul 04 08:59:50 BST 2016, end=Mon Jul 04 09:03:50 BST 2016, operations=85.6569327193486, operationsPerMinute=21.41423317983715
benchmark-name=scimark.fft.small, mod=warmup, start=Mon Jul 04 09:04:05 BST 2016, end=Mon Jul 04 09:06:05 BST 2016, operations=742.2704466537773, operationsPerMinute=371.13522332688865, mode=normal, start=Mon Jul 04 09:06:06 BST 2016, end=Mon Jul 04 09:10:06 BST 2016, operations=1498.2427246456907, operationsPerMinute=374.5606811614227
benchmark-name=scimark.lu.small, mod=warmup, start=Mon Jul 04 09:10:07 BST 2016, end=Mon Jul 04 09:12:07 BST 2016, operations=576.0907965765844, operationsPerMinute=288.0453982882922, mode=normal, start=Mon Jul 04 09:12:08 BST 2016, end=Mon Jul 04 09:16:08 BST 2016, operations=1152.3285415296173, operationsPerMinute=288.0821353824043
benchmark-name=scimark.sor.small, mod=warmup, start=Mon Jul 04 09:16:09 BST 2016, end=Mon Jul 04 09:18:09 BST 2016, operations=328.15636338470415, operationsPerMinute=164.07818169235208, mode=normal, start=Mon Jul 04 09:18:12 BST 2016, end=Mon Jul 04 09:22:12 BST 2016, operations=659.1475906319564, operationsPerMinute=164.7868976579891
benchmark-name=scimark.sparse.small, mod=warmup, start=Mon Jul 04 09:22:14 BST 2016, end=Mon Jul 04 09:24:14 BST 2016, operations=511.6305184551715, operationsPerMinute=255.81525922758576, mode=normal, start=Mon Jul 04 09:24:15 BST 2016, end=Mon Jul 04 09:28:15 BST 2016, operations=1022.697983092118, operationsPerMinute=255.6744957730295
benchmark-name=scimark.monte_carlo, mod=warmup, start=Mon Jul 04 09:28:17 BST 2016, end=Mon Jul 04 09:30:17 BST 2016, operations=120.31821051733388, operationsPerMinute=60.15910525866694, mode=normal, start=Mon Jul 04 09:30:24 BST 2016, end=Mon Jul 04 09:34:24 BST 2016, operations=239.79886645846588, operationsPerMinute=59.94971661461647
benchmark-name=serial, mod=warmup, start=Mon Jul 04 09:34:31 BST 2016, end=Mon Jul 04 09:36:31 BST 2016, operations=242.72909379494783, operationsPerMinute=121.36454689747391, mode=normal, start=Mon Jul 04 09:36:33 BST 2016, end=Mon Jul 04 09:40:33 BST 2016, operations=458.01072320832463, operationsPerMinute=114.50268080208116
benchmark-name=sunflow, mod=warmup, start=Mon Jul 04 09:40:36 BST 2016, end=Mon Jul 04 09:42:36 BST 2016, operations=175.47150997150996, operationsPerMinute=87.73575498575498, mode=normal, start=Mon Jul 04 09:42:37 BST 2016, end=Mon Jul 04 09:46:37 BST 2016, operations=349.3259769221516, operationsPerMinute=87.3314942305379
benchmark-name=xml.transform, mod=warmup, start=Mon Jul 04 09:46:58 BST 2016, end=Mon Jul 04 09:48:58 BST 2016, operations=493.44942206136307, operationsPerMinute=246.72471103068153, mode=normal, start=Mon Jul 04 09:49:00 BST 2016, end=Mon Jul 04 09:53:00 BST 2016, operations=1065.7640533235349, operationsPerMinute=266.4410133308837
benchmark-name=xml.validation, mod=warmup, start=Mon Jul 04 09:53:02 BST 2016, end=Mon Jul 04 09:55:02 BST 2016, operations=987.7327557745732, operationsPerMinute=493.8663778872866, mode=normal, start=Mon Jul 04 09:55:03 BST 2016, end=Mon Jul 04 09:59:03 BST 2016, operations=1996.8119157048022, operationsPerMinute=499.20297892620056
