spec.jvm2008.report.run.location=PERCY004
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 10:35:37 BST 2016, end=Sun Jun 26 10:35:37 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 10:35:37 BST 2016, end=Sun Jun 26 10:35:37 BST 2016, operations=1.0, operationsPerMinute=483.8709677419355
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 10:35:37 BST 2016, end=Sun Jun 26 10:35:50 BST 2016, operations=1.0, operationsPerMinute=4.560656734569778
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 10:35:50 BST 2016, end=Sun Jun 26 10:35:54 BST 2016, operations=1.0, operationsPerMinute=18.072289156626507
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 10:35:54 BST 2016, end=Sun Jun 26 10:35:55 BST 2016, operations=1.0, operationsPerMinute=48.115477145148354
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 10:35:55 BST 2016, end=Sun Jun 26 10:36:03 BST 2016, operations=1.0, operationsPerMinute=6.97350069735007
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 10:36:03 BST 2016, end=Sun Jun 26 10:36:11 BST 2016, operations=1.0, operationsPerMinute=7.888509071785433
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 10:36:11 BST 2016, end=Sun Jun 26 10:36:18 BST 2016, operations=1.0, operationsPerMinute=8.951215873489483
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 10:36:18 BST 2016, end=Sun Jun 26 10:36:20 BST 2016, operations=1.0, operationsPerMinute=26.7260579064588
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 10:36:20 BST 2016, end=Sun Jun 26 10:36:21 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 10:36:21 BST 2016, end=Sun Jun 26 10:36:22 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 10:36:22 BST 2016, end=Sun Jun 26 10:36:27 BST 2016, operations=1.0, operationsPerMinute=10.903143739778303
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 10:36:27 BST 2016, end=Sun Jun 26 10:36:28 BST 2016, operations=1.0, operationsPerMinute=41.84100418410042
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 10:36:28 BST 2016, end=Sun Jun 26 10:36:29 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 10:36:29 BST 2016, end=Sun Jun 26 10:36:32 BST 2016, operations=1.0, operationsPerMinute=28.517110266159698
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 10:36:32 BST 2016, end=Sun Jun 26 10:36:38 BST 2016, operations=1.0, operationsPerMinute=9.20951650038373
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 10:36:38 BST 2016, end=Sun Jun 26 10:36:58 BST 2016, operations=1.0, operationsPerMinute=2.9748624126134167
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 10:36:58 BST 2016, end=Sun Jun 26 10:36:59 BST 2016, operations=1.0, operationsPerMinute=72.63922518159806
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 10:37:09 BST 2016, end=Sun Jun 26 10:39:09 BST 2016, operations=496.0306719508551, operationsPerMinute=248.01533597542755, mode=normal, start=Sun Jun 26 10:39:11 BST 2016, end=Sun Jun 26 10:43:11 BST 2016, operations=1011.8402503856571, operationsPerMinute=252.96006259641428
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 10:43:14 BST 2016, end=Sun Jun 26 10:45:14 BST 2016, operations=198.63929601233872, operationsPerMinute=99.31964800616936, mode=normal, start=Sun Jun 26 10:45:17 BST 2016, end=Sun Jun 26 10:49:17 BST 2016, operations=393.54458706237733, operationsPerMinute=98.38614676559433
benchmark-name=compress, mod=warmup, start=Sun Jun 26 10:49:20 BST 2016, end=Sun Jun 26 10:51:20 BST 2016, operations=397.218338366834, operationsPerMinute=198.609169183417, mode=normal, start=Sun Jun 26 10:51:22 BST 2016, end=Sun Jun 26 10:55:22 BST 2016, operations=800.2980814189413, operationsPerMinute=200.0745203547353
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 10:55:23 BST 2016, end=Sun Jun 26 10:57:23 BST 2016, operations=140.11017088140667, operationsPerMinute=70.05508544070334, mode=normal, start=Sun Jun 26 10:57:29 BST 2016, end=Sun Jun 26 11:01:29 BST 2016, operations=293.3730193966414, operationsPerMinute=73.34325484916035
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 11:01:34 BST 2016, end=Sun Jun 26 11:03:34 BST 2016, operations=233.75087541607758, operationsPerMinute=116.87543770803879, mode=normal, start=Sun Jun 26 11:03:37 BST 2016, end=Sun Jun 26 11:07:37 BST 2016, operations=466.1428211782634, operationsPerMinute=116.53570529456584
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 11:07:40 BST 2016, end=Sun Jun 26 11:09:40 BST 2016, operations=407.04164170360724, operationsPerMinute=203.52082085180362, mode=normal, start=Sun Jun 26 11:09:42 BST 2016, end=Sun Jun 26 11:13:42 BST 2016, operations=815.6239622286826, operationsPerMinute=203.90599055717064
benchmark-name=derby, mod=warmup, start=Sun Jun 26 11:14:05 BST 2016, end=Sun Jun 26 11:16:05 BST 2016, operations=356.5330841844273, operationsPerMinute=178.26654209221365, mode=normal, start=Sun Jun 26 11:16:07 BST 2016, end=Sun Jun 26 11:20:07 BST 2016, operations=716.8940313952235, operationsPerMinute=179.22350784880587
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 11:20:09 BST 2016, end=Sun Jun 26 11:22:09 BST 2016, operations=207.86352956654858, operationsPerMinute=103.93176478327429, mode=normal, start=Sun Jun 26 11:22:13 BST 2016, end=Sun Jun 26 11:26:13 BST 2016, operations=416.05247745609984, operationsPerMinute=104.01311936402496
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 11:26:16 BST 2016, end=Sun Jun 26 11:28:16 BST 2016, operations=71.11942967908608, operationsPerMinute=35.55971483954304, mode=normal, start=Sun Jun 26 11:28:25 BST 2016, end=Sun Jun 26 11:32:25 BST 2016, operations=147.75169415885253, operationsPerMinute=36.93792353971313
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 11:32:33 BST 2016, end=Sun Jun 26 11:34:33 BST 2016, operations=13.769396332371262, operationsPerMinute=6.884698166185631, mode=normal, start=Sun Jun 26 11:35:19 BST 2016, end=Sun Jun 26 11:39:19 BST 2016, operations=27.721454560597973, operationsPerMinute=6.930363640149493
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 11:39:56 BST 2016, end=Sun Jun 26 11:41:56 BST 2016, operations=74.74008762524932, operationsPerMinute=37.37004381262466, mode=normal, start=Sun Jun 26 11:42:04 BST 2016, end=Sun Jun 26 11:46:04 BST 2016, operations=149.08511418108193, operationsPerMinute=37.271278545270484
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 11:46:16 BST 2016, end=Sun Jun 26 11:48:16 BST 2016, operations=43.105841324699725, operationsPerMinute=21.552920662349862, mode=normal, start=Sun Jun 26 11:48:27 BST 2016, end=Sun Jun 26 11:52:27 BST 2016, operations=86.36659203465622, operationsPerMinute=21.591648008664055
