spec.jvm2008.report.run.location=HULL131
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:18:14 BST 2016, end=Thu May 26 14:18:14 BST 2016, operations=1.0, operationsPerMinute=1500.0
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:18:14 BST 2016, end=Thu May 26 14:18:14 BST 2016, operations=1.0, operationsPerMinute=260.8695652173913
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:18:14 BST 2016, end=Thu May 26 14:18:28 BST 2016, operations=1.0, operationsPerMinute=4.330566582461206
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:18:28 BST 2016, end=Thu May 26 14:18:32 BST 2016, operations=1.0, operationsPerMinute=16.853932584269664
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:18:32 BST 2016, end=Thu May 26 14:18:33 BST 2016, operations=1.0, operationsPerMinute=46.875
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:18:33 BST 2016, end=Thu May 26 14:18:41 BST 2016, operations=1.0, operationsPerMinute=7.13436385255648
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:18:41 BST 2016, end=Thu May 26 14:18:49 BST 2016, operations=1.0, operationsPerMinute=8.168822328114363
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:18:49 BST 2016, end=Thu May 26 14:18:55 BST 2016, operations=1.0, operationsPerMinute=9.363295880149813
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:18:55 BST 2016, end=Thu May 26 14:18:57 BST 2016, operations=1.0, operationsPerMinute=25.751072961373392
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:18:57 BST 2016, end=Thu May 26 14:18:58 BST 2016, operations=1.0, operationsPerMinute=80.0
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:18:58 BST 2016, end=Thu May 26 14:18:59 BST 2016, operations=1.0, operationsPerMinute=63.829787234042556
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:18:59 BST 2016, end=Thu May 26 14:19:05 BST 2016, operations=1.0, operationsPerMinute=10.353753235547886
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:19:05 BST 2016, end=Thu May 26 14:19:06 BST 2016, operations=1.0, operationsPerMinute=40.43126684636118
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:19:06 BST 2016, end=Thu May 26 14:19:07 BST 2016, operations=1.0, operationsPerMinute=59.40594059405941
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:19:07 BST 2016, end=Thu May 26 14:19:10 BST 2016, operations=1.0, operationsPerMinute=27.027027027027028
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:19:10 BST 2016, end=Thu May 26 14:19:16 BST 2016, operations=1.0, operationsPerMinute=9.551098376313275
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:19:16 BST 2016, end=Thu May 26 14:19:37 BST 2016, operations=1.0, operationsPerMinute=2.7652318186007925
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:19:37 BST 2016, end=Thu May 26 14:19:38 BST 2016, operations=1.0, operationsPerMinute=64.51612903225806
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:19:51 BST 2016, end=Thu May 26 14:21:51 BST 2016, operations=406.9525706628439, operationsPerMinute=203.47628533142196, mode=normal, start=Thu May 26 14:21:53 BST 2016, end=Thu May 26 14:25:53 BST 2016, operations=884.269224112535, operationsPerMinute=221.06730602813374
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:25:56 BST 2016, end=Thu May 26 14:27:56 BST 2016, operations=175.00568954316617, operationsPerMinute=87.50284477158309, mode=normal, start=Thu May 26 14:28:00 BST 2016, end=Thu May 26 14:32:00 BST 2016, operations=359.2524326232969, operationsPerMinute=89.81310815582422
benchmark-name=compress, mod=warmup, start=Thu May 26 14:32:04 BST 2016, end=Thu May 26 14:34:04 BST 2016, operations=353.7975602738559, operationsPerMinute=176.89878013692794, mode=normal, start=Thu May 26 14:34:06 BST 2016, end=Thu May 26 14:38:06 BST 2016, operations=734.9382799991993, operationsPerMinute=183.73456999979982
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:38:08 BST 2016, end=Thu May 26 14:40:08 BST 2016, operations=130.95461610274816, operationsPerMinute=65.47730805137408, mode=normal, start=Thu May 26 14:40:14 BST 2016, end=Thu May 26 14:44:14 BST 2016, operations=266.4199935687119, operationsPerMinute=66.60499839217798
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:44:20 BST 2016, end=Thu May 26 14:46:20 BST 2016, operations=231.44523723033086, operationsPerMinute=115.72261861516543, mode=normal, start=Thu May 26 14:46:23 BST 2016, end=Thu May 26 14:50:23 BST 2016, operations=459.06910443787154, operationsPerMinute=114.76727610946789
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:50:27 BST 2016, end=Thu May 26 14:52:27 BST 2016, operations=384.2844072008971, operationsPerMinute=192.14220360044854, mode=normal, start=Thu May 26 14:52:29 BST 2016, end=Thu May 26 14:56:29 BST 2016, operations=739.9380714801334, operationsPerMinute=184.98451787003336
benchmark-name=derby, mod=warmup, start=Thu May 26 14:56:52 BST 2016, end=Thu May 26 14:58:52 BST 2016, operations=300.4644860068378, operationsPerMinute=150.2322430034189, mode=normal, start=Thu May 26 14:58:54 BST 2016, end=Thu May 26 15:02:54 BST 2016, operations=586.9033398229078, operationsPerMinute=146.72583495572695
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:02:56 BST 2016, end=Thu May 26 15:04:56 BST 2016, operations=187.70855673574096, operationsPerMinute=93.85427836787048, mode=normal, start=Thu May 26 15:05:01 BST 2016, end=Thu May 26 15:09:01 BST 2016, operations=352.4100144370915, operationsPerMinute=88.10250360927287
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:09:05 BST 2016, end=Thu May 26 15:11:05 BST 2016, operations=61.074874919531325, operationsPerMinute=30.537437459765663, mode=normal, start=Thu May 26 15:11:17 BST 2016, end=Thu May 26 15:15:17 BST 2016, operations=122.28748739372645, operationsPerMinute=30.571871848431613
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:15:28 BST 2016, end=Thu May 26 15:17:28 BST 2016, operations=12.055886754328922, operationsPerMinute=6.027943377164461, mode=normal, start=Thu May 26 15:18:16 BST 2016, end=Thu May 26 15:22:16 BST 2016, operations=25.63891323767765, operationsPerMinute=6.409728309419412
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:23:07 BST 2016, end=Thu May 26 15:25:07 BST 2016, operations=65.3304372067461, operationsPerMinute=32.66521860337305, mode=normal, start=Thu May 26 15:25:20 BST 2016, end=Thu May 26 15:29:20 BST 2016, operations=133.88249028237254, operationsPerMinute=33.470622570593136
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:29:31 BST 2016, end=Thu May 26 15:31:31 BST 2016, operations=36.962257410958, operationsPerMinute=18.481128705479, mode=normal, start=Thu May 26 15:31:50 BST 2016, end=Thu May 26 15:35:50 BST 2016, operations=62.85333983678866, operationsPerMinute=15.713334959197166
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:36:08 BST 2016, end=Thu May 26 15:38:08 BST 2016, operations=702.3713601147938, operationsPerMinute=351.1856800573969, mode=normal, start=Thu May 26 15:38:09 BST 2016, end=Thu May 26 15:42:09 BST 2016, operations=1376.3923693865631, operationsPerMinute=344.0980923466408
benchmark-name=scimark.lu.small, mod=warmup, start=Thu May 26 15:42:10 BST 2016, end=Thu May 26 15:44:10 BST 2016, operations=519.1201756590528, operationsPerMinute=259.5600878295264, mode=normal, start=Thu May 26 15:44:12 BST 2016, end=Thu May 26 15:48:12 BST 2016, operations=1062.6261130628375, operationsPerMinute=265.65652826570937
benchmark-name=scimark.sor.small, mod=warmup, start=Thu May 26 15:48:13 BST 2016, end=Thu May 26 15:50:13 BST 2016, operations=306.5842785307248, operationsPerMinute=153.2921392653624, mode=normal, start=Thu May 26 15:50:16 BST 2016, end=Thu May 26 15:54:16 BST 2016, operations=617.7102995497888, operationsPerMinute=154.4275748874472
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu May 26 15:54:19 BST 2016, end=Thu May 26 15:56:19 BST 2016, operations=455.6003903883876, operationsPerMinute=227.8001951941938, mode=normal, start=Thu May 26 15:56:21 BST 2016, end=Thu May 26 16:00:21 BST 2016, operations=934.029362483919, operationsPerMinute=233.50734062097976
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu May 26 16:00:23 BST 2016, end=Thu May 26 16:02:23 BST 2016, operations=111.89895268567577, operationsPerMinute=55.94947634283788, mode=normal, start=Thu May 26 16:02:31 BST 2016, end=Thu May 26 16:06:31 BST 2016, operations=226.23847999425521, operationsPerMinute=56.559619998563804
benchmark-name=serial, mod=warmup, start=Thu May 26 16:06:37 BST 2016, end=Thu May 26 16:08:37 BST 2016, operations=217.16948812197626, operationsPerMinute=108.58474406098813, mode=normal, start=Thu May 26 16:08:41 BST 2016, end=Thu May 26 16:12:41 BST 2016, operations=429.8679719432806, operationsPerMinute=107.46699298582016
benchmark-name=sunflow, mod=warmup, start=Thu May 26 16:12:44 BST 2016, end=Thu May 26 16:14:44 BST 2016, operations=163.2646268782003, operationsPerMinute=81.63231343910014, mode=normal, start=Thu May 26 16:14:45 BST 2016, end=Thu May 26 16:18:45 BST 2016, operations=329.8637746035305, operationsPerMinute=82.46594365088262
benchmark-name=xml.transform, mod=warmup, start=Thu May 26 16:19:07 BST 2016, end=Thu May 26 16:21:07 BST 2016, operations=468.59355082860907, operationsPerMinute=234.29677541430453, mode=normal, start=Thu May 26 16:21:09 BST 2016, end=Thu May 26 16:25:09 BST 2016, operations=946.8039268733412, operationsPerMinute=236.7009817183353
benchmark-name=xml.validation, mod=warmup, start=Thu May 26 16:25:11 BST 2016, end=Thu May 26 16:27:11 BST 2016, operations=924.4746214918734, operationsPerMinute=462.2373107459367, mode=normal, start=Thu May 26 16:27:12 BST 2016, end=Thu May 26 16:31:12 BST 2016, operations=1858.9380358650224, operationsPerMinute=464.7345089662556
##-nursultan-##,HULL131,n/a,n/a,n/a,check,Thu May 26 14:18:14 BST 2016,Thu May 26 14:18:14 BST 2016,1.0,1500.0,startup.helloworld,Thu May 26 14:18:14 BST 2016,Thu May 26 14:18:14 BST 2016,1.0,260.8695652173913,startup.compiler.compiler,Thu May 26 14:18:14 BST 2016,Thu May 26 14:18:28 BST 2016,1.0,4.330566582461206,startup.compiler.sunflow,Thu May 26 14:18:28 BST 2016,Thu May 26 14:18:32 BST 2016,1.0,16.853932584269664,startup.compress,Thu May 26 14:18:32 BST 2016,Thu May 26 14:18:33 BST 2016,1.0,46.875,startup.crypto.aes,Thu May 26 14:18:33 BST 2016,Thu May 26 14:18:41 BST 2016,1.0,7.13436385255648,startup.crypto.rsa,Thu May 26 14:18:41 BST 2016,Thu May 26 14:18:49 BST 2016,1.0,8.168822328114363,startup.crypto.signverify,Thu May 26 14:18:49 BST 2016,Thu May 26 14:18:55 BST 2016,1.0,9.363295880149813,startup.mpegaudio,Thu May 26 14:18:55 BST 2016,Thu May 26 14:18:57 BST 2016,1.0,25.751072961373392,startup.scimark.fft,Thu May 26 14:18:57 BST 2016,Thu May 26 14:18:58 BST 2016,1.0,80.0,startup.scimark.lu,Thu May 26 14:18:58 BST 2016,Thu May 26 14:18:59 BST 2016,1.0,63.829787234042556,startup.scimark.monte_carlo,Thu May 26 14:18:59 BST 2016,Thu May 26 14:19:05 BST 2016,1.0,10.353753235547886,startup.scimark.sor,Thu May 26 14:19:05 BST 2016,Thu May 26 14:19:06 BST 2016,1.0,40.43126684636118,startup.scimark.sparse,Thu May 26 14:19:06 BST 2016,Thu May 26 14:19:07 BST 2016,1.0,59.40594059405941,startup.serial,Thu May 26 14:19:07 BST 2016,Thu May 26 14:19:10 BST 2016,1.0,27.027027027027028,startup.sunflow,Thu May 26 14:19:10 BST 2016,Thu May 26 14:19:16 BST 2016,1.0,9.551098376313275,startup.xml.transform,Thu May 26 14:19:16 BST 2016,Thu May 26 14:19:37 BST 2016,1.0,2.7652318186007925,startup.xml.validation,Thu May 26 14:19:37 BST 2016,Thu May 26 14:19:38 BST 2016,1.0,64.51612903225806,compiler.compiler,Thu May 26 14:19:51 BST 2016,Thu May 26 14:21:51 BST 2016,406.9525706628439,203.47628533142196,Thu May 26 14:21:53 BST 2016,Thu May 26 14:25:53 BST 2016,884.269224112535,221.06730602813374,compiler.sunflow,Thu May 26 14:25:56 BST 2016,Thu May 26 14:27:56 BST 2016,175.00568954316617,87.50284477158309,Thu May 26 14:28:00 BST 2016,Thu May 26 14:32:00 BST 2016,359.2524326232969,89.81310815582422,compress,Thu May 26 14:32:04 BST 2016,Thu May 26 14:34:04 BST 2016,353.7975602738559,176.89878013692794,Thu May 26 14:34:06 BST 2016,Thu May 26 14:38:06 BST 2016,734.9382799991993,183.73456999979982,crypto.aes,Thu May 26 14:38:08 BST 2016,Thu May 26 14:40:08 BST 2016,130.95461610274816,65.47730805137408,Thu May 26 14:40:14 BST 2016,Thu May 26 14:44:14 BST 2016,266.4199935687119,66.60499839217798,crypto.rsa,Thu May 26 14:44:20 BST 2016,Thu May 26 14:46:20 BST 2016,231.44523723033086,115.72261861516543,Thu May 26 14:46:23 BST 2016,Thu May 26 14:50:23 BST 2016,459.06910443787154,114.76727610946789,crypto.signverify,Thu May 26 14:50:27 BST 2016,Thu May 26 14:52:27 BST 2016,384.2844072008971,192.14220360044854,Thu May 26 14:52:29 BST 2016,Thu May 26 14:56:29 BST 2016,739.9380714801334,184.98451787003336,derby,Thu May 26 14:56:52 BST 2016,Thu May 26 14:58:52 BST 2016,300.4644860068378,150.2322430034189,Thu May 26 14:58:54 BST 2016,Thu May 26 15:02:54 BST 2016,586.9033398229078,146.72583495572695,mpegaudio,Thu May 26 15:02:56 BST 2016,Thu May 26 15:04:56 BST 2016,187.70855673574096,93.85427836787048,Thu May 26 15:05:01 BST 2016,Thu May 26 15:09:01 BST 2016,352.4100144370915,88.10250360927287,scimark.fft.large,Thu May 26 15:09:05 BST 2016,Thu May 26 15:11:05 BST 2016,61.074874919531325,30.537437459765663,Thu May 26 15:11:17 BST 2016,Thu May 26 15:15:17 BST 2016,122.28748739372645,30.571871848431613,scimark.lu.large,Thu May 26 15:15:28 BST 2016,Thu May 26 15:17:28 BST 2016,12.055886754328922,6.027943377164461,Thu May 26 15:18:16 BST 2016,Thu May 26 15:22:16 BST 2016,25.63891323767765,6.409728309419412,scimark.sor.large,Thu May 26 15:23:07 BST 2016,Thu May 26 15:25:07 BST 2016,65.3304372067461,32.66521860337305,Thu May 26 15:25:20 BST 2016,Thu May 26 15:29:20 BST 2016,133.88249028237254,33.470622570593136,scimark.sparse.large,Thu May 26 15:29:31 BST 2016,Thu May 26 15:31:31 BST 2016,36.962257410958,18.481128705479,Thu May 26 15:31:50 BST 2016,Thu May 26 15:35:50 BST 2016,62.85333983678866,15.713334959197166,scimark.fft.small,Thu May 26 15:36:08 BST 2016,Thu May 26 15:38:08 BST 2016,702.3713601147938,351.1856800573969,Thu May 26 15:38:09 BST 2016,Thu May 26 15:42:09 BST 2016,1376.3923693865631,344.0980923466408,scimark.lu.small,Thu May 26 15:42:10 BST 2016,Thu May 26 15:44:10 BST 2016,519.1201756590528,259.5600878295264,Thu May 26 15:44:12 BST 2016,Thu May 26 15:48:12 BST 2016,1062.6261130628375,265.65652826570937,scimark.sor.small,Thu May 26 15:48:13 BST 2016,Thu May 26 15:50:13 BST 2016,306.5842785307248,153.2921392653624,Thu May 26 15:50:16 BST 2016,Thu May 26 15:54:16 BST 2016,617.7102995497888,154.4275748874472,scimark.sparse.small,Thu May 26 15:54:19 BST 2016,Thu May 26 15:56:19 BST 2016,455.6003903883876,227.8001951941938,Thu May 26 15:56:21 BST 2016,Thu May 26 16:00:21 BST 2016,934.029362483919,233.50734062097976,scimark.monte_carlo,Thu May 26 16:00:23 BST 2016,Thu May 26 16:02:23 BST 2016,111.89895268567577,55.94947634283788,Thu May 26 16:02:31 BST 2016,Thu May 26 16:06:31 BST 2016,226.23847999425521,56.559619998563804,serial,Thu May 26 16:06:37 BST 2016,Thu May 26 16:08:37 BST 2016,217.16948812197626,108.58474406098813,Thu May 26 16:08:41 BST 2016,Thu May 26 16:12:41 BST 2016,429.8679719432806,107.46699298582016,sunflow,Thu May 26 16:12:44 BST 2016,Thu May 26 16:14:44 BST 2016,163.2646268782003,81.63231343910014,Thu May 26 16:14:45 BST 2016,Thu May 26 16:18:45 BST 2016,329.8637746035305,82.46594365088262,xml.transform,Thu May 26 16:19:07 BST 2016,Thu May 26 16:21:07 BST 2016,468.59355082860907,234.29677541430453,Thu May 26 16:21:09 BST 2016,Thu May 26 16:25:09 BST 2016,946.8039268733412,236.7009817183353,xml.validation,Thu May 26 16:25:11 BST 2016,Thu May 26 16:27:11 BST 2016,924.4746214918734,462.2373107459367,Thu May 26 16:27:12 BST 2016,Thu May 26 16:31:12 BST 2016,1858.9380358650224,464.7345089662556
