spec.jvm2008.report.run.location=PERCY007
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 15:59:08 BST 2016, end=Sun Jun 26 15:59:08 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 15:59:08 BST 2016, end=Sun Jun 26 15:59:08 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 15:59:08 BST 2016, end=Sun Jun 26 15:59:21 BST 2016, operations=1.0, operationsPerMinute=4.634278211168611
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 15:59:21 BST 2016, end=Sun Jun 26 15:59:24 BST 2016, operations=1.0, operationsPerMinute=18.48998459167951
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 15:59:24 BST 2016, end=Sun Jun 26 15:59:26 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 15:59:26 BST 2016, end=Sun Jun 26 15:59:34 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 15:59:34 BST 2016, end=Sun Jun 26 15:59:42 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 15:59:42 BST 2016, end=Sun Jun 26 15:59:48 BST 2016, operations=1.0, operationsPerMinute=9.158907037093574
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 15:59:48 BST 2016, end=Sun Jun 26 15:59:50 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 15:59:50 BST 2016, end=Sun Jun 26 15:59:51 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 15:59:51 BST 2016, end=Sun Jun 26 15:59:52 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 15:59:52 BST 2016, end=Sun Jun 26 15:59:57 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 15:59:57 BST 2016, end=Sun Jun 26 15:59:59 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 15:59:59 BST 2016, end=Sun Jun 26 16:00:00 BST 2016, operations=1.0, operationsPerMinute=58.309037900874635
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 16:00:00 BST 2016, end=Sun Jun 26 16:00:02 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 16:00:02 BST 2016, end=Sun Jun 26 16:00:08 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 16:00:08 BST 2016, end=Sun Jun 26 16:00:28 BST 2016, operations=1.0, operationsPerMinute=2.990877822640945
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 16:00:28 BST 2016, end=Sun Jun 26 16:00:29 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 16:00:40 BST 2016, end=Sun Jun 26 16:02:40 BST 2016, operations=503.2151473026448, operationsPerMinute=251.6075736513224, mode=normal, start=Sun Jun 26 16:02:41 BST 2016, end=Sun Jun 26 16:06:41 BST 2016, operations=1021.0977144402622, operationsPerMinute=255.27442861006554
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 16:06:45 BST 2016, end=Sun Jun 26 16:08:45 BST 2016, operations=199.84252909413473, operationsPerMinute=99.92126454706737, mode=normal, start=Sun Jun 26 16:08:47 BST 2016, end=Sun Jun 26 16:12:47 BST 2016, operations=396.3470021077773, operationsPerMinute=99.08675052694433
benchmark-name=compress, mod=warmup, start=Sun Jun 26 16:12:51 BST 2016, end=Sun Jun 26 16:14:51 BST 2016, operations=400.05336706938385, operationsPerMinute=200.02668353469193, mode=normal, start=Sun Jun 26 16:14:53 BST 2016, end=Sun Jun 26 16:18:53 BST 2016, operations=798.5829998857148, operationsPerMinute=199.6457499714287
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 16:18:55 BST 2016, end=Sun Jun 26 16:20:55 BST 2016, operations=138.68636793120032, operationsPerMinute=69.34318396560016, mode=normal, start=Sun Jun 26 16:20:59 BST 2016, end=Sun Jun 26 16:24:59 BST 2016, operations=289.70844644569064, operationsPerMinute=72.42711161142266
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 16:25:06 BST 2016, end=Sun Jun 26 16:27:06 BST 2016, operations=235.14680956669312, operationsPerMinute=117.57340478334656, mode=normal, start=Sun Jun 26 16:27:09 BST 2016, end=Sun Jun 26 16:31:09 BST 2016, operations=469.93742966265523, operationsPerMinute=117.48435741566381
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 16:31:12 BST 2016, end=Sun Jun 26 16:33:12 BST 2016, operations=406.74957264957266, operationsPerMinute=203.37478632478633, mode=normal, start=Sun Jun 26 16:33:14 BST 2016, end=Sun Jun 26 16:37:14 BST 2016, operations=815.4091462243003, operationsPerMinute=203.8522865560751
benchmark-name=derby, mod=warmup, start=Sun Jun 26 16:37:37 BST 2016, end=Sun Jun 26 16:39:37 BST 2016, operations=361.7942165700898, operationsPerMinute=180.8971082850449, mode=normal, start=Sun Jun 26 16:39:39 BST 2016, end=Sun Jun 26 16:43:39 BST 2016, operations=724.6530135811937, operationsPerMinute=181.16325339529843
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 16:43:41 BST 2016, end=Sun Jun 26 16:45:41 BST 2016, operations=206.03230979689565, operationsPerMinute=103.01615489844782, mode=normal, start=Sun Jun 26 16:45:44 BST 2016, end=Sun Jun 26 16:49:44 BST 2016, operations=416.0637885888312, operationsPerMinute=104.0159471472078
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 16:49:48 BST 2016, end=Sun Jun 26 16:51:48 BST 2016, operations=70.43523812634893, operationsPerMinute=35.21761906317447, mode=normal, start=Sun Jun 26 16:51:56 BST 2016, end=Sun Jun 26 16:55:56 BST 2016, operations=152.25832129608375, operationsPerMinute=38.06458032402094
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 16:56:03 BST 2016, end=Sun Jun 26 16:58:03 BST 2016, operations=13.903282089387769, operationsPerMinute=6.9516410446938846, mode=normal, start=Sun Jun 26 16:58:46 BST 2016, end=Sun Jun 26 17:02:46 BST 2016, operations=27.856941114660017, operationsPerMinute=6.964235278665004
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 17:03:22 BST 2016, end=Sun Jun 26 17:05:22 BST 2016, operations=74.59260875483318, operationsPerMinute=37.29630437741659, mode=normal, start=Sun Jun 26 17:05:31 BST 2016, end=Sun Jun 26 17:09:31 BST 2016, operations=149.14245929922194, operationsPerMinute=37.285614824805485
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 17:09:43 BST 2016, end=Sun Jun 26 17:11:43 BST 2016, operations=43.02101638695113, operationsPerMinute=21.510508193475566, mode=normal, start=Sun Jun 26 17:11:53 BST 2016, end=Sun Jun 26 17:15:53 BST 2016, operations=85.92884491897313, operationsPerMinute=21.48221122974328
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 26 17:16:08 BST 2016, end=Sun Jun 26 17:18:08 BST 2016, operations=696.6400226537994, operationsPerMinute=348.3200113268997, mode=normal, start=Sun Jun 26 17:18:09 BST 2016, end=Sun Jun 26 17:22:09 BST 2016, operations=1437.6042751864775, operationsPerMinute=359.40106879661937
