spec.jvm2008.report.run.location=PERCY002
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 15:10:07 BST 2016, end=Sun Jun 26 15:10:07 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 15:10:07 BST 2016, end=Sun Jun 26 15:10:07 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 15:10:07 BST 2016, end=Sun Jun 26 15:10:20 BST 2016, operations=1.0, operationsPerMinute=4.736717454803821
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 15:10:20 BST 2016, end=Sun Jun 26 15:10:23 BST 2016, operations=1.0, operationsPerMinute=18.49568434032059
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 15:10:23 BST 2016, end=Sun Jun 26 15:10:24 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 15:10:24 BST 2016, end=Sun Jun 26 15:10:33 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 15:10:33 BST 2016, end=Sun Jun 26 15:10:41 BST 2016, operations=1.0, operationsPerMinute=7.947019867549669
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 15:10:41 BST 2016, end=Sun Jun 26 15:10:47 BST 2016, operations=1.0, operationsPerMinute=9.179926560587516
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 15:10:47 BST 2016, end=Sun Jun 26 15:10:49 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 15:10:49 BST 2016, end=Sun Jun 26 15:10:50 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 15:10:50 BST 2016, end=Sun Jun 26 15:10:51 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 15:10:51 BST 2016, end=Sun Jun 26 15:10:56 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 15:10:56 BST 2016, end=Sun Jun 26 15:10:58 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 15:10:58 BST 2016, end=Sun Jun 26 15:10:59 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 15:10:59 BST 2016, end=Sun Jun 26 15:11:01 BST 2016, operations=1.0, operationsPerMinute=27.675276752767527
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 15:11:01 BST 2016, end=Sun Jun 26 15:11:07 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 15:11:07 BST 2016, end=Sun Jun 26 15:11:27 BST 2016, operations=1.0, operationsPerMinute=2.9886431560071727
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 15:11:27 BST 2016, end=Sun Jun 26 15:11:28 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 15:11:38 BST 2016, end=Sun Jun 26 15:13:38 BST 2016, operations=501.62197311398245, operationsPerMinute=250.81098655699122, mode=normal, start=Sun Jun 26 15:13:39 BST 2016, end=Sun Jun 26 15:17:39 BST 2016, operations=1031.3961832762275, operationsPerMinute=257.84904581905687
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 15:17:43 BST 2016, end=Sun Jun 26 15:19:43 BST 2016, operations=200.7274995776757, operationsPerMinute=100.36374978883785, mode=normal, start=Sun Jun 26 15:19:47 BST 2016, end=Sun Jun 26 15:23:47 BST 2016, operations=391.4794355220069, operationsPerMinute=97.86985888050172
benchmark-name=compress, mod=warmup, start=Sun Jun 26 15:23:50 BST 2016, end=Sun Jun 26 15:25:50 BST 2016, operations=399.6409899907224, operationsPerMinute=199.8204949953612, mode=normal, start=Sun Jun 26 15:25:52 BST 2016, end=Sun Jun 26 15:29:52 BST 2016, operations=797.9001467052319, operationsPerMinute=199.47503667630798
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 15:29:55 BST 2016, end=Sun Jun 26 15:31:55 BST 2016, operations=140.04614745454802, operationsPerMinute=70.02307372727401, mode=normal, start=Sun Jun 26 15:32:00 BST 2016, end=Sun Jun 26 15:36:00 BST 2016, operations=294.58612452396534, operationsPerMinute=73.64653113099133
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 15:36:05 BST 2016, end=Sun Jun 26 15:38:05 BST 2016, operations=234.84949167063644, operationsPerMinute=117.42474583531822, mode=normal, start=Sun Jun 26 15:38:08 BST 2016, end=Sun Jun 26 15:42:08 BST 2016, operations=469.9316545002438, operationsPerMinute=117.48291362506095
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 15:42:11 BST 2016, end=Sun Jun 26 15:44:11 BST 2016, operations=408.27790180501916, operationsPerMinute=204.13895090250958, mode=normal, start=Sun Jun 26 15:44:13 BST 2016, end=Sun Jun 26 15:48:13 BST 2016, operations=815.7239396328005, operationsPerMinute=203.93098490820012
benchmark-name=derby, mod=warmup, start=Sun Jun 26 15:48:35 BST 2016, end=Sun Jun 26 15:50:35 BST 2016, operations=360.65459926874934, operationsPerMinute=180.32729963437467, mode=normal, start=Sun Jun 26 15:50:37 BST 2016, end=Sun Jun 26 15:54:37 BST 2016, operations=722.6218908266635, operationsPerMinute=180.65547270666588
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 15:54:39 BST 2016, end=Sun Jun 26 15:56:39 BST 2016, operations=207.54689112578131, operationsPerMinute=103.77344556289066, mode=normal, start=Sun Jun 26 15:56:42 BST 2016, end=Sun Jun 26 16:00:42 BST 2016, operations=416.3512987394117, operationsPerMinute=104.08782468485292
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 16:00:46 BST 2016, end=Sun Jun 26 16:02:46 BST 2016, operations=70.72593881737902, operationsPerMinute=35.36296940868951, mode=normal, start=Sun Jun 26 16:02:53 BST 2016, end=Sun Jun 26 16:06:53 BST 2016, operations=144.57340678442148, operationsPerMinute=36.14335169610537
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 16:07:02 BST 2016, end=Sun Jun 26 16:09:02 BST 2016, operations=13.795998242447729, operationsPerMinute=6.897999121223864, mode=normal, start=Sun Jun 26 16:09:47 BST 2016, end=Sun Jun 26 16:13:47 BST 2016, operations=27.92034720190725, operationsPerMinute=6.980086800476813
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 16:14:22 BST 2016, end=Sun Jun 26 16:16:22 BST 2016, operations=74.42932189826243, operationsPerMinute=37.214660949131215, mode=normal, start=Sun Jun 26 16:16:31 BST 2016, end=Sun Jun 26 16:20:31 BST 2016, operations=149.43026086138212, operationsPerMinute=37.35756521534553
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 16:20:41 BST 2016, end=Sun Jun 26 16:22:41 BST 2016, operations=43.13674558483267, operationsPerMinute=21.568372792416334, mode=normal, start=Sun Jun 26 16:22:52 BST 2016, end=Sun Jun 26 16:26:52 BST 2016, operations=86.31731928734204, operationsPerMinute=21.57932982183551
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 26 16:27:05 BST 2016, end=Sun Jun 26 16:29:05 BST 2016, operations=698.8361767831798, operationsPerMinute=349.4180883915899, mode=normal, start=Sun Jun 26 16:29:06 BST 2016, end=Sun Jun 26 16:33:06 BST 2016, operations=1462.5250623219372, operationsPerMinute=365.6312655804843
benchmark-name=scimark.lu.small, mod=warmup, start=Sun Jun 26 16:33:07 BST 2016, end=Sun Jun 26 16:35:07 BST 2016, operations=575.2922467264234, operationsPerMinute=287.6461233632117, mode=normal, start=Sun Jun 26 16:35:09 BST 2016, end=Sun Jun 26 16:39:09 BST 2016, operations=1152.3969862163847, operationsPerMinute=288.09924655409617
benchmark-name=scimark.sor.small, mod=warmup, start=Sun Jun 26 16:39:10 BST 2016, end=Sun Jun 26 16:41:10 BST 2016, operations=330.96268402024253, operationsPerMinute=165.48134201012127, mode=normal, start=Sun Jun 26 16:41:13 BST 2016, end=Sun Jun 26 16:45:13 BST 2016, operations=661.250985086538, operationsPerMinute=165.3127462716345
benchmark-name=scimark.sparse.small, mod=warmup, start=Sun Jun 26 16:45:15 BST 2016, end=Sun Jun 26 16:47:15 BST 2016, operations=512.4342374509313, operationsPerMinute=256.21711872546564, mode=normal, start=Sun Jun 26 16:47:17 BST 2016, end=Sun Jun 26 16:51:17 BST 2016, operations=1025.620100464155, operationsPerMinute=256.40502511603876
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sun Jun 26 16:51:19 BST 2016, end=Sun Jun 26 16:53:19 BST 2016, operations=120.1401264169154, operationsPerMinute=60.0700632084577, mode=normal, start=Sun Jun 26 16:53:26 BST 2016, end=Sun Jun 26 16:57:26 BST 2016, operations=239.375552149126, operationsPerMinute=59.8438880372815
benchmark-name=serial, mod=warmup, start=Sun Jun 26 16:57:32 BST 2016, end=Sun Jun 26 16:59:32 BST 2016, operations=239.97699176046018, operationsPerMinute=119.98849588023009, mode=normal, start=Sun Jun 26 16:59:36 BST 2016, end=Sun Jun 26 17:03:36 BST 2016, operations=473.79623174430515, operationsPerMinute=118.44905793607629
benchmark-name=sunflow, mod=warmup, start=Sun Jun 26 17:03:39 BST 2016, end=Sun Jun 26 17:05:39 BST 2016, operations=176.600619992467, operationsPerMinute=88.3003099962335, mode=normal, start=Sun Jun 26 17:05:41 BST 2016, end=Sun Jun 26 17:09:41 BST 2016, operations=348.01625195569414, operationsPerMinute=87.00406298892354
benchmark-name=xml.transform, mod=warmup, start=Sun Jun 26 17:10:02 BST 2016, end=Sun Jun 26 17:12:02 BST 2016, operations=512.4815613700969, operationsPerMinute=256.24078068504843, mode=normal, start=Sun Jun 26 17:12:03 BST 2016, end=Sun Jun 26 17:16:03 BST 2016, operations=1017.9181526490158, operationsPerMinute=254.47953816225396
benchmark-name=xml.validation, mod=warmup, start=Sun Jun 26 17:16:05 BST 2016, end=Sun Jun 26 17:18:05 BST 2016, operations=982.3982247479762, operationsPerMinute=491.1991123739881, mode=normal, start=Sun Jun 26 17:18:06 BST 2016, end=Sun Jun 26 17:22:06 BST 2016, operations=2009.133889856673, operationsPerMinute=502.28347246416826
