spec.jvm2008.report.run.location=LEAZESTCE003
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 09:35:29 BST 2016, end=Sun Jun 26 09:35:29 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 09:35:29 BST 2016, end=Sun Jun 26 09:35:29 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 09:35:29 BST 2016, end=Sun Jun 26 09:35:42 BST 2016, operations=1.0, operationsPerMinute=4.760393525864805
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 09:35:42 BST 2016, end=Sun Jun 26 09:35:45 BST 2016, operations=1.0, operationsPerMinute=18.58160421183029
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 09:35:45 BST 2016, end=Sun Jun 26 09:35:46 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 09:35:46 BST 2016, end=Sun Jun 26 09:35:55 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 09:35:55 BST 2016, end=Sun Jun 26 09:36:02 BST 2016, operations=1.0, operationsPerMinute=7.947019867549669
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 09:36:02 BST 2016, end=Sun Jun 26 09:36:09 BST 2016, operations=1.0, operationsPerMinute=9.136592051164916
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 09:36:09 BST 2016, end=Sun Jun 26 09:36:11 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 09:36:11 BST 2016, end=Sun Jun 26 09:36:12 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 09:36:12 BST 2016, end=Sun Jun 26 09:36:13 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 09:36:13 BST 2016, end=Sun Jun 26 09:36:18 BST 2016, operations=1.0, operationsPerMinute=10.989010989010989
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 09:36:18 BST 2016, end=Sun Jun 26 09:36:20 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 09:36:20 BST 2016, end=Sun Jun 26 09:36:21 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 09:36:21 BST 2016, end=Sun Jun 26 09:36:23 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 09:36:23 BST 2016, end=Sun Jun 26 09:36:29 BST 2016, operations=1.0, operationsPerMinute=9.382329945269742
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 09:36:29 BST 2016, end=Sun Jun 26 09:36:49 BST 2016, operations=1.0, operationsPerMinute=2.972357079163777
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 09:36:49 BST 2016, end=Sun Jun 26 09:36:50 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 09:37:00 BST 2016, end=Sun Jun 26 09:39:00 BST 2016, operations=490.97085188155324, operationsPerMinute=245.48542594077662, mode=normal, start=Sun Jun 26 09:39:02 BST 2016, end=Sun Jun 26 09:43:02 BST 2016, operations=1031.4275927726085, operationsPerMinute=257.8568981931521
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 09:43:05 BST 2016, end=Sun Jun 26 09:45:05 BST 2016, operations=202.10942468920055, operationsPerMinute=101.05471234460028, mode=normal, start=Sun Jun 26 09:45:09 BST 2016, end=Sun Jun 26 09:49:09 BST 2016, operations=389.297829141058, operationsPerMinute=97.3244572852645
benchmark-name=compress, mod=warmup, start=Sun Jun 26 09:49:13 BST 2016, end=Sun Jun 26 09:51:13 BST 2016, operations=401.0541215653622, operationsPerMinute=200.5270607826811, mode=normal, start=Sun Jun 26 09:51:15 BST 2016, end=Sun Jun 26 09:55:15 BST 2016, operations=801.1676636360263, operationsPerMinute=200.29191590900658
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 09:55:16 BST 2016, end=Sun Jun 26 09:57:16 BST 2016, operations=139.49477961161145, operationsPerMinute=69.74738980580572, mode=normal, start=Sun Jun 26 09:57:22 BST 2016, end=Sun Jun 26 10:01:22 BST 2016, operations=293.89925219581005, operationsPerMinute=73.47481304895251
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 10:01:28 BST 2016, end=Sun Jun 26 10:03:28 BST 2016, operations=235.28861434505424, operationsPerMinute=117.64430717252712, mode=normal, start=Sun Jun 26 10:03:32 BST 2016, end=Sun Jun 26 10:07:32 BST 2016, operations=469.81441598423623, operationsPerMinute=117.45360399605906
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 10:07:34 BST 2016, end=Sun Jun 26 10:09:34 BST 2016, operations=407.58891797165484, operationsPerMinute=203.79445898582742, mode=normal, start=Sun Jun 26 10:09:36 BST 2016, end=Sun Jun 26 10:13:36 BST 2016, operations=816.6538461538462, operationsPerMinute=204.16346153846155
benchmark-name=derby, mod=warmup, start=Sun Jun 26 10:13:59 BST 2016, end=Sun Jun 26 10:15:59 BST 2016, operations=359.79842590237337, operationsPerMinute=179.89921295118668, mode=normal, start=Sun Jun 26 10:16:01 BST 2016, end=Sun Jun 26 10:20:01 BST 2016, operations=719.9308099955158, operationsPerMinute=179.98270249887895
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 10:20:03 BST 2016, end=Sun Jun 26 10:22:03 BST 2016, operations=208.12007403929113, operationsPerMinute=104.06003701964556, mode=normal, start=Sun Jun 26 10:22:07 BST 2016, end=Sun Jun 26 10:26:07 BST 2016, operations=416.2620482466125, operationsPerMinute=104.06551206165312
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 10:26:11 BST 2016, end=Sun Jun 26 10:28:11 BST 2016, operations=70.79897786370341, operationsPerMinute=35.39948893185171, mode=normal, start=Sun Jun 26 10:28:19 BST 2016, end=Sun Jun 26 10:32:19 BST 2016, operations=145.95264994059156, operationsPerMinute=36.48816248514789
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 10:32:27 BST 2016, end=Sun Jun 26 10:34:27 BST 2016, operations=13.811807840053122, operationsPerMinute=6.905903920026561, mode=normal, start=Sun Jun 26 10:35:11 BST 2016, end=Sun Jun 26 10:39:11 BST 2016, operations=27.55717852186874, operationsPerMinute=6.889294630467185
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 10:39:58 BST 2016, end=Sun Jun 26 10:41:58 BST 2016, operations=74.41591056860753, operationsPerMinute=37.207955284303765, mode=normal, start=Sun Jun 26 10:42:08 BST 2016, end=Sun Jun 26 10:46:08 BST 2016, operations=149.13256005549033, operationsPerMinute=37.28314001387258
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 10:46:18 BST 2016, end=Sun Jun 26 10:48:18 BST 2016, operations=42.629160824997385, operationsPerMinute=21.314580412498692, mode=normal, start=Sun Jun 26 10:48:31 BST 2016, end=Sun Jun 26 10:52:31 BST 2016, operations=85.15940217965893, operationsPerMinute=21.28985054491473
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 26 10:52:47 BST 2016, end=Sun Jun 26 10:54:47 BST 2016, operations=690.6128060591973, operationsPerMinute=345.30640302959864, mode=normal, start=Sun Jun 26 10:54:48 BST 2016, end=Sun Jun 26 10:58:48 BST 2016, operations=1460.8475171788484, operationsPerMinute=365.2118792947121
benchmark-name=scimark.lu.small, mod=warmup, start=Sun Jun 26 10:58:49 BST 2016, end=Sun Jun 26 11:00:49 BST 2016, operations=577.1328129370404, operationsPerMinute=288.5664064685202, mode=normal, start=Sun Jun 26 11:00:51 BST 2016, end=Sun Jun 26 11:04:51 BST 2016, operations=1154.3295213696524, operationsPerMinute=288.5823803424131
