spec.jvm2008.report.run.location=HOPE01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Fri Jun 24 07:54:28 BST 2016, end=Fri Jun 24 07:54:28 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 07:54:28 BST 2016, end=Fri Jun 24 07:54:28 BST 2016, operations=1.0, operationsPerMinute=128.2051282051282
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 07:54:28 BST 2016, end=Fri Jun 24 07:54:51 BST 2016, operations=1.0, operationsPerMinute=2.682163611980331
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 07:54:51 BST 2016, end=Fri Jun 24 07:54:56 BST 2016, operations=1.0, operationsPerMinute=11.655011655011656
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 07:54:56 BST 2016, end=Fri Jun 24 07:54:57 BST 2016, operations=1.0, operationsPerMinute=36.99136868064118
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 07:54:57 BST 2016, end=Fri Jun 24 07:55:08 BST 2016, operations=1.0, operationsPerMinute=5.809450038729667
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 07:55:08 BST 2016, end=Fri Jun 24 07:55:16 BST 2016, operations=1.0, operationsPerMinute=6.967831842991522
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 07:55:16 BST 2016, end=Fri Jun 24 07:55:24 BST 2016, operations=1.0, operationsPerMinute=8.306797729475287
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 07:55:24 BST 2016, end=Fri Jun 24 07:55:27 BST 2016, operations=1.0, operationsPerMinute=19.138755980861244
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 07:55:27 BST 2016, end=Fri Jun 24 07:55:28 BST 2016, operations=1.0, operationsPerMinute=65.21739130434783
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 07:55:28 BST 2016, end=Fri Jun 24 07:55:29 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 07:55:29 BST 2016, end=Fri Jun 24 07:55:36 BST 2016, operations=1.0, operationsPerMinute=8.987417615338526
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 07:55:36 BST 2016, end=Fri Jun 24 07:55:37 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 07:55:37 BST 2016, end=Fri Jun 24 07:55:39 BST 2016, operations=1.0, operationsPerMinute=41.78272980501393
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 07:55:39 BST 2016, end=Fri Jun 24 07:55:42 BST 2016, operations=1.0, operationsPerMinute=18.856065367693276
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 07:55:42 BST 2016, end=Fri Jun 24 07:55:49 BST 2016, operations=1.0, operationsPerMinute=8.306797729475287
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 07:55:49 BST 2016, end=Fri Jun 24 07:56:17 BST 2016, operations=1.0, operationsPerMinute=2.143929107410848
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 07:56:17 BST 2016, end=Fri Jun 24 07:56:18 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 07:56:34 BST 2016, end=Fri Jun 24 07:58:34 BST 2016, operations=355.47271382507796, operationsPerMinute=177.73635691253898, mode=normal, start=Fri Jun 24 07:58:35 BST 2016, end=Fri Jun 24 08:02:35 BST 2016, operations=725.8372281695268, operationsPerMinute=181.4593070423817
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 08:02:41 BST 2016, end=Fri Jun 24 08:04:41 BST 2016, operations=140.71469373290486, operationsPerMinute=70.35734686645243, mode=normal, start=Fri Jun 24 08:04:45 BST 2016, end=Fri Jun 24 08:08:45 BST 2016, operations=283.34073896137045, operationsPerMinute=70.83518474034261
benchmark-name=compress, mod=warmup, start=Fri Jun 24 08:08:51 BST 2016, end=Fri Jun 24 08:10:51 BST 2016, operations=270.83348802955265, operationsPerMinute=135.41674401477633, mode=normal, start=Fri Jun 24 08:10:54 BST 2016, end=Fri Jun 24 08:14:54 BST 2016, operations=539.5142842631972, operationsPerMinute=134.8785710657993
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 08:14:57 BST 2016, end=Fri Jun 24 08:16:57 BST 2016, operations=84.47885426807389, operationsPerMinute=42.239427134036944, mode=normal, start=Fri Jun 24 08:17:07 BST 2016, end=Fri Jun 24 08:21:07 BST 2016, operations=180.03178025706512, operationsPerMinute=45.00794506426628
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 24 08:21:16 BST 2016, end=Fri Jun 24 08:23:16 BST 2016, operations=144.83205052006846, operationsPerMinute=72.41602526003423, mode=normal, start=Fri Jun 24 08:23:23 BST 2016, end=Fri Jun 24 08:27:23 BST 2016, operations=290.3889006331233, operationsPerMinute=72.59722515828082
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 24 08:27:27 BST 2016, end=Fri Jun 24 08:29:27 BST 2016, operations=252.05560318481747, operationsPerMinute=126.02780159240874, mode=normal, start=Fri Jun 24 08:29:30 BST 2016, end=Fri Jun 24 08:33:30 BST 2016, operations=503.6866383298102, operationsPerMinute=125.92165958245255
benchmark-name=derby, mod=warmup, start=Fri Jun 24 08:34:58 BST 2016, end=Fri Jun 24 08:36:58 BST 2016, operations=201.71194348804605, operationsPerMinute=100.85597174402302, mode=normal, start=Fri Jun 24 08:37:02 BST 2016, end=Fri Jun 24 08:41:02 BST 2016, operations=405.9344202564722, operationsPerMinute=101.48360506411805
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 24 08:41:05 BST 2016, end=Fri Jun 24 08:43:05 BST 2016, operations=133.34275207899185, operationsPerMinute=66.67137603949593, mode=normal, start=Fri Jun 24 08:43:10 BST 2016, end=Fri Jun 24 08:47:10 BST 2016, operations=267.3772794145556, operationsPerMinute=66.8443198536389
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 24 08:47:16 BST 2016, end=Fri Jun 24 08:49:16 BST 2016, operations=56.03666529549001, operationsPerMinute=28.018332647745005, mode=normal, start=Fri Jun 24 08:49:32 BST 2016, end=Fri Jun 24 08:53:32 BST 2016, operations=115.06545355018653, operationsPerMinute=28.766363387546633
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 24 08:53:40 BST 2016, end=Fri Jun 24 08:55:40 BST 2016, operations=11.482498763474076, operationsPerMinute=5.741249381737038, mode=normal, start=Fri Jun 24 08:56:37 BST 2016, end=Fri Jun 24 09:00:37 BST 2016, operations=23.051450167468403, operationsPerMinute=5.762862541867101
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 24 09:01:28 BST 2016, end=Fri Jun 24 09:03:28 BST 2016, operations=54.91160438158579, operationsPerMinute=27.455802190792895, mode=normal, start=Fri Jun 24 09:03:38 BST 2016, end=Fri Jun 24 09:07:38 BST 2016, operations=109.85767686467483, operationsPerMinute=27.464419216168707
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 24 09:07:49 BST 2016, end=Fri Jun 24 09:09:49 BST 2016, operations=37.28972869467546, operationsPerMinute=18.64486434733773, mode=normal, start=Fri Jun 24 09:10:05 BST 2016, end=Fri Jun 24 09:14:05 BST 2016, operations=74.5035257549725, operationsPerMinute=18.625881438743125
