spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 13:18:39 BST 2016, end=Tue Jul 05 13:18:39 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 13:18:39 BST 2016, end=Tue Jul 05 13:18:39 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 13:18:39 BST 2016, end=Tue Jul 05 13:18:53 BST 2016, operations=1.0, operationsPerMinute=4.254715643171181
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 13:18:53 BST 2016, end=Tue Jul 05 13:18:57 BST 2016, operations=1.0, operationsPerMinute=17.25129384703853
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 13:18:57 BST 2016, end=Tue Jul 05 13:18:58 BST 2016, operations=1.0, operationsPerMinute=45.248868778280546
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 13:18:58 BST 2016, end=Tue Jul 05 13:19:07 BST 2016, operations=1.0, operationsPerMinute=6.93000693000693
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 13:19:07 BST 2016, end=Tue Jul 05 13:19:14 BST 2016, operations=1.0, operationsPerMinute=7.881255746748982
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 13:19:14 BST 2016, end=Tue Jul 05 13:19:21 BST 2016, operations=1.0, operationsPerMinute=8.986071589036992
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 13:19:21 BST 2016, end=Tue Jul 05 13:19:23 BST 2016, operations=1.0, operationsPerMinute=24.65078060805259
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 13:19:23 BST 2016, end=Tue Jul 05 13:19:24 BST 2016, operations=1.0, operationsPerMinute=78.53403141361257
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 13:19:24 BST 2016, end=Tue Jul 05 13:19:25 BST 2016, operations=1.0, operationsPerMinute=63.02521008403362
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 13:19:25 BST 2016, end=Tue Jul 05 13:19:31 BST 2016, operations=1.0, operationsPerMinute=10.311050008592542
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 13:19:31 BST 2016, end=Tue Jul 05 13:19:32 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 13:19:32 BST 2016, end=Tue Jul 05 13:19:33 BST 2016, operations=1.0, operationsPerMinute=58.309037900874635
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 13:19:33 BST 2016, end=Tue Jul 05 13:19:36 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 13:19:36 BST 2016, end=Tue Jul 05 13:19:42 BST 2016, operations=1.0, operationsPerMinute=8.986071589036992
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 13:19:42 BST 2016, end=Tue Jul 05 13:20:04 BST 2016, operations=1.0, operationsPerMinute=2.7851274195794455
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 13:20:04 BST 2016, end=Tue Jul 05 13:20:05 BST 2016, operations=1.0, operationsPerMinute=69.93006993006993
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 13:20:17 BST 2016, end=Tue Jul 05 13:22:17 BST 2016, operations=424.76740984572814, operationsPerMinute=212.38370492286407, mode=normal, start=Tue Jul 05 13:22:18 BST 2016, end=Tue Jul 05 13:26:18 BST 2016, operations=892.5938692892457, operationsPerMinute=223.14846732231143
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 13:26:22 BST 2016, end=Tue Jul 05 13:28:22 BST 2016, operations=169.7443500687595, operationsPerMinute=84.87217503437975, mode=normal, start=Tue Jul 05 13:28:27 BST 2016, end=Tue Jul 05 13:32:27 BST 2016, operations=345.2796289908393, operationsPerMinute=86.31990724770982
benchmark-name=compress, mod=warmup, start=Tue Jul 05 13:32:30 BST 2016, end=Tue Jul 05 13:34:30 BST 2016, operations=297.60590114021375, operationsPerMinute=148.80295057010687, mode=normal, start=Tue Jul 05 13:34:33 BST 2016, end=Tue Jul 05 13:38:33 BST 2016, operations=455.7598518826884, operationsPerMinute=113.9399629706721
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 13:39:18 BST 2016, end=Tue Jul 05 13:41:18 BST 2016, operations=106.93746120962477, operationsPerMinute=53.468730604812386, mode=normal, start=Tue Jul 05 13:41:24 BST 2016, end=Tue Jul 05 13:45:24 BST 2016, operations=223.25619714442706, operationsPerMinute=55.814049286106766
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 13:45:28 BST 2016, end=Tue Jul 05 13:47:28 BST 2016, operations=176.57944082759985, operationsPerMinute=88.28972041379993, mode=normal, start=Tue Jul 05 13:47:41 BST 2016, end=Tue Jul 05 13:51:41 BST 2016, operations=266.033703204972, operationsPerMinute=66.508425801243
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 13:51:45 BST 2016, end=Tue Jul 05 13:53:45 BST 2016, operations=230.12683158917702, operationsPerMinute=115.06341579458851, mode=normal, start=Tue Jul 05 13:53:47 BST 2016, end=Tue Jul 05 13:57:47 BST 2016, operations=612.0623187950995, operationsPerMinute=153.01557969877487
benchmark-name=derby, mod=warmup, start=Tue Jul 05 13:58:11 BST 2016, end=Tue Jul 05 14:00:11 BST 2016, operations=273.4588854281577, operationsPerMinute=136.72944271407886, mode=normal, start=Tue Jul 05 14:00:13 BST 2016, end=Tue Jul 05 14:04:13 BST 2016, operations=548.0641977683676, operationsPerMinute=137.0160494420919
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 14:04:16 BST 2016, end=Tue Jul 05 14:06:16 BST 2016, operations=156.19975494619683, operationsPerMinute=78.09987747309842, mode=normal, start=Tue Jul 05 14:06:21 BST 2016, end=Tue Jul 05 14:10:21 BST 2016, operations=225.76434892955916, operationsPerMinute=56.44108723238979
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 14:10:33 BST 2016, end=Tue Jul 05 14:12:33 BST 2016, operations=68.25888794084989, operationsPerMinute=34.129443970424944, mode=normal, start=Tue Jul 05 14:12:45 BST 2016, end=Tue Jul 05 14:16:45 BST 2016, operations=139.9700022212336, operationsPerMinute=34.9925005553084
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 14:17:09 BST 2016, end=Tue Jul 05 14:19:09 BST 2016, operations=13.743033980647384, operationsPerMinute=6.871516990323692, mode=normal, start=Tue Jul 05 14:20:34 BST 2016, end=Tue Jul 05 14:24:34 BST 2016, operations=25.197026620558088, operationsPerMinute=6.299256655139522
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 14:25:22 BST 2016, end=Tue Jul 05 14:27:22 BST 2016, operations=57.23424886132365, operationsPerMinute=28.617124430661825, mode=normal, start=Tue Jul 05 14:28:27 BST 2016, end=Tue Jul 05 14:32:27 BST 2016, operations=113.78343485694774, operationsPerMinute=28.445858714236934
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 14:32:38 BST 2016, end=Tue Jul 05 14:34:38 BST 2016, operations=42.79335202906611, operationsPerMinute=21.396676014533053, mode=normal, start=Tue Jul 05 14:34:52 BST 2016, end=Tue Jul 05 14:38:52 BST 2016, operations=85.72563039799797, operationsPerMinute=21.431407599499494
