spec.jvm2008.report.run.location=BEDSONTC090
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:32:34 BST 2016, end=Thu Jun 23 02:32:34 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:32:34 BST 2016, end=Thu Jun 23 02:32:35 BST 2016, operations=1.0, operationsPerMinute=350.87719298245617
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:32:35 BST 2016, end=Thu Jun 23 02:32:49 BST 2016, operations=1.0, operationsPerMinute=4.06559154356959
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:32:49 BST 2016, end=Thu Jun 23 02:32:53 BST 2016, operations=1.0, operationsPerMinute=17.016449234259785
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:32:53 BST 2016, end=Thu Jun 23 02:32:54 BST 2016, operations=1.0, operationsPerMinute=46.91164972634871
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:32:54 BST 2016, end=Thu Jun 23 02:33:03 BST 2016, operations=1.0, operationsPerMinute=7.018364721020002
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:33:03 BST 2016, end=Thu Jun 23 02:33:10 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:33:10 BST 2016, end=Thu Jun 23 02:33:17 BST 2016, operations=1.0, operationsPerMinute=9.070294784580499
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:33:17 BST 2016, end=Thu Jun 23 02:33:19 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:33:19 BST 2016, end=Thu Jun 23 02:33:20 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:33:20 BST 2016, end=Thu Jun 23 02:33:21 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:33:21 BST 2016, end=Thu Jun 23 02:33:26 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:33:26 BST 2016, end=Thu Jun 23 02:33:28 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:33:28 BST 2016, end=Thu Jun 23 02:33:29 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:33:29 BST 2016, end=Thu Jun 23 02:33:31 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:33:31 BST 2016, end=Thu Jun 23 02:33:37 BST 2016, operations=1.0, operationsPerMinute=9.313877677739832
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:33:37 BST 2016, end=Thu Jun 23 02:33:57 BST 2016, operations=1.0, operationsPerMinute=2.9745674483168907
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:33:57 BST 2016, end=Thu Jun 23 02:33:58 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:34:10 BST 2016, end=Thu Jun 23 02:36:10 BST 2016, operations=488.6849981475556, operationsPerMinute=244.3424990737778, mode=normal, start=Thu Jun 23 02:36:11 BST 2016, end=Thu Jun 23 02:40:11 BST 2016, operations=978.9733782047693, operationsPerMinute=244.74334455119234
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 02:40:16 BST 2016, end=Thu Jun 23 02:42:16 BST 2016, operations=194.6814619936362, operationsPerMinute=97.3407309968181, mode=normal, start=Thu Jun 23 02:42:19 BST 2016, end=Thu Jun 23 02:46:19 BST 2016, operations=388.5398282195654, operationsPerMinute=97.13495705489134
benchmark-name=compress, mod=warmup, start=Thu Jun 23 02:46:22 BST 2016, end=Thu Jun 23 02:48:22 BST 2016, operations=399.0742351631137, operationsPerMinute=199.53711758155686, mode=normal, start=Thu Jun 23 02:48:24 BST 2016, end=Thu Jun 23 02:52:24 BST 2016, operations=798.0033305578685, operationsPerMinute=199.50083263946712
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 02:52:26 BST 2016, end=Thu Jun 23 02:54:26 BST 2016, operations=139.59924161848323, operationsPerMinute=69.79962080924162, mode=normal, start=Thu Jun 23 02:54:31 BST 2016, end=Thu Jun 23 02:58:31 BST 2016, operations=289.37643782232914, operationsPerMinute=72.34410945558228
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 02:58:36 BST 2016, end=Thu Jun 23 03:00:36 BST 2016, operations=236.31711702173547, operationsPerMinute=118.15855851086773, mode=normal, start=Thu Jun 23 03:00:40 BST 2016, end=Thu Jun 23 03:04:40 BST 2016, operations=471.6870548328106, operationsPerMinute=117.92176370820265
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:04:44 BST 2016, end=Thu Jun 23 03:06:44 BST 2016, operations=406.8675948714574, operationsPerMinute=203.4337974357287, mode=normal, start=Thu Jun 23 03:06:46 BST 2016, end=Thu Jun 23 03:10:46 BST 2016, operations=815.0948356745239, operationsPerMinute=203.77370891863097
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:11:26 BST 2016, end=Thu Jun 23 03:13:26 BST 2016, operations=358.646986065547, operationsPerMinute=179.3234930327735, mode=normal, start=Thu Jun 23 03:13:28 BST 2016, end=Thu Jun 23 03:17:28 BST 2016, operations=723.4074783260421, operationsPerMinute=180.85186958151053
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:17:31 BST 2016, end=Thu Jun 23 03:19:31 BST 2016, operations=207.95964622946332, operationsPerMinute=103.97982311473166, mode=normal, start=Thu Jun 23 03:19:33 BST 2016, end=Thu Jun 23 03:23:33 BST 2016, operations=415.8534601779478, operationsPerMinute=103.96336504448695
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:23:37 BST 2016, end=Thu Jun 23 03:25:37 BST 2016, operations=71.56883375677185, operationsPerMinute=35.784416878385926, mode=normal, start=Thu Jun 23 03:25:45 BST 2016, end=Thu Jun 23 03:29:45 BST 2016, operations=144.39804608958025, operationsPerMinute=36.09951152239506
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:29:52 BST 2016, end=Thu Jun 23 03:31:52 BST 2016, operations=13.971222954775632, operationsPerMinute=6.985611477387816, mode=normal, start=Thu Jun 23 03:32:35 BST 2016, end=Thu Jun 23 03:36:35 BST 2016, operations=27.74844996676731, operationsPerMinute=6.937112491691828
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:37:11 BST 2016, end=Thu Jun 23 03:39:11 BST 2016, operations=74.66387107554695, operationsPerMinute=37.331935537773475, mode=normal, start=Thu Jun 23 03:39:20 BST 2016, end=Thu Jun 23 03:43:20 BST 2016, operations=148.10941605986994, operationsPerMinute=37.027354014967486
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 03:43:28 BST 2016, end=Thu Jun 23 03:45:28 BST 2016, operations=42.92106277116912, operationsPerMinute=21.46053138558456, mode=normal, start=Thu Jun 23 03:45:39 BST 2016, end=Thu Jun 23 03:49:39 BST 2016, operations=86.37059098237577, operationsPerMinute=21.592647745593943
