spec.jvm2008.report.run.location=TOLL04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 07:43:03 BST 2016, end=Wed Jun 29 07:43:03 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 07:43:03 BST 2016, end=Wed Jun 29 07:43:03 BST 2016, operations=1.0, operationsPerMinute=142.51781472684087
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 07:43:03 BST 2016, end=Wed Jun 29 07:43:26 BST 2016, operations=1.0, operationsPerMinute=2.6325026325026326
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 07:43:26 BST 2016, end=Wed Jun 29 07:43:32 BST 2016, operations=1.0, operationsPerMinute=10.653409090909092
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 07:43:32 BST 2016, end=Wed Jun 29 07:43:33 BST 2016, operations=1.0, operationsPerMinute=33.16749585406302
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 07:43:33 BST 2016, end=Wed Jun 29 07:43:45 BST 2016, operations=1.0, operationsPerMinute=5.364327223960662
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 07:43:45 BST 2016, end=Wed Jun 29 07:43:53 BST 2016, operations=1.0, operationsPerMinute=6.843846241587772
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 07:43:53 BST 2016, end=Wed Jun 29 07:44:01 BST 2016, operations=1.0, operationsPerMinute=7.661856723279275
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 07:44:01 BST 2016, end=Wed Jun 29 07:44:05 BST 2016, operations=1.0, operationsPerMinute=15.321756894790603
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 07:44:05 BST 2016, end=Wed Jun 29 07:44:06 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 07:44:06 BST 2016, end=Wed Jun 29 07:44:08 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 07:44:08 BST 2016, end=Wed Jun 29 07:44:16 BST 2016, operations=1.0, operationsPerMinute=7.646234229641902
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 07:44:16 BST 2016, end=Wed Jun 29 07:44:18 BST 2016, operations=1.0, operationsPerMinute=32.59098316132537
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 07:44:18 BST 2016, end=Wed Jun 29 07:44:20 BST 2016, operations=1.0, operationsPerMinute=29.368575624082233
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 07:44:20 BST 2016, end=Wed Jun 29 07:44:24 BST 2016, operations=1.0, operationsPerMinute=14.734774066797643
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 07:44:24 BST 2016, end=Wed Jun 29 07:44:32 BST 2016, operations=1.0, operationsPerMinute=7.396449704142012
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 07:44:32 BST 2016, end=Wed Jun 29 07:45:11 BST 2016, operations=1.0, operationsPerMinute=1.5256305939788446
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 07:45:11 BST 2016, end=Wed Jun 29 07:45:13 BST 2016, operations=1.0, operationsPerMinute=39.656311962987445
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 07:45:29 BST 2016, end=Wed Jun 29 07:47:29 BST 2016, operations=243.48175230566534, operationsPerMinute=121.74087615283267, mode=normal, start=Wed Jun 29 07:47:30 BST 2016, end=Wed Jun 29 07:51:30 BST 2016, operations=491.0028076977811, operationsPerMinute=122.75070192444528
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 07:51:36 BST 2016, end=Wed Jun 29 07:53:36 BST 2016, operations=96.1383064516129, operationsPerMinute=48.06915322580645, mode=normal, start=Wed Jun 29 07:53:38 BST 2016, end=Wed Jun 29 07:57:38 BST 2016, operations=192.69080270872706, operationsPerMinute=48.172700677181766
benchmark-name=compress, mod=warmup, start=Wed Jun 29 07:57:41 BST 2016, end=Wed Jun 29 07:59:41 BST 2016, operations=149.73461538461538, operationsPerMinute=74.86730769230769, mode=normal, start=Wed Jun 29 07:59:43 BST 2016, end=Wed Jun 29 08:03:43 BST 2016, operations=298.5388059006934, operationsPerMinute=74.63470147517334
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 08:03:46 BST 2016, end=Wed Jun 29 08:05:46 BST 2016, operations=41.153494759355794, operationsPerMinute=20.576747379677897, mode=normal, start=Wed Jun 29 08:05:52 BST 2016, end=Wed Jun 29 08:09:52 BST 2016, operations=88.41374312457276, operationsPerMinute=22.10343578114319
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 08:09:58 BST 2016, end=Wed Jun 29 08:11:58 BST 2016, operations=85.98640324574492, operationsPerMinute=42.99320162287246, mode=normal, start=Wed Jun 29 08:12:01 BST 2016, end=Wed Jun 29 08:16:01 BST 2016, operations=173.00039740578126, operationsPerMinute=43.250099351445314
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 08:16:05 BST 2016, end=Wed Jun 29 08:18:05 BST 2016, operations=139.83769017082378, operationsPerMinute=69.91884508541189, mode=normal, start=Wed Jun 29 08:18:08 BST 2016, end=Wed Jun 29 08:22:08 BST 2016, operations=278.2435485879106, operationsPerMinute=69.56088714697765
benchmark-name=derby, mod=warmup, start=Wed Jun 29 08:24:07 BST 2016, end=Wed Jun 29 08:26:07 BST 2016, operations=105.93184447702265, operationsPerMinute=52.965922238511325, mode=normal, start=Wed Jun 29 08:26:09 BST 2016, end=Wed Jun 29 08:30:09 BST 2016, operations=213.4310397972464, operationsPerMinute=53.3577599493116
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 08:30:12 BST 2016, end=Wed Jun 29 08:32:12 BST 2016, operations=65.82003012897667, operationsPerMinute=32.910015064488334, mode=normal, start=Wed Jun 29 08:32:17 BST 2016, end=Wed Jun 29 08:36:17 BST 2016, operations=132.46222573209255, operationsPerMinute=33.11555643302314
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 08:36:21 BST 2016, end=Wed Jun 29 08:38:21 BST 2016, operations=32.93767402477875, operationsPerMinute=16.468837012389375, mode=normal, start=Wed Jun 29 08:38:29 BST 2016, end=Wed Jun 29 08:42:29 BST 2016, operations=68.67462532535598, operationsPerMinute=17.168656331338994
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 08:42:38 BST 2016, end=Wed Jun 29 08:44:38 BST 2016, operations=7.073382080973105, operationsPerMinute=3.5366910404865526, mode=normal, start=Wed Jun 29 08:45:10 BST 2016, end=Wed Jun 29 08:49:10 BST 2016, operations=14.149971659132426, operationsPerMinute=3.5374929147831065
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 08:49:59 BST 2016, end=Wed Jun 29 08:51:59 BST 2016, operations=32.02320225601971, operationsPerMinute=16.011601128009854, mode=normal, start=Wed Jun 29 08:52:07 BST 2016, end=Wed Jun 29 08:56:07 BST 2016, operations=63.389207418140884, operationsPerMinute=15.847301854535221
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 08:56:16 BST 2016, end=Wed Jun 29 08:58:16 BST 2016, operations=23.75283243887895, operationsPerMinute=11.876416219439475, mode=normal, start=Wed Jun 29 08:58:24 BST 2016, end=Wed Jun 29 09:02:24 BST 2016, operations=47.28228150859592, operationsPerMinute=11.82057037714898
benchmark-name=scimark.fft.small, mod=warmup, start=Wed Jun 29 09:02:34 BST 2016, end=Wed Jun 29 09:04:34 BST 2016, operations=242.82760286210112, operationsPerMinute=121.41380143105056, mode=normal, start=Wed Jun 29 09:04:37 BST 2016, end=Wed Jun 29 09:08:37 BST 2016, operations=494.31023784901754, operationsPerMinute=123.57755946225438
benchmark-name=scimark.lu.small, mod=warmup, start=Wed Jun 29 09:08:38 BST 2016, end=Wed Jun 29 09:10:38 BST 2016, operations=151.53184125519152, operationsPerMinute=75.76592062759576, mode=normal, start=Wed Jun 29 09:10:40 BST 2016, end=Wed Jun 29 09:14:40 BST 2016, operations=302.07602298392453, operationsPerMinute=75.51900574598113
benchmark-name=scimark.sor.small, mod=warmup, start=Wed Jun 29 09:14:42 BST 2016, end=Wed Jun 29 09:16:42 BST 2016, operations=141.3580152781316, operationsPerMinute=70.6790076390658, mode=normal, start=Wed Jun 29 09:16:44 BST 2016, end=Wed Jun 29 09:20:44 BST 2016, operations=282.28435234202357, operationsPerMinute=70.57108808550589
benchmark-name=scimark.sparse.small, mod=warmup, start=Wed Jun 29 09:20:47 BST 2016, end=Wed Jun 29 09:22:47 BST 2016, operations=124.17770684887168, operationsPerMinute=62.08885342443584, mode=normal, start=Wed Jun 29 09:22:49 BST 2016, end=Wed Jun 29 09:26:49 BST 2016, operations=247.54514027307155, operationsPerMinute=61.88628506826789
benchmark-name=scimark.monte_carlo, mod=warmup, start=Wed Jun 29 09:26:51 BST 2016, end=Wed Jun 29 09:28:51 BST 2016, operations=45.3678062403046, operationsPerMinute=22.6839031201523, mode=normal, start=Wed Jun 29 09:28:58 BST 2016, end=Wed Jun 29 09:32:58 BST 2016, operations=90.3381234063884, operationsPerMinute=22.5845308515971
benchmark-name=serial, mod=warmup, start=Wed Jun 29 09:33:07 BST 2016, end=Wed Jun 29 09:35:07 BST 2016, operations=66.83673469387756, operationsPerMinute=33.41836734693878, mode=normal, start=Wed Jun 29 09:35:12 BST 2016, end=Wed Jun 29 09:39:12 BST 2016, operations=130.7150454134905, operationsPerMinute=32.67876135337262
benchmark-name=sunflow, mod=warmup, start=Wed Jun 29 09:39:18 BST 2016, end=Wed Jun 29 09:41:18 BST 2016, operations=51.24691358024691, operationsPerMinute=25.623456790123456, mode=normal, start=Wed Jun 29 09:41:19 BST 2016, end=Wed Jun 29 09:45:19 BST 2016, operations=113.32535885167464, operationsPerMinute=28.33133971291866
benchmark-name=xml.transform, mod=warmup, start=Wed Jun 29 09:45:58 BST 2016, end=Wed Jun 29 09:47:58 BST 2016, operations=170.99567723342938, operationsPerMinute=85.49783861671469, mode=normal, start=Wed Jun 29 09:48:00 BST 2016, end=Wed Jun 29 09:52:00 BST 2016, operations=342.7074887939432, operationsPerMinute=85.6768721984858
benchmark-name=xml.validation, mod=warmup, start=Wed Jun 29 09:52:02 BST 2016, end=Wed Jun 29 09:54:02 BST 2016, operations=265.73202116235825, operationsPerMinute=132.86601058117913, mode=normal, start=Wed Jun 29 09:54:04 BST 2016, end=Wed Jun 29 09:58:04 BST 2016, operations=535.6816419548379, operationsPerMinute=133.92041048870948
