spec.jvm2008.report.run.location=BARN-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 12:24:55 BST 2016, end=Fri Jul 01 12:24:55 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 12:24:55 BST 2016, end=Fri Jul 01 12:24:55 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 12:24:55 BST 2016, end=Fri Jul 01 12:25:09 BST 2016, operations=1.0, operationsPerMinute=4.436229205175601
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 12:25:09 BST 2016, end=Fri Jul 01 12:25:12 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 12:25:12 BST 2016, end=Fri Jul 01 12:25:13 BST 2016, operations=1.0, operationsPerMinute=47.50593824228029
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 12:25:13 BST 2016, end=Fri Jul 01 12:25:22 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 12:25:22 BST 2016, end=Fri Jul 01 12:25:29 BST 2016, operations=1.0, operationsPerMinute=7.930214115781126
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 12:25:29 BST 2016, end=Fri Jul 01 12:25:36 BST 2016, operations=1.0, operationsPerMinute=8.987417615338526
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 12:25:36 BST 2016, end=Fri Jul 01 12:25:38 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 12:25:38 BST 2016, end=Fri Jul 01 12:25:39 BST 2016, operations=1.0, operationsPerMinute=85.47008547008546
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 12:25:39 BST 2016, end=Fri Jul 01 12:25:40 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 12:25:40 BST 2016, end=Fri Jul 01 12:25:46 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 12:25:46 BST 2016, end=Fri Jul 01 12:25:47 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 12:25:47 BST 2016, end=Fri Jul 01 12:25:48 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 12:25:48 BST 2016, end=Fri Jul 01 12:25:50 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 12:25:50 BST 2016, end=Fri Jul 01 12:25:56 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 12:25:56 BST 2016, end=Fri Jul 01 12:26:17 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 12:26:17 BST 2016, end=Fri Jul 01 12:26:17 BST 2016, operations=1.0, operationsPerMinute=73.89162561576354
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 12:26:28 BST 2016, end=Fri Jul 01 12:28:28 BST 2016, operations=493.7586651492252, operationsPerMinute=246.8793325746126, mode=normal, start=Fri Jul 01 12:28:29 BST 2016, end=Fri Jul 01 12:32:29 BST 2016, operations=1012.6748180608811, operationsPerMinute=253.16870451522027
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 12:32:33 BST 2016, end=Fri Jul 01 12:34:33 BST 2016, operations=200.65099135660438, operationsPerMinute=100.32549567830219, mode=normal, start=Fri Jul 01 12:34:36 BST 2016, end=Fri Jul 01 12:38:36 BST 2016, operations=398.57044056494135, operationsPerMinute=99.64261014123534
benchmark-name=compress, mod=warmup, start=Fri Jul 01 12:38:39 BST 2016, end=Fri Jul 01 12:40:39 BST 2016, operations=400.26083836584934, operationsPerMinute=200.13041918292467, mode=normal, start=Fri Jul 01 12:40:41 BST 2016, end=Fri Jul 01 12:44:41 BST 2016, operations=798.3229698489023, operationsPerMinute=199.58074246222557
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 12:44:43 BST 2016, end=Fri Jul 01 12:46:43 BST 2016, operations=138.54561048004874, operationsPerMinute=69.27280524002437, mode=normal, start=Fri Jul 01 12:46:47 BST 2016, end=Fri Jul 01 12:50:47 BST 2016, operations=293.34075678829015, operationsPerMinute=73.33518919707254
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 12:50:52 BST 2016, end=Fri Jul 01 12:52:52 BST 2016, operations=233.71093272651035, operationsPerMinute=116.85546636325518, mode=normal, start=Fri Jul 01 12:52:56 BST 2016, end=Fri Jul 01 12:56:56 BST 2016, operations=467.7926789178639, operationsPerMinute=116.94816972946597
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 12:56:59 BST 2016, end=Fri Jul 01 12:58:59 BST 2016, operations=404.20628846514177, operationsPerMinute=202.10314423257088, mode=normal, start=Fri Jul 01 12:59:01 BST 2016, end=Fri Jul 01 13:03:01 BST 2016, operations=811.5514803064956, operationsPerMinute=202.8878700766239
benchmark-name=derby, mod=warmup, start=Fri Jul 01 13:03:24 BST 2016, end=Fri Jul 01 13:05:24 BST 2016, operations=358.68528407360236, operationsPerMinute=179.34264203680118, mode=normal, start=Fri Jul 01 13:05:26 BST 2016, end=Fri Jul 01 13:09:26 BST 2016, operations=723.9772039888898, operationsPerMinute=180.99430099722244
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 13:09:29 BST 2016, end=Fri Jul 01 13:11:29 BST 2016, operations=207.81355750131402, operationsPerMinute=103.90677875065701, mode=normal, start=Fri Jul 01 13:11:33 BST 2016, end=Fri Jul 01 13:15:33 BST 2016, operations=414.7082044956951, operationsPerMinute=103.67705112392377
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 13:15:35 BST 2016, end=Fri Jul 01 13:17:35 BST 2016, operations=70.90621116922004, operationsPerMinute=35.45310558461002, mode=normal, start=Fri Jul 01 13:17:42 BST 2016, end=Fri Jul 01 13:21:42 BST 2016, operations=153.9207493445246, operationsPerMinute=38.48018733613115
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 13:21:51 BST 2016, end=Fri Jul 01 13:23:51 BST 2016, operations=13.87814189819159, operationsPerMinute=6.939070949095795, mode=normal, start=Fri Jul 01 13:24:34 BST 2016, end=Fri Jul 01 13:28:34 BST 2016, operations=27.844144349380674, operationsPerMinute=6.961036087345168
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 13:29:17 BST 2016, end=Fri Jul 01 13:31:17 BST 2016, operations=74.60304114426148, operationsPerMinute=37.30152057213074, mode=normal, start=Fri Jul 01 13:31:26 BST 2016, end=Fri Jul 01 13:35:26 BST 2016, operations=148.8532640359654, operationsPerMinute=37.21331600899135
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 13:35:34 BST 2016, end=Fri Jul 01 13:37:34 BST 2016, operations=42.49074725817468, operationsPerMinute=21.24537362908734, mode=normal, start=Fri Jul 01 13:37:47 BST 2016, end=Fri Jul 01 13:41:47 BST 2016, operations=84.18905726052458, operationsPerMinute=21.047264315131144
