spec.jvm2008.report.run.location=HULL18
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 03 15:02:15 BST 2016, end=Fri Jun 03 15:02:15 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:02:15 BST 2016, end=Fri Jun 03 15:02:15 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:02:15 BST 2016, end=Fri Jun 03 15:02:28 BST 2016, operations=1.0, operationsPerMinute=4.6392948271862675
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:02:28 BST 2016, end=Fri Jun 03 15:02:31 BST 2016, operations=1.0, operationsPerMinute=18.143332325370427
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:02:31 BST 2016, end=Fri Jun 03 15:02:33 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:02:33 BST 2016, end=Fri Jun 03 15:02:41 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:02:41 BST 2016, end=Fri Jun 03 15:02:49 BST 2016, operations=1.0, operationsPerMinute=7.913479293062516
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:02:49 BST 2016, end=Fri Jun 03 15:02:55 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:02:55 BST 2016, end=Fri Jun 03 15:02:57 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:02:57 BST 2016, end=Fri Jun 03 15:02:58 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:02:58 BST 2016, end=Fri Jun 03 15:02:59 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:02:59 BST 2016, end=Fri Jun 03 15:03:05 BST 2016, operations=1.0, operationsPerMinute=10.623229461756374
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:03:05 BST 2016, end=Fri Jun 03 15:03:06 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:03:06 BST 2016, end=Fri Jun 03 15:03:07 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:03:07 BST 2016, end=Fri Jun 03 15:03:09 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:03:09 BST 2016, end=Fri Jun 03 15:03:16 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:03:16 BST 2016, end=Fri Jun 03 15:03:36 BST 2016, operations=1.0, operationsPerMinute=2.9449298125061354
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:03:36 BST 2016, end=Fri Jun 03 15:03:37 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:03:47 BST 2016, end=Fri Jun 03 15:05:47 BST 2016, operations=463.3628640651131, operationsPerMinute=231.68143203255656, mode=normal, start=Fri Jun 03 15:05:48 BST 2016, end=Fri Jun 03 15:09:48 BST 2016, operations=960.3662031077745, operationsPerMinute=240.09155077694362
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:09:53 BST 2016, end=Fri Jun 03 15:11:53 BST 2016, operations=187.1069440457956, operationsPerMinute=93.5534720228978, mode=normal, start=Fri Jun 03 15:11:55 BST 2016, end=Fri Jun 03 15:15:55 BST 2016, operations=374.3305676267529, operationsPerMinute=93.58264190668822
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:15:59 BST 2016, end=Fri Jun 03 15:17:59 BST 2016, operations=391.44261236589267, operationsPerMinute=195.72130618294634, mode=normal, start=Fri Jun 03 15:18:02 BST 2016, end=Fri Jun 03 15:22:02 BST 2016, operations=782.3239499789286, operationsPerMinute=195.58098749473214
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:22:04 BST 2016, end=Fri Jun 03 15:24:04 BST 2016, operations=137.70328887077156, operationsPerMinute=68.85164443538578, mode=normal, start=Fri Jun 03 15:24:08 BST 2016, end=Fri Jun 03 15:28:08 BST 2016, operations=286.6733013601204, operationsPerMinute=71.6683253400301
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:28:14 BST 2016, end=Fri Jun 03 15:30:14 BST 2016, operations=234.87126887518716, operationsPerMinute=117.43563443759358, mode=normal, start=Fri Jun 03 15:30:17 BST 2016, end=Fri Jun 03 15:34:17 BST 2016, operations=470.1645563495572, operationsPerMinute=117.5411390873893
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:34:19 BST 2016, end=Fri Jun 03 15:36:19 BST 2016, operations=402.72144224877553, operationsPerMinute=201.36072112438777, mode=normal, start=Fri Jun 03 15:36:21 BST 2016, end=Fri Jun 03 15:40:21 BST 2016, operations=806.465229006122, operationsPerMinute=201.6163072515305
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:40:44 BST 2016, end=Fri Jun 03 15:42:44 BST 2016, operations=334.82435052412677, operationsPerMinute=167.41217526206339, mode=normal, start=Fri Jun 03 15:42:47 BST 2016, end=Fri Jun 03 15:46:47 BST 2016, operations=682.2179968284966, operationsPerMinute=170.55449920712414
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 03 15:46:49 BST 2016, end=Fri Jun 03 15:48:49 BST 2016, operations=206.51203562692672, operationsPerMinute=103.25601781346336, mode=normal, start=Fri Jun 03 15:48:52 BST 2016, end=Fri Jun 03 15:52:52 BST 2016, operations=412.52819142858056, operationsPerMinute=103.13204785714514
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 03 15:52:55 BST 2016, end=Fri Jun 03 15:54:55 BST 2016, operations=78.34720165330046, operationsPerMinute=39.17360082665023, mode=normal, start=Fri Jun 03 15:55:03 BST 2016, end=Fri Jun 03 15:59:03 BST 2016, operations=151.7754699589239, operationsPerMinute=37.94386748973098
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 03 15:59:12 BST 2016, end=Fri Jun 03 16:01:12 BST 2016, operations=12.863342124280967, operationsPerMinute=6.431671062140484, mode=normal, start=Fri Jun 03 16:02:07 BST 2016, end=Fri Jun 03 16:06:07 BST 2016, operations=27.261123535235996, operationsPerMinute=6.815280883808999
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 03 16:06:38 BST 2016, end=Fri Jun 03 16:08:38 BST 2016, operations=73.33647096034792, operationsPerMinute=36.66823548017396, mode=normal, start=Fri Jun 03 16:08:49 BST 2016, end=Fri Jun 03 16:12:49 BST 2016, operations=131.14087492275553, operationsPerMinute=32.78521873068888
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 03 16:12:59 BST 2016, end=Fri Jun 03 16:14:59 BST 2016, operations=41.01362076210576, operationsPerMinute=20.50681038105288, mode=normal, start=Fri Jun 03 16:15:17 BST 2016, end=Fri Jun 03 16:19:17 BST 2016, operations=81.67289504936858, operationsPerMinute=20.418223762342144
