spec.jvm2008.report.run.location=BEDSONTC087
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:54:13 BST 2016, end=Thu Jun 23 02:54:13 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:54:13 BST 2016, end=Thu Jun 23 02:54:14 BST 2016, operations=1.0, operationsPerMinute=275.22935779816515
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:54:14 BST 2016, end=Thu Jun 23 02:54:29 BST 2016, operations=1.0, operationsPerMinute=3.857776634732849
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:54:29 BST 2016, end=Thu Jun 23 02:54:33 BST 2016, operations=1.0, operationsPerMinute=17.167381974248926
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:54:33 BST 2016, end=Thu Jun 23 02:54:34 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:54:34 BST 2016, end=Thu Jun 23 02:54:42 BST 2016, operations=1.0, operationsPerMinute=7.019185774450164
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:54:42 BST 2016, end=Thu Jun 23 02:54:50 BST 2016, operations=1.0, operationsPerMinute=7.896814951302974
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:54:50 BST 2016, end=Thu Jun 23 02:54:57 BST 2016, operations=1.0, operationsPerMinute=9.202453987730062
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:54:57 BST 2016, end=Thu Jun 23 02:54:59 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:54:59 BST 2016, end=Thu Jun 23 02:55:00 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:55:00 BST 2016, end=Thu Jun 23 02:55:01 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:55:01 BST 2016, end=Thu Jun 23 02:55:06 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:55:06 BST 2016, end=Thu Jun 23 02:55:07 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:55:07 BST 2016, end=Thu Jun 23 02:55:08 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:55:08 BST 2016, end=Thu Jun 23 02:55:11 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:55:11 BST 2016, end=Thu Jun 23 02:55:17 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:55:17 BST 2016, end=Thu Jun 23 02:55:37 BST 2016, operations=1.0, operationsPerMinute=2.97000297000297
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:55:37 BST 2016, end=Thu Jun 23 02:55:38 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:55:49 BST 2016, end=Thu Jun 23 02:57:49 BST 2016, operations=490.0333279170955, operationsPerMinute=245.01666395854775, mode=normal, start=Thu Jun 23 02:57:50 BST 2016, end=Thu Jun 23 03:01:50 BST 2016, operations=1017.152094826407, operationsPerMinute=254.28802370660176
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 03:01:54 BST 2016, end=Thu Jun 23 03:03:54 BST 2016, operations=193.15975616488174, operationsPerMinute=96.57987808244087, mode=normal, start=Thu Jun 23 03:03:58 BST 2016, end=Thu Jun 23 03:07:58 BST 2016, operations=382.99127016652324, operationsPerMinute=95.74781754163081
benchmark-name=compress, mod=warmup, start=Thu Jun 23 03:08:02 BST 2016, end=Thu Jun 23 03:10:02 BST 2016, operations=400.616249212371, operationsPerMinute=200.3081246061855, mode=normal, start=Thu Jun 23 03:10:05 BST 2016, end=Thu Jun 23 03:14:05 BST 2016, operations=798.3129009247109, operationsPerMinute=199.57822523117773
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 03:14:06 BST 2016, end=Thu Jun 23 03:16:06 BST 2016, operations=140.14199355384073, operationsPerMinute=70.07099677692037, mode=normal, start=Thu Jun 23 03:16:12 BST 2016, end=Thu Jun 23 03:20:12 BST 2016, operations=294.39897565919375, operationsPerMinute=73.59974391479844
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 03:20:17 BST 2016, end=Thu Jun 23 03:22:17 BST 2016, operations=233.1135973519101, operationsPerMinute=116.55679867595505, mode=normal, start=Thu Jun 23 03:22:20 BST 2016, end=Thu Jun 23 03:26:20 BST 2016, operations=467.1145787679556, operationsPerMinute=116.7786446919889
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:26:24 BST 2016, end=Thu Jun 23 03:28:24 BST 2016, operations=406.9318833686456, operationsPerMinute=203.4659416843228, mode=normal, start=Thu Jun 23 03:28:26 BST 2016, end=Thu Jun 23 03:32:26 BST 2016, operations=812.7389483933787, operationsPerMinute=203.18473709834467
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:33:06 BST 2016, end=Thu Jun 23 03:35:06 BST 2016, operations=361.5455339081669, operationsPerMinute=180.77276695408344, mode=normal, start=Thu Jun 23 03:35:08 BST 2016, end=Thu Jun 23 03:39:08 BST 2016, operations=728.9959827612116, operationsPerMinute=182.2489956903029
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:39:10 BST 2016, end=Thu Jun 23 03:41:10 BST 2016, operations=208.09778035970047, operationsPerMinute=104.04889017985023, mode=normal, start=Thu Jun 23 03:41:14 BST 2016, end=Thu Jun 23 03:45:14 BST 2016, operations=413.97579476458776, operationsPerMinute=103.49394869114694
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:45:18 BST 2016, end=Thu Jun 23 03:47:18 BST 2016, operations=78.05322482344138, operationsPerMinute=39.02661241172069, mode=normal, start=Thu Jun 23 03:47:25 BST 2016, end=Thu Jun 23 03:51:25 BST 2016, operations=152.32619674290936, operationsPerMinute=38.08154918572734
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:51:33 BST 2016, end=Thu Jun 23 03:53:33 BST 2016, operations=13.841829442470047, operationsPerMinute=6.9209147212350235, mode=normal, start=Thu Jun 23 03:54:18 BST 2016, end=Thu Jun 23 03:58:18 BST 2016, operations=27.82577071221283, operationsPerMinute=6.956442678053207
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:58:54 BST 2016, end=Thu Jun 23 04:00:54 BST 2016, operations=74.501398247705, operationsPerMinute=37.2506991238525, mode=normal, start=Thu Jun 23 04:01:03 BST 2016, end=Thu Jun 23 04:05:03 BST 2016, operations=149.0213563750811, operationsPerMinute=37.255339093770274
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 04:05:13 BST 2016, end=Thu Jun 23 04:07:13 BST 2016, operations=43.21800791349747, operationsPerMinute=21.609003956748737, mode=normal, start=Thu Jun 23 04:07:24 BST 2016, end=Thu Jun 23 04:11:24 BST 2016, operations=86.21960301874361, operationsPerMinute=21.554900754685903
