spec.jvm2008.report.run.location=BARN-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 23:34:16 BST 2016, end=Fri Jul 01 23:34:16 BST 2016, operations=1.0, operationsPerMinute=1875.0
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 23:34:16 BST 2016, end=Fri Jul 01 23:34:16 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 23:34:16 BST 2016, end=Fri Jul 01 23:34:30 BST 2016, operations=1.0, operationsPerMinute=4.3757292882147025
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 23:34:30 BST 2016, end=Fri Jul 01 23:34:33 BST 2016, operations=1.0, operationsPerMinute=18.055973517905507
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 23:34:33 BST 2016, end=Fri Jul 01 23:34:35 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 23:34:35 BST 2016, end=Fri Jul 01 23:34:43 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 23:34:43 BST 2016, end=Fri Jul 01 23:34:50 BST 2016, operations=1.0, operationsPerMinute=7.995735607675906
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 23:34:50 BST 2016, end=Fri Jul 01 23:34:57 BST 2016, operations=1.0, operationsPerMinute=9.092286710107592
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 23:34:57 BST 2016, end=Fri Jul 01 23:34:59 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 23:34:59 BST 2016, end=Fri Jul 01 23:35:00 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 23:35:00 BST 2016, end=Fri Jul 01 23:35:01 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 23:35:01 BST 2016, end=Fri Jul 01 23:35:06 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 23:35:06 BST 2016, end=Fri Jul 01 23:35:08 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 23:35:08 BST 2016, end=Fri Jul 01 23:35:09 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 23:35:09 BST 2016, end=Fri Jul 01 23:35:11 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 23:35:11 BST 2016, end=Fri Jul 01 23:35:17 BST 2016, operations=1.0, operationsPerMinute=9.450307134981887
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 23:35:17 BST 2016, end=Fri Jul 01 23:35:38 BST 2016, operations=1.0, operationsPerMinute=2.97000297000297
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 23:35:38 BST 2016, end=Fri Jul 01 23:35:38 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 23:35:49 BST 2016, end=Fri Jul 01 23:37:49 BST 2016, operations=491.75647745194533, operationsPerMinute=245.87823872597266, mode=normal, start=Fri Jul 01 23:37:51 BST 2016, end=Fri Jul 01 23:41:51 BST 2016, operations=1018.7670913496768, operationsPerMinute=254.6917728374192
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 23:41:55 BST 2016, end=Fri Jul 01 23:43:55 BST 2016, operations=200.65645439560268, operationsPerMinute=100.32822719780134, mode=normal, start=Fri Jul 01 23:43:58 BST 2016, end=Fri Jul 01 23:47:58 BST 2016, operations=400.2665224771036, operationsPerMinute=100.0666306192759
benchmark-name=compress, mod=warmup, start=Fri Jul 01 23:48:02 BST 2016, end=Fri Jul 01 23:50:02 BST 2016, operations=400.80190734767825, operationsPerMinute=200.40095367383913, mode=normal, start=Fri Jul 01 23:50:04 BST 2016, end=Fri Jul 01 23:54:04 BST 2016, operations=800.7190049761377, operationsPerMinute=200.17975124403443
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 23:54:05 BST 2016, end=Fri Jul 01 23:56:05 BST 2016, operations=139.52536534088387, operationsPerMinute=69.76268267044193, mode=normal, start=Fri Jul 01 23:56:11 BST 2016, end=Sat Jul 02 00:00:11 BST 2016, operations=293.52736866365035, operationsPerMinute=73.38184216591259
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jul 02 00:00:16 BST 2016, end=Sat Jul 02 00:02:16 BST 2016, operations=232.4091752859779, operationsPerMinute=116.20458764298895, mode=normal, start=Sat Jul 02 00:02:20 BST 2016, end=Sat Jul 02 00:06:20 BST 2016, operations=466.56378351784633, operationsPerMinute=116.64094587946158
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jul 02 00:06:24 BST 2016, end=Sat Jul 02 00:08:24 BST 2016, operations=407.86684138823335, operationsPerMinute=203.93342069411668, mode=normal, start=Sat Jul 02 00:08:26 BST 2016, end=Sat Jul 02 00:12:26 BST 2016, operations=815.0747965231704, operationsPerMinute=203.7686991307926
benchmark-name=derby, mod=warmup, start=Sat Jul 02 00:12:48 BST 2016, end=Sat Jul 02 00:14:48 BST 2016, operations=351.3046434291707, operationsPerMinute=175.65232171458536, mode=normal, start=Sat Jul 02 00:14:51 BST 2016, end=Sat Jul 02 00:18:51 BST 2016, operations=707.4294239120533, operationsPerMinute=176.85735597801332
benchmark-name=mpegaudio, mod=warmup, start=Sat Jul 02 00:18:53 BST 2016, end=Sat Jul 02 00:20:53 BST 2016, operations=207.05773999289903, operationsPerMinute=103.52886999644952, mode=normal, start=Sat Jul 02 00:20:57 BST 2016, end=Sat Jul 02 00:24:57 BST 2016, operations=414.16863389568715, operationsPerMinute=103.54215847392179
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jul 02 00:25:01 BST 2016, end=Sat Jul 02 00:27:01 BST 2016, operations=78.10938103708139, operationsPerMinute=39.054690518540696, mode=normal, start=Sat Jul 02 00:27:10 BST 2016, end=Sat Jul 02 00:31:10 BST 2016, operations=145.45225256506228, operationsPerMinute=36.36306314126557
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jul 02 00:31:16 BST 2016, end=Sat Jul 02 00:33:16 BST 2016, operations=13.922647140530387, operationsPerMinute=6.961323570265193, mode=normal, start=Sat Jul 02 00:33:59 BST 2016, end=Sat Jul 02 00:37:59 BST 2016, operations=27.97532638466918, operationsPerMinute=6.993831596167295
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jul 02 00:38:41 BST 2016, end=Sat Jul 02 00:40:41 BST 2016, operations=74.6325280529675, operationsPerMinute=37.31626402648375, mode=normal, start=Sat Jul 02 00:40:49 BST 2016, end=Sat Jul 02 00:44:49 BST 2016, operations=148.64021068287138, operationsPerMinute=37.160052670717846
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jul 02 00:44:59 BST 2016, end=Sat Jul 02 00:46:59 BST 2016, operations=42.69308142777032, operationsPerMinute=21.34654071388516, mode=normal, start=Sat Jul 02 00:47:11 BST 2016, end=Sat Jul 02 00:51:11 BST 2016, operations=85.41929590622719, operationsPerMinute=21.354823976556798
