spec.jvm2008.report.run.location=HULL126
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 19 00:41:28 BST 2016, end=Sun Jun 19 00:41:28 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 19 00:41:28 BST 2016, end=Sun Jun 19 00:41:28 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 19 00:41:28 BST 2016, end=Sun Jun 19 00:41:49 BST 2016, operations=1.0, operationsPerMinute=2.91587694999271
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 19 00:41:49 BST 2016, end=Sun Jun 19 00:41:53 BST 2016, operations=1.0, operationsPerMinute=12.99545159194282
benchmark-name=startup.compress, mode=normal, start=Sun Jun 19 00:41:53 BST 2016, end=Sun Jun 19 00:41:55 BST 2016, operations=1.0, operationsPerMinute=37.71213073538655
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 19 00:41:55 BST 2016, end=Sun Jun 19 00:42:05 BST 2016, operations=1.0, operationsPerMinute=5.963029218843173
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 19 00:42:05 BST 2016, end=Sun Jun 19 00:42:14 BST 2016, operations=1.0, operationsPerMinute=7.018364721020002
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 19 00:42:14 BST 2016, end=Sun Jun 19 00:42:21 BST 2016, operations=1.0, operationsPerMinute=8.32523935063133
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 19 00:42:21 BST 2016, end=Sun Jun 19 00:42:24 BST 2016, operations=1.0, operationsPerMinute=19.5248942401562
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 19 00:42:24 BST 2016, end=Sun Jun 19 00:42:25 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 19 00:42:25 BST 2016, end=Sun Jun 19 00:42:26 BST 2016, operations=1.0, operationsPerMinute=49.3421052631579
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 19 00:42:26 BST 2016, end=Sun Jun 19 00:42:33 BST 2016, operations=1.0, operationsPerMinute=8.92325996430696
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 19 00:42:33 BST 2016, end=Sun Jun 19 00:42:34 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 19 00:42:35 BST 2016, end=Sun Jun 19 00:42:36 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.serial, mode=normal, start=Sun Jun 19 00:42:36 BST 2016, end=Sun Jun 19 00:42:39 BST 2016, operations=1.0, operationsPerMinute=19.821605550049554
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 19 00:42:39 BST 2016, end=Sun Jun 19 00:42:46 BST 2016, operations=1.0, operationsPerMinute=8.528784648187633
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 19 00:42:46 BST 2016, end=Sun Jun 19 00:43:15 BST 2016, operations=1.0, operationsPerMinute=2.09139391404371
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 19 00:43:15 BST 2016, end=Sun Jun 19 00:43:16 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 19 00:43:31 BST 2016, end=Sun Jun 19 00:45:31 BST 2016, operations=351.3976291277937, operationsPerMinute=175.69881456389686, mode=normal, start=Sun Jun 19 00:45:33 BST 2016, end=Sun Jun 19 00:49:33 BST 2016, operations=716.5678581497062, operationsPerMinute=179.14196453742656
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 19 00:49:40 BST 2016, end=Sun Jun 19 00:51:40 BST 2016, operations=141.13524557601988, operationsPerMinute=70.56762278800994, mode=normal, start=Sun Jun 19 00:51:44 BST 2016, end=Sun Jun 19 00:55:44 BST 2016, operations=282.2712215909405, operationsPerMinute=70.56780539773513
benchmark-name=compress, mod=warmup, start=Sun Jun 19 00:55:48 BST 2016, end=Sun Jun 19 00:57:48 BST 2016, operations=271.7288074694523, operationsPerMinute=135.86440373472615, mode=normal, start=Sun Jun 19 00:57:51 BST 2016, end=Sun Jun 19 01:01:51 BST 2016, operations=542.4070418776826, operationsPerMinute=135.60176046942064
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 19 01:01:54 BST 2016, end=Sun Jun 19 01:03:54 BST 2016, operations=80.32717430037947, operationsPerMinute=40.163587150189734, mode=normal, start=Sun Jun 19 01:04:01 BST 2016, end=Sun Jun 19 01:08:01 BST 2016, operations=179.18043326641958, operationsPerMinute=44.795108316604896
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 19 01:08:10 BST 2016, end=Sun Jun 19 01:10:10 BST 2016, operations=144.97789403409388, operationsPerMinute=72.48894701704694, mode=normal, start=Sun Jun 19 01:10:16 BST 2016, end=Sun Jun 19 01:14:16 BST 2016, operations=288.40144581290554, operationsPerMinute=72.10036145322638
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 19 01:14:21 BST 2016, end=Sun Jun 19 01:16:21 BST 2016, operations=252.44045849422997, operationsPerMinute=126.22022924711499, mode=normal, start=Sun Jun 19 01:16:25 BST 2016, end=Sun Jun 19 01:20:25 BST 2016, operations=506.3459693917139, operationsPerMinute=126.58649234792847
benchmark-name=derby, mod=warmup, start=Sun Jun 19 01:21:57 BST 2016, end=Sun Jun 19 01:23:57 BST 2016, operations=204.26373300802533, operationsPerMinute=102.13186650401266, mode=normal, start=Sun Jun 19 01:24:01 BST 2016, end=Sun Jun 19 01:28:01 BST 2016, operations=407.4057817960302, operationsPerMinute=101.85144544900756
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 19 01:28:05 BST 2016, end=Sun Jun 19 01:30:05 BST 2016, operations=133.68291743394985, operationsPerMinute=66.84145871697493, mode=normal, start=Sun Jun 19 01:30:11 BST 2016, end=Sun Jun 19 01:34:11 BST 2016, operations=268.6512522058969, operationsPerMinute=67.16281305147423
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 19 01:34:16 BST 2016, end=Sun Jun 19 01:36:16 BST 2016, operations=58.816217241524, operationsPerMinute=29.408108620762, mode=normal, start=Sun Jun 19 01:36:25 BST 2016, end=Sun Jun 19 01:40:25 BST 2016, operations=117.36730222251192, operationsPerMinute=29.34182555562798
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 19 01:40:34 BST 2016, end=Sun Jun 19 01:42:34 BST 2016, operations=11.546648681808882, operationsPerMinute=5.773324340904441, mode=normal, start=Sun Jun 19 01:43:20 BST 2016, end=Sun Jun 19 01:47:20 BST 2016, operations=23.14094860112295, operationsPerMinute=5.785237150280738
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 19 01:47:59 BST 2016, end=Sun Jun 19 01:49:59 BST 2016, operations=55.17380018367924, operationsPerMinute=27.58690009183962, mode=normal, start=Sun Jun 19 01:50:10 BST 2016, end=Sun Jun 19 01:54:10 BST 2016, operations=110.44909766797699, operationsPerMinute=27.612274416994246
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 19 01:54:22 BST 2016, end=Sun Jun 19 01:56:22 BST 2016, operations=37.372074842931454, operationsPerMinute=18.686037421465727, mode=normal, start=Sun Jun 19 01:56:40 BST 2016, end=Sun Jun 19 02:00:40 BST 2016, operations=74.75406147453957, operationsPerMinute=18.688515368634892
