spec.jvm2008.report.run.location=ROBLIB018
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Sat Jun 04 08:30:05 BST 2016, end=Sat Jun 04 08:30:05 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 08:30:05 BST 2016, end=Sat Jun 04 08:30:06 BST 2016, operations=1.0, operationsPerMinute=89.55223880597015
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 08:30:06 BST 2016, end=Sat Jun 04 08:30:28 BST 2016, operations=1.0, operationsPerMinute=2.699055330634278
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 08:30:28 BST 2016, end=Sat Jun 04 08:30:33 BST 2016, operations=1.0, operationsPerMinute=11.246485473289598
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 08:30:33 BST 2016, end=Sat Jun 04 08:30:35 BST 2016, operations=1.0, operationsPerMinute=34.64203233256351
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 08:30:35 BST 2016, end=Sat Jun 04 08:30:45 BST 2016, operations=1.0, operationsPerMinute=5.9814574818064
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 08:30:45 BST 2016, end=Sat Jun 04 08:30:53 BST 2016, operations=1.0, operationsPerMinute=7.326007326007326
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 08:30:53 BST 2016, end=Sat Jun 04 08:31:01 BST 2016, operations=1.0, operationsPerMinute=8.32523935063133
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 08:31:01 BST 2016, end=Sat Jun 04 08:31:04 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 08:31:04 BST 2016, end=Sat Jun 04 08:31:05 BST 2016, operations=1.0, operationsPerMinute=54.200542005420054
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 08:31:05 BST 2016, end=Sat Jun 04 08:31:06 BST 2016, operations=1.0, operationsPerMinute=44.70938897168406
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 08:31:06 BST 2016, end=Sat Jun 04 08:31:13 BST 2016, operations=1.0, operationsPerMinute=8.416327675690841
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 08:31:13 BST 2016, end=Sat Jun 04 08:31:15 BST 2016, operations=1.0, operationsPerMinute=31.779661016949152
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 08:31:15 BST 2016, end=Sat Jun 04 08:31:17 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 08:31:17 BST 2016, end=Sat Jun 04 08:31:20 BST 2016, operations=1.0, operationsPerMinute=18.76172607879925
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 08:31:20 BST 2016, end=Sat Jun 04 08:31:27 BST 2016, operations=1.0, operationsPerMinute=8.271298593879239
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 08:31:27 BST 2016, end=Sat Jun 04 08:31:56 BST 2016, operations=1.0, operationsPerMinute=2.088045937010614
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 08:31:56 BST 2016, end=Sat Jun 04 08:31:57 BST 2016, operations=1.0, operationsPerMinute=39.24133420536298
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 08:32:13 BST 2016, end=Sat Jun 04 08:34:13 BST 2016, operations=356.3815207493044, operationsPerMinute=178.1907603746522, mode=normal, start=Sat Jun 04 08:34:14 BST 2016, end=Sat Jun 04 08:38:14 BST 2016, operations=725.9798522542909, operationsPerMinute=181.49496306357273
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 08:38:20 BST 2016, end=Sat Jun 04 08:40:20 BST 2016, operations=143.86728475364168, operationsPerMinute=71.93364237682084, mode=normal, start=Sat Jun 04 08:40:26 BST 2016, end=Sat Jun 04 08:44:26 BST 2016, operations=287.11985197877937, operationsPerMinute=71.77996299469484
benchmark-name=compress, mod=warmup, start=Sat Jun 04 08:44:30 BST 2016, end=Sat Jun 04 08:46:30 BST 2016, operations=289.2039533476175, operationsPerMinute=144.60197667380876, mode=normal, start=Sat Jun 04 08:46:33 BST 2016, end=Sat Jun 04 08:50:33 BST 2016, operations=579.490587565952, operationsPerMinute=144.872646891488
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 08:50:36 BST 2016, end=Sat Jun 04 08:52:36 BST 2016, operations=98.72054344972943, operationsPerMinute=49.36027172486472, mode=normal, start=Sat Jun 04 08:52:43 BST 2016, end=Sat Jun 04 08:56:43 BST 2016, operations=206.9870635099658, operationsPerMinute=51.74676587749145
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 08:56:51 BST 2016, end=Sat Jun 04 08:58:51 BST 2016, operations=174.49859989225763, operationsPerMinute=87.24929994612882, mode=normal, start=Sat Jun 04 08:58:57 BST 2016, end=Sat Jun 04 09:02:57 BST 2016, operations=348.3062317052518, operationsPerMinute=87.07655792631294
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 09:03:02 BST 2016, end=Sat Jun 04 09:05:02 BST 2016, operations=295.4849497095262, operationsPerMinute=147.7424748547631, mode=normal, start=Sat Jun 04 09:05:04 BST 2016, end=Sat Jun 04 09:09:04 BST 2016, operations=585.3594758185195, operationsPerMinute=146.33986895462988
benchmark-name=derby, mod=warmup, start=Sat Jun 04 09:10:10 BST 2016, end=Sat Jun 04 09:12:10 BST 2016, operations=219.37877375259396, operationsPerMinute=109.68938687629698, mode=normal, start=Sat Jun 04 09:12:13 BST 2016, end=Sat Jun 04 09:16:13 BST 2016, operations=457.43546262313333, operationsPerMinute=114.35886565578333
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 09:16:16 BST 2016, end=Sat Jun 04 09:18:16 BST 2016, operations=152.1547338849889, operationsPerMinute=76.07736694249445, mode=normal, start=Sat Jun 04 09:18:22 BST 2016, end=Sat Jun 04 09:22:22 BST 2016, operations=303.9010031697479, operationsPerMinute=75.97525079243698
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 09:22:27 BST 2016, end=Sat Jun 04 09:24:27 BST 2016, operations=127.97725926758434, operationsPerMinute=63.98862963379217, mode=normal, start=Sat Jun 04 09:24:32 BST 2016, end=Sat Jun 04 09:28:32 BST 2016, operations=247.3066170729833, operationsPerMinute=61.826654268245825
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 09:28:38 BST 2016, end=Sat Jun 04 09:30:38 BST 2016, operations=26.086214816594428, operationsPerMinute=13.043107408297214, mode=normal, start=Sat Jun 04 09:31:01 BST 2016, end=Sat Jun 04 09:35:01 BST 2016, operations=52.16797409370007, operationsPerMinute=13.041993523425017
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 09:35:25 BST 2016, end=Sat Jun 04 09:37:25 BST 2016, operations=62.720783255969046, operationsPerMinute=31.360391627984523, mode=normal, start=Sat Jun 04 09:37:35 BST 2016, end=Sat Jun 04 09:41:35 BST 2016, operations=125.51721157533095, operationsPerMinute=31.379302893832737
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 09:41:47 BST 2016, end=Sat Jun 04 09:43:47 BST 2016, operations=78.48398616943145, operationsPerMinute=39.24199308471572, mode=normal, start=Sat Jun 04 09:43:55 BST 2016, end=Sat Jun 04 09:47:55 BST 2016, operations=158.23083464064626, operationsPerMinute=39.557708660161566
