spec.jvm2008.report.run.location=BARN-07
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 12:24:43 BST 2016, end=Fri Jul 01 12:24:43 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 12:24:43 BST 2016, end=Fri Jul 01 12:24:43 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 12:24:43 BST 2016, end=Fri Jul 01 12:24:56 BST 2016, operations=1.0, operationsPerMinute=4.43098737168599
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 12:24:56 BST 2016, end=Fri Jul 01 12:25:00 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 12:25:00 BST 2016, end=Fri Jul 01 12:25:01 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 12:25:01 BST 2016, end=Fri Jul 01 12:25:10 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 12:25:10 BST 2016, end=Fri Jul 01 12:25:17 BST 2016, operations=1.0, operationsPerMinute=8.13228517213337
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 12:25:17 BST 2016, end=Fri Jul 01 12:25:24 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 12:25:24 BST 2016, end=Fri Jul 01 12:25:26 BST 2016, operations=1.0, operationsPerMinute=26.33889376646181
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 12:25:26 BST 2016, end=Fri Jul 01 12:25:27 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 12:25:27 BST 2016, end=Fri Jul 01 12:25:28 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 12:25:28 BST 2016, end=Fri Jul 01 12:25:33 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 12:25:33 BST 2016, end=Fri Jul 01 12:25:34 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 12:25:34 BST 2016, end=Fri Jul 01 12:25:35 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 12:25:35 BST 2016, end=Fri Jul 01 12:25:38 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 12:25:38 BST 2016, end=Fri Jul 01 12:25:44 BST 2016, operations=1.0, operationsPerMinute=9.335615372646647
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 12:25:44 BST 2016, end=Fri Jul 01 12:26:04 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 12:26:04 BST 2016, end=Fri Jul 01 12:26:05 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 12:26:16 BST 2016, end=Fri Jul 01 12:28:16 BST 2016, operations=492.30112087126764, operationsPerMinute=246.15056043563382, mode=normal, start=Fri Jul 01 12:28:17 BST 2016, end=Fri Jul 01 12:32:17 BST 2016, operations=1004.7487586136981, operationsPerMinute=251.18718965342453
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 12:32:21 BST 2016, end=Fri Jul 01 12:34:21 BST 2016, operations=200.15898869938704, operationsPerMinute=100.07949434969352, mode=normal, start=Fri Jul 01 12:34:23 BST 2016, end=Fri Jul 01 12:38:23 BST 2016, operations=393.2043132902668, operationsPerMinute=98.3010783225667
benchmark-name=compress, mod=warmup, start=Fri Jul 01 12:38:27 BST 2016, end=Fri Jul 01 12:40:27 BST 2016, operations=397.293622148148, operationsPerMinute=198.646811074074, mode=normal, start=Fri Jul 01 12:40:28 BST 2016, end=Fri Jul 01 12:44:28 BST 2016, operations=793.4395136388267, operationsPerMinute=198.35987840970668
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 12:44:30 BST 2016, end=Fri Jul 01 12:46:30 BST 2016, operations=139.24294273330008, operationsPerMinute=69.62147136665004, mode=normal, start=Fri Jul 01 12:46:34 BST 2016, end=Fri Jul 01 12:50:34 BST 2016, operations=293.76752154361174, operationsPerMinute=73.44188038590293
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 12:50:40 BST 2016, end=Fri Jul 01 12:52:40 BST 2016, operations=235.89746305834456, operationsPerMinute=117.94873152917228, mode=normal, start=Fri Jul 01 12:52:44 BST 2016, end=Fri Jul 01 12:56:44 BST 2016, operations=471.95958534577164, operationsPerMinute=117.98989633644291
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 12:56:47 BST 2016, end=Fri Jul 01 12:58:47 BST 2016, operations=407.9227454202159, operationsPerMinute=203.96137271010795, mode=normal, start=Fri Jul 01 12:58:49 BST 2016, end=Fri Jul 01 13:02:49 BST 2016, operations=814.7026221432011, operationsPerMinute=203.67565553580027
benchmark-name=derby, mod=warmup, start=Fri Jul 01 13:03:12 BST 2016, end=Fri Jul 01 13:05:12 BST 2016, operations=363.6160040083704, operationsPerMinute=181.8080020041852, mode=normal, start=Fri Jul 01 13:05:14 BST 2016, end=Fri Jul 01 13:09:14 BST 2016, operations=729.2018592960769, operationsPerMinute=182.30046482401923
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 13:09:16 BST 2016, end=Fri Jul 01 13:11:16 BST 2016, operations=208.07298510464037, operationsPerMinute=104.03649255232018, mode=normal, start=Fri Jul 01 13:11:20 BST 2016, end=Fri Jul 01 13:15:20 BST 2016, operations=415.08554829766763, operationsPerMinute=103.77138707441691
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 13:15:25 BST 2016, end=Fri Jul 01 13:17:25 BST 2016, operations=72.18998769788402, operationsPerMinute=36.09499384894201, mode=normal, start=Fri Jul 01 13:17:31 BST 2016, end=Fri Jul 01 13:21:31 BST 2016, operations=144.28749808770806, operationsPerMinute=36.071874521927015
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 13:21:41 BST 2016, end=Fri Jul 01 13:23:41 BST 2016, operations=13.887983228367773, operationsPerMinute=6.943991614183886, mode=normal, start=Fri Jul 01 13:24:25 BST 2016, end=Fri Jul 01 13:28:25 BST 2016, operations=27.57269137094618, operationsPerMinute=6.893172842736545
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 13:28:54 BST 2016, end=Fri Jul 01 13:30:54 BST 2016, operations=74.5433518629778, operationsPerMinute=37.2716759314889, mode=normal, start=Fri Jul 01 13:31:03 BST 2016, end=Fri Jul 01 13:35:03 BST 2016, operations=148.77336218184678, operationsPerMinute=37.193340545461695
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 13:35:12 BST 2016, end=Fri Jul 01 13:37:12 BST 2016, operations=41.84556571792126, operationsPerMinute=20.92278285896063, mode=normal, start=Fri Jul 01 13:37:29 BST 2016, end=Fri Jul 01 13:41:29 BST 2016, operations=86.14419617095939, operationsPerMinute=21.536049042739847
