spec.jvm2008.report.run.location=UNION79
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Wed Jun 29 06:28:40 BST 2016, end=Wed Jun 29 06:28:40 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 06:28:40 BST 2016, end=Wed Jun 29 06:28:41 BST 2016, operations=1.0, operationsPerMinute=52.72407732864675
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 06:28:41 BST 2016, end=Wed Jun 29 06:29:05 BST 2016, operations=1.0, operationsPerMinute=2.4734108335394507
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 06:29:05 BST 2016, end=Wed Jun 29 06:29:10 BST 2016, operations=1.0, operationsPerMinute=11.516314779270633
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 06:29:10 BST 2016, end=Wed Jun 29 06:29:12 BST 2016, operations=1.0, operationsPerMinute=37.71213073538655
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 06:29:12 BST 2016, end=Wed Jun 29 06:29:22 BST 2016, operations=1.0, operationsPerMinute=5.86281024037522
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 06:29:22 BST 2016, end=Wed Jun 29 06:29:31 BST 2016, operations=1.0, operationsPerMinute=6.795786612300374
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 06:29:31 BST 2016, end=Wed Jun 29 06:29:38 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 06:29:39 BST 2016, end=Wed Jun 29 06:29:42 BST 2016, operations=1.0, operationsPerMinute=19.329896907216494
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 06:29:42 BST 2016, end=Wed Jun 29 06:29:43 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 06:29:43 BST 2016, end=Wed Jun 29 06:29:44 BST 2016, operations=1.0, operationsPerMinute=49.91680532445923
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 06:29:44 BST 2016, end=Wed Jun 29 06:29:50 BST 2016, operations=1.0, operationsPerMinute=8.987417615338526
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 06:29:50 BST 2016, end=Wed Jun 29 06:29:52 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 06:29:52 BST 2016, end=Wed Jun 29 06:29:54 BST 2016, operations=1.0, operationsPerMinute=43.196544276457885
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 06:29:54 BST 2016, end=Wed Jun 29 06:29:57 BST 2016, operations=1.0, operationsPerMinute=19.42376173518938
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 06:29:57 BST 2016, end=Wed Jun 29 06:30:04 BST 2016, operations=1.0, operationsPerMinute=8.342602892102336
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 06:30:04 BST 2016, end=Wed Jun 29 06:30:33 BST 2016, operations=1.0, operationsPerMinute=2.0756218217040856
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 06:30:33 BST 2016, end=Wed Jun 29 06:30:34 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 06:30:50 BST 2016, end=Wed Jun 29 06:32:50 BST 2016, operations=353.65069053390107, operationsPerMinute=176.82534526695054, mode=normal, start=Wed Jun 29 06:32:52 BST 2016, end=Wed Jun 29 06:36:52 BST 2016, operations=721.1965157602444, operationsPerMinute=180.2991289400611
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 06:36:57 BST 2016, end=Wed Jun 29 06:38:57 BST 2016, operations=141.88235539149656, operationsPerMinute=70.94117769574828, mode=normal, start=Wed Jun 29 06:39:02 BST 2016, end=Wed Jun 29 06:43:02 BST 2016, operations=285.05375285316245, operationsPerMinute=71.26343821329061
benchmark-name=compress, mod=warmup, start=Wed Jun 29 06:43:06 BST 2016, end=Wed Jun 29 06:45:06 BST 2016, operations=270.4909568558431, operationsPerMinute=135.24547842792154, mode=normal, start=Wed Jun 29 06:45:09 BST 2016, end=Wed Jun 29 06:49:09 BST 2016, operations=543.4744017905552, operationsPerMinute=135.8686004476388
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 06:49:12 BST 2016, end=Wed Jun 29 06:51:12 BST 2016, operations=84.83688753395461, operationsPerMinute=42.418443766977305, mode=normal, start=Wed Jun 29 06:51:21 BST 2016, end=Wed Jun 29 06:55:21 BST 2016, operations=181.1247078366446, operationsPerMinute=45.28117695916115
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 06:55:30 BST 2016, end=Wed Jun 29 06:57:30 BST 2016, operations=146.4287513887998, operationsPerMinute=73.2143756943999, mode=normal, start=Wed Jun 29 06:57:34 BST 2016, end=Wed Jun 29 07:01:34 BST 2016, operations=293.05770477257676, operationsPerMinute=73.26442619314419
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 07:01:39 BST 2016, end=Wed Jun 29 07:03:39 BST 2016, operations=251.59473485456056, operationsPerMinute=125.79736742728028, mode=normal, start=Wed Jun 29 07:03:43 BST 2016, end=Wed Jun 29 07:07:43 BST 2016, operations=504.1720512653656, operationsPerMinute=126.0430128163414
benchmark-name=derby, mod=warmup, start=Wed Jun 29 07:09:17 BST 2016, end=Wed Jun 29 07:11:17 BST 2016, operations=204.46879885699613, operationsPerMinute=102.23439942849807, mode=normal, start=Wed Jun 29 07:11:21 BST 2016, end=Wed Jun 29 07:15:21 BST 2016, operations=411.7667486747946, operationsPerMinute=102.94168716869865
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 07:15:25 BST 2016, end=Wed Jun 29 07:17:25 BST 2016, operations=133.97805388215656, operationsPerMinute=66.98902694107828, mode=normal, start=Wed Jun 29 07:17:31 BST 2016, end=Wed Jun 29 07:21:31 BST 2016, operations=267.5433367181711, operationsPerMinute=66.88583417954277
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 07:21:37 BST 2016, end=Wed Jun 29 07:23:37 BST 2016, operations=78.69925756728762, operationsPerMinute=39.34962878364381, mode=normal, start=Wed Jun 29 07:23:43 BST 2016, end=Wed Jun 29 07:27:43 BST 2016, operations=159.44986480729096, operationsPerMinute=39.86246620182274
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 07:27:50 BST 2016, end=Wed Jun 29 07:29:50 BST 2016, operations=20.149759464526113, operationsPerMinute=10.074879732263057, mode=normal, start=Wed Jun 29 07:30:31 BST 2016, end=Wed Jun 29 07:34:31 BST 2016, operations=40.18773265780949, operationsPerMinute=10.046933164452373
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 07:35:06 BST 2016, end=Wed Jun 29 07:37:06 BST 2016, operations=55.44050959318673, operationsPerMinute=27.720254796593366, mode=normal, start=Wed Jun 29 07:37:15 BST 2016, end=Wed Jun 29 07:41:15 BST 2016, operations=110.88512906130926, operationsPerMinute=27.721282265327314
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 07:41:26 BST 2016, end=Wed Jun 29 07:43:26 BST 2016, operations=60.725531722404384, operationsPerMinute=30.362765861202192, mode=normal, start=Wed Jun 29 07:43:36 BST 2016, end=Wed Jun 29 07:47:36 BST 2016, operations=121.58217416940255, operationsPerMinute=30.395543542350637
