spec.jvm2008.report.run.location=LAW003
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 02:09:54 BST 2016, end=Mon Jun 27 02:09:54 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 02:09:54 BST 2016, end=Mon Jun 27 02:09:55 BST 2016, operations=1.0, operationsPerMinute=80.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 02:09:55 BST 2016, end=Mon Jun 27 02:10:16 BST 2016, operations=1.0, operationsPerMinute=2.912197252827258
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 02:10:16 BST 2016, end=Mon Jun 27 02:10:20 BST 2016, operations=1.0, operationsPerMinute=12.554927809165097
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 02:10:20 BST 2016, end=Mon Jun 27 02:10:22 BST 2016, operations=1.0, operationsPerMinute=39.19007184846505
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 02:10:22 BST 2016, end=Mon Jun 27 02:10:31 BST 2016, operations=1.0, operationsPerMinute=6.412997007268063
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 02:10:31 BST 2016, end=Mon Jun 27 02:10:39 BST 2016, operations=1.0, operationsPerMinute=7.7130736598534515
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 02:10:39 BST 2016, end=Mon Jun 27 02:10:46 BST 2016, operations=1.0, operationsPerMinute=8.953887479480674
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 02:10:46 BST 2016, end=Mon Jun 27 02:10:49 BST 2016, operations=1.0, operationsPerMinute=20.65404475043029
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 02:10:49 BST 2016, end=Mon Jun 27 02:10:50 BST 2016, operations=1.0, operationsPerMinute=62.95907660020986
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 02:10:50 BST 2016, end=Mon Jun 27 02:10:51 BST 2016, operations=1.0, operationsPerMinute=53.333333333333336
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 02:10:51 BST 2016, end=Mon Jun 27 02:10:57 BST 2016, operations=1.0, operationsPerMinute=9.347250350521888
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 02:10:57 BST 2016, end=Mon Jun 27 02:10:59 BST 2016, operations=1.0, operationsPerMinute=35.566093657379966
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 02:10:59 BST 2016, end=Mon Jun 27 02:11:00 BST 2016, operations=1.0, operationsPerMinute=44.150110375275936
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 02:11:00 BST 2016, end=Mon Jun 27 02:11:03 BST 2016, operations=1.0, operationsPerMinute=20.21563342318059
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 02:11:03 BST 2016, end=Mon Jun 27 02:11:10 BST 2016, operations=1.0, operationsPerMinute=8.670520231213873
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 02:11:10 BST 2016, end=Mon Jun 27 02:11:36 BST 2016, operations=1.0, operationsPerMinute=2.335084646818447
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 02:11:36 BST 2016, end=Mon Jun 27 02:11:37 BST 2016, operations=1.0, operationsPerMinute=45.73170731707317
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 02:11:51 BST 2016, end=Mon Jun 27 02:13:51 BST 2016, operations=410.78384452004525, operationsPerMinute=205.39192226002262, mode=normal, start=Mon Jun 27 02:13:52 BST 2016, end=Mon Jun 27 02:17:52 BST 2016, operations=861.0824188427047, operationsPerMinute=215.27060471067617
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 02:17:58 BST 2016, end=Mon Jun 27 02:19:58 BST 2016, operations=169.79563317536685, operationsPerMinute=84.89781658768342, mode=normal, start=Mon Jun 27 02:20:01 BST 2016, end=Mon Jun 27 02:24:01 BST 2016, operations=335.69700183427784, operationsPerMinute=83.92425045856946
benchmark-name=compress, mod=warmup, start=Mon Jun 27 02:24:06 BST 2016, end=Mon Jun 27 02:26:06 BST 2016, operations=351.0115522635673, operationsPerMinute=175.50577613178365, mode=normal, start=Mon Jun 27 02:26:07 BST 2016, end=Mon Jun 27 02:30:07 BST 2016, operations=698.2058592780918, operationsPerMinute=174.55146481952295
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 02:30:09 BST 2016, end=Mon Jun 27 02:32:09 BST 2016, operations=112.56639631123505, operationsPerMinute=56.28319815561753, mode=normal, start=Mon Jun 27 02:32:15 BST 2016, end=Mon Jun 27 02:36:15 BST 2016, operations=237.85782133752352, operationsPerMinute=59.46445533438088
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 02:36:21 BST 2016, end=Mon Jun 27 02:38:21 BST 2016, operations=202.3126963795772, operationsPerMinute=101.1563481897886, mode=normal, start=Mon Jun 27 02:38:24 BST 2016, end=Mon Jun 27 02:42:24 BST 2016, operations=406.39725607872055, operationsPerMinute=101.59931401968014
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 02:42:28 BST 2016, end=Mon Jun 27 02:44:28 BST 2016, operations=335.36022221693963, operationsPerMinute=167.68011110846982, mode=normal, start=Mon Jun 27 02:44:31 BST 2016, end=Mon Jun 27 02:48:31 BST 2016, operations=688.6197831055696, operationsPerMinute=172.1549457763924
benchmark-name=derby, mod=warmup, start=Mon Jun 27 02:49:31 BST 2016, end=Mon Jun 27 02:51:31 BST 2016, operations=256.8105462590528, operationsPerMinute=128.4052731295264, mode=normal, start=Mon Jun 27 02:51:34 BST 2016, end=Mon Jun 27 02:55:34 BST 2016, operations=522.495552781685, operationsPerMinute=130.62388819542124
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 02:55:37 BST 2016, end=Mon Jun 27 02:57:37 BST 2016, operations=173.1040221635534, operationsPerMinute=86.5520110817767, mode=normal, start=Mon Jun 27 02:57:41 BST 2016, end=Mon Jun 27 03:01:41 BST 2016, operations=346.7442627682053, operationsPerMinute=86.68606569205133
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 03:01:45 BST 2016, end=Mon Jun 27 03:03:45 BST 2016, operations=109.61414339073593, operationsPerMinute=54.807071695367966, mode=normal, start=Mon Jun 27 03:03:51 BST 2016, end=Mon Jun 27 03:07:51 BST 2016, operations=215.76369635274085, operationsPerMinute=53.94092408818521
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 03:07:57 BST 2016, end=Mon Jun 27 03:09:57 BST 2016, operations=22.553555185371906, operationsPerMinute=11.276777592685953, mode=normal, start=Mon Jun 27 03:10:19 BST 2016, end=Mon Jun 27 03:14:19 BST 2016, operations=45.11067832548402, operationsPerMinute=11.277669581371004
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 03:14:45 BST 2016, end=Mon Jun 27 03:16:45 BST 2016, operations=69.16037770086746, operationsPerMinute=34.58018885043373, mode=normal, start=Mon Jun 27 03:16:58 BST 2016, end=Mon Jun 27 03:20:58 BST 2016, operations=135.39090696272262, operationsPerMinute=33.847726740680656
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 03:21:09 BST 2016, end=Mon Jun 27 03:23:09 BST 2016, operations=74.94047365461127, operationsPerMinute=37.470236827305634, mode=normal, start=Mon Jun 27 03:23:17 BST 2016, end=Mon Jun 27 03:27:17 BST 2016, operations=149.61296274469197, operationsPerMinute=37.40324068617299
benchmark-name=scimark.fft.small, mod=warmup, start=Mon Jun 27 03:27:27 BST 2016, end=Mon Jun 27 03:29:27 BST 2016, operations=586.2158092390649, operationsPerMinute=293.10790461953246, mode=normal, start=Mon Jun 27 03:29:29 BST 2016, end=Mon Jun 27 03:33:29 BST 2016, operations=1215.901012942458, operationsPerMinute=303.9752532356145
benchmark-name=scimark.lu.small, mod=warmup, start=Mon Jun 27 03:33:30 BST 2016, end=Mon Jun 27 03:35:30 BST 2016, operations=459.6770799461142, operationsPerMinute=229.8385399730571, mode=normal, start=Mon Jun 27 03:35:32 BST 2016, end=Mon Jun 27 03:39:32 BST 2016, operations=926.1481668785101, operationsPerMinute=231.53704171962752
