spec.jvm2008.report.run.location=LEAZESTCE012
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:19:32 BST 2016, end=Thu May 26 14:19:32 BST 2016, operations=1.0, operationsPerMinute=1875.0
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:19:32 BST 2016, end=Thu May 26 14:19:32 BST 2016, operations=1.0, operationsPerMinute=273.972602739726
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:19:32 BST 2016, end=Thu May 26 14:19:45 BST 2016, operations=1.0, operationsPerMinute=4.539951573849879
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:19:45 BST 2016, end=Thu May 26 14:19:49 BST 2016, operations=1.0, operationsPerMinute=17.641870038224052
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:19:49 BST 2016, end=Thu May 26 14:19:50 BST 2016, operations=1.0, operationsPerMinute=46.36785162287481
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:19:50 BST 2016, end=Thu May 26 14:19:58 BST 2016, operations=1.0, operationsPerMinute=7.005253940455342
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:19:58 BST 2016, end=Thu May 26 14:20:06 BST 2016, operations=1.0, operationsPerMinute=8.051529790660226
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:20:06 BST 2016, end=Thu May 26 14:20:12 BST 2016, operations=1.0, operationsPerMinute=9.132420091324201
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:20:12 BST 2016, end=Thu May 26 14:20:15 BST 2016, operations=1.0, operationsPerMinute=25.9852750108272
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:20:15 BST 2016, end=Thu May 26 14:20:16 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:20:16 BST 2016, end=Thu May 26 14:20:16 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:20:16 BST 2016, end=Thu May 26 14:20:22 BST 2016, operations=1.0, operationsPerMinute=10.714285714285714
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:20:22 BST 2016, end=Thu May 26 14:20:23 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:20:23 BST 2016, end=Thu May 26 14:20:24 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:20:24 BST 2016, end=Thu May 26 14:20:27 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:20:27 BST 2016, end=Thu May 26 14:20:33 BST 2016, operations=1.0, operationsPerMinute=9.114385538508278
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:20:33 BST 2016, end=Thu May 26 14:20:54 BST 2016, operations=1.0, operationsPerMinute=2.865740077374982
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:20:54 BST 2016, end=Thu May 26 14:20:55 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:21:05 BST 2016, end=Thu May 26 14:23:05 BST 2016, operations=476.6984317381574, operationsPerMinute=238.3492158690787, mode=normal, start=Thu May 26 14:23:07 BST 2016, end=Thu May 26 14:27:07 BST 2016, operations=954.9134530904341, operationsPerMinute=238.72836327260853
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:27:11 BST 2016, end=Thu May 26 14:29:11 BST 2016, operations=166.86539580755993, operationsPerMinute=83.43269790377997, mode=normal, start=Thu May 26 14:29:15 BST 2016, end=Thu May 26 14:33:15 BST 2016, operations=326.58863291157013, operationsPerMinute=81.64715822789253
benchmark-name=compress, mod=warmup, start=Thu May 26 14:33:18 BST 2016, end=Thu May 26 14:35:18 BST 2016, operations=350.13949742912325, operationsPerMinute=175.06974871456163, mode=normal, start=Thu May 26 14:35:20 BST 2016, end=Thu May 26 14:39:20 BST 2016, operations=722.1991804111511, operationsPerMinute=180.54979510278778
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:39:22 BST 2016, end=Thu May 26 14:41:22 BST 2016, operations=128.23629913210593, operationsPerMinute=64.11814956605296, mode=normal, start=Thu May 26 14:41:27 BST 2016, end=Thu May 26 14:45:27 BST 2016, operations=281.8263594554167, operationsPerMinute=70.45658986385418
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:45:33 BST 2016, end=Thu May 26 14:47:33 BST 2016, operations=233.0062727180145, operationsPerMinute=116.50313635900724, mode=normal, start=Thu May 26 14:47:36 BST 2016, end=Thu May 26 14:51:36 BST 2016, operations=465.4353524116759, operationsPerMinute=116.35883810291898
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:51:39 BST 2016, end=Thu May 26 14:53:39 BST 2016, operations=384.7699751488037, operationsPerMinute=192.38498757440186, mode=normal, start=Thu May 26 14:53:41 BST 2016, end=Thu May 26 14:57:41 BST 2016, operations=776.8012517367746, operationsPerMinute=194.20031293419365
benchmark-name=derby, mod=warmup, start=Thu May 26 14:58:08 BST 2016, end=Thu May 26 15:00:08 BST 2016, operations=324.3353669668989, operationsPerMinute=162.16768348344945, mode=normal, start=Thu May 26 15:00:12 BST 2016, end=Thu May 26 15:04:12 BST 2016, operations=589.253937598311, operationsPerMinute=147.31348439957776
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:04:15 BST 2016, end=Thu May 26 15:06:15 BST 2016, operations=190.31380237850237, operationsPerMinute=95.15690118925119, mode=normal, start=Thu May 26 15:06:20 BST 2016, end=Thu May 26 15:10:20 BST 2016, operations=395.00999899418775, operationsPerMinute=98.75249974854694
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:10:23 BST 2016, end=Thu May 26 15:12:23 BST 2016, operations=65.28203119684284, operationsPerMinute=32.64101559842142, mode=normal, start=Thu May 26 15:12:31 BST 2016, end=Thu May 26 15:16:31 BST 2016, operations=145.84745661120826, operationsPerMinute=36.461864152802065
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:16:42 BST 2016, end=Thu May 26 15:18:42 BST 2016, operations=13.230268943663873, operationsPerMinute=6.6151344718319365, mode=normal, start=Thu May 26 15:19:34 BST 2016, end=Thu May 26 15:23:34 BST 2016, operations=24.83470011763959, operationsPerMinute=6.208675029409897
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:24:32 BST 2016, end=Thu May 26 15:26:32 BST 2016, operations=65.09769581338276, operationsPerMinute=32.54884790669138, mode=normal, start=Thu May 26 15:26:40 BST 2016, end=Thu May 26 15:30:40 BST 2016, operations=125.24730636260247, operationsPerMinute=31.311826590650618
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:30:50 BST 2016, end=Thu May 26 15:32:50 BST 2016, operations=38.17102003102991, operationsPerMinute=19.085510015514956, mode=normal, start=Thu May 26 15:33:02 BST 2016, end=Thu May 26 15:37:02 BST 2016, operations=76.84207633455758, operationsPerMinute=19.210519083639394
