spec.jvm2008.report.run.location=TOLL02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 08:11:50 BST 2016, end=Wed Jun 29 08:11:50 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 08:11:50 BST 2016, end=Wed Jun 29 08:11:50 BST 2016, operations=1.0, operationsPerMinute=87.46355685131195
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 08:11:50 BST 2016, end=Wed Jun 29 08:12:18 BST 2016, operations=1.0, operationsPerMinute=2.178807466046917
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 08:12:18 BST 2016, end=Wed Jun 29 08:12:24 BST 2016, operations=1.0, operationsPerMinute=9.615384615384615
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 08:12:24 BST 2016, end=Wed Jun 29 08:12:26 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 08:12:26 BST 2016, end=Wed Jun 29 08:12:37 BST 2016, operations=1.0, operationsPerMinute=5.371050040282875
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 08:12:37 BST 2016, end=Wed Jun 29 08:12:46 BST 2016, operations=1.0, operationsPerMinute=7.056333058920381
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 08:12:46 BST 2016, end=Wed Jun 29 08:12:53 BST 2016, operations=1.0, operationsPerMinute=8.32408435072142
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 08:12:53 BST 2016, end=Wed Jun 29 08:12:57 BST 2016, operations=1.0, operationsPerMinute=15.568240788790867
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 08:12:57 BST 2016, end=Wed Jun 29 08:12:58 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 08:12:58 BST 2016, end=Wed Jun 29 08:13:00 BST 2016, operations=1.0, operationsPerMinute=32.59098316132537
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 08:13:00 BST 2016, end=Wed Jun 29 08:13:08 BST 2016, operations=1.0, operationsPerMinute=7.585335018963337
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 08:13:08 BST 2016, end=Wed Jun 29 08:13:10 BST 2016, operations=1.0, operationsPerMinute=32.85870755750274
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 08:13:10 BST 2016, end=Wed Jun 29 08:13:12 BST 2016, operations=1.0, operationsPerMinute=29.140359397765906
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 08:13:12 BST 2016, end=Wed Jun 29 08:13:16 BST 2016, operations=1.0, operationsPerMinute=14.137606032045241
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 08:13:16 BST 2016, end=Wed Jun 29 08:13:25 BST 2016, operations=1.0, operationsPerMinute=6.596306068601583
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 08:13:25 BST 2016, end=Wed Jun 29 08:14:05 BST 2016, operations=1.0, operationsPerMinute=1.4819571714377455
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 08:14:05 BST 2016, end=Wed Jun 29 08:14:07 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 08:14:24 BST 2016, end=Wed Jun 29 08:16:24 BST 2016, operations=240.42834825714334, operationsPerMinute=120.21417412857167, mode=normal, start=Wed Jun 29 08:16:25 BST 2016, end=Wed Jun 29 08:20:25 BST 2016, operations=478.2649368655707, operationsPerMinute=119.56623421639267
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 08:20:31 BST 2016, end=Wed Jun 29 08:22:31 BST 2016, operations=94.38500768309632, operationsPerMinute=47.19250384154816, mode=normal, start=Wed Jun 29 08:22:33 BST 2016, end=Wed Jun 29 08:26:33 BST 2016, operations=184.9119408242339, operationsPerMinute=46.22798520605848
benchmark-name=compress, mod=warmup, start=Wed Jun 29 08:26:37 BST 2016, end=Wed Jun 29 08:28:37 BST 2016, operations=145.64948316794926, operationsPerMinute=72.82474158397463, mode=normal, start=Wed Jun 29 08:28:39 BST 2016, end=Wed Jun 29 08:32:39 BST 2016, operations=292.1111997332713, operationsPerMinute=73.02779993331782
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 08:32:41 BST 2016, end=Wed Jun 29 08:34:41 BST 2016, operations=41.04371342500735, operationsPerMinute=20.521856712503673, mode=normal, start=Wed Jun 29 08:34:49 BST 2016, end=Wed Jun 29 08:38:49 BST 2016, operations=86.26457849015296, operationsPerMinute=21.56614462253824
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 08:38:55 BST 2016, end=Wed Jun 29 08:40:55 BST 2016, operations=86.31368807111, operationsPerMinute=43.156844035555, mode=normal, start=Wed Jun 29 08:40:59 BST 2016, end=Wed Jun 29 08:44:59 BST 2016, operations=172.85190938509646, operationsPerMinute=43.212977346274116
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 08:45:02 BST 2016, end=Wed Jun 29 08:47:02 BST 2016, operations=138.88247863247864, operationsPerMinute=69.44123931623932, mode=normal, start=Wed Jun 29 08:47:04 BST 2016, end=Wed Jun 29 08:51:04 BST 2016, operations=279.5635322062317, operationsPerMinute=69.89088305155792
benchmark-name=derby, mod=warmup, start=Wed Jun 29 08:52:56 BST 2016, end=Wed Jun 29 08:54:56 BST 2016, operations=103.13356338840123, operationsPerMinute=51.566781694200614, mode=normal, start=Wed Jun 29 08:54:58 BST 2016, end=Wed Jun 29 08:58:58 BST 2016, operations=200.87354310086613, operationsPerMinute=50.21838577521653
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 08:59:02 BST 2016, end=Wed Jun 29 09:01:02 BST 2016, operations=65.04925029660987, operationsPerMinute=32.524625148304935, mode=normal, start=Wed Jun 29 09:01:07 BST 2016, end=Wed Jun 29 09:05:07 BST 2016, operations=129.07202314888218, operationsPerMinute=32.268005787220545
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 09:05:11 BST 2016, end=Wed Jun 29 09:07:11 BST 2016, operations=30.794866235599464, operationsPerMinute=15.397433117799732, mode=normal, start=Wed Jun 29 09:07:16 BST 2016, end=Wed Jun 29 09:11:16 BST 2016, operations=69.54177536313128, operationsPerMinute=17.38544384078282
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 09:11:25 BST 2016, end=Wed Jun 29 09:13:25 BST 2016, operations=7.018469338474559, operationsPerMinute=3.5092346692372796, mode=normal, start=Wed Jun 29 09:13:59 BST 2016, end=Wed Jun 29 09:17:59 BST 2016, operations=14.102841365337305, operationsPerMinute=3.5257103413343263
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 09:18:32 BST 2016, end=Wed Jun 29 09:20:32 BST 2016, operations=31.320675107668542, operationsPerMinute=15.660337553834271, mode=normal, start=Wed Jun 29 09:20:45 BST 2016, end=Wed Jun 29 09:24:45 BST 2016, operations=62.80988487321182, operationsPerMinute=15.702471218302955
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 09:24:54 BST 2016, end=Wed Jun 29 09:26:54 BST 2016, operations=22.995499976412354, operationsPerMinute=11.497749988206177, mode=normal, start=Wed Jun 29 09:27:06 BST 2016, end=Wed Jun 29 09:31:06 BST 2016, operations=46.21722698327051, operationsPerMinute=11.554306745817627
