spec.jvm2008.report.run.location=OLDLIB009
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:37 BST 2016, end=Thu May 26 14:21:37 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:37 BST 2016, end=Thu May 26 14:21:38 BST 2016, operations=1.0, operationsPerMinute=51.282051282051285
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:38 BST 2016, end=Thu May 26 14:22:05 BST 2016, operations=1.0, operationsPerMinute=2.2596316800361542
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:22:05 BST 2016, end=Thu May 26 14:22:10 BST 2016, operations=1.0, operationsPerMinute=12.207527975584943
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:22:10 BST 2016, end=Thu May 26 14:22:11 BST 2016, operations=1.0, operationsPerMinute=43.196544276457885
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:22:11 BST 2016, end=Thu May 26 14:22:21 BST 2016, operations=1.0, operationsPerMinute=6.114338122898197
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:22:21 BST 2016, end=Thu May 26 14:22:29 BST 2016, operations=1.0, operationsPerMinute=7.570977917981073
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:29 BST 2016, end=Thu May 26 14:22:35 BST 2016, operations=1.0, operationsPerMinute=8.760402978537012
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:35 BST 2016, end=Thu May 26 14:22:38 BST 2016, operations=1.0, operationsPerMinute=22.23045572434235
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:38 BST 2016, end=Thu May 26 14:22:39 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:39 BST 2016, end=Thu May 26 14:22:40 BST 2016, operations=1.0, operationsPerMinute=57.41626794258373
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:40 BST 2016, end=Thu May 26 14:22:46 BST 2016, operations=1.0, operationsPerMinute=9.860312243221035
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:22:46 BST 2016, end=Thu May 26 14:22:48 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:48 BST 2016, end=Thu May 26 14:22:49 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:49 BST 2016, end=Thu May 26 14:22:51 BST 2016, operations=1.0, operationsPerMinute=22.76176024279211
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:51 BST 2016, end=Thu May 26 14:22:58 BST 2016, operations=1.0, operationsPerMinute=8.508224617129892
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:58 BST 2016, end=Thu May 26 14:23:25 BST 2016, operations=1.0, operationsPerMinute=2.2218930528810548
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:23:25 BST 2016, end=Thu May 26 14:23:27 BST 2016, operations=1.0, operationsPerMinute=45.248868778280546
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:42 BST 2016, end=Thu May 26 14:25:42 BST 2016, operations=452.0355601514561, operationsPerMinute=226.01778007572804, mode=normal, start=Thu May 26 14:25:44 BST 2016, end=Thu May 26 14:29:44 BST 2016, operations=914.6381584581104, operationsPerMinute=228.6595396145276
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:52 BST 2016, end=Thu May 26 14:31:52 BST 2016, operations=180.51086144624122, operationsPerMinute=90.25543072312061, mode=normal, start=Thu May 26 14:31:59 BST 2016, end=Thu May 26 14:35:59 BST 2016, operations=348.1821209008426, operationsPerMinute=87.04553022521065
benchmark-name=compress, mod=warmup, start=Thu May 26 14:36:06 BST 2016, end=Thu May 26 14:38:06 BST 2016, operations=483.8473805021957, operationsPerMinute=241.92369025109784, mode=normal, start=Thu May 26 14:38:09 BST 2016, end=Thu May 26 14:42:09 BST 2016, operations=968.7495422798304, operationsPerMinute=242.1873855699576
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:42:13 BST 2016, end=Thu May 26 14:44:13 BST 2016, operations=123.6971507554933, operationsPerMinute=61.84857537774665, mode=normal, start=Thu May 26 14:44:25 BST 2016, end=Thu May 26 14:48:25 BST 2016, operations=263.90807259105003, operationsPerMinute=65.97701814776251
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:36 BST 2016, end=Thu May 26 14:50:36 BST 2016, operations=226.80335256957986, operationsPerMinute=113.40167628478993, mode=normal, start=Thu May 26 14:50:43 BST 2016, end=Thu May 26 14:54:43 BST 2016, operations=439.0858130706611, operationsPerMinute=109.77145326766528
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:50 BST 2016, end=Thu May 26 14:56:50 BST 2016, operations=373.6172544956704, operationsPerMinute=186.8086272478352, mode=normal, start=Thu May 26 14:56:54 BST 2016, end=Thu May 26 15:00:54 BST 2016, operations=756.6700959261968, operationsPerMinute=189.1675239815492
benchmark-name=derby, mod=warmup, start=Thu May 26 15:02:44 BST 2016, end=Thu May 26 15:04:44 BST 2016, operations=334.71239014387544, operationsPerMinute=167.35619507193772, mode=normal, start=Thu May 26 15:04:49 BST 2016, end=Thu May 26 15:08:49 BST 2016, operations=673.2373204937478, operationsPerMinute=168.30933012343695
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:08:54 BST 2016, end=Thu May 26 15:10:54 BST 2016, operations=219.0544648654406, operationsPerMinute=109.5272324327203, mode=normal, start=Thu May 26 15:11:01 BST 2016, end=Thu May 26 15:15:01 BST 2016, operations=433.02528332466784, operationsPerMinute=108.25632083116696
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:15:07 BST 2016, end=Thu May 26 15:17:07 BST 2016, operations=88.84399033587277, operationsPerMinute=44.42199516793639, mode=normal, start=Thu May 26 15:17:24 BST 2016, end=Thu May 26 15:21:24 BST 2016, operations=193.84312457679258, operationsPerMinute=48.460781144198144
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:21:39 BST 2016, end=Thu May 26 15:23:39 BST 2016, operations=20.143453981116338, operationsPerMinute=10.071726990558169, mode=normal, start=Thu May 26 15:25:08 BST 2016, end=Thu May 26 15:29:08 BST 2016, operations=40.46248334400551, operationsPerMinute=10.115620836001378
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:30:20 BST 2016, end=Thu May 26 15:32:20 BST 2016, operations=120.81447612982544, operationsPerMinute=60.40723806491272, mode=normal, start=Thu May 26 15:32:33 BST 2016, end=Thu May 26 15:36:33 BST 2016, operations=243.16578318596956, operationsPerMinute=60.79144579649239
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:36:47 BST 2016, end=Thu May 26 15:38:47 BST 2016, operations=62.76102908474377, operationsPerMinute=31.380514542371884, mode=normal, start=Thu May 26 15:39:05 BST 2016, end=Thu May 26 15:43:05 BST 2016, operations=125.3691635503364, operationsPerMinute=31.3422908875841
