spec.jvm2008.report.run.location=LAW015
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:32 BST 2016, end=Thu May 26 14:21:32 BST 2016, operations=1.0, operationsPerMinute=666.6666666666666
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:32 BST 2016, end=Thu May 26 14:21:33 BST 2016, operations=1.0, operationsPerMinute=100.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:33 BST 2016, end=Thu May 26 14:21:55 BST 2016, operations=1.0, operationsPerMinute=2.68781077812122
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:21:55 BST 2016, end=Thu May 26 14:22:00 BST 2016, operations=1.0, operationsPerMinute=11.914217633042098
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:22:00 BST 2016, end=Thu May 26 14:22:02 BST 2016, operations=1.0, operationsPerMinute=37.406483790523694
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:22:02 BST 2016, end=Thu May 26 14:22:11 BST 2016, operations=1.0, operationsPerMinute=6.4260469101424444
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:22:11 BST 2016, end=Thu May 26 14:22:19 BST 2016, operations=1.0, operationsPerMinute=7.7750421148114555
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:19 BST 2016, end=Thu May 26 14:22:25 BST 2016, operations=1.0, operationsPerMinute=9.06344410876133
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:25 BST 2016, end=Thu May 26 14:22:28 BST 2016, operations=1.0, operationsPerMinute=21.05263157894737
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:28 BST 2016, end=Thu May 26 14:22:29 BST 2016, operations=1.0, operationsPerMinute=63.1578947368421
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:29 BST 2016, end=Thu May 26 14:22:30 BST 2016, operations=1.0, operationsPerMinute=50.847457627118644
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:30 BST 2016, end=Thu May 26 14:22:37 BST 2016, operations=1.0, operationsPerMinute=9.257830581700356
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:22:37 BST 2016, end=Thu May 26 14:22:38 BST 2016, operations=1.0, operationsPerMinute=36.144578313253014
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:38 BST 2016, end=Thu May 26 14:22:40 BST 2016, operations=1.0, operationsPerMinute=49.18032786885246
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:40 BST 2016, end=Thu May 26 14:22:43 BST 2016, operations=1.0, operationsPerMinute=20.338983050847457
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:43 BST 2016, end=Thu May 26 14:22:50 BST 2016, operations=1.0, operationsPerMinute=8.35421888053467
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:50 BST 2016, end=Thu May 26 14:23:17 BST 2016, operations=1.0, operationsPerMinute=2.217376843194501
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:23:17 BST 2016, end=Thu May 26 14:23:18 BST 2016, operations=1.0, operationsPerMinute=43.47826086956522
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:32 BST 2016, end=Thu May 26 14:25:32 BST 2016, operations=359.3516978187661, operationsPerMinute=179.67584890938306, mode=normal, start=Thu May 26 14:25:34 BST 2016, end=Thu May 26 14:29:34 BST 2016, operations=734.05868771571, operationsPerMinute=183.5146719289275
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:39 BST 2016, end=Thu May 26 14:31:39 BST 2016, operations=144.63945665032156, operationsPerMinute=72.31972832516078, mode=normal, start=Thu May 26 14:31:44 BST 2016, end=Thu May 26 14:35:44 BST 2016, operations=288.6010640668385, operationsPerMinute=72.15026601670962
benchmark-name=compress, mod=warmup, start=Thu May 26 14:35:49 BST 2016, end=Thu May 26 14:37:49 BST 2016, operations=286.1647455377841, operationsPerMinute=143.08237276889204, mode=normal, start=Thu May 26 14:37:51 BST 2016, end=Thu May 26 14:41:51 BST 2016, operations=575.2480219086829, operationsPerMinute=143.81200547717071
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:55 BST 2016, end=Thu May 26 14:43:55 BST 2016, operations=94.53648926226224, operationsPerMinute=47.26824463113112, mode=normal, start=Thu May 26 14:44:03 BST 2016, end=Thu May 26 14:48:03 BST 2016, operations=207.13256599160684, operationsPerMinute=51.78314149790171
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:08 BST 2016, end=Thu May 26 14:50:08 BST 2016, operations=177.31694161666053, operationsPerMinute=88.65847080833026, mode=normal, start=Thu May 26 14:50:11 BST 2016, end=Thu May 26 14:54:11 BST 2016, operations=303.06172375565495, operationsPerMinute=75.76543093891374
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:16 BST 2016, end=Thu May 26 14:56:16 BST 2016, operations=260.21134239635785, operationsPerMinute=130.10567119817892, mode=normal, start=Thu May 26 14:56:19 BST 2016, end=Thu May 26 15:00:19 BST 2016, operations=537.8101331071078, operationsPerMinute=134.45253327677696
benchmark-name=derby, mod=warmup, start=Thu May 26 15:01:19 BST 2016, end=Thu May 26 15:03:19 BST 2016, operations=189.26654417986813, operationsPerMinute=94.63327208993407, mode=normal, start=Thu May 26 15:03:22 BST 2016, end=Thu May 26 15:07:22 BST 2016, operations=374.4609269782061, operationsPerMinute=93.61523174455152
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:07:26 BST 2016, end=Thu May 26 15:09:26 BST 2016, operations=129.3026885299236, operationsPerMinute=64.6513442649618, mode=normal, start=Thu May 26 15:09:32 BST 2016, end=Thu May 26 15:13:32 BST 2016, operations=257.74025996464655, operationsPerMinute=64.43506499116164
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:13:40 BST 2016, end=Thu May 26 15:15:40 BST 2016, operations=59.500800564973765, operationsPerMinute=29.750400282486883, mode=normal, start=Thu May 26 15:19:28 BST 2016, end=Thu May 26 15:23:28 BST 2016, operations=126.79986958515204, operationsPerMinute=31.69996739628801
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:23:40 BST 2016, end=Thu May 26 15:25:40 BST 2016, operations=8.708523469687318, operationsPerMinute=4.354261734843659, mode=normal, start=Thu May 26 15:26:45 BST 2016, end=Thu May 26 15:30:45 BST 2016, operations=28.558437172966748, operationsPerMinute=7.139609293241687
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:33:00 BST 2016, end=Thu May 26 15:35:00 BST 2016, operations=42.97106277616086, operationsPerMinute=21.48553138808043, mode=normal, start=Thu May 26 15:35:35 BST 2016, end=Thu May 26 15:39:35 BST 2016, operations=78.91195696668609, operationsPerMinute=19.727989241671523
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:39:51 BST 2016, end=Thu May 26 15:41:51 BST 2016, operations=60.30922867875735, operationsPerMinute=30.154614339378675, mode=normal, start=Thu May 26 15:42:06 BST 2016, end=Thu May 26 15:46:06 BST 2016, operations=74.4012254463632, operationsPerMinute=18.6003063615908
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:46:47 BST 2016, end=Thu May 26 15:48:47 BST 2016, operations=451.6199421524537, operationsPerMinute=225.80997107622684, mode=normal, start=Thu May 26 15:48:49 BST 2016, end=Thu May 26 15:52:49 BST 2016, operations=888.9516627216669, operationsPerMinute=222.23791568041673
benchmark-name=scimark.lu.small, mod=warmup, start=Thu May 26 15:52:52 BST 2016, end=Thu May 26 15:54:52 BST 2016, operations=350.4103804386797, operationsPerMinute=175.20519021933984, mode=normal, start=Thu May 26 15:54:55 BST 2016, end=Thu May 26 15:58:55 BST 2016, operations=702.8197383525934, operationsPerMinute=175.70493458814835
benchmark-name=scimark.sor.small, mod=warmup, start=Thu May 26 15:58:59 BST 2016, end=Thu May 26 16:00:59 BST 2016, operations=231.85895981994474, operationsPerMinute=115.92947990997237, mode=normal, start=Thu May 26 16:01:02 BST 2016, end=Thu May 26 16:05:02 BST 2016, operations=461.0920059326617, operationsPerMinute=115.27300148316543
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu May 26 16:05:05 BST 2016, end=Thu May 26 16:07:05 BST 2016, operations=325.6045017519043, operationsPerMinute=162.80225087595215, mode=normal, start=Thu May 26 16:07:07 BST 2016, end=Thu May 26 16:11:07 BST 2016, operations=651.2563600246101, operationsPerMinute=162.81409000615253
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu May 26 16:11:10 BST 2016, end=Thu May 26 16:13:10 BST 2016, operations=76.04044807487509, operationsPerMinute=38.02022403743754, mode=normal, start=Thu May 26 16:13:19 BST 2016, end=Thu May 26 16:17:19 BST 2016, operations=150.28044832617536, operationsPerMinute=37.57011208154384
benchmark-name=serial, mod=warmup, start=Thu May 26 16:17:29 BST 2016, end=Thu May 26 16:19:29 BST 2016, operations=140.430458062925, operationsPerMinute=70.2152290314625, mode=normal, start=Thu May 26 16:19:33 BST 2016, end=Thu May 26 16:23:33 BST 2016, operations=279.4554752266982, operationsPerMinute=69.86386880667455
benchmark-name=sunflow, mod=warmup, start=Thu May 26 16:23:38 BST 2016, end=Thu May 26 16:25:38 BST 2016, operations=69.43643271572654, operationsPerMinute=34.71821635786327, mode=normal, start=Thu May 26 16:25:55 BST 2016, end=Thu May 26 16:29:55 BST 2016, operations=161.09263829821444, operationsPerMinute=40.27315957455361
benchmark-name=xml.transform, mod=warmup, start=Thu May 26 16:30:23 BST 2016, end=Thu May 26 16:32:23 BST 2016, operations=312.44055510001516, operationsPerMinute=156.22027755000758, mode=normal, start=Thu May 26 16:32:24 BST 2016, end=Thu May 26 16:36:24 BST 2016, operations=612.1189856429924, operationsPerMinute=153.0297464107481
benchmark-name=xml.validation, mod=warmup, start=Thu May 26 16:36:27 BST 2016, end=Thu May 26 16:38:27 BST 2016, operations=565.9086875106025, operationsPerMinute=282.95434375530124, mode=normal, start=Thu May 26 16:38:28 BST 2016, end=Thu May 26 16:42:28 BST 2016, operations=1208.408182080011, operationsPerMinute=302.1020455200028
