spec.jvm2008.report.run.location=BEDSONTC090
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:18:47 BST 2016, end=Thu May 26 14:18:47 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:18:47 BST 2016, end=Thu May 26 14:18:47 BST 2016, operations=1.0, operationsPerMinute=273.972602739726
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:18:47 BST 2016, end=Thu May 26 14:19:03 BST 2016, operations=1.0, operationsPerMinute=3.7089695246337393
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:19:03 BST 2016, end=Thu May 26 14:19:07 BST 2016, operations=1.0, operationsPerMinute=17.094017094017094
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:19:07 BST 2016, end=Thu May 26 14:19:08 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:19:08 BST 2016, end=Thu May 26 14:19:16 BST 2016, operations=1.0, operationsPerMinute=7.1098471382865265
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:19:16 BST 2016, end=Thu May 26 14:19:24 BST 2016, operations=1.0, operationsPerMinute=8.028904054596548
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:19:24 BST 2016, end=Thu May 26 14:19:31 BST 2016, operations=1.0, operationsPerMinute=9.071666162685213
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:19:31 BST 2016, end=Thu May 26 14:19:33 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:19:33 BST 2016, end=Thu May 26 14:19:33 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:19:33 BST 2016, end=Thu May 26 14:19:34 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:19:34 BST 2016, end=Thu May 26 14:19:40 BST 2016, operations=1.0, operationsPerMinute=10.771992818671455
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:19:40 BST 2016, end=Thu May 26 14:19:41 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:19:41 BST 2016, end=Thu May 26 14:19:42 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:19:42 BST 2016, end=Thu May 26 14:19:44 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:19:44 BST 2016, end=Thu May 26 14:19:51 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:19:51 BST 2016, end=Thu May 26 14:20:11 BST 2016, operations=1.0, operationsPerMinute=2.9931158335827597
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:20:11 BST 2016, end=Thu May 26 14:20:12 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:20:22 BST 2016, end=Thu May 26 14:22:22 BST 2016, operations=491.50240783946674, operationsPerMinute=245.75120391973337, mode=normal, start=Thu May 26 14:22:23 BST 2016, end=Thu May 26 14:26:23 BST 2016, operations=1017.8429920682959, operationsPerMinute=254.46074801707397
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:26:28 BST 2016, end=Thu May 26 14:28:28 BST 2016, operations=199.5332407194594, operationsPerMinute=99.7666203597297, mode=normal, start=Thu May 26 14:28:31 BST 2016, end=Thu May 26 14:32:31 BST 2016, operations=394.67686666155305, operationsPerMinute=98.66921666538826
benchmark-name=compress, mod=warmup, start=Thu May 26 14:32:34 BST 2016, end=Thu May 26 14:34:34 BST 2016, operations=402.31767882681925, operationsPerMinute=201.15883941340962, mode=normal, start=Thu May 26 14:34:36 BST 2016, end=Thu May 26 14:38:36 BST 2016, operations=804.6759472324802, operationsPerMinute=201.16898680812005
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:38:37 BST 2016, end=Thu May 26 14:40:37 BST 2016, operations=140.44340469811166, operationsPerMinute=70.22170234905583, mode=normal, start=Thu May 26 14:40:42 BST 2016, end=Thu May 26 14:44:42 BST 2016, operations=294.74890412747135, operationsPerMinute=73.68722603186784
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:44:48 BST 2016, end=Thu May 26 14:46:48 BST 2016, operations=233.8521180562008, operationsPerMinute=116.9260590281004, mode=normal, start=Thu May 26 14:46:50 BST 2016, end=Thu May 26 14:50:50 BST 2016, operations=468.86295842521986, operationsPerMinute=117.21573960630496
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:50:54 BST 2016, end=Thu May 26 14:52:54 BST 2016, operations=400.5810506444308, operationsPerMinute=200.2905253222154, mode=normal, start=Thu May 26 14:52:55 BST 2016, end=Thu May 26 14:56:55 BST 2016, operations=817.3589743589744, operationsPerMinute=204.3397435897436
benchmark-name=derby, mod=warmup, start=Thu May 26 14:57:33 BST 2016, end=Thu May 26 14:59:33 BST 2016, operations=354.6136873610225, operationsPerMinute=177.30684368051126, mode=normal, start=Thu May 26 14:59:35 BST 2016, end=Thu May 26 15:03:35 BST 2016, operations=722.8180108296646, operationsPerMinute=180.70450270741614
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:03:38 BST 2016, end=Thu May 26 15:05:38 BST 2016, operations=209.26116507886766, operationsPerMinute=104.63058253943383, mode=normal, start=Thu May 26 15:05:42 BST 2016, end=Thu May 26 15:09:42 BST 2016, operations=418.66059584328684, operationsPerMinute=104.66514896082171
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:09:44 BST 2016, end=Thu May 26 15:11:44 BST 2016, operations=70.7876716123852, operationsPerMinute=35.3938358061926, mode=normal, start=Thu May 26 15:11:52 BST 2016, end=Thu May 26 15:15:52 BST 2016, operations=142.0930817459407, operationsPerMinute=35.52327043648518
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:16:01 BST 2016, end=Thu May 26 15:18:01 BST 2016, operations=13.907729080768256, operationsPerMinute=6.953864540384128, mode=normal, start=Thu May 26 15:18:44 BST 2016, end=Thu May 26 15:22:44 BST 2016, operations=27.81377979584684, operationsPerMinute=6.95344494896171
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:23:28 BST 2016, end=Thu May 26 15:25:28 BST 2016, operations=75.18773556451472, operationsPerMinute=37.59386778225736, mode=normal, start=Thu May 26 15:25:35 BST 2016, end=Thu May 26 15:29:35 BST 2016, operations=150.47298083461177, operationsPerMinute=37.618245208652944
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:29:44 BST 2016, end=Thu May 26 15:31:44 BST 2016, operations=43.207177678186866, operationsPerMinute=21.603588839093433, mode=normal, start=Thu May 26 15:31:54 BST 2016, end=Thu May 26 15:35:54 BST 2016, operations=86.423614223675, operationsPerMinute=21.60590355591875
