spec.jvm2008.report.run.location=BARN-16
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 17:55:58 BST 2016, end=Fri Jul 01 17:55:58 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 17:55:58 BST 2016, end=Fri Jul 01 17:55:58 BST 2016, operations=1.0, operationsPerMinute=273.972602739726
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 17:55:58 BST 2016, end=Fri Jul 01 17:56:12 BST 2016, operations=1.0, operationsPerMinute=4.34593654932638
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 17:56:12 BST 2016, end=Fri Jul 01 17:56:15 BST 2016, operations=1.0, operationsPerMinute=17.482517482517483
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 17:56:15 BST 2016, end=Fri Jul 01 17:56:17 BST 2016, operations=1.0, operationsPerMinute=47.50593824228029
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 17:56:17 BST 2016, end=Fri Jul 01 17:56:25 BST 2016, operations=1.0, operationsPerMinute=7.056333058920381
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 17:56:25 BST 2016, end=Fri Jul 01 17:56:33 BST 2016, operations=1.0, operationsPerMinute=7.882291119285339
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 17:56:33 BST 2016, end=Fri Jul 01 17:56:39 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 17:56:39 BST 2016, end=Fri Jul 01 17:56:42 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 17:56:42 BST 2016, end=Fri Jul 01 17:56:42 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 17:56:42 BST 2016, end=Fri Jul 01 17:56:43 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 17:56:43 BST 2016, end=Fri Jul 01 17:56:49 BST 2016, operations=1.0, operationsPerMinute=10.803024846957149
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 17:56:49 BST 2016, end=Fri Jul 01 17:56:50 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 17:56:50 BST 2016, end=Fri Jul 01 17:56:51 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 17:56:51 BST 2016, end=Fri Jul 01 17:56:53 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 17:56:53 BST 2016, end=Fri Jul 01 17:57:00 BST 2016, operations=1.0, operationsPerMinute=9.334163036714374
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 17:57:00 BST 2016, end=Fri Jul 01 17:57:20 BST 2016, operations=1.0, operationsPerMinute=2.97000297000297
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 17:57:20 BST 2016, end=Fri Jul 01 17:57:21 BST 2016, operations=1.0, operationsPerMinute=72.63922518159806
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 17:57:31 BST 2016, end=Fri Jul 01 17:59:31 BST 2016, operations=485.79585437089406, operationsPerMinute=242.89792718544703, mode=normal, start=Fri Jul 01 17:59:33 BST 2016, end=Fri Jul 01 18:03:33 BST 2016, operations=1016.4864775454398, operationsPerMinute=254.12161938635995
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 18:03:37 BST 2016, end=Fri Jul 01 18:05:37 BST 2016, operations=186.36300001542344, operationsPerMinute=93.18150000771172, mode=normal, start=Fri Jul 01 18:05:40 BST 2016, end=Fri Jul 01 18:09:40 BST 2016, operations=382.6797041207813, operationsPerMinute=95.66992603019533
benchmark-name=compress, mod=warmup, start=Fri Jul 01 18:09:44 BST 2016, end=Fri Jul 01 18:11:44 BST 2016, operations=398.66680957576926, operationsPerMinute=199.33340478788463, mode=normal, start=Fri Jul 01 18:11:45 BST 2016, end=Fri Jul 01 18:15:45 BST 2016, operations=796.9205587103675, operationsPerMinute=199.23013967759186
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 18:15:47 BST 2016, end=Fri Jul 01 18:17:47 BST 2016, operations=140.01133088476627, operationsPerMinute=70.00566544238313, mode=normal, start=Fri Jul 01 18:17:53 BST 2016, end=Fri Jul 01 18:21:53 BST 2016, operations=293.19806565322074, operationsPerMinute=73.29951641330518
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 18:21:59 BST 2016, end=Fri Jul 01 18:23:59 BST 2016, operations=234.33030887065166, operationsPerMinute=117.16515443532583, mode=normal, start=Fri Jul 01 18:24:01 BST 2016, end=Fri Jul 01 18:28:01 BST 2016, operations=470.8964625529944, operationsPerMinute=117.7241156382486
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 18:28:04 BST 2016, end=Fri Jul 01 18:30:04 BST 2016, operations=407.78838512897676, operationsPerMinute=203.89419256448838, mode=normal, start=Fri Jul 01 18:30:06 BST 2016, end=Fri Jul 01 18:34:06 BST 2016, operations=813.8996944408411, operationsPerMinute=203.47492361021028
benchmark-name=derby, mod=warmup, start=Fri Jul 01 18:34:29 BST 2016, end=Fri Jul 01 18:36:29 BST 2016, operations=362.82139187100546, operationsPerMinute=181.41069593550273, mode=normal, start=Fri Jul 01 18:36:30 BST 2016, end=Fri Jul 01 18:40:30 BST 2016, operations=727.2753115944654, operationsPerMinute=181.81882789861635
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 18:40:33 BST 2016, end=Fri Jul 01 18:42:33 BST 2016, operations=208.04653544517095, operationsPerMinute=104.02326772258547, mode=normal, start=Fri Jul 01 18:42:37 BST 2016, end=Fri Jul 01 18:46:37 BST 2016, operations=415.73006220206094, operationsPerMinute=103.93251555051523
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 18:46:41 BST 2016, end=Fri Jul 01 18:48:41 BST 2016, operations=74.67790875016811, operationsPerMinute=37.33895437508406, mode=normal, start=Fri Jul 01 18:48:50 BST 2016, end=Fri Jul 01 18:52:50 BST 2016, operations=158.4308459856124, operationsPerMinute=39.6077114964031
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 18:52:57 BST 2016, end=Fri Jul 01 18:54:57 BST 2016, operations=13.837362631076857, operationsPerMinute=6.918681315538429, mode=normal, start=Fri Jul 01 18:55:41 BST 2016, end=Fri Jul 01 18:59:41 BST 2016, operations=27.721618328086876, operationsPerMinute=6.930404582021719
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 19:00:10 BST 2016, end=Fri Jul 01 19:02:10 BST 2016, operations=74.50075685914575, operationsPerMinute=37.250378429572876, mode=normal, start=Fri Jul 01 19:02:18 BST 2016, end=Fri Jul 01 19:06:18 BST 2016, operations=147.41664030703225, operationsPerMinute=36.85416007675806
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 19:06:30 BST 2016, end=Fri Jul 01 19:08:30 BST 2016, operations=43.02942716204964, operationsPerMinute=21.51471358102482, mode=normal, start=Fri Jul 01 19:08:40 BST 2016, end=Fri Jul 01 19:12:40 BST 2016, operations=86.00087418092103, operationsPerMinute=21.500218545230258
