spec.jvm2008.report.run.location=OLDLIB024
spec.jvm2008.report.hw.cpu.name=Intel(R) Xeon(R) CPU E31270 @ 3.40GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=16341
benchmark-name=check, mode=normal, start=Fri Jun 03 15:04:57 BST 2016, end=Fri Jun 03 15:04:57 BST 2016, operations=1.0, operationsPerMinute=1200.0
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:04:57 BST 2016, end=Fri Jun 03 15:04:57 BST 2016, operations=1.0, operationsPerMinute=512.8205128205128
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:04:57 BST 2016, end=Fri Jun 03 15:05:16 BST 2016, operations=1.0, operationsPerMinute=3.2350245322693696
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:05:16 BST 2016, end=Fri Jun 03 15:05:20 BST 2016, operations=1.0, operationsPerMinute=14.295925661186562
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:05:20 BST 2016, end=Fri Jun 03 15:05:22 BST 2016, operations=1.0, operationsPerMinute=40.59539918809202
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:05:22 BST 2016, end=Fri Jun 03 15:05:31 BST 2016, operations=1.0, operationsPerMinute=6.566706796541534
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:05:31 BST 2016, end=Fri Jun 03 15:05:39 BST 2016, operations=1.0, operationsPerMinute=7.654037504783774
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:05:39 BST 2016, end=Fri Jun 03 15:05:45 BST 2016, operations=1.0, operationsPerMinute=9.04431715405487
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:05:45 BST 2016, end=Fri Jun 03 15:05:48 BST 2016, operations=1.0, operationsPerMinute=21.47458840372226
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:05:48 BST 2016, end=Fri Jun 03 15:05:49 BST 2016, operations=1.0, operationsPerMinute=72.37635705669481
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:05:49 BST 2016, end=Fri Jun 03 15:05:50 BST 2016, operations=1.0, operationsPerMinute=54.6448087431694
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:05:50 BST 2016, end=Fri Jun 03 15:05:56 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:05:56 BST 2016, end=Fri Jun 03 15:05:58 BST 2016, operations=1.0, operationsPerMinute=39.01170351105332
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:05:58 BST 2016, end=Fri Jun 03 15:05:59 BST 2016, operations=1.0, operationsPerMinute=48.0
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:05:59 BST 2016, end=Fri Jun 03 15:06:02 BST 2016, operations=1.0, operationsPerMinute=21.193924408336276
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:06:02 BST 2016, end=Fri Jun 03 15:06:08 BST 2016, operations=1.0, operationsPerMinute=9.306654257794323
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:06:08 BST 2016, end=Fri Jun 03 15:06:34 BST 2016, operations=1.0, operationsPerMinute=2.32225103533692
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:06:34 BST 2016, end=Fri Jun 03 15:06:35 BST 2016, operations=1.0, operationsPerMinute=54.74452554744526
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:06:48 BST 2016, end=Fri Jun 03 15:08:48 BST 2016, operations=436.8555686149075, operationsPerMinute=218.42778430745375, mode=normal, start=Fri Jun 03 15:08:52 BST 2016, end=Fri Jun 03 15:12:52 BST 2016, operations=893.8277553173518, operationsPerMinute=223.45693882933796
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:12:58 BST 2016, end=Fri Jun 03 15:14:58 BST 2016, operations=176.92161809461896, operationsPerMinute=88.46080904730948, mode=normal, start=Fri Jun 03 15:15:05 BST 2016, end=Fri Jun 03 15:19:05 BST 2016, operations=353.3886843232019, operationsPerMinute=88.34717108080048
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:19:14 BST 2016, end=Fri Jun 03 15:21:14 BST 2016, operations=478.61109653764413, operationsPerMinute=239.30554826882206, mode=normal, start=Fri Jun 03 15:21:17 BST 2016, end=Fri Jun 03 15:25:17 BST 2016, operations=960.4847629114133, operationsPerMinute=240.12119072785333
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:25:20 BST 2016, end=Fri Jun 03 15:27:20 BST 2016, operations=127.46473237478875, operationsPerMinute=63.732366187394376, mode=normal, start=Fri Jun 03 15:27:31 BST 2016, end=Fri Jun 03 15:31:31 BST 2016, operations=267.42601681169725, operationsPerMinute=66.85650420292431
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:31:42 BST 2016, end=Fri Jun 03 15:33:42 BST 2016, operations=219.88757710318967, operationsPerMinute=109.94378855159484, mode=normal, start=Fri Jun 03 15:33:49 BST 2016, end=Fri Jun 03 15:37:49 BST 2016, operations=445.69440912697576, operationsPerMinute=111.42360228174394
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:37:56 BST 2016, end=Fri Jun 03 15:39:56 BST 2016, operations=381.33936804640626, operationsPerMinute=190.66968402320313, mode=normal, start=Fri Jun 03 15:40:00 BST 2016, end=Fri Jun 03 15:44:00 BST 2016, operations=741.1440550424621, operationsPerMinute=185.28601376061553
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:45:28 BST 2016, end=Fri Jun 03 15:47:28 BST 2016, operations=-4.883217094796666E11, operationsPerMinute=-2.441608547398333E11, ##-nursultan-##,OLDLIB024,Intel(R) Xeon(R) CPU E31270 @ 3.40GHz,4,16341,check,Fri Jun 03 15:04:57 BST 2016,Fri Jun 03 15:04:57 BST 2016,1.0,1200.0,startup.helloworld,Fri Jun 03 15:04:57 BST 2016,Fri Jun 03 15:04:57 BST 2016,1.0,512.8205128205128,startup.compiler.compiler,Fri Jun 03 15:04:57 BST 2016,Fri Jun 03 15:05:16 BST 2016,1.0,3.2350245322693696,startup.compiler.sunflow,Fri Jun 03 15:05:16 BST 2016,Fri Jun 03 15:05:20 BST 2016,1.0,14.295925661186562,startup.compress,Fri Jun 03 15:05:20 BST 2016,Fri Jun 03 15:05:22 BST 2016,1.0,40.59539918809202,startup.crypto.aes,Fri Jun 03 15:05:22 BST 2016,Fri Jun 03 15:05:31 BST 2016,1.0,6.566706796541534,startup.crypto.rsa,Fri Jun 03 15:05:31 BST 2016,Fri Jun 03 15:05:39 BST 2016,1.0,7.654037504783774,startup.crypto.signverify,Fri Jun 03 15:05:39 BST 2016,Fri Jun 03 15:05:45 BST 2016,1.0,9.04431715405487,startup.mpegaudio,Fri Jun 03 15:05:45 BST 2016,Fri Jun 03 15:05:48 BST 2016,1.0,21.47458840372226,startup.scimark.fft,Fri Jun 03 15:05:48 BST 2016,Fri Jun 03 15:05:49 BST 2016,1.0,72.37635705669481,startup.scimark.lu,Fri Jun 03 15:05:49 BST 2016,Fri Jun 03 15:05:50 BST 2016,1.0,54.6448087431694,startup.scimark.monte_carlo,Fri Jun 03 15:05:50 BST 2016,Fri Jun 03 15:05:56 BST 2016,1.0,9.426551453260016,startup.scimark.sor,Fri Jun 03 15:05:56 BST 2016,Fri Jun 03 15:05:58 BST 2016,1.0,39.01170351105332,startup.scimark.sparse,Fri Jun 03 15:05:58 BST 2016,Fri Jun 03 15:05:59 BST 2016,1.0,48.0,startup.serial,Fri Jun 03 15:05:59 BST 2016,Fri Jun 03 15:06:02 BST 2016,1.0,21.193924408336276,startup.sunflow,Fri Jun 03 15:06:02 BST 2016,Fri Jun 03 15:06:08 BST 2016,1.0,9.306654257794323,startup.xml.transform,Fri Jun 03 15:06:08 BST 2016,Fri Jun 03 15:06:34 BST 2016,1.0,2.32225103533692,startup.xml.validation,Fri Jun 03 15:06:34 BST 2016,Fri Jun 03 15:06:35 BST 2016,1.0,54.74452554744526,compiler.compiler,Fri Jun 03 15:06:48 BST 2016,Fri Jun 03 15:08:48 BST 2016,436.8555686149075,218.42778430745375,Fri Jun 03 15:08:52 BST 2016,Fri Jun 03 15:12:52 BST 2016,893.8277553173518,223.45693882933796,compiler.sunflow,Fri Jun 03 15:12:58 BST 2016,Fri Jun 03 15:14:58 BST 2016,176.92161809461896,88.46080904730948,Fri Jun 03 15:15:05 BST 2016,Fri Jun 03 15:19:05 BST 2016,353.3886843232019,88.34717108080048,compress,Fri Jun 03 15:19:14 BST 2016,Fri Jun 03 15:21:14 BST 2016,478.61109653764413,239.30554826882206,Fri Jun 03 15:21:17 BST 2016,Fri Jun 03 15:25:17 BST 2016,960.4847629114133,240.12119072785333,crypto.aes,Fri Jun 03 15:25:20 BST 2016,Fri Jun 03 15:27:20 BST 2016,127.46473237478875,63.732366187394376,Fri Jun 03 15:27:31 BST 2016,Fri Jun 03 15:31:31 BST 2016,267.42601681169725,66.85650420292431,crypto.rsa,Fri Jun 03 15:31:42 BST 2016,Fri Jun 03 15:33:42 BST 2016,219.88757710318967,109.94378855159484,Fri Jun 03 15:33:49 BST 2016,Fri Jun 03 15:37:49 BST 2016,445.69440912697576,111.42360228174394,crypto.signverify,Fri Jun 03 15:37:56 BST 2016,Fri Jun 03 15:39:56 BST 2016,381.33936804640626,190.66968402320313,Fri Jun 03 15:40:00 BST 2016,Fri Jun 03 15:44:00 BST 2016,741.1440550424621,185.28601376061553,derby,Fri Jun 03 15:45:28 BST 2016,Fri Jun 03 15:47:28 BST 2016,-4.883217094796666E11,-2.441608547398333E11,
