spec.jvm2008.report.run.location=ROBLIB148
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:20:59 BST 2016, end=Thu May 26 14:20:59 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:20:59 BST 2016, end=Thu May 26 14:21:00 BST 2016, operations=1.0, operationsPerMinute=103.80622837370242
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:00 BST 2016, end=Thu May 26 14:21:18 BST 2016, operations=1.0, operationsPerMinute=3.251151449471688
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:21:18 BST 2016, end=Thu May 26 14:21:22 BST 2016, operations=1.0, operationsPerMinute=13.885674612358251
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:22 BST 2016, end=Thu May 26 14:21:24 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:24 BST 2016, end=Thu May 26 14:21:33 BST 2016, operations=1.0, operationsPerMinute=6.552364311455717
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:33 BST 2016, end=Thu May 26 14:21:41 BST 2016, operations=1.0, operationsPerMinute=7.6923076923076925
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:21:41 BST 2016, end=Thu May 26 14:21:48 BST 2016, operations=1.0, operationsPerMinute=8.700696055684455
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:21:48 BST 2016, end=Thu May 26 14:21:50 BST 2016, operations=1.0, operationsPerMinute=23.603461841070022
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:21:50 BST 2016, end=Thu May 26 14:21:51 BST 2016, operations=1.0, operationsPerMinute=73.89162561576354
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:21:51 BST 2016, end=Thu May 26 14:21:52 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:21:52 BST 2016, end=Thu May 26 14:21:58 BST 2016, operations=1.0, operationsPerMinute=10.121457489878543
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:21:58 BST 2016, end=Thu May 26 14:22:00 BST 2016, operations=1.0, operationsPerMinute=37.359900373599004
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:00 BST 2016, end=Thu May 26 14:22:01 BST 2016, operations=1.0, operationsPerMinute=51.282051282051285
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:01 BST 2016, end=Thu May 26 14:22:03 BST 2016, operations=1.0, operationsPerMinute=24.81389578163772
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:03 BST 2016, end=Thu May 26 14:22:10 BST 2016, operations=1.0, operationsPerMinute=8.43407365757661
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:10 BST 2016, end=Thu May 26 14:22:33 BST 2016, operations=1.0, operationsPerMinute=2.6325026325026326
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:33 BST 2016, end=Thu May 26 14:22:34 BST 2016, operations=1.0, operationsPerMinute=58.25242718446602
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:22:45 BST 2016, end=Thu May 26 14:24:45 BST 2016, operations=403.82490821880265, operationsPerMinute=201.91245410940132, mode=normal, start=Thu May 26 14:24:47 BST 2016, end=Thu May 26 14:28:47 BST 2016, operations=825.5678616796397, operationsPerMinute=206.39196541990992
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:28:51 BST 2016, end=Thu May 26 14:30:51 BST 2016, operations=162.868270592226, operationsPerMinute=81.434135296113, mode=normal, start=Thu May 26 14:30:55 BST 2016, end=Thu May 26 14:34:55 BST 2016, operations=325.91757854368586, operationsPerMinute=81.47939463592147
benchmark-name=compress, mod=warmup, start=Thu May 26 14:34:59 BST 2016, end=Thu May 26 14:36:59 BST 2016, operations=271.8134773077903, operationsPerMinute=135.90673865389516, mode=normal, start=Thu May 26 14:37:03 BST 2016, end=Thu May 26 14:41:03 BST 2016, operations=386.48394562175804, operationsPerMinute=96.62098640543951
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:11 BST 2016, end=Thu May 26 14:43:11 BST 2016, operations=96.66325934541501, operationsPerMinute=48.33162967270751, mode=normal, start=Thu May 26 14:43:16 BST 2016, end=Thu May 26 14:47:16 BST 2016, operations=204.18141288617028, operationsPerMinute=51.04535322154257
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:47:22 BST 2016, end=Thu May 26 14:49:22 BST 2016, operations=161.9026177161396, operationsPerMinute=80.9513088580698, mode=normal, start=Thu May 26 14:49:26 BST 2016, end=Thu May 26 14:53:26 BST 2016, operations=201.68862980570847, operationsPerMinute=50.42215745142712
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:06 BST 2016, end=Thu May 26 14:56:06 BST 2016, operations=273.7767255345973, operationsPerMinute=136.88836276729864, mode=normal, start=Thu May 26 14:56:10 BST 2016, end=Thu May 26 15:00:10 BST 2016, operations=558.1235586256053, operationsPerMinute=139.5308896564013
benchmark-name=derby, mod=warmup, start=Thu May 26 15:01:32 BST 2016, end=Thu May 26 15:03:32 BST 2016, operations=250.9555859309827, operationsPerMinute=125.47779296549135, mode=normal, start=Thu May 26 15:03:35 BST 2016, end=Thu May 26 15:07:35 BST 2016, operations=502.1490025533319, operationsPerMinute=125.53725063833298
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:07:39 BST 2016, end=Thu May 26 15:09:39 BST 2016, operations=142.4559518262274, operationsPerMinute=71.2279759131137, mode=normal, start=Thu May 26 15:09:44 BST 2016, end=Thu May 26 15:13:44 BST 2016, operations=187.1176729194911, operationsPerMinute=46.779418229872775
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:14:19 BST 2016, end=Thu May 26 15:16:19 BST 2016, operations=76.0732427330504, operationsPerMinute=38.0366213665252, mode=normal, start=Thu May 26 15:17:26 BST 2016, end=Thu May 26 15:21:26 BST 2016, operations=106.96905401087041, operationsPerMinute=26.742263502717602
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:21:44 BST 2016, end=Thu May 26 15:23:44 BST 2016, operations=7.086536773260958, operationsPerMinute=3.543268386630479, mode=normal, start=Thu May 26 15:24:43 BST 2016, end=Thu May 26 15:28:43 BST 2016, operations=22.06154972085983, operationsPerMinute=5.5153874302149575
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:30:09 BST 2016, end=Thu May 26 15:32:09 BST 2016, operations=37.282319916466484, operationsPerMinute=18.641159958233242, mode=normal, start=Thu May 26 15:32:46 BST 2016, end=Thu May 26 15:36:46 BST 2016, operations=80.16164785412187, operationsPerMinute=20.040411963530467
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:37:52 BST 2016, end=Thu May 26 15:39:52 BST 2016, operations=21.39109894211112, operationsPerMinute=10.69554947105556, mode=normal, start=Thu May 26 15:40:17 BST 2016, end=Thu May 26 15:44:17 BST 2016, operations=65.62746541974711, operationsPerMinute=16.406866354936778
