spec.jvm2008.report.run.location=TOLL08
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 03:05:37 BST 2016, end=Wed Jun 29 03:05:37 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 03:05:37 BST 2016, end=Wed Jun 29 03:05:38 BST 2016, operations=1.0, operationsPerMinute=147.7832512315271
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 03:05:38 BST 2016, end=Wed Jun 29 03:06:04 BST 2016, operations=1.0, operationsPerMinute=2.3072486060373003
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 03:06:04 BST 2016, end=Wed Jun 29 03:06:10 BST 2016, operations=1.0, operationsPerMinute=10.567101091933779
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 03:06:10 BST 2016, end=Wed Jun 29 03:06:11 BST 2016, operations=1.0, operationsPerMinute=32.87671232876713
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 03:06:11 BST 2016, end=Wed Jun 29 03:06:23 BST 2016, operations=1.0, operationsPerMinute=5.20471894517696
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 03:06:23 BST 2016, end=Wed Jun 29 03:06:32 BST 2016, operations=1.0, operationsPerMinute=6.723442402510085
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 03:06:32 BST 2016, end=Wed Jun 29 03:06:39 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 03:06:39 BST 2016, end=Wed Jun 29 03:06:43 BST 2016, operations=1.0, operationsPerMinute=15.082956259426847
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 03:06:43 BST 2016, end=Wed Jun 29 03:06:44 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 03:06:44 BST 2016, end=Wed Jun 29 03:06:46 BST 2016, operations=1.0, operationsPerMinute=32.87671232876713
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 03:06:46 BST 2016, end=Wed Jun 29 03:06:54 BST 2016, operations=1.0, operationsPerMinute=7.586294095334429
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 03:06:54 BST 2016, end=Wed Jun 29 03:06:56 BST 2016, operations=1.0, operationsPerMinute=32.31017770597738
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 03:06:56 BST 2016, end=Wed Jun 29 03:06:58 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 03:06:58 BST 2016, end=Wed Jun 29 03:07:03 BST 2016, operations=1.0, operationsPerMinute=13.544018058690744
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 03:07:03 BST 2016, end=Wed Jun 29 03:07:11 BST 2016, operations=1.0, operationsPerMinute=6.892590465249857
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 03:07:11 BST 2016, end=Wed Jun 29 03:07:53 BST 2016, operations=1.0, operationsPerMinute=1.434583014537108
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 03:07:53 BST 2016, end=Wed Jun 29 03:07:55 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 03:08:13 BST 2016, end=Wed Jun 29 03:10:13 BST 2016, operations=209.50745596670043, operationsPerMinute=104.75372798335022, mode=normal, start=Wed Jun 29 03:10:15 BST 2016, end=Wed Jun 29 03:14:15 BST 2016, operations=428.9975409339256, operationsPerMinute=107.2493852334814
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 03:14:21 BST 2016, end=Wed Jun 29 03:16:21 BST 2016, operations=84.83040798604493, operationsPerMinute=42.415203993022466, mode=normal, start=Wed Jun 29 03:16:24 BST 2016, end=Wed Jun 29 03:20:24 BST 2016, operations=170.00251148515986, operationsPerMinute=42.500627871289964
benchmark-name=compress, mod=warmup, start=Wed Jun 29 03:20:28 BST 2016, end=Wed Jun 29 03:22:28 BST 2016, operations=129.91809475556934, operationsPerMinute=64.95904737778467, mode=normal, start=Wed Jun 29 03:22:30 BST 2016, end=Wed Jun 29 03:26:30 BST 2016, operations=258.3131947932568, operationsPerMinute=64.5782986983142
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 03:26:33 BST 2016, end=Wed Jun 29 03:28:33 BST 2016, operations=35.89486394712146, operationsPerMinute=17.94743197356073, mode=normal, start=Wed Jun 29 03:28:40 BST 2016, end=Wed Jun 29 03:32:40 BST 2016, operations=76.41506891312386, operationsPerMinute=19.103767228280965
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 03:32:47 BST 2016, end=Wed Jun 29 03:34:47 BST 2016, operations=73.93991299384211, operationsPerMinute=36.96995649692106, mode=normal, start=Wed Jun 29 03:34:51 BST 2016, end=Wed Jun 29 03:38:51 BST 2016, operations=147.8228593734077, operationsPerMinute=36.95571484335193
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 03:38:55 BST 2016, end=Wed Jun 29 03:40:55 BST 2016, operations=119.13654248637272, operationsPerMinute=59.56827124318636, mode=normal, start=Wed Jun 29 03:40:57 BST 2016, end=Wed Jun 29 03:44:57 BST 2016, operations=241.4084120146287, operationsPerMinute=60.35210300365718
benchmark-name=derby, mod=warmup, start=Wed Jun 29 03:46:56 BST 2016, end=Wed Jun 29 03:48:56 BST 2016, operations=95.07717346759557, operationsPerMinute=47.538586733797786, mode=normal, start=Wed Jun 29 03:48:59 BST 2016, end=Wed Jun 29 03:52:59 BST 2016, operations=183.79455456924103, operationsPerMinute=45.94863864231026
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 03:53:03 BST 2016, end=Wed Jun 29 03:55:03 BST 2016, operations=56.440347244746334, operationsPerMinute=28.220173622373167, mode=normal, start=Wed Jun 29 03:55:07 BST 2016, end=Wed Jun 29 03:59:07 BST 2016, operations=114.90383554669269, operationsPerMinute=28.725958886673173
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 03:59:13 BST 2016, end=Wed Jun 29 04:01:13 BST 2016, operations=28.45613964278435, operationsPerMinute=14.228069821392175, mode=normal, start=Wed Jun 29 04:01:21 BST 2016, end=Wed Jun 29 04:05:21 BST 2016, operations=50.582029792882196, operationsPerMinute=12.645507448220549
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 04:05:27 BST 2016, end=Wed Jun 29 04:07:27 BST 2016, operations=6.85293181943594, operationsPerMinute=3.42646590971797, mode=normal, start=Wed Jun 29 04:07:48 BST 2016, end=Wed Jun 29 04:11:48 BST 2016, operations=13.66096693732881, operationsPerMinute=3.4152417343322026
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 04:12:31 BST 2016, end=Wed Jun 29 04:14:31 BST 2016, operations=27.447621664407876, operationsPerMinute=13.723810832203938, mode=normal, start=Wed Jun 29 04:14:39 BST 2016, end=Wed Jun 29 04:18:39 BST 2016, operations=54.942134186119745, operationsPerMinute=13.735533546529936
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 04:18:55 BST 2016, end=Wed Jun 29 04:20:55 BST 2016, operations=21.628383730451446, operationsPerMinute=10.814191865225723, mode=normal, start=Wed Jun 29 04:21:15 BST 2016, end=Wed Jun 29 04:25:15 BST 2016, operations=42.44019101740888, operationsPerMinute=10.61004775435222
