spec.jvm2008.report.run.location=LEAZESTCE010
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jun 27 00:32:38 BST 2016, end=Mon Jun 27 00:32:38 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 00:32:38 BST 2016, end=Mon Jun 27 00:32:38 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 00:32:38 BST 2016, end=Mon Jun 27 00:32:51 BST 2016, operations=1.0, operationsPerMinute=4.684572142410993
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 00:32:51 BST 2016, end=Mon Jun 27 00:32:54 BST 2016, operations=1.0, operationsPerMinute=18.58160421183029
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 00:32:54 BST 2016, end=Mon Jun 27 00:32:56 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 00:32:56 BST 2016, end=Mon Jun 27 00:33:04 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 00:33:04 BST 2016, end=Mon Jun 27 00:33:12 BST 2016, operations=1.0, operationsPerMinute=7.962840079628401
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 00:33:12 BST 2016, end=Mon Jun 27 00:33:18 BST 2016, operations=1.0, operationsPerMinute=8.820935019112026
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 00:33:18 BST 2016, end=Mon Jun 27 00:33:21 BST 2016, operations=1.0, operationsPerMinute=26.905829596412556
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 00:33:21 BST 2016, end=Mon Jun 27 00:33:21 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 00:33:21 BST 2016, end=Mon Jun 27 00:33:22 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 00:33:22 BST 2016, end=Mon Jun 27 00:33:28 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 00:33:28 BST 2016, end=Mon Jun 27 00:33:29 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 00:33:29 BST 2016, end=Mon Jun 27 00:33:30 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 00:33:30 BST 2016, end=Mon Jun 27 00:33:32 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 00:33:32 BST 2016, end=Mon Jun 27 00:33:39 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 00:33:39 BST 2016, end=Mon Jun 27 00:33:59 BST 2016, operations=1.0, operationsPerMinute=2.990877822640945
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 00:33:59 BST 2016, end=Mon Jun 27 00:34:00 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 00:34:10 BST 2016, end=Mon Jun 27 00:36:10 BST 2016, operations=505.6557886453239, operationsPerMinute=252.82789432266196, mode=normal, start=Mon Jun 27 00:36:11 BST 2016, end=Mon Jun 27 00:40:11 BST 2016, operations=1012.2026368497355, operationsPerMinute=253.05065921243389
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 00:40:15 BST 2016, end=Mon Jun 27 00:42:15 BST 2016, operations=200.86454734680385, operationsPerMinute=100.43227367340192, mode=normal, start=Mon Jun 27 00:42:18 BST 2016, end=Mon Jun 27 00:46:18 BST 2016, operations=398.39413715295484, operationsPerMinute=99.59853428823871
benchmark-name=compress, mod=warmup, start=Mon Jun 27 00:46:22 BST 2016, end=Mon Jun 27 00:48:22 BST 2016, operations=400.5308360091624, operationsPerMinute=200.2654180045812, mode=normal, start=Mon Jun 27 00:48:24 BST 2016, end=Mon Jun 27 00:52:24 BST 2016, operations=801.1937977079145, operationsPerMinute=200.29844942697864
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 00:52:26 BST 2016, end=Mon Jun 27 00:54:26 BST 2016, operations=140.05662083782633, operationsPerMinute=70.02831041891316, mode=normal, start=Mon Jun 27 00:54:31 BST 2016, end=Mon Jun 27 00:58:31 BST 2016, operations=294.1907934527736, operationsPerMinute=73.5476983631934
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 00:58:36 BST 2016, end=Mon Jun 27 01:00:36 BST 2016, operations=235.6891214460818, operationsPerMinute=117.8445607230409, mode=normal, start=Mon Jun 27 01:00:40 BST 2016, end=Mon Jun 27 01:04:40 BST 2016, operations=471.6960933617483, operationsPerMinute=117.92402334043707
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 01:04:43 BST 2016, end=Mon Jun 27 01:06:43 BST 2016, operations=406.8121077732756, operationsPerMinute=203.4060538866378, mode=normal, start=Mon Jun 27 01:06:45 BST 2016, end=Mon Jun 27 01:10:45 BST 2016, operations=815.2386241299861, operationsPerMinute=203.80965603249652
benchmark-name=derby, mod=warmup, start=Mon Jun 27 01:11:07 BST 2016, end=Mon Jun 27 01:13:07 BST 2016, operations=362.41253328672025, operationsPerMinute=181.20626664336012, mode=normal, start=Mon Jun 27 01:13:09 BST 2016, end=Mon Jun 27 01:17:09 BST 2016, operations=724.8573114278323, operationsPerMinute=181.21432785695808
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 01:17:12 BST 2016, end=Mon Jun 27 01:19:12 BST 2016, operations=203.29165969097983, operationsPerMinute=101.64582984548991, mode=normal, start=Mon Jun 27 01:19:16 BST 2016, end=Mon Jun 27 01:23:16 BST 2016, operations=408.8343026748307, operationsPerMinute=102.20857566870768
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 01:23:19 BST 2016, end=Mon Jun 27 01:25:19 BST 2016, operations=77.24891007862364, operationsPerMinute=38.62445503931182, mode=normal, start=Mon Jun 27 01:25:29 BST 2016, end=Mon Jun 27 01:29:29 BST 2016, operations=153.6129370427526, operationsPerMinute=38.40323426068815
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 01:29:37 BST 2016, end=Mon Jun 27 01:31:37 BST 2016, operations=13.875907010876654, operationsPerMinute=6.937953505438327, mode=normal, start=Mon Jun 27 01:32:23 BST 2016, end=Mon Jun 27 01:36:23 BST 2016, operations=27.908191091339507, operationsPerMinute=6.977047772834877
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 01:36:58 BST 2016, end=Mon Jun 27 01:38:58 BST 2016, operations=74.18239866436963, operationsPerMinute=37.091199332184814, mode=normal, start=Mon Jun 27 01:39:07 BST 2016, end=Mon Jun 27 01:43:07 BST 2016, operations=148.87679342092943, operationsPerMinute=37.21919835523236
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 01:43:18 BST 2016, end=Mon Jun 27 01:45:18 BST 2016, operations=43.20380995683497, operationsPerMinute=21.601904978417483, mode=normal, start=Mon Jun 27 01:45:29 BST 2016, end=Mon Jun 27 01:49:29 BST 2016, operations=86.49593901794329, operationsPerMinute=21.62398475448582
