spec.jvm2008.report.run.location=HULL100
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 15:19:46 BST 2016, end=Tue Jun 21 15:19:46 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 15:19:46 BST 2016, end=Tue Jun 21 15:19:46 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 15:19:46 BST 2016, end=Tue Jun 21 15:20:07 BST 2016, operations=1.0, operationsPerMinute=2.8981307056948267
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 15:20:07 BST 2016, end=Tue Jun 21 15:20:12 BST 2016, operations=1.0, operationsPerMinute=12.9926375054136
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 15:20:12 BST 2016, end=Tue Jun 21 15:20:13 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 15:20:13 BST 2016, end=Tue Jun 21 15:20:23 BST 2016, operations=1.0, operationsPerMinute=6.0
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 15:20:23 BST 2016, end=Tue Jun 21 15:20:32 BST 2016, operations=1.0, operationsPerMinute=6.854792642522564
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 15:20:32 BST 2016, end=Tue Jun 21 15:20:39 BST 2016, operations=1.0, operationsPerMinute=8.451894633046908
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 15:20:39 BST 2016, end=Tue Jun 21 15:20:42 BST 2016, operations=1.0, operationsPerMinute=19.329896907216494
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 15:20:42 BST 2016, end=Tue Jun 21 15:20:43 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 15:20:43 BST 2016, end=Tue Jun 21 15:20:44 BST 2016, operations=1.0, operationsPerMinute=49.958368026644465
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 15:20:44 BST 2016, end=Tue Jun 21 15:20:51 BST 2016, operations=1.0, operationsPerMinute=8.861320336730174
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 15:20:51 BST 2016, end=Tue Jun 21 15:20:53 BST 2016, operations=1.0, operationsPerMinute=35.27336860670194
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 15:20:53 BST 2016, end=Tue Jun 21 15:20:54 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 15:20:54 BST 2016, end=Tue Jun 21 15:20:57 BST 2016, operations=1.0, operationsPerMinute=19.828155981493722
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 15:20:57 BST 2016, end=Tue Jun 21 15:21:04 BST 2016, operations=1.0, operationsPerMinute=8.545791197835067
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 15:21:04 BST 2016, end=Tue Jun 21 15:21:32 BST 2016, operations=1.0, operationsPerMinute=2.1330299690710652
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 15:21:32 BST 2016, end=Tue Jun 21 15:21:34 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 15:21:50 BST 2016, end=Tue Jun 21 15:23:50 BST 2016, operations=347.1731181972138, operationsPerMinute=173.5865590986069, mode=normal, start=Tue Jun 21 15:23:52 BST 2016, end=Tue Jun 21 15:27:52 BST 2016, operations=716.4725914897137, operationsPerMinute=179.11814787242844
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 15:27:58 BST 2016, end=Tue Jun 21 15:29:58 BST 2016, operations=142.17493192366243, operationsPerMinute=71.08746596183121, mode=normal, start=Tue Jun 21 15:30:02 BST 2016, end=Tue Jun 21 15:34:02 BST 2016, operations=270.12616449379595, operationsPerMinute=67.53154112344899
benchmark-name=compress, mod=warmup, start=Tue Jun 21 15:34:06 BST 2016, end=Tue Jun 21 15:36:06 BST 2016, operations=272.6650743325203, operationsPerMinute=136.33253716626015, mode=normal, start=Tue Jun 21 15:36:09 BST 2016, end=Tue Jun 21 15:40:09 BST 2016, operations=544.3058642266041, operationsPerMinute=136.07646605665101
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 15:40:12 BST 2016, end=Tue Jun 21 15:42:12 BST 2016, operations=85.19696751812296, operationsPerMinute=42.59848375906148, mode=normal, start=Tue Jun 21 15:42:20 BST 2016, end=Tue Jun 21 15:46:20 BST 2016, operations=178.91504182642066, operationsPerMinute=44.728760456605166
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 15:46:28 BST 2016, end=Tue Jun 21 15:48:28 BST 2016, operations=145.83521504116695, operationsPerMinute=72.91760752058347, mode=normal, start=Tue Jun 21 15:48:33 BST 2016, end=Tue Jun 21 15:52:33 BST 2016, operations=291.9064445638345, operationsPerMinute=72.97661114095862
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 15:52:39 BST 2016, end=Tue Jun 21 15:54:39 BST 2016, operations=252.18064986405338, operationsPerMinute=126.09032493202669, mode=normal, start=Tue Jun 21 15:54:42 BST 2016, end=Tue Jun 21 15:58:42 BST 2016, operations=502.61419296686756, operationsPerMinute=125.65354824171689
benchmark-name=derby, mod=warmup, start=Tue Jun 21 16:00:09 BST 2016, end=Tue Jun 21 16:02:09 BST 2016, operations=205.90928906251827, operationsPerMinute=102.95464453125913, mode=normal, start=Tue Jun 21 16:02:13 BST 2016, end=Tue Jun 21 16:06:13 BST 2016, operations=413.5754988523244, operationsPerMinute=103.3938747130811
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 16:06:17 BST 2016, end=Tue Jun 21 16:08:17 BST 2016, operations=134.32911040782483, operationsPerMinute=67.16455520391241, mode=normal, start=Tue Jun 21 16:08:21 BST 2016, end=Tue Jun 21 16:12:21 BST 2016, operations=269.5175406718231, operationsPerMinute=67.37938516795577
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 16:12:27 BST 2016, end=Tue Jun 21 16:14:27 BST 2016, operations=58.30309072018992, operationsPerMinute=29.15154536009496, mode=normal, start=Tue Jun 21 16:14:36 BST 2016, end=Tue Jun 21 16:18:36 BST 2016, operations=115.33724779590075, operationsPerMinute=28.834311948975188
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 16:18:46 BST 2016, end=Tue Jun 21 16:20:46 BST 2016, operations=11.593583095524556, operationsPerMinute=5.796791547762278, mode=normal, start=Tue Jun 21 16:21:21 BST 2016, end=Tue Jun 21 16:25:21 BST 2016, operations=23.156422613698677, operationsPerMinute=5.789105653424669
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 16:26:00 BST 2016, end=Tue Jun 21 16:28:00 BST 2016, operations=55.29265373329391, operationsPerMinute=27.646326866646955, mode=normal, start=Tue Jun 21 16:28:10 BST 2016, end=Tue Jun 21 16:32:10 BST 2016, operations=110.60122276206388, operationsPerMinute=27.65030569051597
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 16:32:20 BST 2016, end=Tue Jun 21 16:34:20 BST 2016, operations=37.36984403199085, operationsPerMinute=18.684922015995426, mode=normal, start=Tue Jun 21 16:34:38 BST 2016, end=Tue Jun 21 16:38:38 BST 2016, operations=74.1332737698385, operationsPerMinute=18.533318442459624
