spec.jvm2008.report.run.location=RIDLEY1B005
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i3 CPU         540  @ 3.07GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3893
benchmark-name=check, mode=normal, start=Sat Jun 25 07:13:29 BST 2016, end=Sat Jun 25 07:13:29 BST 2016, operations=1.0, operationsPerMinute=759.493670886076
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 07:13:29 BST 2016, end=Sat Jun 25 07:13:29 BST 2016, operations=1.0, operationsPerMinute=256.4102564102564
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 07:13:29 BST 2016, end=Sat Jun 25 07:13:53 BST 2016, operations=1.0, operationsPerMinute=2.543019411714843
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 07:13:53 BST 2016, end=Sat Jun 25 07:13:59 BST 2016, operations=1.0, operationsPerMinute=10.106114199090449
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 07:13:59 BST 2016, end=Sat Jun 25 07:14:01 BST 2016, operations=1.0, operationsPerMinute=25.094102885821833
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 07:14:01 BST 2016, end=Sat Jun 25 07:14:13 BST 2016, operations=1.0, operationsPerMinute=5.1063829787234045
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 07:14:13 BST 2016, end=Sat Jun 25 07:14:22 BST 2016, operations=1.0, operationsPerMinute=6.541648495420846
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 07:14:22 BST 2016, end=Sat Jun 25 07:14:30 BST 2016, operations=1.0, operationsPerMinute=7.741935483870968
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 07:14:30 BST 2016, end=Sat Jun 25 07:14:34 BST 2016, operations=1.0, operationsPerMinute=14.381591562799617
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 07:14:34 BST 2016, end=Sat Jun 25 07:14:35 BST 2016, operations=1.0, operationsPerMinute=49.87531172069826
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 07:14:35 BST 2016, end=Sat Jun 25 07:14:37 BST 2016, operations=1.0, operationsPerMinute=33.975084937712346
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 07:14:37 BST 2016, end=Sat Jun 25 07:14:44 BST 2016, operations=1.0, operationsPerMinute=8.294166436273155
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 07:14:44 BST 2016, end=Sat Jun 25 07:14:46 BST 2016, operations=1.0, operationsPerMinute=30.706243602865918
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 07:14:46 BST 2016, end=Sat Jun 25 07:14:49 BST 2016, operations=1.0, operationsPerMinute=25.60819462227913
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 07:14:49 BST 2016, end=Sat Jun 25 07:14:53 BST 2016, operations=1.0, operationsPerMinute=15.298317185109639
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 07:14:53 BST 2016, end=Sat Jun 25 07:15:01 BST 2016, operations=1.0, operationsPerMinute=7.1106897369044795
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 07:15:01 BST 2016, end=Sat Jun 25 07:15:33 BST 2016, operations=1.0, operationsPerMinute=1.8703824932198634
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 07:15:33 BST 2016, end=Sat Jun 25 07:15:35 BST 2016, operations=1.0, operationsPerMinute=38.02281368821293
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 07:15:53 BST 2016, end=Sat Jun 25 07:17:53 BST 2016, operations=213.14813212489048, operationsPerMinute=106.57406606244524, mode=normal, start=Sat Jun 25 07:17:56 BST 2016, end=Sat Jun 25 07:21:56 BST 2016, operations=435.2540553118862, operationsPerMinute=108.81351382797155
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 07:22:04 BST 2016, end=Sat Jun 25 07:24:04 BST 2016, operations=86.3938873389526, operationsPerMinute=43.1969436694763, mode=normal, start=Sat Jun 25 07:24:11 BST 2016, end=Sat Jun 25 07:28:11 BST 2016, operations=171.9535909052395, operationsPerMinute=42.98839772630988
benchmark-name=compress, mod=warmup, start=Sat Jun 25 07:28:18 BST 2016, end=Sat Jun 25 07:30:18 BST 2016, operations=150.6461306937156, operationsPerMinute=75.3230653468578, mode=normal, start=Sat Jun 25 07:30:22 BST 2016, end=Sat Jun 25 07:34:22 BST 2016, operations=298.57602080662156, operationsPerMinute=74.64400520165539
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 07:34:27 BST 2016, end=Sat Jun 25 07:36:27 BST 2016, operations=42.1261464709693, operationsPerMinute=21.06307323548465, mode=normal, start=Sat Jun 25 07:36:41 BST 2016, end=Sat Jun 25 07:40:41 BST 2016, operations=89.1413344252261, operationsPerMinute=22.285333606306526
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 07:40:55 BST 2016, end=Sat Jun 25 07:42:55 BST 2016, operations=77.88618382459978, operationsPerMinute=38.94309191229989, mode=normal, start=Sat Jun 25 07:43:04 BST 2016, end=Sat Jun 25 07:47:04 BST 2016, operations=156.1621197655535, operationsPerMinute=39.04052994138838
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 07:47:12 BST 2016, end=Sat Jun 25 07:49:12 BST 2016, operations=133.81203730257621, operationsPerMinute=66.90601865128811, mode=normal, start=Sat Jun 25 07:49:16 BST 2016, end=Sat Jun 25 07:53:16 BST 2016, operations=271.45534113418483, operationsPerMinute=67.86383528354621
benchmark-name=derby, mod=warmup, start=Sat Jun 25 07:54:55 BST 2016, end=Sat Jun 25 07:56:55 BST 2016, operations=121.8219794558367, operationsPerMinute=60.91098972791835, mode=normal, start=Sat Jun 25 07:57:01 BST 2016, end=Sat Jun 25 08:01:01 BST 2016, operations=250.72878416759906, operationsPerMinute=62.682196041899765
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 08:01:07 BST 2016, end=Sat Jun 25 08:03:07 BST 2016, operations=72.79819162374346, operationsPerMinute=36.39909581187173, mode=normal, start=Sat Jun 25 08:03:17 BST 2016, end=Sat Jun 25 08:07:17 BST 2016, operations=145.52429367888772, operationsPerMinute=36.38107341972193
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 08:07:25 BST 2016, end=Sat Jun 25 08:09:25 BST 2016, operations=48.65198788887653, operationsPerMinute=24.325993944438267, mode=normal, start=Sat Jun 25 08:09:39 BST 2016, end=Sat Jun 25 08:13:39 BST 2016, operations=102.43553254576295, operationsPerMinute=25.60888313644074
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 08:13:53 BST 2016, end=Sat Jun 25 08:15:53 BST 2016, operations=13.212608452290237, operationsPerMinute=6.606304226145118, mode=normal, start=Sat Jun 25 08:16:38 BST 2016, end=Sat Jun 25 08:20:38 BST 2016, operations=26.6145130953103, operationsPerMinute=6.653628273827575
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 08:21:19 BST 2016, end=Sat Jun 25 08:23:19 BST 2016, operations=46.115428142036855, operationsPerMinute=23.057714071018427, mode=normal, start=Sat Jun 25 08:23:41 BST 2016, end=Sat Jun 25 08:27:41 BST 2016, operations=95.38454897708837, operationsPerMinute=23.846137244272093
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 08:27:56 BST 2016, end=Sat Jun 25 08:29:56 BST 2016, operations=28.185283920931127, operationsPerMinute=14.092641960465563, mode=normal, start=Sat Jun 25 08:30:20 BST 2016, end=Sat Jun 25 08:34:20 BST 2016, operations=55.132732469583225, operationsPerMinute=13.783183117395806
