spec.jvm2008.report.run.location=LAW002
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 04:13:53 BST 2016, end=Mon Jun 27 04:13:53 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 04:13:53 BST 2016, end=Mon Jun 27 04:13:54 BST 2016, operations=1.0, operationsPerMinute=483.8709677419355
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 04:13:54 BST 2016, end=Mon Jun 27 04:14:10 BST 2016, operations=1.0, operationsPerMinute=3.554712956928728
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 04:14:10 BST 2016, end=Mon Jun 27 04:14:15 BST 2016, operations=1.0, operationsPerMinute=14.402304368698992
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 04:14:15 BST 2016, end=Mon Jun 27 04:14:16 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 04:14:16 BST 2016, end=Mon Jun 27 04:14:25 BST 2016, operations=1.0, operationsPerMinute=6.540935353755587
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 04:14:25 BST 2016, end=Mon Jun 27 04:14:33 BST 2016, operations=1.0, operationsPerMinute=7.585335018963337
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 04:14:33 BST 2016, end=Mon Jun 27 04:14:40 BST 2016, operations=1.0, operationsPerMinute=8.82223202470225
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 04:14:40 BST 2016, end=Mon Jun 27 04:14:43 BST 2016, operations=1.0, operationsPerMinute=22.23045572434235
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 04:14:43 BST 2016, end=Mon Jun 27 04:14:44 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 04:14:44 BST 2016, end=Mon Jun 27 04:14:45 BST 2016, operations=1.0, operationsPerMinute=54.200542005420054
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 04:14:45 BST 2016, end=Mon Jun 27 04:14:51 BST 2016, operations=1.0, operationsPerMinute=9.737098344693282
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 04:14:51 BST 2016, end=Mon Jun 27 04:14:52 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 04:14:52 BST 2016, end=Mon Jun 27 04:14:54 BST 2016, operations=1.0, operationsPerMinute=51.94805194805195
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 04:14:54 BST 2016, end=Mon Jun 27 04:14:56 BST 2016, operations=1.0, operationsPerMinute=22.900763358778626
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 04:14:56 BST 2016, end=Mon Jun 27 04:15:03 BST 2016, operations=1.0, operationsPerMinute=8.841732979664014
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 04:15:03 BST 2016, end=Mon Jun 27 04:15:28 BST 2016, operations=1.0, operationsPerMinute=2.361089249173619
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 04:15:28 BST 2016, end=Mon Jun 27 04:15:29 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 04:15:42 BST 2016, end=Mon Jun 27 04:17:42 BST 2016, operations=398.23911459809125, operationsPerMinute=199.11955729904562, mode=normal, start=Mon Jun 27 04:17:44 BST 2016, end=Mon Jun 27 04:21:44 BST 2016, operations=811.5530119993427, operationsPerMinute=202.8882529998357
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 04:21:49 BST 2016, end=Mon Jun 27 04:23:49 BST 2016, operations=161.71507045137548, operationsPerMinute=80.85753522568774, mode=normal, start=Mon Jun 27 04:23:53 BST 2016, end=Mon Jun 27 04:27:53 BST 2016, operations=324.50527965465824, operationsPerMinute=81.12631991366456
benchmark-name=compress, mod=warmup, start=Mon Jun 27 04:27:57 BST 2016, end=Mon Jun 27 04:29:57 BST 2016, operations=324.80701599758527, operationsPerMinute=162.40350799879263, mode=normal, start=Mon Jun 27 04:29:59 BST 2016, end=Mon Jun 27 04:33:59 BST 2016, operations=650.7112767098787, operationsPerMinute=162.67781917746967
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 04:34:02 BST 2016, end=Mon Jun 27 04:36:02 BST 2016, operations=108.59888848332719, operationsPerMinute=54.29944424166359, mode=normal, start=Mon Jun 27 04:36:07 BST 2016, end=Mon Jun 27 04:40:07 BST 2016, operations=228.2306899341597, operationsPerMinute=57.057672483539925
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 04:40:15 BST 2016, end=Mon Jun 27 04:42:15 BST 2016, operations=190.85598617637942, operationsPerMinute=95.42799308818971, mode=normal, start=Mon Jun 27 04:42:19 BST 2016, end=Mon Jun 27 04:46:19 BST 2016, operations=380.98328277397366, operationsPerMinute=95.24582069349341
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:46:22 BST 2016, end=Mon Jun 27 04:48:22 BST 2016, operations=326.45926340378776, operationsPerMinute=163.22963170189388, mode=normal, start=Mon Jun 27 04:48:24 BST 2016, end=Mon Jun 27 04:52:24 BST 2016, operations=654.5554707350959, operationsPerMinute=163.63886768377398
benchmark-name=derby, mod=warmup, start=Mon Jun 27 04:53:23 BST 2016, end=Mon Jun 27 04:55:23 BST 2016, operations=243.49205276112457, operationsPerMinute=121.74602638056228, mode=normal, start=Mon Jun 27 04:55:27 BST 2016, end=Mon Jun 27 04:59:27 BST 2016, operations=489.2456778485853, operationsPerMinute=122.31141946214632
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 04:59:30 BST 2016, end=Mon Jun 27 05:01:30 BST 2016, operations=160.71766386110875, operationsPerMinute=80.35883193055437, mode=normal, start=Mon Jun 27 05:01:34 BST 2016, end=Mon Jun 27 05:05:34 BST 2016, operations=322.0588456499926, operationsPerMinute=80.51471141249814
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 05:05:39 BST 2016, end=Mon Jun 27 05:07:39 BST 2016, operations=98.4086873225682, operationsPerMinute=49.2043436612841, mode=normal, start=Mon Jun 27 05:07:46 BST 2016, end=Mon Jun 27 05:11:46 BST 2016, operations=199.06082323810256, operationsPerMinute=49.76520580952564
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 05:11:52 BST 2016, end=Mon Jun 27 05:13:52 BST 2016, operations=22.205433705024387, operationsPerMinute=11.102716852512193, mode=normal, start=Mon Jun 27 05:14:29 BST 2016, end=Mon Jun 27 05:18:29 BST 2016, operations=43.95812533241332, operationsPerMinute=10.98953133310333
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 05:18:57 BST 2016, end=Mon Jun 27 05:20:57 BST 2016, operations=64.24664407845016, operationsPerMinute=32.12332203922508, mode=normal, start=Mon Jun 27 05:21:06 BST 2016, end=Mon Jun 27 05:25:06 BST 2016, operations=129.00033660281903, operationsPerMinute=32.25008415070476
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 05:25:15 BST 2016, end=Mon Jun 27 05:27:15 BST 2016, operations=73.8571037529722, operationsPerMinute=36.9285518764861, mode=normal, start=Mon Jun 27 05:27:24 BST 2016, end=Mon Jun 27 05:31:24 BST 2016, operations=146.73985863794763, operationsPerMinute=36.68496465948691
