spec.jvm2008.report.run.location=LEAZESTCE003
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jun 27 03:30:40 BST 2016, end=Mon Jun 27 03:30:40 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 03:30:40 BST 2016, end=Mon Jun 27 03:30:40 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 03:30:40 BST 2016, end=Mon Jun 27 03:30:53 BST 2016, operations=1.0, operationsPerMinute=4.748338081671415
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 03:30:53 BST 2016, end=Mon Jun 27 03:30:56 BST 2016, operations=1.0, operationsPerMinute=18.58160421183029
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 03:30:56 BST 2016, end=Mon Jun 27 03:30:57 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 03:30:57 BST 2016, end=Mon Jun 27 03:31:06 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 03:31:06 BST 2016, end=Mon Jun 27 03:31:13 BST 2016, operations=1.0, operationsPerMinute=8.047210300429185
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 03:31:13 BST 2016, end=Mon Jun 27 03:31:20 BST 2016, operations=1.0, operationsPerMinute=9.157509157509157
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 03:31:20 BST 2016, end=Mon Jun 27 03:31:22 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 03:31:22 BST 2016, end=Mon Jun 27 03:31:22 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 03:31:22 BST 2016, end=Mon Jun 27 03:31:23 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 03:31:23 BST 2016, end=Mon Jun 27 03:31:29 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 03:31:29 BST 2016, end=Mon Jun 27 03:31:30 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 03:31:30 BST 2016, end=Mon Jun 27 03:31:31 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 03:31:31 BST 2016, end=Mon Jun 27 03:31:33 BST 2016, operations=1.0, operationsPerMinute=28.476506881822495
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 03:31:33 BST 2016, end=Mon Jun 27 03:31:40 BST 2016, operations=1.0, operationsPerMinute=9.474182851729038
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 03:31:40 BST 2016, end=Mon Jun 27 03:32:00 BST 2016, operations=1.0, operationsPerMinute=2.9907287409032
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 03:32:00 BST 2016, end=Mon Jun 27 03:32:01 BST 2016, operations=1.0, operationsPerMinute=71.25890736342043
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 03:32:11 BST 2016, end=Mon Jun 27 03:34:11 BST 2016, operations=495.6744806699816, operationsPerMinute=247.8372403349908, mode=normal, start=Mon Jun 27 03:34:12 BST 2016, end=Mon Jun 27 03:38:12 BST 2016, operations=1016.8999564629976, operationsPerMinute=254.2249891157494
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 03:38:16 BST 2016, end=Mon Jun 27 03:40:16 BST 2016, operations=198.70010423759913, operationsPerMinute=99.35005211879957, mode=normal, start=Mon Jun 27 03:40:19 BST 2016, end=Mon Jun 27 03:44:19 BST 2016, operations=389.820813775141, operationsPerMinute=97.45520344378525
benchmark-name=compress, mod=warmup, start=Mon Jun 27 03:44:23 BST 2016, end=Mon Jun 27 03:46:23 BST 2016, operations=400.59009815367324, operationsPerMinute=200.29504907683662, mode=normal, start=Mon Jun 27 03:46:24 BST 2016, end=Mon Jun 27 03:50:24 BST 2016, operations=801.7390953529575, operationsPerMinute=200.43477383823938
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 03:50:26 BST 2016, end=Mon Jun 27 03:52:26 BST 2016, operations=139.19096487603022, operationsPerMinute=69.59548243801511, mode=normal, start=Mon Jun 27 03:52:30 BST 2016, end=Mon Jun 27 03:56:30 BST 2016, operations=292.25551424137063, operationsPerMinute=73.06387856034266
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 03:56:35 BST 2016, end=Mon Jun 27 03:58:35 BST 2016, operations=235.20579719403327, operationsPerMinute=117.60289859701663, mode=normal, start=Mon Jun 27 03:58:39 BST 2016, end=Mon Jun 27 04:02:39 BST 2016, operations=471.57465392455185, operationsPerMinute=117.89366348113796
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:02:43 BST 2016, end=Mon Jun 27 04:04:43 BST 2016, operations=405.9184776904114, operationsPerMinute=202.9592388452057, mode=normal, start=Mon Jun 27 04:04:45 BST 2016, end=Mon Jun 27 04:08:45 BST 2016, operations=814.1077673656639, operationsPerMinute=203.52694184141598
benchmark-name=derby, mod=warmup, start=Mon Jun 27 04:09:07 BST 2016, end=Mon Jun 27 04:11:07 BST 2016, operations=362.998508513448, operationsPerMinute=181.499254256724, mode=normal, start=Mon Jun 27 04:11:10 BST 2016, end=Mon Jun 27 04:15:10 BST 2016, operations=728.8729150038275, operationsPerMinute=182.21822875095688
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 04:15:12 BST 2016, end=Mon Jun 27 04:17:12 BST 2016, operations=207.7570684277063, operationsPerMinute=103.87853421385314, mode=normal, start=Mon Jun 27 04:17:15 BST 2016, end=Mon Jun 27 04:21:15 BST 2016, operations=416.35998160059705, operationsPerMinute=104.08999540014926
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 04:21:19 BST 2016, end=Mon Jun 27 04:23:19 BST 2016, operations=70.7457287728339, operationsPerMinute=35.37286438641695, mode=normal, start=Mon Jun 27 04:23:27 BST 2016, end=Mon Jun 27 04:27:27 BST 2016, operations=151.18440127009043, operationsPerMinute=37.79610031752261
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 04:27:33 BST 2016, end=Mon Jun 27 04:29:33 BST 2016, operations=14.025983569671595, operationsPerMinute=7.012991784835798, mode=normal, start=Mon Jun 27 04:30:15 BST 2016, end=Mon Jun 27 04:34:15 BST 2016, operations=27.931386791858763, operationsPerMinute=6.982846697964691
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 04:34:58 BST 2016, end=Mon Jun 27 04:36:58 BST 2016, operations=74.60540692135913, operationsPerMinute=37.30270346067957, mode=normal, start=Mon Jun 27 04:37:06 BST 2016, end=Mon Jun 27 04:41:06 BST 2016, operations=149.29139336758902, operationsPerMinute=37.322848341897256
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 04:41:18 BST 2016, end=Mon Jun 27 04:43:18 BST 2016, operations=43.25698131480136, operationsPerMinute=21.62849065740068, mode=normal, start=Mon Jun 27 04:43:28 BST 2016, end=Mon Jun 27 04:47:28 BST 2016, operations=84.2729571629328, operationsPerMinute=21.0682392907332
