spec.jvm2008.report.run.location=BEDSONTC046
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:31:59 BST 2016, end=Thu Jun 23 02:31:59 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:31:59 BST 2016, end=Thu Jun 23 02:31:59 BST 2016, operations=1.0, operationsPerMinute=275.22935779816515
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:31:59 BST 2016, end=Thu Jun 23 02:32:12 BST 2016, operations=1.0, operationsPerMinute=4.535490210900295
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:32:12 BST 2016, end=Thu Jun 23 02:32:16 BST 2016, operations=1.0, operationsPerMinute=17.88908765652952
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:32:16 BST 2016, end=Thu Jun 23 02:32:17 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:32:17 BST 2016, end=Thu Jun 23 02:32:26 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:32:26 BST 2016, end=Thu Jun 23 02:32:33 BST 2016, operations=1.0, operationsPerMinute=8.046131151937777
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:32:33 BST 2016, end=Thu Jun 23 02:32:40 BST 2016, operations=1.0, operationsPerMinute=9.093664746892998
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:32:40 BST 2016, end=Thu Jun 23 02:32:42 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:32:42 BST 2016, end=Thu Jun 23 02:32:43 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:32:43 BST 2016, end=Thu Jun 23 02:32:43 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:32:43 BST 2016, end=Thu Jun 23 02:32:49 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:32:49 BST 2016, end=Thu Jun 23 02:32:50 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:32:50 BST 2016, end=Thu Jun 23 02:32:51 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:32:51 BST 2016, end=Thu Jun 23 02:32:54 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:32:54 BST 2016, end=Thu Jun 23 02:33:00 BST 2016, operations=1.0, operationsPerMinute=9.093664746892998
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:33:00 BST 2016, end=Thu Jun 23 02:33:20 BST 2016, operations=1.0, operationsPerMinute=2.972357079163777
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:33:20 BST 2016, end=Thu Jun 23 02:33:21 BST 2016, operations=1.0, operationsPerMinute=73.89162561576354
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:33:31 BST 2016, end=Thu Jun 23 02:35:31 BST 2016, operations=492.8480182653725, operationsPerMinute=246.42400913268625, mode=normal, start=Thu Jun 23 02:35:32 BST 2016, end=Thu Jun 23 02:39:32 BST 2016, operations=1006.381163042353, operationsPerMinute=251.59529076058826
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 02:39:36 BST 2016, end=Thu Jun 23 02:41:36 BST 2016, operations=190.49855661325597, operationsPerMinute=95.24927830662799, mode=normal, start=Thu Jun 23 02:41:39 BST 2016, end=Thu Jun 23 02:45:39 BST 2016, operations=378.58726274752576, operationsPerMinute=94.64681568688144
benchmark-name=compress, mod=warmup, start=Thu Jun 23 02:45:42 BST 2016, end=Thu Jun 23 02:47:42 BST 2016, operations=397.09643862182355, operationsPerMinute=198.54821931091178, mode=normal, start=Thu Jun 23 02:47:44 BST 2016, end=Thu Jun 23 02:51:44 BST 2016, operations=791.9873720094315, operationsPerMinute=197.99684300235788
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 02:51:46 BST 2016, end=Thu Jun 23 02:53:46 BST 2016, operations=137.77097001934874, operationsPerMinute=68.88548500967437, mode=normal, start=Thu Jun 23 02:53:51 BST 2016, end=Thu Jun 23 02:57:51 BST 2016, operations=290.56892986280064, operationsPerMinute=72.64223246570016
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 02:57:56 BST 2016, end=Thu Jun 23 02:59:56 BST 2016, operations=235.32091252416788, operationsPerMinute=117.66045626208394, mode=normal, start=Thu Jun 23 03:00:00 BST 2016, end=Thu Jun 23 03:04:00 BST 2016, operations=470.0450900844488, operationsPerMinute=117.5112725211122
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:04:03 BST 2016, end=Thu Jun 23 03:06:03 BST 2016, operations=405.6057340690252, operationsPerMinute=202.8028670345126, mode=normal, start=Thu Jun 23 03:06:04 BST 2016, end=Thu Jun 23 03:10:04 BST 2016, operations=811.887085546165, operationsPerMinute=202.97177138654126
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:10:27 BST 2016, end=Thu Jun 23 03:12:27 BST 2016, operations=361.77484897945834, operationsPerMinute=180.88742448972917, mode=normal, start=Thu Jun 23 03:12:29 BST 2016, end=Thu Jun 23 03:16:29 BST 2016, operations=722.9592760180997, operationsPerMinute=180.73981900452492
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:16:32 BST 2016, end=Thu Jun 23 03:18:32 BST 2016, operations=206.67232180881467, operationsPerMinute=103.33616090440734, mode=normal, start=Thu Jun 23 03:18:35 BST 2016, end=Thu Jun 23 03:22:35 BST 2016, operations=413.6690390449724, operationsPerMinute=103.4172597612431
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:22:39 BST 2016, end=Thu Jun 23 03:24:39 BST 2016, operations=72.10332735455205, operationsPerMinute=36.051663677276025, mode=normal, start=Thu Jun 23 03:24:45 BST 2016, end=Thu Jun 23 03:28:45 BST 2016, operations=153.33236340896596, operationsPerMinute=38.33309085224149
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:28:55 BST 2016, end=Thu Jun 23 03:30:55 BST 2016, operations=13.651011893701895, operationsPerMinute=6.825505946850948, mode=normal, start=Thu Jun 23 03:31:42 BST 2016, end=Thu Jun 23 03:35:42 BST 2016, operations=27.47904341576213, operationsPerMinute=6.869760853940533
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:36:13 BST 2016, end=Thu Jun 23 03:38:13 BST 2016, operations=73.83443580300002, operationsPerMinute=36.91721790150001, mode=normal, start=Thu Jun 23 03:38:24 BST 2016, end=Thu Jun 23 03:42:24 BST 2016, operations=147.90863332565453, operationsPerMinute=36.977158331413634
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 03:42:36 BST 2016, end=Thu Jun 23 03:44:36 BST 2016, operations=43.02137575668284, operationsPerMinute=21.51068787834142, mode=normal, start=Thu Jun 23 03:44:47 BST 2016, end=Thu Jun 23 03:48:47 BST 2016, operations=85.9209779160982, operationsPerMinute=21.48024447902455
benchmark-name=scimark.fft.small, mod=warmup, start=Thu Jun 23 03:49:02 BST 2016, end=Thu Jun 23 03:51:02 BST 2016, operations=697.480056980057, operationsPerMinute=348.7400284900285, mode=normal, start=Thu Jun 23 03:51:03 BST 2016, end=Thu Jun 23 03:55:03 BST 2016, operations=1392.1076493560195, operationsPerMinute=348.02691233900487
