spec.jvm2008.report.run.location=LEAZESTCE012
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jun 27 03:29:10 BST 2016, end=Mon Jun 27 03:29:10 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 03:29:10 BST 2016, end=Mon Jun 27 03:29:10 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 03:29:10 BST 2016, end=Mon Jun 27 03:29:23 BST 2016, operations=1.0, operationsPerMinute=4.656577415599535
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 03:29:23 BST 2016, end=Mon Jun 27 03:29:26 BST 2016, operations=1.0, operationsPerMinute=18.58160421183029
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 03:29:26 BST 2016, end=Mon Jun 27 03:29:27 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 03:29:27 BST 2016, end=Mon Jun 27 03:29:36 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 03:29:36 BST 2016, end=Mon Jun 27 03:29:43 BST 2016, operations=1.0, operationsPerMinute=8.079719903043362
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 03:29:43 BST 2016, end=Mon Jun 27 03:29:50 BST 2016, operations=1.0, operationsPerMinute=9.223674096848578
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 03:29:50 BST 2016, end=Mon Jun 27 03:29:52 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 03:29:52 BST 2016, end=Mon Jun 27 03:29:53 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 03:29:53 BST 2016, end=Mon Jun 27 03:29:54 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 03:29:54 BST 2016, end=Mon Jun 27 03:29:59 BST 2016, operations=1.0, operationsPerMinute=10.95690284879474
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 03:29:59 BST 2016, end=Mon Jun 27 03:30:01 BST 2016, operations=1.0, operationsPerMinute=40.92769440654843
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 03:30:01 BST 2016, end=Mon Jun 27 03:30:02 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 03:30:02 BST 2016, end=Mon Jun 27 03:30:04 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 03:30:04 BST 2016, end=Mon Jun 27 03:30:10 BST 2016, operations=1.0, operationsPerMinute=9.335615372646647
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 03:30:10 BST 2016, end=Mon Jun 27 03:30:31 BST 2016, operations=1.0, operationsPerMinute=2.8961722257083555
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 03:30:31 BST 2016, end=Mon Jun 27 03:30:32 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 03:30:42 BST 2016, end=Mon Jun 27 03:32:42 BST 2016, operations=494.05213755856107, operationsPerMinute=247.02606877928054, mode=normal, start=Mon Jun 27 03:32:43 BST 2016, end=Mon Jun 27 03:36:43 BST 2016, operations=1003.9744604827741, operationsPerMinute=250.99361512069353
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 03:36:47 BST 2016, end=Mon Jun 27 03:38:47 BST 2016, operations=199.78269798548115, operationsPerMinute=99.89134899274057, mode=normal, start=Mon Jun 27 03:38:50 BST 2016, end=Mon Jun 27 03:42:50 BST 2016, operations=395.72413544904606, operationsPerMinute=98.93103386226151
benchmark-name=compress, mod=warmup, start=Mon Jun 27 03:42:53 BST 2016, end=Mon Jun 27 03:44:53 BST 2016, operations=400.40630873946304, operationsPerMinute=200.20315436973152, mode=normal, start=Mon Jun 27 03:44:55 BST 2016, end=Mon Jun 27 03:48:55 BST 2016, operations=796.0073415592602, operationsPerMinute=199.00183538981506
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 03:48:58 BST 2016, end=Mon Jun 27 03:50:58 BST 2016, operations=138.7113119069922, operationsPerMinute=69.3556559534961, mode=normal, start=Mon Jun 27 03:51:02 BST 2016, end=Mon Jun 27 03:55:02 BST 2016, operations=292.98224676110544, operationsPerMinute=73.24556169027636
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 03:55:07 BST 2016, end=Mon Jun 27 03:57:07 BST 2016, operations=235.14975160021166, operationsPerMinute=117.57487580010583, mode=normal, start=Mon Jun 27 03:57:10 BST 2016, end=Mon Jun 27 04:01:10 BST 2016, operations=469.3626866138526, operationsPerMinute=117.34067165346315
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:01:13 BST 2016, end=Mon Jun 27 04:03:13 BST 2016, operations=407.46829186993335, operationsPerMinute=203.73414593496668, mode=normal, start=Mon Jun 27 04:03:15 BST 2016, end=Mon Jun 27 04:07:15 BST 2016, operations=813.2400786958966, operationsPerMinute=203.31001967397415
benchmark-name=derby, mod=warmup, start=Mon Jun 27 04:07:38 BST 2016, end=Mon Jun 27 04:09:38 BST 2016, operations=359.6805536994982, operationsPerMinute=179.8402768497491, mode=normal, start=Mon Jun 27 04:09:40 BST 2016, end=Mon Jun 27 04:13:40 BST 2016, operations=723.6137902540379, operationsPerMinute=180.90344756350947
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 04:13:43 BST 2016, end=Mon Jun 27 04:15:43 BST 2016, operations=208.37802362594772, operationsPerMinute=104.18901181297386, mode=normal, start=Mon Jun 27 04:15:47 BST 2016, end=Mon Jun 27 04:19:47 BST 2016, operations=414.7439356139608, operationsPerMinute=103.6859839034902
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 04:19:50 BST 2016, end=Mon Jun 27 04:21:50 BST 2016, operations=77.44754132257633, operationsPerMinute=38.723770661288164, mode=normal, start=Mon Jun 27 04:21:59 BST 2016, end=Mon Jun 27 04:25:59 BST 2016, operations=151.49041244921412, operationsPerMinute=37.87260311230353
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 04:26:08 BST 2016, end=Mon Jun 27 04:28:08 BST 2016, operations=13.885877073234205, operationsPerMinute=6.942938536617103, mode=normal, start=Mon Jun 27 04:28:52 BST 2016, end=Mon Jun 27 04:32:52 BST 2016, operations=27.97513981994977, operationsPerMinute=6.993784954987443
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 04:33:34 BST 2016, end=Mon Jun 27 04:35:34 BST 2016, operations=74.58590267602587, operationsPerMinute=37.292951338012934, mode=normal, start=Mon Jun 27 04:35:42 BST 2016, end=Mon Jun 27 04:39:42 BST 2016, operations=149.04111642275143, operationsPerMinute=37.26027910568786
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 04:39:53 BST 2016, end=Mon Jun 27 04:41:53 BST 2016, operations=43.06733554024305, operationsPerMinute=21.533667770121525, mode=normal, start=Mon Jun 27 04:42:04 BST 2016, end=Mon Jun 27 04:46:04 BST 2016, operations=84.79245669623836, operationsPerMinute=21.19811417405959
