spec.jvm2008.report.run.location=BARN-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 23:34:40 BST 2016, end=Fri Jul 01 23:34:40 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 23:34:40 BST 2016, end=Fri Jul 01 23:34:40 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 23:34:40 BST 2016, end=Fri Jul 01 23:34:53 BST 2016, operations=1.0, operationsPerMinute=4.451699065143196
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 23:34:53 BST 2016, end=Fri Jul 01 23:34:57 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 23:34:57 BST 2016, end=Fri Jul 01 23:34:58 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 23:34:58 BST 2016, end=Fri Jul 01 23:35:06 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 23:35:06 BST 2016, end=Fri Jul 01 23:35:14 BST 2016, operations=1.0, operationsPerMinute=7.881255746748982
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 23:35:14 BST 2016, end=Fri Jul 01 23:35:21 BST 2016, operations=1.0, operationsPerMinute=9.179926560587516
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 23:35:21 BST 2016, end=Fri Jul 01 23:35:23 BST 2016, operations=1.0, operationsPerMinute=26.33889376646181
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 23:35:23 BST 2016, end=Fri Jul 01 23:35:24 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 23:35:24 BST 2016, end=Fri Jul 01 23:35:25 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 23:35:25 BST 2016, end=Fri Jul 01 23:35:30 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 23:35:30 BST 2016, end=Fri Jul 01 23:35:31 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 23:35:31 BST 2016, end=Fri Jul 01 23:35:32 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 23:35:32 BST 2016, end=Fri Jul 01 23:35:35 BST 2016, operations=1.0, operationsPerMinute=28.28854314002829
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 23:35:35 BST 2016, end=Fri Jul 01 23:35:41 BST 2016, operations=1.0, operationsPerMinute=9.402914903620122
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 23:35:41 BST 2016, end=Fri Jul 01 23:36:01 BST 2016, operations=1.0, operationsPerMinute=2.956247536460386
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 23:36:01 BST 2016, end=Fri Jul 01 23:36:02 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 23:36:13 BST 2016, end=Fri Jul 01 23:38:13 BST 2016, operations=496.77102738686716, operationsPerMinute=248.38551369343358, mode=normal, start=Fri Jul 01 23:38:14 BST 2016, end=Fri Jul 01 23:42:14 BST 2016, operations=1001.1206788235974, operationsPerMinute=250.28016970589934
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 23:42:18 BST 2016, end=Fri Jul 01 23:44:18 BST 2016, operations=201.11888338029263, operationsPerMinute=100.55944169014631, mode=normal, start=Fri Jul 01 23:44:21 BST 2016, end=Fri Jul 01 23:48:21 BST 2016, operations=399.1260011935798, operationsPerMinute=99.78150029839495
benchmark-name=compress, mod=warmup, start=Fri Jul 01 23:48:24 BST 2016, end=Fri Jul 01 23:50:24 BST 2016, operations=400.02296989720486, operationsPerMinute=200.01148494860243, mode=normal, start=Fri Jul 01 23:50:26 BST 2016, end=Fri Jul 01 23:54:26 BST 2016, operations=800.2944952724807, operationsPerMinute=200.07362381812018
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 23:54:29 BST 2016, end=Fri Jul 01 23:56:29 BST 2016, operations=139.60264961904366, operationsPerMinute=69.80132480952183, mode=normal, start=Fri Jul 01 23:56:33 BST 2016, end=Sat Jul 02 00:00:33 BST 2016, operations=294.2777379617056, operationsPerMinute=73.5694344904264
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jul 02 00:00:38 BST 2016, end=Sat Jul 02 00:02:38 BST 2016, operations=235.4605316935643, operationsPerMinute=117.73026584678215, mode=normal, start=Sat Jul 02 00:02:40 BST 2016, end=Sat Jul 02 00:06:40 BST 2016, operations=470.8846153846154, operationsPerMinute=117.72115384615385
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jul 02 00:06:44 BST 2016, end=Sat Jul 02 00:08:44 BST 2016, operations=406.42167884579356, operationsPerMinute=203.21083942289678, mode=normal, start=Sat Jul 02 00:08:46 BST 2016, end=Sat Jul 02 00:12:46 BST 2016, operations=813.0219599974574, operationsPerMinute=203.25548999936436
benchmark-name=derby, mod=warmup, start=Sat Jul 02 00:13:08 BST 2016, end=Sat Jul 02 00:15:08 BST 2016, operations=358.80751009748246, operationsPerMinute=179.40375504874123, mode=normal, start=Sat Jul 02 00:15:10 BST 2016, end=Sat Jul 02 00:19:10 BST 2016, operations=723.52617232825, operationsPerMinute=180.8815430820625
benchmark-name=mpegaudio, mod=warmup, start=Sat Jul 02 00:19:13 BST 2016, end=Sat Jul 02 00:21:13 BST 2016, operations=207.96088820091927, operationsPerMinute=103.98044410045964, mode=normal, start=Sat Jul 02 00:21:17 BST 2016, end=Sat Jul 02 00:25:17 BST 2016, operations=415.6321752422497, operationsPerMinute=103.90804381056242
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jul 02 00:25:21 BST 2016, end=Sat Jul 02 00:27:21 BST 2016, operations=74.13302356095329, operationsPerMinute=37.066511780476645, mode=normal, start=Sat Jul 02 00:27:28 BST 2016, end=Sat Jul 02 00:31:28 BST 2016, operations=157.8913679298693, operationsPerMinute=39.47284198246732
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jul 02 00:31:36 BST 2016, end=Sat Jul 02 00:33:36 BST 2016, operations=13.916783721252482, operationsPerMinute=6.958391860626241, mode=normal, start=Sat Jul 02 00:34:19 BST 2016, end=Sat Jul 02 00:38:19 BST 2016, operations=27.752932457123126, operationsPerMinute=6.938233114280782
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jul 02 00:38:55 BST 2016, end=Sat Jul 02 00:40:55 BST 2016, operations=73.9735908126244, operationsPerMinute=36.9867954063122, mode=normal, start=Sat Jul 02 00:41:05 BST 2016, end=Sat Jul 02 00:45:05 BST 2016, operations=149.00359914159495, operationsPerMinute=37.25089978539874
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jul 02 00:45:14 BST 2016, end=Sat Jul 02 00:47:14 BST 2016, operations=43.098497251197415, operationsPerMinute=21.549248625598707, mode=normal, start=Sat Jul 02 00:47:25 BST 2016, end=Sat Jul 02 00:51:25 BST 2016, operations=85.8686156100155, operationsPerMinute=21.467153902503874
