spec.jvm2008.report.run.location=SUNSPACE12
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Quad CPU    Q9400  @ 2.66GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=4027
benchmark-name=check, mode=normal, start=Tue Jun 28 13:09:52 BST 2016, end=Tue Jun 28 13:09:53 BST 2016, operations=1.0, operationsPerMinute=545.4545454545455
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 28 13:09:53 BST 2016, end=Tue Jun 28 13:09:54 BST 2016, operations=1.0, operationsPerMinute=55.19779208831647
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 28 13:09:54 BST 2016, end=Tue Jun 28 13:10:33 BST 2016, operations=1.0, operationsPerMinute=1.5317845289762573
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 28 13:10:33 BST 2016, end=Tue Jun 28 13:10:40 BST 2016, operations=1.0, operationsPerMinute=7.9113924050632916
benchmark-name=startup.compress, mode=normal, start=Tue Jun 28 13:10:40 BST 2016, end=Tue Jun 28 13:10:43 BST 2016, operations=1.0, operationsPerMinute=27.77777777777778
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 28 13:10:43 BST 2016, end=Tue Jun 28 13:10:55 BST 2016, operations=1.0, operationsPerMinute=4.897159647404505
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 28 13:10:55 BST 2016, end=Tue Jun 28 13:11:04 BST 2016, operations=1.0, operationsPerMinute=6.510416666666667
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 28 13:11:04 BST 2016, end=Tue Jun 28 13:11:12 BST 2016, operations=1.0, operationsPerMinute=7.988283850352816
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 28 13:11:12 BST 2016, end=Tue Jun 28 13:11:16 BST 2016, operations=1.0, operationsPerMinute=13.12623058411726
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 28 13:11:16 BST 2016, end=Tue Jun 28 13:11:18 BST 2016, operations=1.0, operationsPerMinute=42.40282685512368
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 28 13:11:18 BST 2016, end=Tue Jun 28 13:11:20 BST 2016, operations=1.0, operationsPerMinute=27.675276752767527
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 28 13:11:20 BST 2016, end=Tue Jun 28 13:11:29 BST 2016, operations=1.0, operationsPerMinute=6.440532417346501
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 28 13:11:29 BST 2016, end=Tue Jun 28 13:11:31 BST 2016, operations=1.0, operationsPerMinute=27.47252747252747
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 28 13:11:31 BST 2016, end=Tue Jun 28 13:11:34 BST 2016, operations=1.0, operationsPerMinute=24.559967253376996
benchmark-name=startup.serial, mode=normal, start=Tue Jun 28 13:11:34 BST 2016, end=Tue Jun 28 13:11:39 BST 2016, operations=1.0, operationsPerMinute=12.249897917517353
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 28 13:11:39 BST 2016, end=Tue Jun 28 13:11:46 BST 2016, operations=1.0, operationsPerMinute=7.609384908053266
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 28 13:11:46 BST 2016, end=Tue Jun 28 13:12:35 BST 2016, operations=1.0, operationsPerMinute=1.2449424214130096
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 28 13:12:35 BST 2016, end=Tue Jun 28 13:12:37 BST 2016, operations=1.0, operationsPerMinute=31.104199066874028
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 28 13:12:59 BST 2016, end=Tue Jun 28 13:14:59 BST 2016, operations=269.0043475520144, operationsPerMinute=134.5021737760072, mode=normal, start=Tue Jun 28 13:15:01 BST 2016, end=Tue Jun 28 13:19:01 BST 2016, operations=579.4872914420732, operationsPerMinute=144.8718228605183
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 28 13:19:09 BST 2016, end=Tue Jun 28 13:21:09 BST 2016, operations=113.98218734292449, operationsPerMinute=56.991093671462245, mode=normal, start=Tue Jun 28 13:21:15 BST 2016, end=Tue Jun 28 13:25:15 BST 2016, operations=227.19648663566366, operationsPerMinute=56.799121658915915
benchmark-name=compress, mod=warmup, start=Tue Jun 28 13:25:23 BST 2016, end=Tue Jun 28 13:27:23 BST 2016, operations=236.8573173299629, operationsPerMinute=118.42865866498146, mode=normal, start=Tue Jun 28 13:27:27 BST 2016, end=Tue Jun 28 13:31:27 BST 2016, operations=470.32868199717996, operationsPerMinute=117.58217049929499
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 28 13:31:30 BST 2016, end=Tue Jun 28 13:33:30 BST 2016, operations=68.16452885917599, operationsPerMinute=34.082264429587994, mode=normal, start=Tue Jun 28 13:33:39 BST 2016, end=Tue Jun 28 13:37:39 BST 2016, operations=130.823725108013, operationsPerMinute=32.70593127700325
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 28 13:37:48 BST 2016, end=Tue Jun 28 13:39:48 BST 2016, operations=136.26332766334014, operationsPerMinute=68.13166383167007, mode=normal, start=Tue Jun 28 13:39:54 BST 2016, end=Tue Jun 28 13:43:54 BST 2016, operations=279.43315367368444, operationsPerMinute=69.85828841842111
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 28 13:44:00 BST 2016, end=Tue Jun 28 13:46:00 BST 2016, operations=226.4095249904692, operationsPerMinute=113.2047624952346, mode=normal, start=Tue Jun 28 13:46:03 BST 2016, end=Tue Jun 28 13:50:03 BST 2016, operations=451.3950256678884, operationsPerMinute=112.8487564169721
benchmark-name=derby, mod=warmup, start=Tue Jun 28 13:51:01 BST 2016, end=Tue Jun 28 13:53:01 BST 2016, operations=143.62101891910157, operationsPerMinute=71.81050945955079, mode=normal, start=Tue Jun 28 13:53:07 BST 2016, end=Tue Jun 28 13:57:07 BST 2016, operations=297.0430419389828, operationsPerMinute=74.2607604847457
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 28 13:57:12 BST 2016, end=Tue Jun 28 13:59:12 BST 2016, operations=105.88048842718044, operationsPerMinute=52.94024421359022, mode=normal, start=Tue Jun 28 13:59:19 BST 2016, end=Tue Jun 28 14:03:19 BST 2016, operations=216.75224725930383, operationsPerMinute=54.18806181482596
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 28 14:03:26 BST 2016, end=Tue Jun 28 14:05:26 BST 2016, operations=36.40528495512359, operationsPerMinute=18.202642477561795, mode=normal, start=Tue Jun 28 14:05:45 BST 2016, end=Tue Jun 28 14:09:45 BST 2016, operations=70.3765446202364, operationsPerMinute=17.5941361550591
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 28 14:10:03 BST 2016, end=Tue Jun 28 14:12:03 BST 2016, operations=8.401779564438938, operationsPerMinute=4.200889782219469, mode=normal, start=Tue Jun 28 14:13:27 BST 2016, end=Tue Jun 28 14:17:27 BST 2016, operations=16.760401057384197, operationsPerMinute=4.190100264346049
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 28 14:18:30 BST 2016, end=Tue Jun 28 14:20:30 BST 2016, operations=45.69751501156595, operationsPerMinute=22.848757505782974, mode=normal, start=Tue Jun 28 14:20:46 BST 2016, end=Tue Jun 28 14:24:46 BST 2016, operations=91.70126736797701, operationsPerMinute=22.925316841994253
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 28 14:25:02 BST 2016, end=Tue Jun 28 14:27:02 BST 2016, operations=26.756819294259067, operationsPerMinute=13.378409647129534, mode=normal, start=Tue Jun 28 14:27:23 BST 2016, end=Tue Jun 28 14:31:23 BST 2016, operations=53.3045607169618, operationsPerMinute=13.32614017924045
