spec.jvm2008.report.run.location=BARN-15
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 14:38:35 BST 2016, end=Fri Jul 01 14:38:35 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 14:38:35 BST 2016, end=Fri Jul 01 14:38:35 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 14:38:35 BST 2016, end=Fri Jul 01 14:38:48 BST 2016, operations=1.0, operationsPerMinute=4.461961775860787
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 14:38:48 BST 2016, end=Fri Jul 01 14:38:51 BST 2016, operations=1.0, operationsPerMinute=18.404907975460123
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 14:38:51 BST 2016, end=Fri Jul 01 14:38:53 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 14:38:53 BST 2016, end=Fri Jul 01 14:39:01 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 14:39:01 BST 2016, end=Fri Jul 01 14:39:09 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 14:39:09 BST 2016, end=Fri Jul 01 14:39:15 BST 2016, operations=1.0, operationsPerMinute=9.244992295839754
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 14:39:15 BST 2016, end=Fri Jul 01 14:39:17 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 14:39:17 BST 2016, end=Fri Jul 01 14:39:18 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 14:39:18 BST 2016, end=Fri Jul 01 14:39:19 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 14:39:19 BST 2016, end=Fri Jul 01 14:39:24 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 14:39:24 BST 2016, end=Fri Jul 01 14:39:26 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 14:39:26 BST 2016, end=Fri Jul 01 14:39:27 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 14:39:27 BST 2016, end=Fri Jul 01 14:39:29 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 14:39:29 BST 2016, end=Fri Jul 01 14:39:35 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 14:39:35 BST 2016, end=Fri Jul 01 14:39:56 BST 2016, operations=1.0, operationsPerMinute=2.956247536460386
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 14:39:56 BST 2016, end=Fri Jul 01 14:39:56 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 14:40:07 BST 2016, end=Fri Jul 01 14:42:07 BST 2016, operations=492.2884131100914, operationsPerMinute=246.1442065550457, mode=normal, start=Fri Jul 01 14:42:09 BST 2016, end=Fri Jul 01 14:46:09 BST 2016, operations=1006.5802596112603, operationsPerMinute=251.64506490281508
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 14:46:12 BST 2016, end=Fri Jul 01 14:48:12 BST 2016, operations=198.80861478190457, operationsPerMinute=99.40430739095228, mode=normal, start=Fri Jul 01 14:48:16 BST 2016, end=Fri Jul 01 14:52:16 BST 2016, operations=397.9341928036783, operationsPerMinute=99.48354820091957
benchmark-name=compress, mod=warmup, start=Fri Jul 01 14:52:19 BST 2016, end=Fri Jul 01 14:54:19 BST 2016, operations=398.91601602908617, operationsPerMinute=199.45800801454308, mode=normal, start=Fri Jul 01 14:54:22 BST 2016, end=Fri Jul 01 14:58:22 BST 2016, operations=798.4705221035916, operationsPerMinute=199.6176305258979
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 14:58:23 BST 2016, end=Fri Jul 01 15:00:23 BST 2016, operations=140.14959871502947, operationsPerMinute=70.07479935751473, mode=normal, start=Fri Jul 01 15:00:29 BST 2016, end=Fri Jul 01 15:04:29 BST 2016, operations=293.03973951858495, operationsPerMinute=73.25993487964624
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 15:04:34 BST 2016, end=Fri Jul 01 15:06:34 BST 2016, operations=233.26928918072352, operationsPerMinute=116.63464459036176, mode=normal, start=Fri Jul 01 15:06:37 BST 2016, end=Fri Jul 01 15:10:37 BST 2016, operations=467.42521860919044, operationsPerMinute=116.85630465229761
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 15:10:41 BST 2016, end=Fri Jul 01 15:12:41 BST 2016, operations=406.5875172199262, operationsPerMinute=203.2937586099631, mode=normal, start=Fri Jul 01 15:12:43 BST 2016, end=Fri Jul 01 15:16:43 BST 2016, operations=813.4973077362826, operationsPerMinute=203.37432693407064
benchmark-name=derby, mod=warmup, start=Fri Jul 01 15:17:05 BST 2016, end=Fri Jul 01 15:19:05 BST 2016, operations=356.9459733452019, operationsPerMinute=178.47298667260094, mode=normal, start=Fri Jul 01 15:19:07 BST 2016, end=Fri Jul 01 15:23:07 BST 2016, operations=713.1147619657745, operationsPerMinute=178.27869049144363
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 15:23:09 BST 2016, end=Fri Jul 01 15:25:09 BST 2016, operations=208.0341346309067, operationsPerMinute=104.01706731545335, mode=normal, start=Fri Jul 01 15:25:13 BST 2016, end=Fri Jul 01 15:29:13 BST 2016, operations=416.25994148098135, operationsPerMinute=104.06498537024534
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 15:29:16 BST 2016, end=Fri Jul 01 15:31:16 BST 2016, operations=70.28993631735754, operationsPerMinute=35.14496815867877, mode=normal, start=Fri Jul 01 15:31:24 BST 2016, end=Fri Jul 01 15:35:24 BST 2016, operations=144.40306406110477, operationsPerMinute=36.10076601527619
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 15:35:32 BST 2016, end=Fri Jul 01 15:37:32 BST 2016, operations=13.791589014187391, operationsPerMinute=6.8957945070936955, mode=normal, start=Fri Jul 01 15:38:17 BST 2016, end=Fri Jul 01 15:42:17 BST 2016, operations=27.802888329290692, operationsPerMinute=6.950722082322673
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 15:42:52 BST 2016, end=Fri Jul 01 15:44:52 BST 2016, operations=74.27176761574871, operationsPerMinute=37.13588380787436, mode=normal, start=Fri Jul 01 15:45:02 BST 2016, end=Fri Jul 01 15:49:02 BST 2016, operations=149.2791283989678, operationsPerMinute=37.31978209974195
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 15:49:13 BST 2016, end=Fri Jul 01 15:51:13 BST 2016, operations=41.954738913735554, operationsPerMinute=20.977369456867777, mode=normal, start=Fri Jul 01 15:51:28 BST 2016, end=Fri Jul 01 15:55:28 BST 2016, operations=84.61675235875308, operationsPerMinute=21.15418808968827
