spec.jvm2008.report.run.location=CASTLEAZES017
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 11:45:10 BST 2016, end=Thu Jun 23 11:45:10 BST 2016, operations=1.0, operationsPerMinute=1875.0
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 11:45:10 BST 2016, end=Thu Jun 23 11:45:10 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 11:45:10 BST 2016, end=Thu Jun 23 11:45:23 BST 2016, operations=1.0, operationsPerMinute=4.725153567490944
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 11:45:23 BST 2016, end=Thu Jun 23 11:45:26 BST 2016, operations=1.0, operationsPerMinute=18.668326073428748
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 11:45:26 BST 2016, end=Thu Jun 23 11:45:27 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 11:45:27 BST 2016, end=Thu Jun 23 11:45:36 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 11:45:36 BST 2016, end=Thu Jun 23 11:45:43 BST 2016, operations=1.0, operationsPerMinute=7.849293563579278
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 11:45:43 BST 2016, end=Thu Jun 23 11:45:50 BST 2016, operations=1.0, operationsPerMinute=9.113001215066829
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 11:45:50 BST 2016, end=Thu Jun 23 11:45:52 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 11:45:52 BST 2016, end=Thu Jun 23 11:45:53 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 11:45:53 BST 2016, end=Thu Jun 23 11:45:54 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 11:45:54 BST 2016, end=Thu Jun 23 11:45:59 BST 2016, operations=1.0, operationsPerMinute=10.95690284879474
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 11:45:59 BST 2016, end=Thu Jun 23 11:46:01 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 11:46:01 BST 2016, end=Thu Jun 23 11:46:02 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 11:46:02 BST 2016, end=Thu Jun 23 11:46:04 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 11:46:04 BST 2016, end=Thu Jun 23 11:46:10 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 11:46:10 BST 2016, end=Thu Jun 23 11:46:30 BST 2016, operations=1.0, operationsPerMinute=3.00240192153723
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 11:46:30 BST 2016, end=Thu Jun 23 11:46:31 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 11:46:41 BST 2016, end=Thu Jun 23 11:48:41 BST 2016, operations=490.68063624609846, operationsPerMinute=245.34031812304923, mode=normal, start=Thu Jun 23 11:48:43 BST 2016, end=Thu Jun 23 11:52:43 BST 2016, operations=1013.8558120268478, operationsPerMinute=253.46395300671196
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 11:52:46 BST 2016, end=Thu Jun 23 11:54:46 BST 2016, operations=200.8221739231382, operationsPerMinute=100.4110869615691, mode=normal, start=Thu Jun 23 11:54:50 BST 2016, end=Thu Jun 23 11:58:50 BST 2016, operations=397.4233487464694, operationsPerMinute=99.35583718661735
benchmark-name=compress, mod=warmup, start=Thu Jun 23 11:58:53 BST 2016, end=Thu Jun 23 12:00:53 BST 2016, operations=400.2509652052542, operationsPerMinute=200.1254826026271, mode=normal, start=Thu Jun 23 12:00:55 BST 2016, end=Thu Jun 23 12:04:55 BST 2016, operations=799.80102514702, operationsPerMinute=199.950256286755
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 12:04:58 BST 2016, end=Thu Jun 23 12:06:58 BST 2016, operations=139.7110556007019, operationsPerMinute=69.85552780035096, mode=normal, start=Thu Jun 23 12:07:04 BST 2016, end=Thu Jun 23 12:11:04 BST 2016, operations=295.3457268182283, operationsPerMinute=73.83643170455707
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 12:11:10 BST 2016, end=Thu Jun 23 12:13:10 BST 2016, operations=236.39315162737506, operationsPerMinute=118.19657581368753, mode=normal, start=Thu Jun 23 12:13:13 BST 2016, end=Thu Jun 23 12:17:13 BST 2016, operations=472.5573400030556, operationsPerMinute=118.1393350007639
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 12:17:17 BST 2016, end=Thu Jun 23 12:19:17 BST 2016, operations=407.66824333408147, operationsPerMinute=203.83412166704073, mode=normal, start=Thu Jun 23 12:19:19 BST 2016, end=Thu Jun 23 12:23:19 BST 2016, operations=814.2598290598291, operationsPerMinute=203.5649572649573
benchmark-name=derby, mod=warmup, start=Thu Jun 23 12:23:41 BST 2016, end=Thu Jun 23 12:25:41 BST 2016, operations=362.57819549461084, operationsPerMinute=181.28909774730542, mode=normal, start=Thu Jun 23 12:25:43 BST 2016, end=Thu Jun 23 12:29:43 BST 2016, operations=730.9524417123312, operationsPerMinute=182.7381104280828
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 12:29:45 BST 2016, end=Thu Jun 23 12:31:45 BST 2016, operations=207.96628380441513, operationsPerMinute=103.98314190220756, mode=normal, start=Thu Jun 23 12:31:50 BST 2016, end=Thu Jun 23 12:35:50 BST 2016, operations=415.83343146176287, operationsPerMinute=103.95835786544072
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 12:35:53 BST 2016, end=Thu Jun 23 12:37:53 BST 2016, operations=70.3417473163615, operationsPerMinute=35.17087365818075, mode=normal, start=Thu Jun 23 12:38:02 BST 2016, end=Thu Jun 23 12:42:02 BST 2016, operations=146.60458042402104, operationsPerMinute=36.65114510600526
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 12:42:12 BST 2016, end=Thu Jun 23 12:44:12 BST 2016, operations=13.872655458403434, operationsPerMinute=6.936327729201717, mode=normal, start=Thu Jun 23 12:44:56 BST 2016, end=Thu Jun 23 12:48:56 BST 2016, operations=27.95922198820402, operationsPerMinute=6.989805497051005
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 12:49:50 BST 2016, end=Thu Jun 23 12:51:50 BST 2016, operations=74.60163241501098, operationsPerMinute=37.30081620750549, mode=normal, start=Thu Jun 23 12:51:58 BST 2016, end=Thu Jun 23 12:55:58 BST 2016, operations=149.17519377082147, operationsPerMinute=37.293798442705366
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 12:56:07 BST 2016, end=Thu Jun 23 12:58:07 BST 2016, operations=43.31181987210408, operationsPerMinute=21.65590993605204, mode=normal, start=Thu Jun 23 12:58:17 BST 2016, end=Thu Jun 23 13:02:17 BST 2016, operations=86.62883047188615, operationsPerMinute=21.657207617971537
