spec.jvm2008.report.run.location=TOLL01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Tue Jun 28 18:13:15 BST 2016, end=Tue Jun 28 18:13:15 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 28 18:13:15 BST 2016, end=Tue Jun 28 18:13:15 BST 2016, operations=1.0, operationsPerMinute=273.972602739726
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 28 18:13:15 BST 2016, end=Tue Jun 28 18:13:39 BST 2016, operations=1.0, operationsPerMinute=2.5371051630090067
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 28 18:13:39 BST 2016, end=Tue Jun 28 18:13:44 BST 2016, operations=1.0, operationsPerMinute=11.051759071652238
benchmark-name=startup.compress, mode=normal, start=Tue Jun 28 18:13:44 BST 2016, end=Tue Jun 28 18:13:46 BST 2016, operations=1.0, operationsPerMinute=32.87671232876713
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 28 18:13:46 BST 2016, end=Tue Jun 28 18:13:57 BST 2016, operations=1.0, operationsPerMinute=5.3792361484669176
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 28 18:13:57 BST 2016, end=Tue Jun 28 18:14:06 BST 2016, operations=1.0, operationsPerMinute=6.967022758941012
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 28 18:14:06 BST 2016, end=Tue Jun 28 18:14:13 BST 2016, operations=1.0, operationsPerMinute=8.201202843083653
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 28 18:14:13 BST 2016, end=Tue Jun 28 18:14:17 BST 2016, operations=1.0, operationsPerMinute=15.384615384615385
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 28 18:14:17 BST 2016, end=Tue Jun 28 18:14:18 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 28 18:14:18 BST 2016, end=Tue Jun 28 18:14:20 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 28 18:14:20 BST 2016, end=Tue Jun 28 18:14:28 BST 2016, operations=1.0, operationsPerMinute=7.571933366986371
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 28 18:14:28 BST 2016, end=Tue Jun 28 18:14:30 BST 2016, operations=1.0, operationsPerMinute=32.59098316132537
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 28 18:14:30 BST 2016, end=Tue Jun 28 18:14:32 BST 2016, operations=1.0, operationsPerMinute=29.140359397765906
benchmark-name=startup.serial, mode=normal, start=Tue Jun 28 18:14:32 BST 2016, end=Tue Jun 28 18:14:36 BST 2016, operations=1.0, operationsPerMinute=14.191106906338694
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 28 18:14:36 BST 2016, end=Tue Jun 28 18:14:45 BST 2016, operations=1.0, operationsPerMinute=6.9428373061791255
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 28 18:14:45 BST 2016, end=Tue Jun 28 18:15:26 BST 2016, operations=1.0, operationsPerMinute=1.463521721101544
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 28 18:15:26 BST 2016, end=Tue Jun 28 18:15:27 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 28 18:15:45 BST 2016, end=Tue Jun 28 18:17:45 BST 2016, operations=214.7749463969281, operationsPerMinute=107.38747319846405, mode=normal, start=Tue Jun 28 18:17:46 BST 2016, end=Tue Jun 28 18:21:46 BST 2016, operations=426.5421217163314, operationsPerMinute=106.63553042908285
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 28 18:21:52 BST 2016, end=Tue Jun 28 18:23:52 BST 2016, operations=83.34883555701296, operationsPerMinute=41.67441777850648, mode=normal, start=Tue Jun 28 18:23:56 BST 2016, end=Tue Jun 28 18:27:56 BST 2016, operations=167.65630474772252, operationsPerMinute=41.91407618693063
benchmark-name=compress, mod=warmup, start=Tue Jun 28 18:28:00 BST 2016, end=Tue Jun 28 18:30:00 BST 2016, operations=131.34245637138434, operationsPerMinute=65.67122818569217, mode=normal, start=Tue Jun 28 18:30:04 BST 2016, end=Tue Jun 28 18:34:04 BST 2016, operations=256.6901813349042, operationsPerMinute=64.17254533372605
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 28 18:34:06 BST 2016, end=Tue Jun 28 18:36:06 BST 2016, operations=35.92181442820028, operationsPerMinute=17.96090721410014, mode=normal, start=Tue Jun 28 18:36:14 BST 2016, end=Tue Jun 28 18:40:14 BST 2016, operations=76.68988292507647, operationsPerMinute=19.17247073126912
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 28 18:40:22 BST 2016, end=Tue Jun 28 18:42:22 BST 2016, operations=71.31939427012482, operationsPerMinute=35.65969713506241, mode=normal, start=Tue Jun 28 18:42:26 BST 2016, end=Tue Jun 28 18:46:26 BST 2016, operations=146.6376886477642, operationsPerMinute=36.65942216194105
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 28 18:46:31 BST 2016, end=Tue Jun 28 18:48:31 BST 2016, operations=120.10166675112328, operationsPerMinute=60.05083337556164, mode=normal, start=Tue Jun 28 18:48:33 BST 2016, end=Tue Jun 28 18:52:33 BST 2016, operations=238.93161562916865, operationsPerMinute=59.73290390729216
benchmark-name=derby, mod=warmup, start=Tue Jun 28 18:54:33 BST 2016, end=Tue Jun 28 18:56:33 BST 2016, operations=90.28822799878293, operationsPerMinute=45.144113999391465, mode=normal, start=Tue Jun 28 18:56:36 BST 2016, end=Tue Jun 28 19:00:36 BST 2016, operations=181.22441997358885, operationsPerMinute=45.30610499339721
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 28 19:00:39 BST 2016, end=Tue Jun 28 19:02:39 BST 2016, operations=56.42810235507247, operationsPerMinute=28.214051177536234, mode=normal, start=Tue Jun 28 19:02:45 BST 2016, end=Tue Jun 28 19:06:45 BST 2016, operations=113.4722814596579, operationsPerMinute=28.368070364914477
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 28 19:06:52 BST 2016, end=Tue Jun 28 19:08:52 BST 2016, operations=32.475352012686606, operationsPerMinute=16.237676006343303, mode=normal, start=Tue Jun 28 19:09:01 BST 2016, end=Tue Jun 28 19:13:01 BST 2016, operations=63.34609459830679, operationsPerMinute=15.836523649576698
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 28 19:13:12 BST 2016, end=Tue Jun 28 19:15:12 BST 2016, operations=6.8338254025727245, operationsPerMinute=3.4169127012863623, mode=normal, start=Tue Jun 28 19:15:50 BST 2016, end=Tue Jun 28 19:19:50 BST 2016, operations=13.764696113620658, operationsPerMinute=3.4411740284051646
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 28 19:20:47 BST 2016, end=Tue Jun 28 19:22:47 BST 2016, operations=26.557541251817415, operationsPerMinute=13.278770625908708, mode=normal, start=Tue Jun 28 19:22:57 BST 2016, end=Tue Jun 28 19:26:57 BST 2016, operations=54.62064239648651, operationsPerMinute=13.655160599121627
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 28 19:27:10 BST 2016, end=Tue Jun 28 19:29:10 BST 2016, operations=21.938143644284633, operationsPerMinute=10.969071822142316, mode=normal, start=Tue Jun 28 19:29:31 BST 2016, end=Tue Jun 28 19:33:31 BST 2016, operations=42.499225830213874, operationsPerMinute=10.624806457553468
