spec.jvm2008.report.run.location=CASTLEAZES009
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 09:36:36 BST 2016, end=Thu Jun 23 09:36:36 BST 2016, operations=1.0, operationsPerMinute=1875.0
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 09:36:36 BST 2016, end=Thu Jun 23 09:36:36 BST 2016, operations=1.0, operationsPerMinute=483.8709677419355
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 09:36:36 BST 2016, end=Thu Jun 23 09:36:49 BST 2016, operations=1.0, operationsPerMinute=4.573170731707317
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 09:36:49 BST 2016, end=Thu Jun 23 09:36:53 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 09:36:53 BST 2016, end=Thu Jun 23 09:36:54 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 09:36:54 BST 2016, end=Thu Jun 23 09:37:02 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 09:37:02 BST 2016, end=Thu Jun 23 09:37:10 BST 2016, operations=1.0, operationsPerMinute=7.896814951302974
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 09:37:10 BST 2016, end=Thu Jun 23 09:37:16 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 09:37:16 BST 2016, end=Thu Jun 23 09:37:19 BST 2016, operations=1.0, operationsPerMinute=26.905829596412556
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 09:37:19 BST 2016, end=Thu Jun 23 09:37:19 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 09:37:19 BST 2016, end=Thu Jun 23 09:37:20 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 09:37:20 BST 2016, end=Thu Jun 23 09:37:26 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 09:37:26 BST 2016, end=Thu Jun 23 09:37:27 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 09:37:27 BST 2016, end=Thu Jun 23 09:37:28 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 09:37:28 BST 2016, end=Thu Jun 23 09:37:30 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 09:37:30 BST 2016, end=Thu Jun 23 09:37:37 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 09:37:37 BST 2016, end=Thu Jun 23 09:37:57 BST 2016, operations=1.0, operationsPerMinute=2.9791459781529297
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 09:37:57 BST 2016, end=Thu Jun 23 09:37:58 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 09:38:08 BST 2016, end=Thu Jun 23 09:40:08 BST 2016, operations=482.20463225690554, operationsPerMinute=241.10231612845277, mode=normal, start=Thu Jun 23 09:40:09 BST 2016, end=Thu Jun 23 09:44:09 BST 2016, operations=1000.4853902013266, operationsPerMinute=250.12134755033165
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 09:44:13 BST 2016, end=Thu Jun 23 09:46:13 BST 2016, operations=199.46594867574018, operationsPerMinute=99.73297433787009, mode=normal, start=Thu Jun 23 09:46:16 BST 2016, end=Thu Jun 23 09:50:16 BST 2016, operations=385.68072260798533, operationsPerMinute=96.42018065199633
benchmark-name=compress, mod=warmup, start=Thu Jun 23 09:50:20 BST 2016, end=Thu Jun 23 09:52:20 BST 2016, operations=399.0027999177983, operationsPerMinute=199.50139995889916, mode=normal, start=Thu Jun 23 09:52:22 BST 2016, end=Thu Jun 23 09:56:22 BST 2016, operations=796.8843121649438, operationsPerMinute=199.22107804123596
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 09:56:24 BST 2016, end=Thu Jun 23 09:58:24 BST 2016, operations=138.36473217602543, operationsPerMinute=69.18236608801271, mode=normal, start=Thu Jun 23 09:58:28 BST 2016, end=Thu Jun 23 10:02:28 BST 2016, operations=293.0459088908142, operationsPerMinute=73.26147722270355
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 10:02:33 BST 2016, end=Thu Jun 23 10:04:33 BST 2016, operations=235.35702489790435, operationsPerMinute=117.67851244895218, mode=normal, start=Thu Jun 23 10:04:36 BST 2016, end=Thu Jun 23 10:08:36 BST 2016, operations=470.6295440293607, operationsPerMinute=117.65738600734018
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 10:08:40 BST 2016, end=Thu Jun 23 10:10:40 BST 2016, operations=408.69990529157764, operationsPerMinute=204.34995264578882, mode=normal, start=Thu Jun 23 10:10:42 BST 2016, end=Thu Jun 23 10:14:42 BST 2016, operations=817.1994262560008, operationsPerMinute=204.2998565640002
benchmark-name=derby, mod=warmup, start=Thu Jun 23 10:15:05 BST 2016, end=Thu Jun 23 10:17:05 BST 2016, operations=365.57193273592213, operationsPerMinute=182.78596636796107, mode=normal, start=Thu Jun 23 10:17:07 BST 2016, end=Thu Jun 23 10:21:07 BST 2016, operations=729.5533276265384, operationsPerMinute=182.3883319066346
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 10:21:09 BST 2016, end=Thu Jun 23 10:23:09 BST 2016, operations=208.2617339569747, operationsPerMinute=104.13086697848735, mode=normal, start=Thu Jun 23 10:23:13 BST 2016, end=Thu Jun 23 10:27:13 BST 2016, operations=416.9802699890886, operationsPerMinute=104.24506749727215
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 10:27:17 BST 2016, end=Thu Jun 23 10:29:17 BST 2016, operations=78.63904427509686, operationsPerMinute=39.31952213754843, mode=normal, start=Thu Jun 23 10:29:24 BST 2016, end=Thu Jun 23 10:33:24 BST 2016, operations=156.3725424431539, operationsPerMinute=39.09313561078847
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 10:33:29 BST 2016, end=Thu Jun 23 10:35:29 BST 2016, operations=13.895775908996733, operationsPerMinute=6.947887954498366, mode=normal, start=Thu Jun 23 10:36:13 BST 2016, end=Thu Jun 23 10:40:13 BST 2016, operations=27.954829062842645, operationsPerMinute=6.988707265710661
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 10:40:56 BST 2016, end=Thu Jun 23 10:42:56 BST 2016, operations=74.67011807524487, operationsPerMinute=37.335059037622436, mode=normal, start=Thu Jun 23 10:43:04 BST 2016, end=Thu Jun 23 10:47:04 BST 2016, operations=149.1365814930843, operationsPerMinute=37.28414537327107
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 10:47:15 BST 2016, end=Thu Jun 23 10:49:15 BST 2016, operations=43.012164274576435, operationsPerMinute=21.506082137288217, mode=normal, start=Thu Jun 23 10:49:26 BST 2016, end=Thu Jun 23 10:53:26 BST 2016, operations=86.66464437510099, operationsPerMinute=21.666161093775248
